,Tenth_Tee_Early_Par_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Par_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Par_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Par_4_Scoring_Average_ROUNDS,Tenth_Tee_Early_Par_4_Scoring_Average_AVG,Tenth_Tee_Early_Par_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Jim Furyk,89,3.85,531,138
1,2,2,Tiger Woods,55,3.89,455,117
2,T3,T3,Robert Allenby,79,3.9,448,115
3,T3,T3,Lucas Glover,105,3.9,530,136
4,5,5,John Senden,96,3.91,700,179
5,T6,T6,Brian Gay,107,3.92,949,242
6,T6,T6,Adam Scott,70,3.92,459,117
7,T6,T6,Steve Stricker,64,3.92,658,168
8,T6,T6,Mike Weir,88,3.92,443,113
9,10,10,Vance Veazey,59,3.93,523,133
10,T11,T11,Daniel Chopra,110,3.94,867,220
11,T11,T11,Ryuji Imada,105,3.94,816,207
12,T11,T11,Vijay Singh,103,3.94,917,233
13,T14,T14,Billy Andrade,78,3.95,423,107
14,T14,T14,David Branshaw,98,3.95,735,186
15,T14,T14,Dudley Hart,83,3.95,667,169
16,T14,T14,Will MacKenzie,91,3.95,829,210
17,T14,T14,Phil Mickelson,74,3.95,498,126
18,T14,T14,Justin Rose,98,3.95,763,193
19,T20,T20,Jason Bohn,104,3.96,598,151
20,T20,T20,Steve Elkington,52,3.96,542,137
21,T22,T22,Briny Baird,81,3.97,635,160
22,T22,T22,Stewart Cink,93,3.97,575,145
23,T22,T22,Steve Flesch,119,3.97,1095,276
24,T22,T22,J.B. Holmes,81,3.97,620,156
25,T22,T22,Kent Jones,103,3.97,671,169
26,T22,T22,Kevin Sutherland,100,3.97,751,189
27,T22,T22,Nick Watney,97,3.97,814,205
28,T22,T22,Mark Wilson,79,3.97,711,179
29,T30,T30,K.J. Choi,93,3.98,330,83
30,T30,T30,David McKenzie,82,3.98,661,166
31,T30,T30,Shaun Micheel,96,3.98,815,205
32,T30,T30,Mark O'Meara,52,3.98,354,89
33,T30,T30,Jesper Parnevik,84,3.98,664,167
34,T30,T30,Brett Quigley,109,3.98,760,191
35,T30,T30,Vaughn Taylor,88,3.98,505,127
36,T37,T37,Jonathan Byrd,66,3.99,566,142
37,T37,T37,Ben Crane,85,3.99,451,113
38,T37,T37,Luke Donald,66,3.99,579,145
39,T37,T37,Ernie Els,69,3.99,495,124
40,T37,T37,Todd Fischer,101,3.99,735,184
41,T37,T37,Harrison Frazar,95,3.99,787,197
42,T37,T37,Sergio Garcia,59,3.99,331,83
43,T37,T37,Robert Garrigus,85,3.99,723,181
44,T37,T37,David Howell,52,3.99,303,76
45,T37,T37,Skip Kendall,72,3.99,711,178
46,T37,T37,Bernhard Langer,77,3.99,535,134
47,T37,T37,Greg Owen,79,3.99,686,172
48,T37,T37,Chris Riley,86,3.99,682,171
49,T37,T37,Jerry Smith,94,3.99,985,247
50,T37,T37,David Toms,76,3.99,543,136
51,T37,T37,Omar Uresti,61,3.99,367,92
52,T53,T53,Arjun Atwal,97,4.0,865,216
53,T53,T53,Bob Estes,85,4.0,848,212
54,T53,T53,Nathan Green,108,4.0,976,244
55,T53,T53,Jonathan Kaye,95,4.0,1013,253
56,T53,T53,Davis Love III,85,4.0,484,121
