,Tenth_Tee_Late_Round_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_4_Scoring_Average_AVG,Tenth_Tee_Late_Round_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Paul Goydos,63.0,63,1
1,T2,T2,Doug Barron,64.0,64,1
2,T2,T2,Brandt Jobe,64.0,64,1
3,4,4,Brian Gay,65.33,196,3
4,5,5,Steve Lowery,66.0,66,1
5,6,6,Eric Axley,66.5,133,2
6,T7,T7,Corey Pavin,67.0,67,1
7,T7,T7,Steve Stricker,67.0,67,1
8,9,9,Hunter Mahan,67.33,202,3
9,T10,T10,Todd Hamilton,67.5,135,2
10,T10,T10,Justin Leonard,67.5,135,2
11,T10,T10,Bob May,67.5,135,2
12,T13,T13,Shane Bertsch,68.0,68,1
13,T13,T13,Olin Browne,68.0,136,2
14,T13,T13,Bart Bryant,68.0,68,1
15,T13,T13,Tim Herron,68.0,204,3
16,T13,T13,Lee Janzen,68.0,68,1
17,T13,T13,Justin Rose,68.0,136,2
18,T13,T13,Jerry Smith,68.0,68,1
19,T13,T13,Dean Wilson,68.0,68,1
20,T21,T21,Fred Funk,68.5,137,2
21,T21,T21,Shigeki Maruyama,68.5,137,2
22,23,23,Alex Cejka,68.67,206,3
23,T24,T24,Stuart Appleby,69.0,69,1
24,T24,T24,Woody Austin,69.0,69,1
25,T24,T24,David Branshaw,69.0,138,2
26,T24,T24,Chad Campbell,69.0,69,1
27,T24,T24,John Cook,69.0,69,1
28,T24,T24,"John Engler, Jr.",69.0,138,2
29,T24,T24,Kent Jones,69.0,69,1
30,T24,T24,Patrick Sheehan,69.0,207,3
31,T24,T24,Duffy Waldorf,69.0,69,1
32,33,33,Michael Allen,69.25,277,4
33,34,34,Charley Hoffman,69.33,208,3
34,T35,T35,Paul Azinger,69.5,139,2
35,T35,T35,Henrik Bjornstad,69.5,139,2
36,T35,T35,Jeff Brehaut,69.5,139,2
37,T35,T35,Jeff Gove,69.5,139,2
38,T35,T35,Mathias Grönberg,69.5,139,2
39,T35,T35,Jesper Parnevik,69.5,139,2
40,T35,T35,Omar Uresti,69.5,139,2
41,T42,T42,Brian Davis,69.67,209,3
42,T42,T42,Robert Garrigus,69.67,209,3
43,T42,T42,Jimmy Walker,69.67,209,3
44,45,45,Briny Baird,69.75,279,4
45,T46,T46,Chris Couch,70.0,70,1
46,T46,T46,Chris DiMarco,70.0,70,1
47,T46,T46,Joe Durant,70.0,280,4
48,T46,T46,Jim Furyk,70.0,70,1
49,T46,T46,Retief Goosen,70.0,140,2
50,T46,T46,Stephen Leaney,70.0,70,1
51,T46,T46,Jason Schultz,70.0,70,1
52,T46,T46,Heath Slocum,70.0,70,1
53,T46,T46,Paul Stankowski,70.0,70,1
54,T46,T46,Roger Tambellini,70.0,70,1
55,T46,T46,Scott Verplank,70.0,70,1
56,57,57,Will MacKenzie,70.33,211,3
57,T58,T58,Todd Fischer,70.5,141,2
58,T58,T58,Carl Pettersson,70.5,141,2
59,T60,T60,Vaughn Taylor,70.67,212,3
60,T60,T60,Charles Warren,70.67,212,3
61,T62,T62,Fred Couples,71.0,71,1
62,T62,T62,Kris Cox,71.0,71,1
63,T62,T62,David Duval,71.0,71,1
64,T62,T62,Danny Ellis,71.0,71,1
65,T62,T62,Brad Faxon,71.0,71,1
66,T62,T62,Bill Haas,71.0,284,4
67,T62,T62,J.P. Hayes,71.0,71,1
68,T62,T62,Ryuji Imada,71.0,71,1
69,T62,T62,Jerry Kelly,71.0,71,1
70,T62,T62,Greg Kraft,71.0,213,3
71,T62,T62,Bernhard Langer,71.0,71,1
72,T62,T62,Billy Mayfair,71.0,142,2
73,T62,T62,Shaun Micheel,71.0,71,1
74,T62,T62,Kenny Perry,71.0,71,1
75,T62,T62,Tim Petrovic,71.0,71,1
76,T62,T62,Brett Quigley,71.0,71,1
77,T62,T62,John Rollins,71.0,213,3
78,T62,T62,Joey Sindelar,71.0,213,3
79,T62,T62,D.J. Trahan,71.0,213,3
80,T62,T62,Tjaart van der Walt,71.0,142,2
81,T82,T82,Skip Kendall,71.5,286,4
82,T82,T82,Ryan Palmer,71.5,143,2
83,T82,T82,Tom Pernice Jr.,71.5,143,2
84,T82,T82,Ted Purdy,71.5,143,2
85,T82,T82,Ron Whittaker,71.5,286,4
86,T87,T87,Jonathan Byrd,72.0,72,1
87,T87,T87,Steve Elkington,72.0,144,2
88,T87,T87,Bob Estes,72.0,72,1
89,T87,T87,Steve Flesch,72.0,72,1
90,T87,T87,Peter Lonard,72.0,72,1
91,T87,T87,Daisuke Maruyama,72.0,144,2
92,T87,T87,Len Mattiace,72.0,288,4
93,T87,T87,David McKenzie,72.0,288,4
94,T87,T87,Rod Pampling,72.0,144,2
95,T87,T87,Tag Ridings,72.0,72,1
96,T87,T87,Vijay Singh,72.0,72,1
97,T87,T87,Bob Tway,72.0,216,3
98,99,99,Nicholas Thompson,72.33,217,3
99,T100,T100,Robert Damron,72.5,145,2
100,T100,T100,Robert Gamez,72.5,145,2
101,T100,T100,Matt Hansen,72.5,145,2
102,T100,T100,J.L. Lewis,72.5,145,2
103,T104,T104,Billy Andrade,73.0,219,3
104,T104,T104,Alex Aragon,73.0,73,1
105,T104,T104,Harrison Frazar,73.0,73,1
106,T104,T104,Zach Johnson,73.0,73,1
107,T104,T104,Jonathan Kaye,73.0,219,3
108,T104,T104,Larry Mize,73.0,146,2
109,T104,T104,Chris Smith,73.0,219,3
110,T104,T104,David Toms,73.0,73,1
111,T104,T104,Kirk Triplett,73.0,73,1
112,T104,T104,Bo Van Pelt,73.0,73,1
113,T114,T114,Aaron Baddeley,73.5,147,2
114,T114,T114,Tim Clark,73.5,147,2
115,T114,T114,Ryan Hietala,73.5,147,2
116,T114,T114,Jeff Maggert,73.5,147,2
117,T114,T114,Jon Mills,73.5,147,2
118,T119,T119,Tommy Armour III,74.0,74,1
119,T119,T119,Arjun Atwal,74.0,74,1
120,T119,T119,Bubba Dickerson,74.0,148,2
121,T119,T119,James Driscoll,74.0,74,1
122,T119,T119,Brent Geiberger,74.0,148,2
123,T119,T119,Troy Matteson,74.0,148,2
124,T119,T119,Jeff Overton,74.0,222,3
125,T126,T126,Steve Jones,74.5,149,2
126,T126,T126,Hidemichi Tanaka,74.5,298,4
127,T128,T128,Carlos Franco,75.0,75,1
128,T128,T128,Richard Johnson,75.0,75,1
129,T128,T128,Pat Perez,75.0,75,1
130,T128,T128,Chris Riley,75.0,150,2
131,T128,T128,Kevin Sutherland,75.0,75,1
132,T133,T133,Mark Calcavecchia,75.25,301,4
133,T133,T133,"Wes Short, Jr.",75.25,301,4
134,T135,T135,Brian Bateman,76.0,76,1
135,T135,T135,Mark Brooks,76.0,152,2
136,T135,T135,Ben Curtis,76.0,76,1
137,T135,T135,Charles Howell III,76.0,76,1
138,T135,T135,Brett Wetterich,76.0,152,2
139,140,140,Sean O'Hair,76.5,153,2
140,141,141,Daniel Chopra,77.0,77,1
141,142,142,Ian Leggatt,77.5,155,2
142,T143,T143,Ben Crane,78.0,78,1
143,T143,T143,Vance Veazey,78.0,78,1
144,T145,T145,Nathan Green,79.0,79,1
145,T145,T145,Ryan Moore,79.0,79,1
