,Tenth_Tee_Late_Round_3_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_3_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_3_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_3_Scoring_Average_AVG,Tenth_Tee_Late_Round_3_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_3_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Mark Calcavecchia,63.0,63,1
1,T1,T1,Billy Mayfair,63.0,63,1
2,T3,T3,Ian Poulter,65.0,65,1
3,T3,T3,Ted Purdy,65.0,65,1
4,T5,T5,Robert Allenby,66.0,66,1
5,T5,T5,Marco Dawson,66.0,66,1
6,T5,T5,Fred Funk,66.0,66,1
7,T5,T5,Jerry Kelly,66.0,66,1
8,T5,T5,Thomas Levet,66.0,66,1
9,T5,T5,Kenny Perry,66.0,66,1
10,T5,T5,Nick Watney,66.0,66,1
11,T12,T12,Ben Crane,67.0,134,2
12,T12,T12,J.B. Holmes,67.0,134,2
13,T12,T12,Justin Rose,67.0,67,1
14,T12,T12,John Senden,67.0,134,2
15,T12,T12,Heath Slocum,67.0,67,1
16,T17,T17,Justin Leonard,67.5,135,2
17,T17,T17,Geoff Ogilvy,67.5,135,2
18,T19,T19,Woody Austin,68.0,136,2
19,T19,T19,Greg Chalmers,68.0,68,1
20,T19,T19,Chris Couch,68.0,68,1
21,T19,T19,Brian Gay,68.0,68,1
22,T19,T19,Greg Kraft,68.0,68,1
23,T19,T19,Rory Sabbatini,68.0,68,1
24,T19,T19,Jerry Smith,68.0,68,1
25,T19,T19,Mark Wilson,68.0,68,1
26,T27,T27,Jeff Gove,68.33,205,3
27,T27,T27,Troy Matteson,68.33,205,3
28,T29,T29,Billy Andrade,68.5,137,2
29,T29,T29,Harrison Frazar,68.5,137,2
30,T29,T29,Lee Janzen,68.5,137,2
31,T29,T29,Brett Wetterich,68.5,274,4
32,T33,T33,Stephen Ames,69.0,69,1
33,T33,T33,Olin Browne,69.0,138,2
34,T33,T33,Bart Bryant,69.0,69,1
35,T33,T33,Robert Damron,69.0,69,1
36,T33,T33,Brad Faxon,69.0,69,1
37,T33,T33,Retief Goosen,69.0,69,1
38,T33,T33,Bill Haas,69.0,207,3
39,T33,T33,Padraig Harrington,69.0,69,1
40,T33,T33,Steve Jones,69.0,69,1
41,T33,T33,Kent Jones,69.0,69,1
42,T33,T33,Mark O'Meara,69.0,69,1
43,T33,T33,Jeff Overton,69.0,69,1
44,T33,T33,Carl Pettersson,69.0,69,1
45,T33,T33,Jason Schultz,69.0,138,2
46,T33,T33,Steve Stricker,69.0,69,1
47,48,48,Hunter Mahan,69.25,277,4
48,49,49,Mathew Goggin,69.33,208,3
49,T50,T50,Tommy Armour III,69.5,139,2
50,T50,T50,Briny Baird,69.5,278,4
51,T50,T50,Daisuke Maruyama,69.5,278,4
52,T50,T50,Len Mattiace,69.5,139,2
53,T50,T50,Vaughn Taylor,69.5,139,2
54,T50,T50,Kirk Triplett,69.5,139,2
55,T50,T50,Mike Weir,69.5,139,2
56,T57,T57,Arjun Atwal,69.67,418,6
57,T57,T57,Rich Beem,69.67,209,3
58,T57,T57,Mathias Grönberg,69.67,209,3
59,T60,T60,Bo Van Pelt,69.75,279,4
60,T60,T60,Jimmy Walker,69.75,279,4
61,T62,T62,Stuart Appleby,70.0,70,1
62,T62,T62,Chris DiMarco,70.0,70,1
63,T62,T62,Scott Gutschewski,70.0,70,1
64,T62,T62,Charley Hoffman,70.0,210,3
65,T62,T62,Steve Lowery,70.0,210,3
66,T62,T62,Jeff Maggert,70.0,70,1
67,T62,T62,Larry Mize,70.0,140,2
68,T62,T62,Tom Pernice Jr.,70.0,70,1
69,T62,T62,Tim Petrovic,70.0,70,1
70,T62,T62,Mike Sposa,70.0,70,1
71,T62,T62,Paul Stankowski,70.0,70,1
72,T62,T62,Omar Uresti,70.0,70,1
73,T74,T74,Stewart Cink,70.5,141,2
74,T74,T74,Trevor Immelman,70.5,141,2
75,T74,T74,Ryan Palmer,70.5,141,2
76,T74,T74,Duffy Waldorf,70.5,282,4
77,T74,T74,Charles Warren,70.5,141,2
78,T79,T79,Steve Elkington,70.67,212,3
79,T79,T79,Rod Pampling,70.67,212,3
80,81,81,Nathan Green,70.8,354,5
81,T82,T82,Eric Axley,71.0,213,3
82,T82,T82,Paul Azinger,71.0,142,2
83,T82,T82,Aaron Baddeley,71.0,142,2
84,T82,T82,David Branshaw,71.0,213,3
85,T82,T82,Alex Cejka,71.0,71,1
86,T82,T82,David Duval,71.0,142,2
87,T82,T82,Danny Ellis,71.0,142,2
88,T82,T82,Bob May,71.0,71,1
89,T82,T82,Brett Quigley,71.0,142,2
90,T82,T82,Roger Tambellini,71.0,142,2
91,T82,T82,Bubba Watson,71.0,71,1
92,T93,T93,Shane Bertsch,71.25,285,4
93,T93,T93,Joey Sindelar,71.25,285,4
94,T95,T95,Doug Barron,71.33,214,3
95,T95,T95,Joe Ogilvie,71.33,214,3
96,T95,T95,John Rollins,71.33,214,3
97,T98,T98,Brian Davis,71.5,143,2
98,T98,T98,Bernhard Langer,71.5,143,2
99,T98,T98,Vance Veazey,71.5,143,2
100,T101,T101,Henrik Bjornstad,71.67,215,3
101,T101,T101,Daniel Chopra,71.67,215,3
102,T103,T103,Joe Durant,71.75,287,4
103,T103,T103,Jonathan Kaye,71.75,287,4
104,T105,T105,Jeff Brehaut,72.0,144,2
105,T105,T105,"John Engler, Jr.",72.0,288,4
106,T105,T105,Ryuji Imada,72.0,72,1
107,T105,T105,Zach Johnson,72.0,72,1
108,T105,T105,Skip Kendall,72.0,144,2
109,T105,T105,Stephen Leaney,72.0,72,1
110,T105,T105,Ian Leggatt,72.0,288,4
