,Late_Lowest_Round_RANK THIS WEEK,Late_Lowest_Round_RANK LAST WEEK,Late_Lowest_Round_PLAYER NAME,Late_Lowest_Round_LOW RND
0,1,1,Arron Oberholser,60
1,T2,T2,Vijay Singh,61
2,T2,T2,David Toms,61
3,T4,T4,Chad Campbell,62
4,T4,T4,Fred Funk,62
5,T4,T4,Freddie Jacobson,62
6,T4,T4,Frank Lickliter II,62
7,T4,T4,Ryan Palmer,62
8,T4,T4,Rory Sabbatini,62
9,T10,T10,Woody Austin,63
10,T10,T10,Eric Axley,63
11,T10,T10,Shane Bertsch,63
12,T10,T10,Mark Calcavecchia,63
13,T10,T10,Jeff Gove,63
14,T10,T10,Paul Goydos,63
15,T10,T10,J.J. Henry,63
16,T10,T10,Will MacKenzie,63
17,T10,T10,Billy Mayfair,63
18,T10,T10,Phil Mickelson,63
19,T10,T10,Rod Pampling,63
20,T10,T10,Brett Quigley,63
21,T10,T10,Justin Rose,63
22,T10,T10,John Senden,63
23,T10,T10,Chris Smith,63
24,T10,T10,Kirk Triplett,63
25,T10,T10,Mike Weir,63
26,T10,T10,Tiger Woods,63
27,T28,T28,Arjun Atwal,64
28,T28,T28,Doug Barron,64
29,T28,T28,Henrik Bjornstad,64
30,T28,T28,Bart Bryant,64
31,T28,T28,Paul Casey,64
32,T28,T28,Alex Cejka,64
33,T28,T28,Daniel Chopra,64
34,T28,T28,Stewart Cink,64
35,T28,T28,José Coceres,64
36,T28,T28,Ben Crane,64
37,T28,T28,Joe Durant,64
38,T28,T28,Bob Estes,64
39,T28,T28,Steve Flesch,64
40,T28,T28,Jim Furyk,64
41,T28,T28,Robert Garrigus,64
42,T28,T28,Brian Gay,64
43,T28,T28,Nathan Green,64
44,T28,T28,Mathias Grönberg,64
45,T28,T28,Brian Henninger,64
46,T28,T28,Ryuji Imada,64
47,T28,T28,Trevor Immelman,64
48,T28,T28,Brandt Jobe,64
49,T28,T28,Zach Johnson,64
50,T28,T28,Richard Johnson,64
51,T28,T28,Robert Karlsson,64
52,T28,T28,Jerry Kelly,64
53,T28,T28,Shigeki Maruyama,64
54,T28,T28,Troy Matteson,64
55,T28,T28,Bob May,64
56,T28,T28,Graeme McDowell,64
57,T28,T28,Corey Pavin,64
58,T28,T28,Tom Pernice Jr.,64
59,T28,T28,Ian Poulter,64
60,T28,T28,Ted Purdy,64
61,T28,T28,Chris Riley,64
62,T28,T28,John Rollins,64
63,T28,T28,Adam Scott,64
