,Tenth_Tee_Late_Round_2_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_2_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_2_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_2_Scoring_Average_AVG,Tenth_Tee_Late_Round_2_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Tim Clark,67.0,268,4
1,2,2,Stephen Ames,67.2,336,5
2,T3,T3,Stuart Appleby,68.0,272,4
3,T3,T3,Stewart Cink,68.0,272,4
4,T3,T3,Chris DiMarco,68.0,68,1
5,T3,T3,Matt Hansen,68.0,204,3
6,7,7,Jeff Overton,68.14,477,7
7,8,8,Arron Oberholser,68.2,341,5
8,9,9,Freddie Jacobson,68.33,410,6
9,10,10,K.J. Choi,68.43,479,7
10,11,11,Kris Cox,68.75,550,8
11,12,12,Dean Wilson,68.88,551,8
12,T13,T13,Sergio Garcia,69.0,69,1
13,T13,T13,Jeff Sluman,69.0,483,7
14,15,15,Sean O'Hair,69.33,416,6
15,16,16,Greg Kraft,69.4,347,5
16,T17,T17,Steve Elkington,69.5,278,4
17,T17,T17,Danny Ellis,69.5,278,4
18,T17,T17,Scott Verplank,69.5,139,2
19,T17,T17,Camilo Villegas,69.5,278,4
20,21,21,Will MacKenzie,69.6,348,5
21,T22,T22,Billy Mayfair,69.67,418,6
22,T22,T22,Phil Mickelson,69.67,209,3
23,T24,T24,Bob Estes,69.75,279,4
24,T24,T24,Geoff Ogilvy,69.75,279,4
25,T24,T24,Brett Wetterich,69.75,558,8
26,27,27,Robert Allenby,69.86,489,7
27,28,28,Kent Jones,69.88,559,8
28,T29,T29,Billy Andrade,70.0,420,6
29,T29,T29,Jason Bohn,70.0,630,9
30,T29,T29,Luke Donald,70.0,70,1
31,T29,T29,Jim Furyk,70.0,280,4
32,T29,T29,Jeff Gove,70.0,560,8
33,T29,T29,Padraig Harrington,70.0,140,2
34,T29,T29,Steve Stricker,70.0,140,2
35,T36,T36,Fred Funk,70.13,561,8
36,T36,T36,Charles Warren,70.13,561,8
37,38,38,Vaughn Taylor,70.17,421,6
38,T39,T39,John Daly,70.2,351,5
39,T39,T39,Robert Gamez,70.2,702,10
40,T41,T41,Joey Sindelar,70.25,562,8
41,T41,T41,Vance Veazey,70.25,562,8
42,43,43,Rich Beem,70.29,492,7
43,T44,T44,Brian Bateman,70.33,422,6
44,T44,T44,Brian Davis,70.33,211,3
45,T44,T44,Bernhard Langer,70.33,211,3
46,T47,T47,Eric Axley,70.38,563,8
47,T47,T47,Frank Lickliter II,70.38,563,8
48,T49,T49,Joe Durant,70.4,704,10
49,T49,T49,Brandt Jobe,70.4,352,5
50,T49,T49,Jesper Parnevik,70.4,352,5
51,T52,T52,Shigeki Maruyama,70.43,493,7
52,T52,T52,"Wes Short, Jr.",70.43,493,7
53,T54,T54,David Duval,70.5,705,10
54,T54,T54,David Howell,70.5,141,2
55,T54,T54,Ian Poulter,70.5,141,2
56,T54,T54,Chris Riley,70.5,423,6
57,58,58,Lucas Glover,70.56,635,9
58,59,59,Bob May,70.57,494,7
59,T60,T60,J.P. Hayes,70.6,353,5
60,T60,T60,Ryuji Imada,70.6,353,5
61,T60,T60,Chris Smith,70.6,353,5
62,63,63,Shaun Micheel,70.63,565,8
63,T64,T64,Harrison Frazar,70.71,495,7
64,T64,T64,Dudley Hart,70.71,495,7
65,T64,T64,Joe Ogilvie,70.71,495,7
66,T64,T64,Rod Pampling,70.71,495,7
67,T68,T68,Paul Azinger,70.75,566,8
68,T68,T68,Mark Calcavecchia,70.75,283,4
69,T68,T68,Skip Kendall,70.75,283,4
70,T71,T71,Tommy Armour III,70.8,354,5
71,T71,T71,Ben Crane,70.8,354,5
72,T71,T71,Steve Flesch,70.8,708,10
73,T71,T71,Mike Weir,70.8,354,5
74,75,75,Steve Lowery,70.82,779,11
75,T76,T76,John Cook,70.83,425,6
76,T76,T76,John Huston,70.83,425,6
77,T76,T76,Jon Mills,70.83,425,6
78,T79,T79,Shane Bertsch,70.86,496,7
79,T79,T79,Henrik Bjornstad,70.86,496,7
