,Round_4_Scoring_Average_RANK THIS WEEK,Round_4_Scoring_Average_RANK LAST WEEK,Round_4_Scoring_Average_PLAYER NAME,Round_4_Scoring_Average_AVG,Round_4_Scoring_Average_TOTAL STROKES,Round_4_Scoring_Average_TOTAL ROUNDS
44,45,45,Stuart Appleby,70.72,1273,18
45,46,46,John Senden,70.74,1344,19
46,47,47,K.J. Choi,70.76,1486,21
47,48,48,J.J. Henry,70.79,1345,19
48,49,49,Kenny Perry,70.8,1062,15
49,50,50,Heath Slocum,70.82,1204,17
50,T51,T51,Bill Haas,70.83,1275,18
51,T51,T51,Ian Poulter,70.83,850,12
52,T53,T53,Lucas Glover,70.86,1488,21
53,T53,T53,Jeff Sluman,70.86,1488,21
54,55,55,Patrick Sheehan,70.88,1134,16
55,56,56,Jerry Kelly,70.89,1276,18
56,57,57,Mathew Goggin,70.9,709,10
57,T58,T58,Retief Goosen,70.93,993,14
58,T58,T58,D.J. Trahan,70.93,993,14
59,T60,T60,Carl Pettersson,70.95,1348,19
60,T60,T60,Scott Verplank,70.95,1348,19
61,T62,T62,Jason Bohn,71.0,1633,23
62,T62,T62,Padraig Harrington,71.0,781,11
63,T62,T62,Daisuke Maruyama,71.0,1065,15
64,T62,T62,Shaun Micheel,71.0,1278,18
65,T62,T62,John Rollins,71.0,1278,18
66,T62,T62,Duffy Waldorf,71.0,1349,19
67,68,68,David Branshaw,71.05,1421,20
68,T69,T69,Bernhard Langer,71.08,924,13
69,T69,T69,Ron Whittaker,71.08,924,13
70,T71,T71,Brian Bateman,71.11,640,9
71,T71,T71,Arron Oberholser,71.11,1280,18
72,T71,T71,Charles Warren,71.11,1351,19
73,74,74,Ben Curtis,71.12,1209,17
74,T75,T75,Aaron Baddeley,71.14,996,14
75,T75,T75,Skip Kendall,71.14,996,14
76,77,77,Brent Geiberger,71.15,1423,20
77,78,78,Nick Watney,71.16,1352,19
78,79,79,Ted Purdy,71.17,1281,18
79,T80,T80,J.L. Lewis,71.18,783,11
80,T80,T80,Davis Love III,71.18,1210,17
81,T82,T82,Richard Johnson,71.24,1211,17
82,T82,T82,Phil Mickelson,71.24,1211,17
83,T84,T84,Tim Petrovic,71.25,1140,16
84,T84,T84,Joey Sindelar,71.25,1140,16
85,86,86,Chad Campbell,71.26,1354,19
86,T87,T87,Chris Couch,71.27,784,11
87,T87,T87,Dean Wilson,71.27,1568,22
88,89,89,Rory Sabbatini,71.28,1283,18
89,90,90,Joe Durant,71.32,1569,22
90,T91,T91,Justin Leonard,71.33,1070,15
91,T91,T91,David McKenzie,71.33,856,12
92,T91,T91,Mike Sposa,71.33,642,9
93,94,94,Jeff Overton,71.37,1356,19
94,T95,T95,Alex Cejka,71.38,1142,16
95,T95,T95,Will MacKenzie,71.38,1142,16
96,97,97,Bubba Dickerson,71.39,1285,18
97,T98,T98,Tommy Armour III,71.4,714,10
98,T98,T98,Ryan Palmer,71.4,1428,20
99,100,100,Michael Allen,71.41,1214,17
100,101,101,D.A. Points,71.42,857,12
101,102,102,Harrison Frazar,71.44,1286,18
102,103,103,David Duval,71.45,786,11
103,104,104,Kris Cox,71.46,929,13
104,T105,T105,Robert Allenby,71.47,1215,17
105,T105,T105,Henrik Bjornstad,71.47,1215,17
106,107,107,Charley Hoffman,71.48,1501,21
107,T108,T108,J.P. Hayes,71.5,572,8
108,T108,T108,Steve Lowery,71.5,1430,20
109,T108,T108,Justin Rose,71.5,1430,20
110,T111,T111,Craig Barlow,71.53,1073,15
111,T111,T111,Brandt Jobe,71.53,1216,17
112,T111,T111,Greg Owen,71.53,1073,15
113,114,114,Camilo Villegas,71.56,1288,18
114,T115,T115,Scott Gutschewski,71.57,501,7
115,T115,T115,Mark O'Meara,71.57,501,7
116,T117,T117,Doug Barron,71.6,716,10
117,T117,T117,Bob Tway,71.6,1074,15
118,T119,T119,Ben Crane,71.65,1218,17
119,T119,T119,Rod Pampling,71.65,1433,20
120,T121,T121,Arjun Atwal,71.67,1075,15
121,T121,T121,Chris DiMarco,71.67,1075,15
122,T121,T121,Matt Hansen,71.67,645,9
123,T121,T121,Jerry Smith,71.67,1290,18
124,125,125,Steve Flesch,71.68,1792,25
125,T126,T126,Brad Faxon,71.69,932,13
126,T126,T126,Robert Gamez,71.69,1147,16
127,128,128,John Cook,71.73,789,11
128,129,129,Zach Johnson,71.74,1363,19
129,130,130,Larry Mize,71.75,574,8
130,131,131,Bart Bryant,71.78,1292,18
131,132,132,Billy Andrade,71.79,1005,14
132,T133,T133,Marco Dawson,71.81,1149,16
133,T133,T133,Geoff Ogilvy,71.81,1149,16
134,135,135,Jonathan Kaye,71.82,1221,17
135,T136,T136,Tim Clark,71.83,1293,18
136,T136,T136,John Huston,71.83,862,12
137,T138,T138,Woody Austin,71.86,1581,22
138,T138,T138,Carlos Franco,71.86,1006,14
139,T138,T138,Len Mattiace,71.86,503,7
140,141,141,Mathias Grönberg,71.87,1078,15
141,T142,T142,Todd Hamilton,71.89,647,9
142,T142,T142,Charles Howell III,71.89,1366,19
143,T142,T142,Kevin Sutherland,71.89,1366,19
144,145,145,Nathan Green,71.91,1654,23
145,146,146,Ryan Moore,71.92,863,12
146,T147,T147,Tom Lehman,72.0,864,12
147,T147,T147,Troy Matteson,72.0,1296,18
148,149,149,Ernie Els,72.06,1153,16
149,150,150,Jason Gore,72.07,1081,15
150,T151,T151,Danny Ellis,72.1,721,10
151,T151,T151,Freddie Jacobson,72.1,721,10
152,153,153,Bob Estes,72.12,1226,17
153,154,154,Todd Fischer,72.13,1154,16
154,T155,T155,Jeff Maggert,72.14,1010,14
155,T155,T155,Roger Tambellini,72.14,505,7
156,157,157,J.B. Holmes,72.2,1083,15
157,158,158,Robert Damron,72.21,1011,14
158,159,159,Daniel Chopra,72.24,1517,21
159,160,160,Chris Riley,72.27,1084,15
160,161,161,Paul Stankowski,72.31,940,13
161,162,162,Mike Weir,72.32,1374,19
162,T163,T163,Lee Janzen,72.33,868,12
163,T163,T163,Greg Kraft,72.33,868,12
164,165,165,Tim Herron,72.36,1013,14
165,T166,T166,Robert Garrigus,72.4,1086,15
166,T166,T166,Vance Veazey,72.4,724,10
167,168,168,Olin Browne,72.41,1593,22
168,T169,T169,"John Engler, Jr.",72.43,507,7
169,T169,T169,Bo Van Pelt,72.43,1666,23
170,T171,T171,Steve Jones,72.5,1015,14
171,T171,T171,Jason Schultz,72.5,725,10
172,T171,T171,Chris Smith,72.5,870,12
173,174,174,Sean O'Hair,72.55,1451,20
174,175,175,Thomas Levet,72.56,653,9
175,T176,T176,David Howell,72.6,726,10
176,T176,T176,Ian Leggatt,72.6,726,10
177,T176,T176,Mark Wilson,72.6,1089,15
178,179,179,Rich Beem,72.67,1090,15
179,180,180,Shane Bertsch,72.74,1382,19
180,181,181,Tag Ridings,72.88,1239,17
181,182,182,Pat Perez,72.89,656,9
182,183,183,Sergio Garcia,72.92,875,12
183,184,184,Nicholas Thompson,72.93,1094,15
184,185,185,Kirk Triplett,73.09,804,11
185,186,186,Alex Aragon,73.17,439,6
186,187,187,Ryan Hietala,73.29,513,7
187,188,188,Peter Lonard,73.35,1247,17
188,189,189,Mark Calcavecchia,73.43,1542,21
189,190,190,Fred Couples,73.44,661,9
190,191,191,Jon Mills,73.57,515,7
191,192,192,Mark Brooks,73.6,736,10
192,193,193,James Driscoll,73.82,812,11
193,194,194,Hidemichi Tanaka,74.0,592,8
194,195,195,"Wes Short, Jr.",74.13,1112,15
195,196,196,John Daly,74.57,522,7
