,Late_Round_2_Scoring_Average_RANK THIS WEEK,Late_Round_2_Scoring_Average_RANK LAST WEEK,Late_Round_2_Scoring_Average_PLAYER NAME,Late_Round_2_Scoring_Average_AVG,Late_Round_2_Scoring_Average_TOTAL STROKES,Late_Round_2_Scoring_Average_TOTAL ROUNDS
116,117,117,Tag Ridings,71.44,1143,16
117,T118,T118,Hunter Mahan,71.45,786,11
118,T118,T118,Daisuke Maruyama,71.45,786,11
119,T120,T120,Bart Bryant,71.46,929,13
120,T120,T120,Justin Leonard,71.46,929,13
121,T120,T120,David McKenzie,71.46,929,13
122,123,123,Brent Geiberger,71.47,1072,15
123,124,124,Heath Slocum,71.48,1501,21
124,T125,T125,Brian Davis,71.5,858,12
125,T125,T125,Davis Love III,71.5,715,10
126,T127,T127,James Driscoll,71.54,930,13
127,T127,T127,Billy Mayfair,71.54,930,13
128,T127,T127,Rod Pampling,71.54,930,13
129,130,130,Trevor Immelman,71.55,787,11
130,131,131,Omar Uresti,71.6,716,10
131,132,132,Tom Lehman,71.63,573,8
132,T133,T133,Rich Beem,71.64,1003,14
133,T133,T133,Ben Curtis,71.64,788,11
134,T133,T133,Vaughn Taylor,71.64,1003,14
135,136,136,Olin Browne,71.65,1218,17
136,137,137,Lee Janzen,71.67,860,12
137,T138,T138,Jerry Kelly,71.69,1147,16
138,T138,T138,Patrick Sheehan,71.69,1147,16
139,140,140,Mark Brooks,71.72,1291,18
140,141,141,Marco Dawson,71.73,789,11
141,142,142,Kirk Triplett,71.75,574,8
142,T143,T143,Aaron Baddeley,71.77,933,13
143,T143,T143,Bubba Watson,71.77,933,13
144,145,145,Lucas Glover,71.79,1364,19
145,T146,T146,John Huston,71.8,718,10
146,T146,T146,Ian Leggatt,71.8,1077,15
147,148,148,Steve Jones,71.85,934,13
148,149,149,John Daly,71.88,575,8
149,150,150,Mike Weir,71.92,935,13
150,151,151,Jason Schultz,71.93,1007,14
151,152,152,Ted Purdy,71.94,1151,16
152,T153,T153,Arjun Atwal,72.0,1224,17
153,T153,T153,Greg Chalmers,72.0,1008,14
154,T153,T153,Todd Fischer,72.0,792,11
155,T153,T153,Mathias Grönberg,72.0,1080,15
156,T153,T153,Jeff Maggert,72.0,792,11
157,T153,T153,Corey Pavin,72.0,648,9
158,T153,T153,Paul Stankowski,72.0,864,12
159,T160,T160,Jeff Brehaut,72.06,1225,17
160,T160,T160,Joe Ogilvie,72.06,1153,16
161,162,162,Ron Whittaker,72.08,865,12
162,T163,T163,Ryan Hietala,72.2,722,10
163,T163,T163,Bob Tway,72.2,722,10
164,165,165,John Rollins,72.25,1156,16
165,166,166,Mark O'Meara,72.29,506,7
166,T167,T167,Thomas Levet,72.33,434,6
167,T167,T167,Pat Perez,72.33,434,6
168,T167,T167,Jimmy Walker,72.33,651,9
169,170,170,Robert Damron,72.35,1230,17
170,171,171,Danny Ellis,72.36,796,11
171,172,172,Tom Pernice Jr.,72.42,869,12
172,T173,T173,Michael Connell,72.5,725,10
173,T173,T173,Retief Goosen,72.5,580,8
174,T173,T173,J.B. Holmes,72.5,870,12
175,T173,T173,Troy Matteson,72.5,1160,16
176,177,177,Fred Couples,72.63,581,8
177,178,178,Carlos Franco,72.64,1017,14
178,179,179,Brad Faxon,72.67,872,12
179,180,180,Roger Tambellini,72.73,800,11
180,T181,T181,Chris Couch,72.77,946,13
181,T181,T181,Charles Howell III,72.77,946,13
182,183,183,Doug Barron,72.8,728,10
183,184,184,Alex Aragon,72.91,802,11
184,T185,T185,D.A. Points,73.0,803,11
185,T185,T185,Nicholas Thompson,73.0,1168,16
186,187,187,Carl Pettersson,73.1,731,10
187,188,188,Len Mattiace,73.11,658,9
188,189,189,Larry Mize,73.25,586,8
189,190,190,Mathew Goggin,73.5,735,10
190,191,191,Jason Gore,73.55,809,11
191,192,192,J.L. Lewis,73.57,515,7
192,193,193,Hidemichi Tanaka,73.69,1179,16
193,194,194,D.J. Trahan,73.82,812,11
194,195,195,"John Engler, Jr.",74.0,888,12
195,196,196,Todd Hamilton,74.13,1186,16
