,Par_5_Eagle_Leaders_RANK THIS WEEK,Par_5_Eagle_Leaders_RANK LAST WEEK,Par_5_Eagle_Leaders_PLAYER NAME,Par_5_Eagle_Leaders_ROUNDS,Par_5_Eagle_Leaders_TOTAL,Par_5_Eagle_Leaders_TOTAL PAR 5 HOLES,Par_5_Eagle_Leaders_TOTAL HOLE OUTS
0,1,1,J.B. Holmes,81,18,257,1.0
1,2,2,Ted Purdy,103,13,357,2.0
2,T3,T3,Daniel Chopra,110,12,381,2.0
3,T3,T3,Jason Gore,86,12,295,2.0
4,T3,T3,Will MacKenzie,91,12,303,1.0
5,T3,T3,John Rollins,93,12,320,3.0
6,T3,T3,Vijay Singh,103,12,333,2.0
7,T8,T8,Charley Hoffman,100,11,336,2.0
8,T8,T8,Sean O'Hair,100,11,336,1.0
9,T8,T8,Tom Pernice Jr.,108,11,335,3.0
10,T8,T8,Kevin Sutherland,100,11,331,3.0
11,T8,T8,Charles Warren,93,11,305,3.0
12,T13,T13,Robert Allenby,79,10,259,1.0
13,T13,T13,Steve Flesch,119,10,387,2.0
14,T13,T13,John Huston,74,10,243,4.0
15,T13,T13,Daisuke Maruyama,83,10,270,4.0
16,T13,T13,Troy Matteson,101,10,345,2.0
17,T13,T13,Billy Mayfair,94,10,312,2.0
18,T13,T13,Jesper Parnevik,84,10,295,2.0
19,T13,T13,Camilo Villegas,95,10,305,1.0
20,T13,T13,Bubba Watson,83,10,276,1.0
21,T13,T13,Tiger Woods,55,10,182,
22,T23,T23,Stephen Ames,63,9,219,1.0
23,T23,T23,Arjun Atwal,97,9,321,3.0
24,T23,T23,Craig Barlow,77,9,257,1.0
25,T23,T23,David Branshaw,98,9,344,3.0
26,T23,T23,Kris Cox,83,9,273,1.0
27,T23,T23,Joe Durant,101,9,351,2.0
28,T23,T23,Carlos Franco,86,9,298,1.0
29,T23,T23,Harrison Frazar,95,9,313,1.0
30,T23,T23,Lucas Glover,105,9,349,2.0
31,T23,T23,Bill Haas,99,9,329,3.0
32,T23,T23,Kent Jones,103,9,341,3.0
33,T23,T23,Jerry Kelly,100,9,346,2.0
34,T23,T23,Steve Lowery,99,9,334,2.0
35,T23,T23,Phil Mickelson,74,9,250,
36,T23,T23,Bo Van Pelt,102,9,346,2.0
37,T38,T38,Eric Axley,91,8,302,1.0
38,T38,T38,Paul Azinger,87,8,290,
39,T38,T38,Jason Bohn,104,8,357,
40,T38,T38,Chad Campbell,91,8,284,2.0
41,T38,T38,Scott Gutschewski,53,8,179,3.0
42,T38,T38,Tim Herron,82,8,262,2.0
43,T38,T38,Ryuji Imada,105,8,342,2.0
44,T38,T38,Brandt Jobe,91,8,300,1.0
45,T38,T38,Shaun Micheel,96,8,319,1.0
46,T38,T38,Arron Oberholser,82,8,245,2.0
47,T38,T38,Geoff Ogilvy,76,8,236,1.0
48,T38,T38,José María Olazábal,62,8,203,1.0
49,T38,T38,Adam Scott,70,8,212,1.0
50,T38,T38,Patrick Sheehan,104,8,337,
51,T38,T38,D.J. Trahan,92,8,301,3.0
52,T38,T38,Brett Wetterich,82,8,279,
53,T38,T38,Dean Wilson,115,8,365,1.0
54,T55,T55,Michael Allen,84,7,295,
55,T55,T55,Woody Austin,107,7,356,
56,T55,T55,Aaron Baddeley,78,7,251,2.0
57,T55,T55,Henrik Bjornstad,97,7,316,
58,T55,T55,Bart Bryant,87,7,275,1.0
59,T55,T55,David Duval,71,7,226,1.0
60,T55,T55,Robert Garrigus,85,7,287,1.0
61,T55,T55,Retief Goosen,68,7,212,1.0
62,T55,T55,Mathias Grönberg,92,7,306,
63,T55,T55,J.J. Henry,96,7,312,2.0
64,T55,T55,Charles Howell III,96,7,315,3.0
65,T55,T55,Trevor Immelman,86,7,274,
66,T55,T55,Bernhard Langer,77,7,253,
67,T55,T55,Justin Leonard,83,7,248,2.0
68,T55,T55,Frank Lickliter II,99,7,329,1.0
69,T55,T55,Davis Love III,85,7,268,1.0
70,T55,T55,David McKenzie,82,7,269,
71,T55,T55,Joe Ogilvie,95,7,305,
72,T55,T55,Carl Pettersson,95,7,305,
73,T55,T55,John Senden,96,7,320,
74,T55,T55,Chris Smith,67,7,229,3.0
75,T55,T55,Vaughn Taylor,88,7,292,3.0
76,T55,T55,Bob Tway,81,7,262,2.0
77,T55,T55,Nick Watney,97,7,335,1.0
78,T79,T79,Stuart Appleby,83,6,268,3.0
