,Scrambling_Fringe_RTP_Score_RANK THIS WEEK,Scrambling_Fringe_RTP_Score_RANK LAST WEEK,Scrambling_Fringe_RTP_Score_PLAYER NAME,Scrambling_Fringe_RTP_Score_ROUNDS,Scrambling_Fringe_RTP_Score_AVG RTP,Scrambling_Fringe_RTP_Score_TOTAL HOLES,Scrambling_Fringe_RTP_Score_TOTAL RTP
0,1,1,Retief Goosen,75,-.114,44,-5.00
1,T2,T2,Webb Simpson,98,-.089,90,-8.00
2,T2,T2,Chris Tidland,77,-.089,56,-5.00
3,4,4,Luke Donald,71,-.070,43,-3.00
4,5,5,Chris Couch,66,-.067,45,-3.00
5,6,6,Paul Casey,64,-.065,31,-2.00
6,7,7,Blake Adams,84,-.060,67,-4.00
7,8,8,Pat Perez,90,-.059,51,-3.00
8,T9,T9,J.B. Holmes,100,-.056,108,-6.00
9,T9,T9,Brandt Snedeker,89,-.056,90,-5.00
10,11,11,Matt Every,60,-.048,63,-3.00
11,12,12,James Driscoll,78,-.046,65,-3.00
12,13,13,Aaron Baddeley,94,-.045,67,-3.00
13,T14,T14,Chad Campbell,94,-.043,70,-3.00
14,T14,T14,Bryce Molder,84,-.043,70,-3.00
15,T16,T16,John Mallinger,78,-.037,54,-2.00
16,T16,T16,George McNeill,79,-.037,54,-2.00
17,18,18,Kevin Streelman,90,-.033,61,-2.00
18,19,19,Kevin Sutherland,86,-.032,62,-2.00
19,20,20,Roland Thatcher,72,-.027,75,-2.00
20,21,21,Kevin Na,94,-.025,80,-2.00
21,T22,T22,Carl Pettersson,99,-.023,87,-2.00
22,T22,T22,Mike Weir,59,-.023,44,-1.00
23,24,24,Craig Bowden,56,-.021,48,-1.00
24,T25,T25,Henrik Bjornstad,72,-.020,49,-1.00
25,T25,T25,Michael Letzig,84,-.020,49,-1.00
26,27,27,Ryan Moore,80,-.019,52,-1.00
27,28,28,Scott Piercy,88,-.017,58,-1.00
28,T29,T29,Cameron Beckman,68,-.016,62,-1.00
29,T29,T29,Alex Cejka,81,-.016,61,-1.00
30,T29,T29,D.A. Points,90,-.016,62,-1.00
31,T29,T29,Scott Verplank,74,-.016,64,-1.00
32,T33,T33,Matt Jones,89,-.015,66,-1.00
33,T33,T33,Jerry Kelly,99,-.015,68,-1.00
34,T35,T35,Steve Elkington,74,-.014,71,-1.00
35,T35,T35,Jeff Quinney,91,-.014,71,-1.00
36,37,37,Bo Van Pelt,104,-.013,78,-1.00
37,38,38,Tim Petrovic,105,-.011,90,-1.00
38,T39,T39,Stuart Appleby,101,-.010,96,-1.00
39,T39,T39,Rickie Fowler,98,-.010,97,-1.00
40,T41,T41,Greg Chalmers,93,E,69,E
41,T41,T41,K.J. Choi,82,E,45,E
42,T41,T41,Daniel Chopra,74,E,65,E
43,T41,T41,Brendon de Jonge,114,E,81,E
44,T41,T41,Ernie Els,72,E,49,E
45,T41,T41,Sergio Garcia,58,E,36,E
46,T41,T41,Jeff Gove,57,E,27,E
47,T41,T41,Charley Hoffman,85,E,72,E
48,T41,T41,Charles Howell III,103,E,88,E
49,T41,T41,Freddie Jacobson,83,E,68,E
50,T41,T41,Hunter Mahan,85,E,76,E
51,T41,T41,Rocco Mediate,71,E,53,E
52,T41,T41,Jeff Overton,89,E,66,E
53,T41,T41,Kenny Perry,69,E,42,E
54,T41,T41,Ian Poulter,55,E,36,E
55,T41,T41,Heath Slocum,97,E,71,E
56,T41,T41,Steve Stricker,73,E,46,E
57,T41,T41,Charlie Wi,95,E,87,E
58,59,59,Ryan Palmer,84,+.010,96,+1.00
59,60,60,Tom Gillis,97,+.011,88,+1.00
60,61,61,Paul Goydos,78,+.014,70,+1.00
61,T62,T62,Lee Janzen,77,+.015,67,+1.00
62,T62,T62,Matt Kuchar,97,+.015,68,+1.00
63,64,64,Jim Furyk,76,+.016,62,+1.00
64,65,65,Justin Rose,78,+.017,59,+1.00
65,T66,T66,Phil Mickelson,76,+.019,54,+1.00
66,T66,T66,Tom Pernice Jr.,74,+.019,52,+1.00
67,68,68,Mathias Grönberg,61,+.020,50,+1.00
68,69,69,Robert Allenby,76,+.021,47,+1.00
69,70,70,Dean Wilson,54,+.024,41,+1.00
70,71,71,John Senden,103,+.026,76,+2.00
71,72,72,Josh Teater,101,+.028,72,+2.00
72,T73,T73,Ben Crane,85,+.029,69,+2.00
73,T73,T73,Y.E. Yang,72,+.029,35,+1.00
74,75,75,John Merrick,109,+.031,64,+2.00
75,76,76,Jeff Maggert,76,+.032,63,+2.00
76,77,77,Camilo Villegas,78,+.034,58,+2.00
77,78,78,Chris Riley,73,+.036,56,+2.00
78,79,79,Chris Wilson,65,+.037,54,+2.00
79,T80,T80,Tim Clark,88,+.039,76,+3.00
80,T80,T80,Steve Lowery,67,+.039,51,+2.00
81,T82,T82,Mathew Goggin,85,+.040,50,+2.00
82,T82,T82,Brett Wetterich,54,+.040,50,+2.00
83,84,84,Padraig Harrington,57,+.041,49,+2.00
84,T85,T85,Michael Bradley,77,+.042,48,+2.00
85,T85,T85,Roger Tambellini,77,+.042,48,+2.00
86,T87,T87,Billy Mayfair,78,+.043,47,+2.00
87,T87,T87,Mark Wilson,87,+.043,69,+3.00
88,T89,T89,Bill Haas,87,+.044,68,+3.00
89,T89,T89,Skip Kendall,58,+.044,45,+2.00
90,91,91,Brian Gay,101,+.045,110,+5.00
91,92,92,Jonathan Byrd,85,+.047,64,+3.00
92,T93,T93,Chad Collins,87,+.048,63,+3.00
93,T93,T93,Graham DeLaet,88,+.048,63,+3.00
94,95,95,Ted Purdy,86,+.049,81,+4.00
95,T96,T96,Marc Leishman,87,+.051,79,+4.00
96,T96,T96,Nick Watney,91,+.051,59,+3.00
97,T98,T98,Ricky Barnes,103,+.053,75,+4.00
98,T98,T98,Alex Prugh,88,+.053,57,+3.00
99,T100,T100,Troy Merritt,86,+.054,74,+4.00
100,T100,T100,Brenden Pappas,66,+.054,56,+3.00
101,T100,T100,John Rollins,81,+.054,56,+3.00
102,T100,T100,Bubba Watson,77,+.054,56,+3.00
103,T104,T104,Stephen Ames,75,+.056,54,+3.00
104,T104,T104,Justin Bolli,55,+.056,36,+2.00
105,T104,T104,Rory McIlroy,54,+.056,36,+2.00
106,107,107,Ben Curtis,78,+.057,53,+3.00
107,T108,T108,Bob Estes,79,+.059,51,+3.00
108,T108,T108,J.J. Henry,92,+.059,68,+4.00
109,T108,T108,Joe Ogilvie,99,+.059,68,+4.00
110,T108,T108,Michael Sim,64,+.059,51,+3.00
111,T108,T108,Garrett Willis,82,+.059,68,+4.00
112,T113,T113,Jason Day,82,+.063,64,+4.00
113,T113,T113,Nathan Green,86,+.063,64,+4.00
114,T113,T113,Derek Lamely,81,+.063,63,+4.00
115,T113,T113,Andres Romero,73,+.063,64,+4.00
116,T117,T117,Jason Bohn,84,+.067,89,+6.00
117,T117,T117,Vijay Singh,75,+.067,45,+3.00
118,T117,T117,Jay Williamson,76,+.067,60,+4.00
119,120,120,Rod Pampling,77,+.069,58,+4.00
120,121,121,Ryuji Imada,90,+.070,71,+5.00
121,122,122,Charles Warren,64,+.071,42,+3.00
122,123,123,Martin Laird,91,+.072,69,+5.00
123,124,124,James Nitties,92,+.076,66,+5.00
124,125,125,Scott McCarron,90,+.078,77,+6.00
125,126,126,Robert Garrigus,71,+.079,63,+5.00
126,T127,T127,Chris DiMarco,88,+.081,62,+5.00
127,T127,T127,Zach Johnson,93,+.081,74,+6.00
128,129,129,Kris Blanks,91,+.082,73,+6.00
129,130,130,Michael Connell,89,+.085,59,+5.00
130,131,131,Sean O'Hair,84,+.086,58,+5.00
131,132,132,Jimmy Walker,82,+.087,46,+4.00
132,T133,T133,Woody Austin,93,+.088,68,+6.00
133,T133,T133,Richard Johnson,90,+.088,68,+6.00
134,T133,T133,Cameron Percy,73,+.088,57,+5.00
135,136,136,Justin Leonard,89,+.090,78,+7.00
136,T137,T137,Briny Baird,87,+.091,66,+6.00
137,T137,T137,Martin Flores,75,+.091,66,+6.00
138,T137,T137,J.P. Hayes,79,+.091,55,+5.00
139,T137,T137,Will MacKenzie,72,+.091,66,+6.00
140,T137,T137,Geoff Ogilvy,62,+.091,33,+3.00
141,T142,T142,Lucas Glover,75,+.093,43,+4.00
142,T142,T142,Tim Herron,79,+.093,54,+5.00
143,144,144,Brent Delahoussaye,57,+.094,53,+5.00
144,T145,T145,Ángel Cabrera,64,+.095,42,+4.00
145,T145,T145,Trevor Immelman,55,+.095,42,+4.00
146,147,147,Omar Uresti,74,+.096,52,+5.00
147,T148,T148,Mark Calcavecchia,50,+.098,41,+4.00
148,T148,T148,Steve Flesch,78,+.098,51,+5.00
149,T148,T148,Kevin Johnson,62,+.098,41,+4.00
150,T151,T151,Bill Lunde,79,+.100,60,+6.00
151,T151,T151,Jarrod Lyle,54,+.100,40,+4.00
152,T151,T151,Vaughn Taylor,87,+.100,70,+7.00
153,154,154,Kevin Stadler,86,+.103,68,+7.00
154,155,155,Jeev Milkha Singh,59,+.104,48,+5.00
155,156,156,Dustin Johnson,83,+.107,56,+6.00
156,157,157,Stewart Cink,84,+.109,55,+6.00
157,158,158,Brian Davis,101,+.110,100,+11.00
158,159,159,Davis Love III,79,+.111,54,+6.00
159,T160,T160,Greg Owen,69,+.113,62,+7.00
160,T160,T160,Brett Quigley,96,+.113,71,+8.00
161,162,162,Troy Matteson,84,+.114,70,+8.00
162,T163,T163,John Daly,63,+.115,52,+6.00
163,T163,T163,David Toms,86,+.115,78,+9.00
164,165,165,Jason Dufner,87,+.118,68,+8.00
165,166,166,Spencer Levin,110,+.119,59,+7.00
166,T167,T167,Rich Barcelo,70,+.120,50,+6.00
167,T167,T167,Cliff Kresge,50,+.120,50,+6.00
168,169,169,Steve Marino,81,+.122,49,+6.00
169,T170,T170,Greg Kraft,52,+.125,48,+6.00
170,T170,T170,Shaun Micheel,70,+.125,64,+8.00
171,T170,T170,Paul Stankowski,62,+.125,40,+5.00
172,T173,T173,Aron Price,70,+.128,39,+5.00
173,T173,T173,D.J. Trahan,92,+.128,78,+10.00
174,175,175,Boo Weekley,88,+.131,61,+8.00
175,176,176,Steve Wheatcroft,74,+.132,38,+5.00
176,177,177,David Duval,71,+.136,44,+6.00
177,178,178,Vance Veazey,58,+.137,51,+7.00
178,T179,T179,Matt Bettencourt,91,+.138,65,+9.00
179,T179,T179,Chris Stroud,90,+.138,58,+8.00
180,181,181,Joe Durant,67,+.140,50,+7.00
181,182,182,Andrew McLardy,52,+.143,35,+5.00
182,T183,T183,David Lutterus,69,+.152,66,+10.00
183,T183,T183,Adam Scott,70,+.152,33,+5.00
184,T183,T183,Jerod Turner,54,+.152,46,+7.00
185,186,186,Rory Sabbatini,79,+.153,59,+9.00
186,187,187,Brad Faxon,58,+.158,38,+6.00
187,188,188,Cameron Tringale,55,+.162,37,+6.00
188,189,189,Brian Stuard,81,+.167,60,+10.00
189,190,190,Johnson Wagner,85,+.173,52,+9.00
190,191,191,Garth Mulroy,53,+.182,44,+8.00
191,192,192,Nicholas Thompson,88,+.183,71,+13.00
