,Scrambling_from__30_yards_RANK THIS WEEK,Scrambling_from__30_yards_RANK LAST WEEK,Scrambling_from__30_yards_PLAYER NAME,Scrambling_from__30_yards_ROUNDS,Scrambling_from__30_yards_%,Scrambling_from__30_yards_SUCCESSES,Scrambling_from__30_yards_ATTEMPTS
0,1,1,Steve Stricker,73,54.55,24,44
1,2,2,Jim Furyk,76,46.34,19,41
2,3,3,Skip Kendall,58,43.28,29,67
3,4,4,Brian Gay,101,41.94,39,93
4,5,5,Boo Weekley,88,40.98,25,61
5,6,6,Chris DiMarco,88,40.51,32,79
6,7,7,Sean O'Hair,84,40.38,21,52
7,8,8,Kevin Sutherland,86,40.24,33,82
8,9,9,Bryce Molder,84,40.19,43,107
9,10,10,Kevin Na,94,39.74,31,78
10,11,11,Paul Casey,64,39.47,15,38
11,12,12,Charlie Wi,95,39.0,39,100
12,13,13,Retief Goosen,75,38.3,18,47
13,14,14,Jonathan Byrd,85,38.1,32,84
14,15,15,Charles Howell III,103,37.89,36,95
15,16,16,Bob Estes,79,37.84,28,74
16,17,17,Jeff Quinney,91,37.38,40,107
17,T18,T18,Steve Elkington,74,36.84,14,38
18,T18,T18,Trevor Immelman,55,36.84,21,57
19,20,20,Charles Warren,64,36.73,18,49
20,21,21,Jarrod Lyle,54,36.54,19,52
21,22,22,Chris Riley,73,36.07,22,61
22,23,23,Joe Durant,67,35.9,14,39
23,24,24,Roland Thatcher,72,35.53,27,76
24,25,25,Y.E. Yang,72,35.29,18,51
25,26,26,Tim Petrovic,105,35.16,32,91
26,27,27,Paul Stankowski,62,35.09,20,57
27,T28,T28,Padraig Harrington,57,34.62,18,52
28,T28,T28,Jerry Kelly,99,34.62,27,78
29,T30,T30,K.J. Choi,82,34.55,19,55
30,T30,T30,Ernie Els,72,34.55,19,55
31,32,32,Nick Watney,91,34.43,21,61
32,33,33,Sergio Garcia,58,34.38,11,32
33,T34,T34,Graham DeLaet,88,34.29,24,70
34,T34,T34,Michael Sim,64,34.29,24,70
35,T36,T36,Michael Connell,89,34.07,31,91
36,T36,T36,Matt Jones,89,34.07,31,91
37,38,38,Craig Bowden,56,34.0,17,50
38,39,39,Mike Weir,59,33.8,24,71
39,40,40,Jimmy Walker,82,33.71,30,89
40,41,41,Brian Stuard,81,33.66,34,101
41,42,42,Stuart Appleby,101,33.63,38,113
42,T43,T43,Brendon de Jonge,114,33.33,26,78
43,T43,T43,Rory McIlroy,54,33.33,13,39
