,Scrambling_from__30_yards_RANK THIS WEEK,Scrambling_from__30_yards_RANK LAST WEEK,Scrambling_from__30_yards_PLAYER NAME,Scrambling_from__30_yards_ROUNDS,Scrambling_from__30_yards_%,Scrambling_from__30_yards_SUCCESSES,Scrambling_from__30_yards_ATTEMPTS
44,T43,T43,Vijay Singh,75,33.33,16,48
45,T43,T43,Bubba Watson,77,33.33,24,72
46,47,47,Stephen Ames,75,32.91,26,79
47,48,48,Justin Rose,78,32.65,16,49
48,49,49,Omar Uresti,74,32.56,14,43
49,50,50,John Merrick,109,32.5,26,80
50,51,51,Justin Leonard,89,32.41,35,108
51,T52,T52,Rich Barcelo,70,32.35,33,102
52,T52,T52,Ben Curtis,78,32.35,22,68
53,54,54,Tim Herron,79,32.18,28,87
54,T55,T55,Luke Donald,71,32.14,18,56
55,T55,T55,Billy Mayfair,78,32.14,18,56
56,57,57,Jeev Milkha Singh,59,32.08,17,53
57,T58,T58,Matt Kuchar,97,32.0,24,75
58,T58,T58,Jeff Overton,89,32.0,32,100
59,T58,T58,Rory Sabbatini,79,32.0,24,75
60,61,61,Ryan Moore,80,31.91,15,47
61,62,62,Steve Marino,81,31.82,21,66
62,T63,T63,Paul Goydos,78,31.51,23,73
63,T63,T63,Phil Mickelson,76,31.51,23,73
64,65,65,Pat Perez,90,31.46,28,89
65,T66,T66,Zach Johnson,93,31.17,24,77
66,T66,T66,Scott McCarron,90,31.17,24,77
67,68,68,Ben Crane,85,31.03,18,58
68,69,69,Aaron Baddeley,94,30.89,38,123
69,T70,T70,Matt Bettencourt,91,30.77,28,91
70,T70,T70,Heath Slocum,97,30.77,20,65
71,72,72,Joe Ogilvie,99,30.53,29,95
72,73,73,Scott Verplank,74,30.51,18,59
73,74,74,Ryuji Imada,90,30.3,30,99
74,75,75,Michael Bradley,77,30.26,23,76
75,76,76,Blake Adams,84,30.14,22,73
76,77,77,Brian Davis,101,30.12,25,83
77,78,78,Briny Baird,87,30.0,24,80
78,79,79,Carl Pettersson,99,29.91,32,107
79,80,80,Rod Pampling,77,29.87,23,77
80,81,81,David Toms,86,29.82,17,57
81,T82,T82,Tim Clark,88,29.79,14,47
82,T82,T82,Brandt Snedeker,89,29.79,28,94
83,T82,T82,Cameron Tringale,55,29.79,14,47
84,85,85,Richard Johnson,90,29.73,22,74
85,86,86,Aron Price,70,29.69,19,64
86,87,87,Greg Chalmers,93,29.67,27,91
87,88,88,Jason Dufner,87,29.63,16,54
88,89,89,Will MacKenzie,72,29.51,18,61
89,T90,T90,Tom Gillis,97,29.47,28,95
90,T90,T90,Freddie Jacobson,83,29.47,28,95
91,92,92,Chad Campbell,94,29.27,24,82
92,93,93,Lucas Glover,75,29.09,16,55
93,94,94,Derek Lamely,81,29.07,25,86
94,95,95,Dean Wilson,54,29.03,9,31
95,96,96,Nathan Green,86,28.95,33,114
96,97,97,Webb Simpson,98,28.85,30,104
97,98,98,Brent Delahoussaye,57,28.57,16,56
98,99,99,Mark Wilson,87,28.05,23,82
99,100,100,Mathew Goggin,85,28.0,21,75
100,101,101,James Driscoll,78,27.91,24,86
101,102,102,Adam Scott,70,27.78,10,36
102,103,103,Tom Pernice Jr.,74,27.59,16,58
103,104,104,J.J. Henry,92,27.54,19,69
104,105,105,George McNeill,79,27.47,25,91
105,106,106,Justin Bolli,55,27.45,14,51
106,107,107,Andres Romero,73,27.4,20,73
107,108,108,Robert Allenby,76,27.27,15,55
108,109,109,Martin Laird,91,27.17,25,92
109,110,110,J.B. Holmes,100,27.16,22,81
110,111,111,Chris Tidland,77,27.12,16,59
111,112,112,Woody Austin,93,27.03,20,74
112,113,113,James Nitties,92,26.97,24,89
113,114,114,Brett Wetterich,54,26.83,11,41
114,115,115,Matt Every,60,26.79,15,56
115,116,116,Johnson Wagner,85,26.74,23,86
116,117,117,Ricky Barnes,103,26.51,22,83
117,118,118,Daniel Chopra,74,26.26,26,99
118,119,119,D.A. Points,90,26.19,22,84
119,T120,T120,Jeff Gove,57,26.09,12,46
120,T120,T120,John Rollins,81,26.09,18,69
121,122,122,Camilo Villegas,78,26.0,13,50
122,T123,T123,Jason Bohn,84,25.93,21,81
123,T123,T123,Lee Janzen,77,25.93,21,81
124,T125,T125,Charley Hoffman,85,25.86,15,58
125,T125,T125,Chris Wilson,65,25.86,15,58
126,127,127,Alex Cejka,81,25.71,18,70
127,128,128,Mark Calcavecchia,50,25.58,11,43
128,129,129,Michael Letzig,84,25.53,24,94
129,130,130,Nicholas Thompson,88,25.37,17,67
130,131,131,Troy Matteson,84,25.33,19,75
131,T132,T132,Stewart Cink,84,25.0,16,64
132,T132,T132,Chris Couch,66,25.0,11,44
133,134,134,Chad Collins,87,24.77,27,109
134,T135,T135,Steve Flesch,78,24.68,19,77
135,T135,T135,Vaughn Taylor,87,24.68,19,77
136,T137,T137,Chris Stroud,90,24.64,17,69
137,T137,T137,Bo Van Pelt,104,24.64,17,69
138,139,139,Cameron Beckman,68,24.62,16,65
139,140,140,Ángel Cabrera,64,24.53,13,53
140,T141,T141,Mathias Grönberg,61,24.49,12,49
141,T141,T141,Bill Lunde,79,24.49,24,98
142,143,143,Kenny Perry,69,24.39,10,41
143,144,144,Brett Quigley,96,24.32,27,111
144,145,145,Greg Kraft,52,24.24,16,66
145,146,146,John Senden,103,24.05,19,79
146,147,147,Hunter Mahan,85,24.0,12,50
147,148,148,Brad Faxon,58,23.91,22,92
148,T149,T149,Martin Flores,75,23.81,20,84
149,T149,T149,Geoff Ogilvy,62,23.81,15,63
150,151,151,Ian Poulter,55,23.68,9,38
151,152,152,Davis Love III,79,23.64,13,55
152,153,153,David Lutterus,69,23.61,17,72
153,154,154,Henrik Bjornstad,72,23.44,15,64
154,155,155,Garrett Willis,82,23.38,18,77
155,156,156,D.J. Trahan,92,23.33,14,60
156,157,157,John Mallinger,78,23.19,16,69
157,T158,T158,Marc Leishman,87,23.17,19,82
158,T158,T158,Kevin Streelman,90,23.17,19,82
159,160,160,Shaun Micheel,70,22.81,13,57
160,161,161,Cameron Percy,73,22.64,12,53
161,162,162,Dustin Johnson,83,22.58,14,62
162,163,163,Josh Teater,101,22.47,20,89
163,164,164,Bill Haas,87,22.45,11,49
164,T165,T165,Cliff Kresge,50,22.22,10,45
165,T165,T165,Spencer Levin,110,22.22,22,99
166,167,167,Roger Tambellini,77,22.08,17,77
167,168,168,Alex Prugh,88,22.0,22,100
168,169,169,Jason Day,82,21.92,16,73
169,170,170,Steve Wheatcroft,74,21.79,17,78
170,171,171,Rocco Mediate,71,21.43,12,56
171,172,172,Troy Merritt,86,21.35,19,89
172,173,173,J.P. Hayes,79,21.33,16,75
173,174,174,Jerod Turner,54,21.05,16,76
174,175,175,Jay Williamson,76,20.75,11,53
175,176,176,Kevin Johnson,62,20.69,18,87
176,177,177,Scott Piercy,88,20.56,22,107
177,178,178,Vance Veazey,58,20.48,17,83
178,T179,T179,Kris Blanks,91,20.34,12,59
179,T179,T179,Jeff Maggert,76,20.34,12,59
180,181,181,Steve Lowery,67,20.29,14,69
181,182,182,David Duval,71,20.27,15,74
182,183,183,Garth Mulroy,53,20.0,8,40
183,184,184,Ryan Palmer,84,19.72,14,71
184,185,185,Kevin Stadler,86,19.7,13,66
185,186,186,Robert Garrigus,71,19.64,11,56
186,T187,T187,John Daly,63,19.61,10,51
187,T187,T187,Andrew McLardy,52,19.61,10,51
188,189,189,Rickie Fowler,98,18.52,15,81
189,190,190,Greg Owen,69,15.52,9,58
190,191,191,Ted Purdy,86,14.68,16,109
191,192,192,Brenden Pappas,66,11.48,7,61
