,Proximity_to_Hole_ARG_RANK THIS WEEK,Proximity_to_Hole_ARG_RANK LAST WEEK,Proximity_to_Hole_ARG_PLAYER NAME,Proximity_to_Hole_ARG_ROUNDS,Proximity_to_Hole_ARG_AVG DTP,Proximity_to_Hole_ARG_TOTAL DISTANCE (FEET),Proximity_to_Hole_ARG_# OF SHOTS,Proximity_to_Hole_ARG_SCRAMBLING RANK
42,T38,T38,Bryce Molder,84,"6' 11""",3236.417,470,24
43,T38,T38,Carl Pettersson,99,"6' 11""",3865.583,561,28
44,T38,T38,Ian Poulter,55,"6' 11""",1762.3329999999999,256,57
45,T38,T38,Rory Sabbatini,79,"6' 11""",3211.917,465,128
46,T38,T38,Bo Van Pelt,104,"6' 11""",3971.917,574,25
47,T48,T48,Michael Connell,89,"7' 0""",3389.75,487,75
48,T48,T48,Ben Curtis,78,"7' 0""",2719.083,390,60
49,T48,T48,Tom Gillis,97,"7' 0""",4337.667,623,54
50,T48,T48,Charley Hoffman,85,"7' 0""",3844.167,550,49
51,T48,T48,J.B. Holmes,100,"7' 0""",4660.667,662,22
52,T48,T48,Rod Pampling,77,"7' 0""",3558.667,510,67
53,T48,T48,Webb Simpson,98,"7' 0""",4187.75,597,69
54,T48,T48,Vijay Singh,75,"7' 0""",2551.5,364,129
55,T48,T48,Scott Verplank,74,"7' 0""",2806.333,402,71
56,T48,T48,Mark Wilson,87,"7' 0""",3428.5,488,27
57,T58,T58,Woody Austin,93,"7' 1""",3732.833,526,87
58,T58,T58,Greg Chalmers,93,"7' 1""",4053.75,571,10
59,T58,T58,Nathan Green,86,"7' 1""",4068.167,571,55
60,T58,T58,J.P. Hayes,79,"7' 1""",3233.583,456,141
61,T58,T58,Lee Janzen,77,"7' 1""",3276.5,462,102
62,T58,T58,Matt Jones,89,"7' 1""",4091.417,577,48
63,T58,T58,Spencer Levin,110,"7' 1""",4190.667,591,79
64,T58,T58,Bill Lunde,79,"7' 1""",3110.333,437,109
65,T58,T58,David Lutterus,69,"7' 1""",2889.0,407,158
66,T58,T58,Adam Scott,70,"7' 1""",2392.75,336,171
67,T58,T58,Johnson Wagner,85,"7' 1""",3254.417,460,96
68,T69,T69,Stephen Ames,75,"7' 2""",3154.667,441,61
69,T69,T69,Stuart Appleby,101,"7' 2""",4562.833,635,81
70,T69,T69,Aaron Baddeley,94,"7' 2""",4551.0,636,117
71,T69,T69,Rich Barcelo,70,"7' 2""",2795.333,391,168
72,T69,T69,Michael Bradley,77,"7' 2""",2883.75,403,67
73,T69,T69,Ernie Els,72,"7' 2""",2671.667,374,41
74,T69,T69,Rory McIlroy,54,"7' 2""",2067.917,287,56
75,T69,T69,Geoff Ogilvy,62,"7' 2""",2199.167,307,135
76,T69,T69,Greg Owen,69,"7' 2""",2803.5,393,179
77,T78,T78,Matt Bettencourt,91,"7' 3""",4011.833,551,97
78,T78,T78,Craig Bowden,56,"7' 3""",2364.5,328,91
79,T78,T78,Stewart Cink,84,"7' 3""",3067.167,423,118
80,T78,T78,Ben Crane,85,"7' 3""",3053.167,423,77
81,T78,T78,Steve Elkington,74,"7' 3""",2893.833,400,11
82,T78,T78,Bob Estes,79,"7' 3""",3156.25,435,50
83,T78,T78,Rickie Fowler,98,"7' 3""",3822.833,525,66
84,T78,T78,Jarrod Lyle,54,"7' 3""",2346.25,324,101
85,T78,T78,Cameron Percy,73,"7' 3""",2621.75,361,122
86,T78,T78,Tim Petrovic,105,"7' 3""",4541.417,624,51
87,T78,T78,Aron Price,70,"7' 3""",2763.167,379,88
88,T78,T78,Chris Stroud,90,"7' 3""",3189.167,441,113
89,T78,T78,Cameron Tringale,55,"7' 3""",2004.5829999999999,278,178
90,T78,T78,Nick Watney,91,"7' 3""",3216.5,443,146
91,T92,T92,Chad Campbell,94,"7' 4""",3662.333,499,69
92,T92,T92,Bill Haas,87,"7' 4""",3554.25,482,98
93,T92,T92,Justin Leonard,89,"7' 4""",3239.417,442,114
94,T92,T92,Michael Letzig,84,"7' 4""",3832.417,520,137
95,T92,T92,Will MacKenzie,72,"7' 4""",3273.833,447,73
96,T92,T92,Ryan Moore,80,"7' 4""",3048.833,417,47
97,T92,T92,Kevin Sutherland,86,"7' 4""",3311.083,452,23
98,T92,T92,Y.E. Yang,72,"7' 4""",2873.25,392,134
99,T100,T100,Jason Bohn,84,"7' 5""",3553.75,481,108
100,T100,T100,Graham DeLaet,88,"7' 5""",3418.0,463,36
101,T100,T100,Steve Flesch,78,"7' 5""",3497.333,473,154
102,T100,T100,Lucas Glover,75,"7' 5""",2995.833,406,169
103,T100,T100,Paul Goydos,78,"7' 5""",3204.75,430,155
104,T100,T100,Tim Herron,79,"7' 5""",3418.0,460,80
105,T100,T100,Zach Johnson,93,"7' 5""",3711.5,501,103
106,T100,T100,Richard Johnson,90,"7' 5""",3318.0,445,72
107,T100,T100,Martin Laird,91,"7' 5""",3864.167,520,115
108,T100,T100,Davis Love III,79,"7' 5""",2965.417,399,165
109,T100,T100,Billy Mayfair,78,"7' 5""",2990.0,401,147
110,T100,T100,James Nitties,92,"7' 5""",3997.417,542,94
111,T100,T100,Jeff Overton,89,"7' 5""",3631.417,487,125
112,T100,T100,Brett Quigley,96,"7' 5""",3854.083,522,99
113,T100,T100,Jeff Quinney,91,"7' 5""",3830.083,515,59
114,T115,T115,Blake Adams,84,"7' 6""",3724.75,497,112
115,T115,T115,Brendon de Jonge,114,"7' 6""",4094.833,548,145
116,T115,T115,Jason Dufner,87,"7' 6""",3477.25,464,92
117,T115,T115,Sean O'Hair,84,"7' 6""",3169.75,423,32
118,T115,T115,Josh Teater,101,"7' 6""",4521.917,601,124
119,T115,T115,Garrett Willis,82,"7' 6""",3276.083,436,152
120,T121,T121,Ángel Cabrera,64,"7' 7""",2811.167,371,153
121,T121,T121,Jeff Gove,57,"7' 7""",2068.083,272,189
122,T121,T121,Trevor Immelman,55,"7' 7""",2062.5,273,65
123,T121,T121,Scott McCarron,90,"7' 7""",4469.917,592,43
124,T121,T121,Andrew McLardy,52,"7' 7""",2257.833,297,176
125,T121,T121,Rocco Mediate,71,"7' 7""",2677.5,352,120
126,T121,T121,Andres Romero,73,"7' 7""",3922.083,518,46
127,T121,T121,John Senden,103,"7' 7""",3832.167,507,104
128,T121,T121,D.J. Trahan,92,"7' 7""",4007.167,527,157
129,T121,T121,Jimmy Walker,82,"7' 7""",3641.167,478,89
130,T131,T131,Cameron Beckman,68,"7' 8""",3040.083,395,93
131,T131,T131,Paul Casey,64,"7' 8""",2136.75,280,45
132,T131,T131,Derek Lamely,81,"7' 8""",3640.0,474,119
133,T131,T131,Jeff Maggert,76,"7' 8""",3217.583,420,141
134,T131,T131,John Merrick,109,"7' 8""",4282.417,557,121
135,T131,T131,John Rollins,81,"7' 8""",3751.75,491,74
136,T131,T131,Kevin Stadler,86,"7' 8""",3722.083,485,138
137,T131,T131,Jerod Turner,54,"7' 8""",2405.5,315,186
138,T131,T131,Jay Williamson,76,"7' 8""",2779.667,361,58
139,T140,T140,Kris Blanks,91,"7' 9""",3490.583,452,170
140,T140,T140,Daniel Chopra,74,"7' 9""",3842.5,496,135
141,T140,T140,David Duval,71,"7' 9""",2882.25,373,181
142,T140,T140,Kevin Johnson,62,"7' 9""",2777.917,360,184
143,T140,T140,George McNeill,79,"7' 9""",3703.25,478,149
144,T140,T140,Kevin Streelman,90,"7' 9""",4386.417,564,127
145,T140,T140,Boo Weekley,88,"7' 9""",3548.917,458,53
146,T147,T147,J.J. Henry,92,"7' 10""",3941.25,504,62
147,T147,T147,Dustin Johnson,83,"7' 10""",3598.333,457,139
148,T147,T147,Ryan Palmer,84,"7' 10""",4021.25,512,144
149,T147,T147,D.A. Points,90,"7' 10""",4059.0,519,85
150,T147,T147,Nicholas Thompson,88,"7' 10""",4273.0,544,191
151,T152,T152,John Daly,63,"7' 11""",2652.833,336,174
152,T152,T152,Matt Every,60,"7' 11""",2958.167,372,105
153,T152,T152,Martin Flores,75,"7' 11""",3859.667,490,172
154,T152,T152,Skip Kendall,58,"7' 11""",2695.5,339,106
155,T152,T152,Troy Merritt,86,"7' 11""",4377.583,554,156
156,T152,T152,Chris Tidland,77,"7' 11""",3768.833,477,110
157,T158,T158,Justin Bolli,55,"8' 0""",2261.583,283,162
158,T158,T158,Mathias Grönberg,61,"8' 0""",2662.0,334,90
159,T158,T158,Troy Matteson,84,"8' 0""",3676.083,461,140
160,T158,T158,Brenden Pappas,66,"8' 0""",2947.083,369,143
161,T158,T158,Kenny Perry,69,"8' 0""",2774.25,346,33
162,T158,T158,Scott Piercy,88,"8' 0""",4428.5,553,159
163,T158,T158,Alex Prugh,88,"8' 0""",4126.417,515,151
164,T158,T158,Ted Purdy,86,"8' 0""",4438.5,553,180
165,T158,T158,Brian Stuard,81,"8' 0""",3768.917,471,163
166,T158,T158,Vaughn Taylor,87,"8' 0""",4080.583,510,111
167,T158,T158,Roland Thatcher,72,"8' 0""",3720.0,464,116
168,T158,T158,Vance Veazey,58,"8' 0""",2710.583,338,187
169,T158,T158,Charles Warren,64,"8' 0""",2608.667,325,160
170,T158,T158,Steve Wheatcroft,74,"8' 0""",3222.833,403,183
171,T172,T172,Joe Durant,67,"8' 1""",2616.083,324,76
172,T172,T172,Mathew Goggin,85,"8' 1""",3914.75,483,167
173,T172,T172,Bubba Watson,77,"8' 1""",3725.917,460,147
174,T172,T172,Brett Wetterich,54,"8' 1""",2781.917,344,83
175,T172,T172,Chris Wilson,65,"8' 1""",3130.417,387,173
176,T177,T177,Mark Calcavecchia,50,"8' 2""",1935.75,237,185
177,T177,T177,Chris Couch,66,"8' 2""",3531.833,434,133
178,T177,T177,Garth Mulroy,53,"8' 2""",2195.75,270,175
179,T177,T177,Roger Tambellini,77,"8' 2""",3213.667,394,166
180,T181,T181,Robert Allenby,76,"8' 3""",3295.75,398,131
181,T181,T181,Brent Delahoussaye,57,"8' 3""",2441.25,296,164
182,T181,T181,Hunter Mahan,85,"8' 3""",3864.75,469,85
183,T181,T181,Joe Ogilvie,99,"8' 3""",4979.167,602,126
184,T185,T185,James Driscoll,78,"8' 4""",4301.0,514,95
185,T185,T185,Steve Marino,81,"8' 4""",3609.167,433,132
186,187,187,Brad Faxon,58,"8' 5""",2934.667,347,192
187,188,188,Henrik Bjornstad,72,"8' 6""",3215.25,379,190
188,T189,T189,Robert Garrigus,71,"8' 7""",3531.083,412,182
189,T189,T189,Paul Stankowski,62,"8' 7""",2715.75,315,150
190,191,191,Greg Kraft,52,"8' 8""",2393.75,277,177
191,192,192,Steve Lowery,67,"9' 2""",3675.25,400,188
