,Scrambling_20-30_yds_RTP_Score_RANK THIS WEEK,Scrambling_20-30_yds_RTP_Score_RANK LAST WEEK,Scrambling_20-30_yds_RTP_Score_PLAYER NAME,Scrambling_20-30_yds_RTP_Score_ROUNDS,Scrambling_20-30_yds_RTP_Score_AVG RTP,Scrambling_20-30_yds_RTP_Score_TOTAL HOLES,Scrambling_20-30_yds_RTP_Score_TOTAL RTP
0,1,1,Padraig Harrington,57,0.28800000000000003,52,15.0
1,2,2,Ian Poulter,55,0.302,43,13.0
2,T3,T3,Chad Collins,87,0.35200000000000004,88,31.0
3,T3,T3,Jason Day,82,0.35200000000000004,88,31.0
4,5,5,Dean Wilson,54,0.353,51,18.0
5,6,6,Heath Slocum,97,0.36200000000000004,69,25.0
6,7,7,Charlie Wi,95,0.36700000000000005,98,36.0
7,8,8,Matt Kuchar,97,0.37200000000000005,78,29.0
8,9,9,Freddie Jacobson,83,0.375,80,30.0
9,10,10,Brian Stuard,81,0.377,69,26.0
10,11,11,Bob Estes,79,0.385,78,30.0
11,12,12,Mike Weir,59,0.386,57,22.0
12,T13,T13,Paul Casey,64,0.389,36,14.0
13,T13,T13,Brian Gay,101,0.389,95,37.0
14,15,15,Jim Furyk,76,0.391,64,25.0
15,16,16,Ryuji Imada,90,0.39299999999999996,122,48.0
16,17,17,Michael Connell,89,0.395,81,32.0
17,18,18,Chris Riley,73,0.397,78,31.0
18,19,19,Chris DiMarco,88,0.39799999999999996,83,33.0
19,T20,T20,Steve Flesch,78,0.4,85,34.0
20,T20,T20,Rocco Mediate,71,0.4,50,20.0
21,22,22,Greg Chalmers,93,0.40399999999999997,94,38.0
22,23,23,Omar Uresti,74,0.40700000000000003,54,22.0
23,24,24,Tim Clark,88,0.408,71,29.0
24,25,25,David Toms,86,0.41,78,32.0
25,26,26,Justin Rose,78,0.41100000000000003,90,37.0
26,27,27,Jeev Milkha Singh,59,0.41200000000000003,51,21.0
27,28,28,Kevin Na,94,0.413,75,31.0
28,29,29,Nathan Green,86,0.414,111,46.0
29,T30,T30,Stephen Ames,75,0.42100000000000004,76,32.0
30,T30,T30,Spencer Levin,110,0.42100000000000004,95,40.0
31,32,32,Josh Teater,101,0.423,111,47.0
32,33,33,Steve Stricker,73,0.431,58,25.0
33,34,34,Martin Laird,91,0.434,83,36.0
34,35,35,Jimmy Walker,82,0.43799999999999994,73,32.0
35,36,36,Kenny Perry,69,0.442,52,23.0
36,37,37,Pat Perez,90,0.44299999999999995,79,35.0
37,38,38,Luke Donald,71,0.444,54,24.0
38,T39,T39,Michael Bradley,77,0.446,74,33.0
39,T39,T39,Brian Davis,101,0.446,112,50.0
40,T41,T41,Woody Austin,93,0.447,76,34.0
41,T41,T41,Charles Howell III,103,0.447,103,46.0
42,43,43,Rod Pampling,77,0.456,79,36.0
43,44,44,Tim Petrovic,105,0.457,105,48.0
44,45,45,Ryan Moore,80,0.45799999999999996,48,22.0
45,T46,T46,Matt Jones,89,0.462,104,48.0
46,T46,T46,Aron Price,70,0.462,65,30.0
47,48,48,Chris Stroud,90,0.46399999999999997,69,32.0
48,49,49,Johnson Wagner,85,0.465,71,33.0
49,T50,T50,Carl Pettersson,99,0.466,118,55.0
50,T50,T50,Rory Sabbatini,79,0.466,73,34.0
51,52,52,David Duval,71,0.467,60,28.0
52,53,53,Mark Wilson,87,0.46799999999999997,77,36.0
53,54,54,Michael Sim,64,0.469,64,30.0
54,55,55,Robert Allenby,76,0.47,66,31.0
55,T56,T56,Jerry Kelly,99,0.47100000000000003,102,48.0
56,T56,T56,Boo Weekley,88,0.47100000000000003,70,33.0
57,58,58,Bo Van Pelt,104,0.473,93,44.0
58,T59,T59,Aaron Baddeley,94,0.474,114,54.0
59,T59,T59,Hunter Mahan,85,0.474,78,37.0
60,61,61,Scott McCarron,90,0.475,101,48.0
61,62,62,Cliff Kresge,50,0.47600000000000003,42,20.0
62,T63,T63,Jonathan Byrd,85,0.47700000000000004,86,41.0
63,T63,T63,Alex Cejka,81,0.47700000000000004,65,31.0
64,65,65,Marc Leishman,87,0.48,75,36.0
65,66,66,Steve Marino,81,0.48100000000000004,79,38.0
66,T67,T67,Briny Baird,87,0.48200000000000004,83,40.0
67,T67,T67,Tim Herron,79,0.48200000000000004,83,40.0
