,Scrambling_from_10-20_yards_RANK THIS WEEK,Scrambling_from_10-20_yards_RANK LAST WEEK,Scrambling_from_10-20_yards_PLAYER NAME,Scrambling_from_10-20_yards_ROUNDS,Scrambling_from_10-20_yards_%,Scrambling_from_10-20_yards_SUCCESSES,Scrambling_from_10-20_yards_ATTEMPTS
47,48,48,Cameron Tringale,55,67.96,70,103
48,49,49,J.J. Henry,92,67.82,118,174
49,50,50,Andres Romero,73,67.78,122,180
50,51,51,Matt Bettencourt,91,67.74,147,217
51,52,52,Matt Jones,89,67.58,148,219
52,53,53,Mathias Grönberg,61,67.54,77,114
53,54,54,Aaron Baddeley,94,67.32,138,205
54,55,55,Justin Leonard,89,67.3,107,159
55,56,56,Webb Simpson,98,67.26,152,226
56,57,57,Geoff Ogilvy,62,67.19,86,128
57,58,58,K.J. Choi,82,67.11,100,149
58,59,59,Trevor Immelman,55,66.98,71,106
59,T60,T60,Bill Lunde,79,66.86,113,169
60,T60,T60,Phil Mickelson,76,66.86,113,169
61,62,62,John Rollins,81,66.85,121,181
62,63,63,Rod Pampling,77,66.82,143,214
63,64,64,J.B. Holmes,100,66.8,173,259
64,65,65,John Senden,103,66.67,116,174
65,66,66,Heath Slocum,97,66.48,121,182
66,67,67,Sean O'Hair,84,66.47,113,170
67,68,68,Jeev Milkha Singh,59,66.43,93,140
68,69,69,Steve Stricker,73,66.42,91,137
69,70,70,Omar Uresti,74,66.25,106,160
70,71,71,Michael Letzig,84,66.19,139,210
71,72,72,Scott McCarron,90,66.09,152,230
72,73,73,Jeff Overton,89,66.07,111,168
73,74,74,Jay Williamson,76,66.03,103,156
74,75,75,Andrew McLardy,52,65.87,83,126
75,76,76,Vaughn Taylor,87,65.83,131,199
76,77,77,Charley Hoffman,85,65.7,136,207
77,78,78,Tim Petrovic,105,65.57,160,244
78,79,79,Rickie Fowler,98,65.54,116,177
79,80,80,Chris Tidland,77,65.52,114,174
80,81,81,Will MacKenzie,72,65.33,98,150
81,82,82,George McNeill,79,65.32,113,173
82,83,83,Chad Campbell,94,65.31,128,196
83,84,84,Y.E. Yang,72,65.24,107,164
84,T85,T85,Richard Johnson,90,65.17,116,178
85,T85,T85,Hunter Mahan,85,65.17,116,178
86,87,87,Ernie Els,72,65.12,84,129
87,T88,T88,Tom Pernice Jr.,74,65.1,97,149
88,T88,T88,Jimmy Walker,82,65.1,125,192
89,90,90,Kenny Perry,69,65.08,82,126
90,91,91,Rory McIlroy,54,65.0,65,100
91,92,92,Jerod Turner,54,64.96,76,117
92,93,93,Brenden Pappas,66,64.86,96,148
93,94,94,Alex Prugh,88,64.77,114,176
94,T95,T95,Alex Cejka,81,64.74,112,173
95,T95,T95,Tim Clark,88,64.74,112,173
96,T95,T95,Steve Marino,81,64.74,101,156
97,T95,T95,Scott Piercy,88,64.74,112,173
98,99,99,Ryan Palmer,84,64.73,134,207
99,100,100,John Merrick,109,64.57,144,223
100,101,101,Zach Johnson,93,64.48,118,183
101,102,102,Lee Janzen,77,64.41,114,177
102,103,103,Jeff Quinney,91,64.29,135,210
103,104,104,J.P. Hayes,79,64.13,118,184
104,105,105,Martin Laird,91,64.06,123,192
105,106,106,Rory Sabbatini,79,63.91,108,169
106,107,107,Blake Adams,84,63.87,122,191
107,108,108,Bob Estes,79,63.86,106,166
108,109,109,Vijay Singh,75,63.85,83,130
109,110,110,Tom Gillis,97,63.79,155,243
110,T111,T111,Jason Bohn,84,63.78,118,185
111,T111,T111,Ángel Cabrera,64,63.78,81,127
112,113,113,James Nitties,92,63.56,143,225
113,114,114,Michael Connell,89,63.55,129,203
114,115,115,Cliff Kresge,50,63.46,66,104
115,116,116,Brent Delahoussaye,57,63.39,71,112
116,117,117,Stephen Ames,75,63.33,95,150
117,118,118,David Lutterus,69,63.29,100,158
118,119,119,Kevin Stadler,86,63.28,112,177
119,120,120,Marc Leishman,87,63.22,110,174
120,121,121,Brett Quigley,96,63.18,127,201
121,122,122,Josh Teater,101,63.16,132,209
122,123,123,Woody Austin,93,63.09,147,233
123,124,124,Chris Stroud,90,63.07,111,176
124,125,125,Derek Lamely,81,63.04,116,184
125,T126,T126,Daniel Chopra,74,62.9,117,186
126,T126,T126,John Daly,63,62.9,78,124
127,128,128,Ryan Moore,80,62.8,103,164
128,129,129,Charles Warren,64,62.71,74,118
129,130,130,Adam Scott,70,62.5,80,128
130,T131,T131,David Duval,71,62.41,83,133
131,T131,T131,Aron Price,70,62.41,88,141
132,T133,T133,Craig Bowden,56,62.32,86,138
133,T133,T133,Spencer Levin,110,62.32,129,207
134,135,135,Brian Davis,101,62.11,159,256
135,136,136,Greg Kraft,52,62.1,77,124
136,137,137,Kevin Streelman,90,62.09,131,211
137,138,138,Ted Purdy,86,62.03,116,187
138,139,139,Martin Flores,75,61.99,106,171
139,140,140,Graham DeLaet,88,61.87,86,139
140,141,141,Skip Kendall,58,61.76,84,136
141,142,142,Lucas Glover,75,61.7,87,141
142,143,143,Steve Wheatcroft,74,61.49,99,161
143,144,144,Sergio Garcia,58,61.36,54,88
144,145,145,Troy Matteson,84,61.35,100,163
145,146,146,Jarrod Lyle,54,61.16,74,121
146,147,147,Paul Casey,64,61.06,69,113
147,148,148,Kevin Johnson,62,60.94,78,128
148,149,149,Johnson Wagner,85,60.82,118,194
149,150,150,Chris DiMarco,88,60.68,125,206
150,151,151,Davis Love III,79,60.65,94,155
151,152,152,Garth Mulroy,53,60.64,57,94
152,153,153,Jeff Maggert,76,60.61,100,165
153,154,154,Steve Flesch,78,60.53,115,190
154,155,155,Dustin Johnson,83,60.47,104,172
155,156,156,Vance Veazey,58,60.32,76,126
156,157,157,D.A. Points,90,60.29,123,204
157,158,158,Joe Durant,67,60.27,88,146
158,159,159,Garrett Willis,82,60.25,97,161
159,160,160,Jerry Kelly,99,60.22,109,181
160,161,161,Boo Weekley,88,59.76,101,169
161,162,162,Chris Wilson,65,59.62,93,156
162,163,163,Rich Barcelo,70,59.6,90,151
163,164,164,Joe Ogilvie,99,59.46,132,222
164,165,165,D.J. Trahan,92,59.36,111,187
165,166,166,Kris Blanks,91,59.34,108,182
166,167,167,Brett Wetterich,54,59.29,83,140
167,168,168,Paul Goydos,78,59.22,106,179
168,169,169,Bill Haas,87,59.12,107,181
169,170,170,Troy Merritt,86,59.07,114,193
170,171,171,Chris Couch,66,58.94,89,151
171,172,172,Roger Tambellini,77,58.27,81,139
172,173,173,Robert Allenby,76,58.17,89,153
173,174,174,Roland Thatcher,72,57.93,95,164
174,175,175,Paul Stankowski,62,57.89,66,114
175,176,176,Matt Every,60,57.78,78,135
176,177,177,Brendon de Jonge,114,57.01,122,214
177,178,178,Billy Mayfair,78,56.96,90,158
178,179,179,Greg Owen,69,56.95,86,151
179,180,180,Brian Stuard,81,56.59,116,205
180,181,181,Brad Faxon,58,56.06,74,132
181,182,182,Nick Watney,91,55.78,82,147
182,183,183,Bubba Watson,77,55.48,81,146
183,184,184,Mathew Goggin,85,55.37,98,177
184,185,185,Justin Bolli,55,53.28,65,122
185,186,186,Henrik Bjornstad,72,53.24,74,139
186,187,187,Rocco Mediate,71,53.19,75,141
187,188,188,Steve Lowery,67,52.98,80,151
188,189,189,Robert Garrigus,71,52.94,81,153
189,T190,T190,Mark Calcavecchia,50,51.32,39,76
190,T190,T190,Nicholas Thompson,88,51.32,97,189
191,192,192,Jeff Gove,57,47.96,47,98
