,Proximity_to_Hole_from__10_yards_RANK THIS WEEK,Proximity_to_Hole_from__10_yards_RANK LAST WEEK,Proximity_to_Hole_from__10_yards_PLAYER NAME,Proximity_to_Hole_from__10_yards_ROUNDS,Proximity_to_Hole_from__10_yards_AVG DTP,Proximity_to_Hole_from__10_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from__10_yards_# OF SHOTS,Proximity_to_Hole_from__10_yards_SCRAMBLING RANK
90,T86,T86,Steve Flesch,78,"3' 6""",322.0,92,154
91,T86,T86,Rickie Fowler,98,"3' 6""",528.1669999999999,151,66
92,T86,T86,Sergio Garcia,58,"3' 6""",207.667,60,161
93,T86,T86,Padraig Harrington,57,"3' 6""",263.5,75,42
94,T86,T86,Charles Howell III,103,"3' 6""",482.083,139,7
95,T86,T86,Zach Johnson,93,"3' 6""",429.833,122,103
96,T86,T86,Greg Kraft,52,"3' 6""",187.667,54,177
97,T86,T86,Cameron Percy,73,"3' 6""",303.5,87,122
98,T86,T86,Tim Petrovic,105,"3' 6""",489.0,141,51
99,T86,T86,Aron Price,70,"3' 6""",287.08299999999997,83,88
100,T86,T86,Jeev Milkha Singh,59,"3' 6""",299.83299999999997,85,15
101,T86,T86,Brandt Snedeker,89,"3' 6""",440.333,127,43
102,T86,T86,Paul Stankowski,62,"3' 6""",247.75,71,150
103,T86,T86,David Toms,86,"3' 6""",401.833,116,39
104,T105,T105,Henrik Bjornstad,72,"3' 7""",307.58299999999997,85,190
105,T105,T105,Stewart Cink,84,"3' 7""",341.083,96,118
106,T105,T105,Brian Davis,101,"3' 7""",584.1669999999999,163,30
107,T105,T105,James Driscoll,78,"3' 7""",369.583,102,95
108,T105,T105,J.J. Henry,92,"3' 7""",378.667,105,62
109,T105,T105,Michael Letzig,84,"3' 7""",398.667,112,137
110,T105,T105,Jarrod Lyle,54,"3' 7""",245.333,69,101
111,T105,T105,Rocco Mediate,71,"3' 7""",320.91700000000003,90,120
112,T105,T105,Kevin Na,94,"3' 7""",425.083,120,8
113,T105,T105,James Nitties,92,"3' 7""",430.75,121,94
114,T105,T105,Sean O'Hair,84,"3' 7""",350.917,99,32
115,T105,T105,Heath Slocum,97,"3' 7""",399.583,112,19
116,T105,T105,Kevin Stadler,86,"3' 7""",416.667,115,138
117,T105,T105,D.J. Trahan,92,"3' 7""",468.75,131,157
118,T105,T105,Vance Veazey,58,"3' 7""",277.91700000000003,77,187
119,T105,T105,Scott Verplank,74,"3' 7""",371.583,103,71
120,T105,T105,Dean Wilson,54,"3' 7""",251.083,70,1
121,T122,T122,Greg Chalmers,93,"3' 8""",462.083,125,10
122,T122,T122,Lucas Glover,75,"3' 8""",342.667,93,169
123,T122,T122,Cliff Kresge,50,"3' 8""",306.91700000000003,84,77
124,T122,T122,Jeff Maggert,76,"3' 8""",404.25,111,141
125,T122,T122,Scott McCarron,90,"3' 8""",470.25,128,43
126,T122,T122,Andrew McLardy,52,"3' 8""",232.417,64,176
127,T122,T122,Brett Quigley,96,"3' 8""",366.0,100,99
128,T122,T122,Jeff Quinney,91,"3' 8""",450.583,124,59
129,T122,T122,Nick Watney,91,"3' 8""",457.0,126,146
130,T131,T131,Joe Durant,67,"3' 9""",276.5,74,76
131,T131,T131,Bill Lunde,79,"3' 9""",390.417,103,109
132,T131,T131,Hunter Mahan,85,"3' 9""",368.167,99,85
133,T131,T131,Troy Matteson,84,"3' 9""",419.0,112,140
134,T131,T131,Kevin Streelman,90,"3' 9""",483.917,128,127
135,T131,T131,Roland Thatcher,72,"3' 9""",430.583,115,116
136,T131,T131,Jerod Turner,54,"3' 9""",291.08299999999997,77,186
137,T138,T138,Brendon de Jonge,114,"3' 10""",466.083,121,145
138,T138,T138,Brent Delahoussaye,57,"3' 10""",299.91700000000003,79,164
139,T138,T138,Martin Flores,75,"3' 10""",395.833,104,172
140,T138,T138,Mathew Goggin,85,"3' 10""",369.583,96,167
141,T138,T138,Tim Herron,79,"3' 10""",384.667,101,80
142,T138,T138,Carl Pettersson,99,"3' 10""",529.5830000000001,138,28
143,T138,T138,Omar Uresti,74,"3' 10""",366.75,95,38
144,T138,T138,Charles Warren,64,"3' 10""",296.41700000000003,77,160
145,T138,T138,Brett Wetterich,54,"3' 10""",333.75,88,83
146,T147,T147,Kris Blanks,91,"3' 11""",427.833,110,170
147,T147,T147,Tim Clark,88,"3' 11""",476.25,121,20
148,T147,T147,Jason Dufner,87,"3' 11""",392.167,100,92
149,T147,T147,Jeff Overton,89,"3' 11""",430.75,110,125
150,T151,T151,Justin Bolli,55,"4' 0""",258.08299999999997,65,162
151,T151,T151,Jeff Gove,57,"4' 0""",277.5,69,189
152,T151,T151,Trevor Immelman,55,"4' 0""",248.75,62,65
153,T151,T151,Dustin Johnson,83,"4' 0""",424.167,107,139
154,T151,T151,Ryan Palmer,84,"4' 0""",474.333,119,144
155,T151,T151,Brian Stuard,81,"4' 0""",379.917,95,163
156,T151,T151,Johnson Wagner,85,"4' 0""",373.25,94,96
157,T151,T151,Bubba Watson,77,"4' 0""",491.167,124,147
158,T159,T159,Chris Couch,66,"4' 1""",435.333,107,133
159,T159,T159,Paul Goydos,78,"4' 1""",424.5,103,155
160,T159,T159,Nathan Green,86,"4' 1""",482.417,118,55
161,T159,T159,Charley Hoffman,85,"4' 1""",601.8330000000001,146,49
162,T159,T159,Kevin Johnson,62,"4' 1""",329.333,81,184
163,T159,T159,D.A. Points,90,"4' 1""",492.25,121,85
164,T159,T159,Ian Poulter,55,"4' 1""",258.33299999999997,63,57
165,T159,T159,Andres Romero,73,"4' 1""",599.1669999999999,147,46
166,T159,T159,Chris Stroud,90,"4' 1""",370.583,91,113
167,T159,T159,Cameron Tringale,55,"4' 1""",210.083,51,178
168,T169,T169,Matt Bettencourt,91,"4' 2""",522.6669999999999,125,97
169,T169,T169,Craig Bowden,56,"4' 2""",311.83299999999997,75,91
170,T169,T169,K.J. Choi,82,"4' 2""",413.583,100,20
171,T169,T169,David Lutterus,69,"4' 2""",377.25,90,158
172,T169,T169,Steve Marino,81,"4' 2""",351.917,84,132
173,T169,T169,John Merrick,109,"4' 2""",438.417,106,121
174,T169,T169,Troy Merritt,86,"4' 2""",571.75,136,156
175,T169,T169,Chris Tidland,77,"4' 2""",476.583,114,110
176,T169,T169,Boo Weekley,88,"4' 2""",455.917,110,53
177,T169,T169,Y.E. Yang,72,"4' 2""",376.083,90,134
178,179,179,John Daly,63,"4' 3""",375.5,88,174
179,T180,T180,Bob Estes,79,"4' 4""",434.083,100,50
180,T180,T180,Brad Faxon,58,"4' 4""",331.0,77,192
181,T180,T180,Martin Laird,91,"4' 4""",487.167,112,115
182,T180,T180,Rod Pampling,77,"4' 4""",408.25,94,67
183,T180,T180,Vaughn Taylor,87,"4' 4""",477.917,110,111
184,185,185,Rory Sabbatini,79,"4' 5""",385.333,88,128
185,T186,T186,Daniel Chopra,74,"4' 8""",566.3330000000001,121,135
186,T186,T186,Steve Lowery,67,"4' 8""",357.333,76,188
187,T188,T188,Kenny Perry,69,"4' 9""",435.75,91,33
188,T188,T188,Jimmy Walker,82,"4' 9""",453.167,95,89
189,190,190,Robert Garrigus,71,"4' 11""",562.0830000000001,115,182
190,191,191,Nicholas Thompson,88,"5' 0""",622.6669999999999,124,191
191,192,192,Mark Calcavecchia,50,"5' 2""",369.333,71,185
