,Scrambling_10-20_yds_RTP_Score_RANK THIS WEEK,Scrambling_10-20_yds_RTP_Score_RANK LAST WEEK,Scrambling_10-20_yds_RTP_Score_PLAYER NAME,Scrambling_10-20_yds_RTP_Score_ROUNDS,Scrambling_10-20_yds_RTP_Score_AVG RTP,Scrambling_10-20_yds_RTP_Score_TOTAL HOLES,Scrambling_10-20_yds_RTP_Score_TOTAL RTP
58,59,59,Matt Jones,89,0.324,219,71.0
59,60,60,Ben Crane,85,0.327,162,53.0
60,61,61,J.B. Holmes,100,0.32799999999999996,259,85.0
61,62,62,Jeev Milkha Singh,59,0.32899999999999996,140,46.0
62,63,63,Rory McIlroy,54,0.33,100,33.0
63,T64,T64,Mathias Grönberg,61,0.33299999999999996,114,38.0
64,T64,T64,Justin Leonard,89,0.33299999999999996,159,53.0
65,T64,T64,Jeff Overton,89,0.33299999999999996,168,56.0
66,T64,T64,Chris Tidland,77,0.33299999999999996,174,58.0
67,T68,T68,Scott McCarron,90,0.335,230,77.0
68,T68,T68,Heath Slocum,97,0.335,182,61.0
69,T70,T70,K.J. Choi,82,0.336,149,50.0
70,T70,T70,Tom Pernice Jr.,74,0.336,149,50.0
71,T72,T72,Tim Herron,79,0.33799999999999997,160,54.0
72,T72,T72,Michael Letzig,84,0.33799999999999997,210,71.0
73,T74,T74,Brent Delahoussaye,57,0.33899999999999997,112,38.0
74,T74,T74,Rickie Fowler,98,0.33899999999999997,177,60.0
75,T76,T76,Stephen Ames,75,0.34,150,51.0
76,T76,T76,Trevor Immelman,55,0.34,106,36.0
77,T76,T76,Tim Petrovic,105,0.34,244,83.0
78,T79,T79,Matt Bettencourt,91,0.341,217,74.0
79,T79,T79,Sean O'Hair,84,0.341,170,58.0
80,T79,T79,Webb Simpson,98,0.341,226,77.0
81,82,82,Vaughn Taylor,87,0.342,199,68.0
82,83,83,Charley Hoffman,85,0.34299999999999997,207,71.0
83,T84,T84,Geoff Ogilvy,62,0.344,128,44.0
84,T84,T84,Omar Uresti,74,0.344,160,55.0
85,86,86,Brenden Pappas,66,0.345,148,51.0
86,87,87,Ángel Cabrera,64,0.34600000000000003,127,44.0
87,T88,T88,Chad Campbell,94,0.34700000000000003,196,68.0
88,T88,T88,Will MacKenzie,72,0.34700000000000003,150,52.0
89,90,90,Hunter Mahan,85,0.348,178,62.0
90,91,91,Lee Janzen,77,0.35,177,62.0
91,92,92,Alex Prugh,88,0.35200000000000004,176,62.0
92,T93,T93,Derek Lamely,81,0.353,184,65.0
93,T93,T93,Jay Williamson,76,0.353,156,55.0
94,95,95,Tom Gillis,97,0.354,243,86.0
95,96,96,Rory Sabbatini,79,0.355,169,60.0
96,97,97,Blake Adams,84,0.35600000000000004,191,68.0
97,T98,T98,Alex Cejka,81,0.358,173,62.0
98,T98,T98,Tim Clark,88,0.358,173,62.0
99,T98,T98,George McNeill,79,0.358,173,62.0
100,T101,T101,Steve Marino,81,0.359,156,56.0
101,T101,T101,Josh Teater,101,0.359,209,75.0
102,T101,T101,Jerod Turner,54,0.359,117,42.0
103,104,104,Michael Connell,89,0.36,203,73.0
104,T105,T105,John Daly,63,0.363,124,45.0
105,T105,T105,Martin Flores,75,0.363,171,62.0
106,107,107,J.P. Hayes,79,0.364,184,67.0
107,108,108,Richard Johnson,90,0.365,178,65.0
108,T109,T109,Zach Johnson,93,0.366,183,67.0
109,T109,T109,Steve Wheatcroft,74,0.366,161,59.0
110,T111,T111,Bob Estes,79,0.36700000000000005,166,61.0
111,T111,T111,Ryan Palmer,84,0.36700000000000005,207,76.0
112,113,113,D.A. Points,90,0.368,204,75.0
113,114,114,Chris Stroud,90,0.369,176,65.0
114,T115,T115,John Merrick,109,0.37200000000000005,223,83.0
115,T115,T115,Ryan Moore,80,0.37200000000000005,164,61.0
116,T115,T115,Y.E. Yang,72,0.37200000000000005,164,61.0
117,118,118,Brett Quigley,96,0.373,201,75.0
118,119,119,Davis Love III,79,0.374,155,58.0
119,T120,T120,Sergio Garcia,58,0.375,88,33.0
120,T120,T120,Kevin Johnson,62,0.375,128,48.0
121,122,122,Vijay Singh,75,0.377,130,49.0
122,123,123,James Nitties,92,0.37799999999999995,225,85.0
123,T124,T124,David Lutterus,69,0.38,158,60.0
124,T124,T124,Troy Matteson,84,0.38,163,62.0
125,126,126,Jeff Quinney,91,0.381,210,80.0
126,127,127,Spencer Levin,110,0.382,207,79.0
127,128,128,Lucas Glover,75,0.38299999999999995,141,54.0
128,T129,T129,Craig Bowden,56,0.384,138,53.0
129,T129,T129,Dustin Johnson,83,0.384,172,66.0
130,T131,T131,Kris Blanks,91,0.385,182,70.0
131,T131,T131,Cliff Kresge,50,0.385,104,40.0
132,T131,T131,Marc Leishman,87,0.385,174,67.0
133,T134,T134,Daniel Chopra,74,0.387,186,72.0
134,T134,T134,Greg Kraft,52,0.387,124,48.0
135,136,136,Jarrod Lyle,54,0.38799999999999996,121,47.0
136,T137,T137,Jason Bohn,84,0.389,185,72.0
137,T137,T137,Steve Flesch,78,0.389,190,74.0
138,T137,T137,Andrew McLardy,52,0.389,126,49.0
139,T137,T137,Kevin Streelman,90,0.389,211,82.0
140,141,141,Ted Purdy,86,0.39,187,73.0
141,142,142,David Duval,71,0.391,133,52.0
142,143,143,Scott Piercy,88,0.39299999999999996,173,68.0
143,144,144,Woody Austin,93,0.395,233,92.0
144,T145,T145,Graham DeLaet,88,0.396,139,55.0
145,T145,T145,Martin Laird,91,0.396,192,76.0
146,T147,T147,Joe Durant,67,0.397,146,58.0
147,T147,T147,Skip Kendall,58,0.397,136,54.0
148,T149,T149,Bill Haas,87,0.39799999999999996,181,72.0
149,T149,T149,Adam Scott,70,0.39799999999999996,128,51.0
150,T151,T151,Chris DiMarco,88,0.40299999999999997,206,83.0
151,T151,T151,Jerry Kelly,99,0.40299999999999997,181,73.0
152,153,153,Garrett Willis,82,0.40399999999999997,161,65.0
153,154,154,Vance Veazey,58,0.405,126,51.0
154,155,155,Brian Davis,101,0.406,256,104.0
155,156,156,Paul Casey,64,0.40700000000000003,113,46.0
156,157,157,Boo Weekley,88,0.408,169,69.0
157,158,158,Aron Price,70,0.41100000000000003,141,58.0
158,159,159,Kevin Stadler,86,0.41200000000000003,177,73.0
159,T160,T160,Rich Barcelo,70,0.41700000000000004,151,63.0
160,T160,T160,Chris Wilson,65,0.41700000000000004,156,65.0
161,162,162,Brett Wetterich,54,0.42100000000000004,140,59.0
162,T163,T163,Joe Ogilvie,99,0.423,222,94.0
163,T163,T163,Johnson Wagner,85,0.423,194,82.0
164,T165,T165,Robert Allenby,76,0.425,153,65.0
165,T165,T165,Paul Goydos,78,0.425,179,76.0
166,T165,T165,Troy Merritt,86,0.425,193,82.0
167,168,168,Garth Mulroy,53,0.426,94,40.0
168,T169,T169,Chris Couch,66,0.43,151,65.0
169,T169,T169,Matt Every,60,0.43,135,58.0
170,T169,T169,Jeff Maggert,76,0.43,165,71.0
171,172,172,Bubba Watson,77,0.43799999999999994,146,64.0
172,T173,T173,Paul Stankowski,62,0.439,114,50.0
173,T173,T173,Roland Thatcher,72,0.439,164,72.0
174,T175,T175,Mathew Goggin,85,0.441,177,78.0
175,T175,T175,Charles Warren,64,0.441,118,52.0
176,177,177,Billy Mayfair,78,0.44299999999999995,158,70.0
177,178,178,Greg Owen,69,0.444,151,67.0
178,T179,T179,Brendon de Jonge,114,0.449,214,96.0
179,T179,T179,Brian Stuard,81,0.449,205,92.0
180,T179,T179,D.J. Trahan,92,0.449,187,84.0
181,T179,T179,Nick Watney,91,0.449,147,66.0
182,183,183,Roger Tambellini,77,0.46,139,64.0
183,184,184,Robert Garrigus,71,0.47700000000000004,153,73.0
184,185,185,Brad Faxon,58,0.485,132,64.0
185,186,186,Justin Bolli,55,0.49200000000000005,122,60.0
186,187,187,Nicholas Thompson,88,0.49700000000000005,189,94.0
187,188,188,Rocco Mediate,71,0.511,141,72.0
188,189,189,Mark Calcavecchia,50,0.513,76,39.0
189,190,190,Steve Lowery,67,0.523,151,79.0
190,191,191,Henrik Bjornstad,72,0.54,139,75.0
191,192,192,Jeff Gove,57,0.551,98,54.0
