,Scrambling_from_20-30_yards_RANK THIS WEEK,Scrambling_from_20-30_yards_RANK LAST WEEK,Scrambling_from_20-30_yards_PLAYER NAME,Scrambling_from_20-30_yards_ROUNDS,Scrambling_from_20-30_yards_%,Scrambling_from_20-30_yards_SUCCESSES,Scrambling_from_20-30_yards_ATTEMPTS
0,1,1,Padraig Harrington,57,73.08,38,52
1,2,2,Ian Poulter,55,69.77,30,43
2,3,3,Chad Collins,87,65.91,58,88
3,4,4,Charlie Wi,95,65.31,64,98
4,5,5,Dean Wilson,54,64.71,33,51
5,6,6,Freddie Jacobson,83,63.75,51,80
6,7,7,Brian Gay,101,63.16,60,95
7,8,8,David Toms,86,62.82,49,78
8,9,9,Greg Chalmers,93,62.77,59,94
9,10,10,Jeev Milkha Singh,59,62.75,32,51
10,11,11,Kevin Na,94,62.67,47,75
11,T12,T12,Jason Day,82,62.5,55,88
12,T12,T12,Jim Furyk,76,62.5,40,64
13,14,14,Nathan Green,86,62.16,69,111
14,15,15,Rocco Mediate,71,62.0,31,50
15,T16,T16,Matt Kuchar,97,61.54,48,78
16,T16,T16,Chris Riley,73,61.54,48,78
17,18,18,Mike Weir,59,61.4,35,57
18,19,19,Brian Stuard,81,60.87,42,69
19,20,20,Ryuji Imada,90,60.66,74,122
20,21,21,Michael Connell,89,60.49,49,81
21,22,22,Bob Estes,79,60.26,47,78
22,23,23,Heath Slocum,97,59.42,41,69
23,24,24,Stephen Ames,75,59.21,45,76
24,T25,T25,Tim Clark,88,59.15,42,71
25,T25,T25,Johnson Wagner,85,59.15,42,71
26,27,27,Chris DiMarco,88,59.04,49,83
27,28,28,Spencer Levin,110,58.95,56,95
28,29,29,Steve Flesch,78,58.82,50,85
29,30,30,Josh Teater,101,58.56,65,111
30,T31,T31,Paul Casey,64,58.33,21,36
31,T31,T31,Ryan Moore,80,58.33,28,48
32,33,33,Brian Davis,101,58.04,65,112
33,34,34,Martin Laird,91,57.83,48,83
34,35,35,Rory Sabbatini,79,57.53,42,73
35,36,36,Omar Uresti,74,57.41,31,54
36,37,37,Charles Howell III,103,57.28,59,103
37,T38,T38,J.B. Holmes,100,57.14,56,98
38,T38,T38,Cliff Kresge,50,57.14,24,42
39,40,40,Steve Stricker,73,56.9,33,58
40,41,41,Michael Bradley,77,56.76,42,74
41,42,42,Justin Rose,78,56.67,51,90
42,43,43,Ernie Els,72,56.45,35,62
43,44,44,Tim Petrovic,105,56.19,59,105
44,45,45,Bill Lunde,79,56.06,37,66
45,46,46,Carl Pettersson,99,55.93,66,118
46,47,47,Bo Van Pelt,104,55.91,52,93
47,48,48,Jerry Kelly,99,55.88,57,102
48,49,49,Mark Wilson,87,55.84,43,77
49,50,50,Kenny Perry,69,55.77,29,52
50,T51,T51,Rod Pampling,77,55.7,44,79
51,T51,T51,Pat Perez,90,55.7,44,79
52,53,53,Luke Donald,71,55.56,30,54
53,T54,T54,Woody Austin,93,55.26,42,76
54,T54,T54,Roland Thatcher,72,55.26,42,76
55,56,56,Brett Quigley,96,55.06,49,89
56,57,57,David Duval,71,55.0,33,60
57,58,58,Matt Every,60,54.84,34,62
58,59,59,Jimmy Walker,82,54.79,40,73
59,60,60,Robert Allenby,76,54.55,36,66
60,T61,T61,Daniel Chopra,74,54.43,43,79
61,T61,T61,Steve Marino,81,54.43,43,79
62,63,63,Boo Weekley,88,54.29,38,70
63,64,64,Briny Baird,87,54.22,45,83
64,65,65,Kevin Sutherland,86,54.17,39,72
65,66,66,Garrett Willis,82,53.97,34,63
66,T67,T67,Matt Jones,89,53.85,56,104
67,T67,T67,Hunter Mahan,85,53.85,42,78
68,T67,T67,Geoff Ogilvy,62,53.85,21,39
69,T67,T67,Aron Price,70,53.85,35,65
70,71,71,Graham DeLaet,88,53.75,43,80
71,72,72,Zach Johnson,93,53.73,36,67
72,73,73,Chris Stroud,90,53.62,37,69
73,74,74,Brendon de Jonge,114,53.49,46,86
74,T75,T75,Marc Leishman,87,53.33,40,75
