,Sand_Saves_from_20-30_yards_RANK THIS WEEK,Sand_Saves_from_20-30_yards_RANK LAST WEEK,Sand_Saves_from_20-30_yards_PLAYER NAME,Sand_Saves_from_20-30_yards_ROUNDS,Sand_Saves_from_20-30_yards_%,Sand_Saves_from_20-30_yards_# OF SAVES,Sand_Saves_from_20-30_yards_# OF BUNKERS
56,T57,T57,Jeev Milkha Singh,59,51.85,14,27
57,T57,T57,Garrett Willis,82,51.85,14,27
58,T57,T57,Mark Wilson,87,51.85,14,27
59,60,60,Daniel Chopra,74,51.72,15,29
60,61,61,Martin Flores,75,51.61,16,31
61,62,62,Chris DiMarco,88,51.43,18,35
62,63,63,Matt Jones,89,51.35,19,37
63,64,64,Ryan Palmer,84,51.28,20,39
64,T65,T65,Stephen Ames,75,50.0,13,26
65,T65,T65,Cameron Beckman,68,50.0,14,28
66,T65,T65,Jonathan Byrd,85,50.0,19,38
67,T65,T65,Michael Connell,89,50.0,17,34
68,T65,T65,Michael Letzig,84,50.0,15,30
69,T65,T65,David Lutterus,69,50.0,13,26
70,T65,T65,Rory McIlroy,54,50.0,14,28
71,T65,T65,Ryan Moore,80,50.0,9,18
72,T65,T65,Garth Mulroy,53,50.0,9,18
73,T65,T65,Joe Ogilvie,99,50.0,21,42
74,T65,T65,Paul Stankowski,62,50.0,8,16
75,76,76,Charlie Wi,95,48.72,19,39
76,77,77,Bubba Watson,77,48.57,17,35
77,78,78,Kevin Sutherland,86,48.39,15,31
78,T79,T79,Freddie Jacobson,83,48.28,14,29
79,T79,T79,Steve Marino,81,48.28,14,29
80,81,81,Josh Teater,101,48.21,27,56
81,T82,T82,Scott McCarron,90,48.15,13,27
82,T82,T82,Aron Price,70,48.15,13,27
83,T84,T84,Brad Faxon,58,48.0,12,25
84,T84,T84,Phil Mickelson,76,48.0,12,25
85,T84,T84,Heath Slocum,97,48.0,12,25
86,87,87,James Driscoll,78,47.92,23,48
87,T88,T88,Tim Herron,79,47.83,11,23
88,T88,T88,Greg Owen,69,47.83,11,23
89,90,90,John Merrick,109,47.5,19,40
90,T91,T91,Bob Estes,79,47.06,16,34
91,T91,T91,Sean O'Hair,84,47.06,16,34
92,T93,T93,Justin Rose,78,46.88,15,32
93,T93,T93,Brian Stuard,81,46.88,15,32
94,T95,T95,Chris Couch,66,46.67,14,30
95,T95,T95,Bill Lunde,79,46.67,14,30
96,T95,T95,Kevin Na,94,46.67,14,30
97,98,98,Tom Gillis,97,46.34,19,41
98,99,99,J.B. Holmes,100,46.15,18,39
99,100,100,Michael Bradley,77,45.83,11,24
100,T101,T101,Retief Goosen,75,45.71,16,35
101,T101,T101,Dustin Johnson,83,45.71,16,35
102,103,103,Roland Thatcher,72,45.45,15,33
103,104,104,Derek Lamely,81,45.24,19,42
104,T105,T105,Ernie Els,72,45.16,14,31
105,T105,T105,Charley Hoffman,85,45.16,14,31
106,T105,T105,Will MacKenzie,72,45.16,14,31
107,T108,T108,Ben Crane,85,44.83,13,29
108,T108,T108,John Rollins,81,44.83,13,29
109,T110,T110,Joe Durant,67,44.44,8,18
110,T110,T110,Matt Every,60,44.44,12,27
111,T110,T110,Hunter Mahan,85,44.44,16,36
112,T110,T110,Bryce Molder,84,44.44,20,45
113,T110,T110,Dean Wilson,54,44.44,8,18
114,115,115,Jeff Quinney,91,44.0,11,25
115,116,116,Justin Bolli,55,43.75,7,16
116,117,117,Michael Sim,64,43.48,10,23
117,T118,T118,Woody Austin,93,43.33,13,30
118,T118,T118,Stewart Cink,84,43.33,13,30
119,120,120,Matt Bettencourt,91,43.24,16,37
120,T121,T121,Kris Blanks,91,42.86,12,28
121,T121,T121,Steve Elkington,74,42.86,9,21
122,T121,T121,Jeff Gove,57,42.86,6,14
123,T124,T124,Aaron Baddeley,94,42.5,17,40
124,T124,T124,Nicholas Thompson,88,42.5,17,40
125,T126,T126,D.A. Points,90,42.42,14,33
126,T126,T126,Jimmy Walker,82,42.42,14,33
127,128,128,Brenden Pappas,66,42.31,11,26
128,129,129,Greg Kraft,52,42.11,8,19
129,T130,T130,Billy Mayfair,78,41.94,13,31
130,T130,T130,Nick Watney,91,41.94,13,31
131,132,132,Vaughn Taylor,87,41.67,15,36
132,T133,T133,Steve Flesch,78,41.38,12,29
133,T133,T133,Roger Tambellini,77,41.38,12,29
134,T135,T135,Justin Leonard,89,41.18,14,34
135,T135,T135,Kevin Streelman,90,41.18,14,34
136,137,137,Craig Bowden,56,40.91,9,22
137,138,138,Ian Poulter,55,40.74,11,27
138,139,139,Rod Pampling,77,40.63,13,32
139,T140,T140,Mark Calcavecchia,50,40.0,6,15
140,T140,T140,Trevor Immelman,55,40.0,6,15
141,T140,T140,Skip Kendall,58,40.0,10,25
142,T140,T140,Davis Love III,79,40.0,8,20
143,144,144,Lee Janzen,77,39.39,13,33
144,145,145,Chad Campbell,94,39.29,11,28
145,146,146,Bill Haas,87,39.22,20,51
146,T147,T147,Blake Adams,84,38.89,14,36
147,T147,T147,Geoff Ogilvy,62,38.89,7,18
148,T147,T147,Chris Wilson,65,38.89,7,18
149,T150,T150,Henrik Bjornstad,72,38.46,15,39
150,T150,T150,Scott Verplank,74,38.46,10,26
151,152,152,D.J. Trahan,92,38.24,13,34
152,153,153,Andrew McLardy,52,38.1,8,21
153,T154,T154,Jason Dufner,87,37.5,12,32
154,T154,T154,Robert Garrigus,71,37.5,9,24
155,T154,T154,J.J. Henry,92,37.5,12,32
156,T154,T154,Troy Matteson,84,37.5,15,40
157,158,158,Webb Simpson,98,37.21,16,43
158,T159,T159,Tim Petrovic,105,37.14,13,35
159,T159,T159,Kevin Stadler,86,37.14,13,35
160,T161,T161,Rich Barcelo,70,37.04,10,27
161,T161,T161,Jeff Maggert,76,37.04,10,27
162,T163,T163,Brent Delahoussaye,57,36.84,7,19
163,T163,T163,Kevin Johnson,62,36.84,7,19
164,T163,T163,Jay Williamson,76,36.84,7,19
165,166,166,Stuart Appleby,101,36.59,15,41
166,167,167,Scott Piercy,88,36.36,16,44
167,168,168,David Duval,71,36.0,9,25
168,169,169,Brett Wetterich,54,35.71,5,14
169,170,170,Cliff Kresge,50,35.0,7,20
170,T171,T171,Ángel Cabrera,64,34.78,8,23
171,T171,T171,Alex Cejka,81,34.78,8,23
172,173,173,John Mallinger,78,34.48,10,29
173,174,174,Rickie Fowler,98,34.15,14,41
174,T175,T175,Jarrod Lyle,54,33.33,7,21
175,T175,T175,Alex Prugh,88,33.33,8,24
176,T175,T175,Jerod Turner,54,33.33,7,21
177,178,178,Andres Romero,73,32.35,11,34
178,179,179,Mathew Goggin,85,32.14,9,28
179,180,180,Cameron Tringale,55,31.58,6,19
180,181,181,Shaun Micheel,70,31.25,5,16
181,182,182,John Daly,63,31.03,9,29
182,183,183,Camilo Villegas,78,29.63,8,27
183,184,184,Paul Goydos,78,29.41,10,34
184,T185,T185,Richard Johnson,90,27.78,10,36
185,T185,T185,Tom Pernice Jr.,74,27.78,5,18
186,187,187,Charles Warren,64,27.27,3,11
187,188,188,Jason Bohn,84,26.67,8,30
188,189,189,Steve Lowery,67,23.53,8,34
189,190,190,Sergio Garcia,58,21.43,3,14
190,191,191,Cameron Percy,73,19.23,5,26
191,192,192,Vance Veazey,58,14.29,2,14
