,Proximity_to_Hole_from_Fringe_RANK THIS WEEK,Proximity_to_Hole_from_Fringe_RANK LAST WEEK,Proximity_to_Hole_from_Fringe_PLAYER NAME,Proximity_to_Hole_from_Fringe_ROUNDS,Proximity_to_Hole_from_Fringe_AVG DTP,Proximity_to_Hole_from_Fringe_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Fringe_# OF SHOTS,Proximity_to_Hole_from_Fringe_SCRAMBLING RANK
92,T84,T84,Andrew McLardy,52,"3' 2""",152.25,48,176
93,T84,T84,George McNeill,79,"3' 2""",187.833,59,149
94,T84,T84,Joe Ogilvie,99,"3' 2""",240.667,76,126
95,T84,T84,Kenny Perry,69,"3' 2""",153.167,48,33
96,T84,T84,Jeff Quinney,91,"3' 2""",228.583,73,59
97,T84,T84,Justin Rose,78,"3' 2""",204.75,65,13
98,T84,T84,Brandt Snedeker,89,"3' 2""",274.83299999999997,87,43
99,T84,T84,Paul Stankowski,62,"3' 2""",149.417,47,150
100,T84,T84,Chris Stroud,90,"3' 2""",209.833,66,113
101,T84,T84,Omar Uresti,74,"3' 2""",169.75,53,38
102,T84,T84,Bubba Watson,77,"3' 2""",183.083,58,147
103,T104,T104,Henrik Bjornstad,72,"3' 3""",199.167,61,190
104,T104,T104,Tim Clark,88,"3' 3""",238.5,73,20
105,T104,T104,Michael Connell,89,"3' 3""",221.167,68,75
106,T104,T104,Jason Day,82,"3' 3""",220.667,68,51
107,T104,T104,Chris DiMarco,88,"3' 3""",226.417,70,29
108,T104,T104,David Duval,71,"3' 3""",184.0,56,181
109,T104,T104,Ernie Els,72,"3' 3""",189.0,58,41
110,T104,T104,J.B. Holmes,100,"3' 3""",344.417,106,22
111,T104,T104,Lee Janzen,77,"3' 3""",244.25,76,102
112,T104,T104,Martin Laird,91,"3' 3""",229.0,70,115
113,T104,T104,Ryan Palmer,84,"3' 3""",341.333,105,144
114,T104,T104,John Senden,103,"3' 3""",283.25,87,104
115,T104,T104,Roland Thatcher,72,"3' 3""",286.91700000000003,88,116
116,T117,T117,Woody Austin,93,"3' 4""",252.75,76,87
117,T117,T117,Justin Bolli,55,"3' 4""",120.583,36,162
118,T117,T117,Chad Campbell,94,"3' 4""",268.25,81,69
119,T117,T117,Jeff Gove,57,"3' 4""",106.333,32,189
120,T117,T117,Tim Herron,79,"3' 4""",217.917,65,80
121,T117,T117,Richard Johnson,90,"3' 4""",245.5,73,72
122,T117,T117,Troy Matteson,84,"3' 4""",260.0,78,140
123,T117,T117,Brett Quigley,96,"3' 4""",277.58299999999997,84,99
124,T125,T125,Stephen Ames,75,"3' 5""",232.583,68,61
125,T125,T125,Bob Estes,79,"3' 5""",192.5,56,50
126,T125,T125,Nathan Green,86,"3' 5""",261.08299999999997,77,55
127,T125,T125,Ryuji Imada,90,"3' 5""",302.33299999999997,88,18
128,T125,T125,Dustin Johnson,83,"3' 5""",214.0,63,139
129,T125,T125,Bill Lunde,79,"3' 5""",216.0,64,109
130,T125,T125,Scott McCarron,90,"3' 5""",304.66700000000003,90,43
131,T125,T125,Troy Merritt,86,"3' 5""",314.83299999999997,92,156
132,T125,T125,Aron Price,70,"3' 5""",171.5,50,88
133,T125,T125,Chris Riley,73,"3' 5""",249.667,73,6
134,T125,T125,D.J. Trahan,92,"3' 5""",311.41700000000003,92,157
135,T125,T125,Johnson Wagner,85,"3' 5""",199.167,59,96
136,T125,T125,Brett Wetterich,54,"3' 5""",194.75,57,83
137,T125,T125,Charlie Wi,95,"3' 5""",351.75,102,3
138,T125,T125,Jay Williamson,76,"3' 5""",209.75,62,58
139,T125,T125,Y.E. Yang,72,"3' 5""",176.0,51,134
140,T141,T141,Briny Baird,87,"3' 6""",284.16700000000003,82,37
141,T141,T141,Jason Bohn,84,"3' 6""",312.41700000000003,89,108
142,T141,T141,Tom Gillis,97,"3' 6""",329.75,95,54
143,T141,T141,Greg Owen,69,"3' 6""",230.333,66,179
144,T141,T141,Rory Sabbatini,79,"3' 6""",197.417,57,128
145,T141,T141,Vaughn Taylor,87,"3' 6""",257.75,74,111
146,T141,T141,Cameron Tringale,55,"3' 6""",162.083,46,178
147,T148,T148,Stewart Cink,84,"3' 7""",246.0,68,118
148,T148,T148,Bill Haas,87,"3' 7""",287.75,81,98
149,T148,T148,J.P. Hayes,79,"3' 7""",230.833,65,141
150,T148,T148,Trevor Immelman,55,"3' 7""",178.75,50,65
151,T148,T148,Davis Love III,79,"3' 7""",234.167,66,165
152,T148,T148,Billy Mayfair,78,"3' 7""",210.833,59,147
153,T148,T148,Charles Warren,64,"3' 7""",194.833,54,160
154,T155,T155,Michael Bradley,77,"3' 8""",211.5,58,67
155,T155,T155,Jason Dufner,87,"3' 8""",247.0,68,92
156,T155,T155,Shaun Micheel,70,"3' 8""",211.333,58,40
157,T155,T155,Jeff Overton,89,"3' 8""",259.83299999999997,71,125
158,T155,T155,Jeev Milkha Singh,59,"3' 8""",199.917,54,15
159,T155,T155,Nicholas Thompson,88,"3' 8""",288.41700000000003,79,191
160,T161,T161,Brad Faxon,58,"3' 9""",162.667,43,192
161,T161,T161,Lucas Glover,75,"3' 9""",187.833,50,169
162,T161,T161,Skip Kendall,58,"3' 9""",189.167,50,106
163,T161,T161,Geoff Ogilvy,62,"3' 9""",126.083,34,135
164,T161,T161,Jerod Turner,54,"3' 9""",199.917,53,186
165,T166,T166,Ben Crane,85,"3' 10""",283.58299999999997,74,77
166,T166,T166,Padraig Harrington,57,"3' 10""",205.333,54,42
167,T166,T166,Will MacKenzie,72,"3' 10""",328.417,85,73
168,T169,T169,Joe Durant,67,"3' 11""",205.5,53,76
169,T169,T169,Robert Garrigus,71,"3' 11""",291.58299999999997,74,182
170,T169,T169,Kevin Johnson,62,"3' 11""",189.167,48,184
171,T169,T169,Jarrod Lyle,54,"3' 11""",213.667,55,101
172,T169,T169,Garth Mulroy,53,"3' 11""",193.75,50,175
173,T169,T169,James Nitties,92,"3' 11""",341.583,88,94
174,T169,T169,Scott Piercy,88,"3' 11""",288.0,73,159
175,T169,T169,Brian Stuard,81,"3' 11""",280.0,71,163
176,T169,T169,Jimmy Walker,82,"3' 11""",204.417,52,89
177,T178,T178,Kris Blanks,91,"4' 0""",313.83299999999997,78,170
178,T178,T178,Martin Flores,75,"4' 0""",318.16700000000003,80,172
179,T178,T178,Cliff Kresge,50,"4' 0""",249.667,62,77
180,T178,T178,David Lutterus,69,"4' 0""",283.58299999999997,71,158
181,T182,T182,Mathew Goggin,85,"4' 2""",262.33299999999997,63,167
182,T182,T182,Andres Romero,73,"4' 2""",331.583,80,46
183,T182,T182,Adam Scott,70,"4' 2""",170.583,41,171
184,T182,T182,Vijay Singh,75,"4' 2""",208.417,50,129
185,186,186,Vance Veazey,58,"4' 3""",244.083,58,187
186,T187,T187,Matt Bettencourt,91,"4' 4""",348.333,81,97
187,T187,T187,Ben Curtis,78,"4' 4""",244.25,56,60
188,189,189,John Daly,63,"4' 6""",252.917,56,174
189,190,190,Steve Wheatcroft,74,"4' 11""",221.167,45,183
190,191,191,Brent Delahoussaye,57,"5' 1""",305.58299999999997,60,164
191,192,192,Boo Weekley,88,"5' 4""",360.25,68,53
