,Scrambling_from__10_yards_RANK THIS WEEK,Scrambling_from__10_yards_RANK LAST WEEK,Scrambling_from__10_yards_PLAYER NAME,Scrambling_from__10_yards_ROUNDS,Scrambling_from__10_yards_%,Scrambling_from__10_yards_SUCCESSES,Scrambling_from__10_yards_ATTEMPTS
0,1,1,Brett Quigley,96,97.33,73,75
1,2,2,Luke Donald,71,97.1,67,69
2,3,3,Retief Goosen,75,95.59,65,68
3,4,4,Steve Stricker,73,95.08,58,61
4,5,5,Brian Gay,101,94.29,99,105
5,6,6,Roger Tambellini,77,94.23,49,52
6,7,7,Mathias Grönberg,61,92.86,52,56
7,8,8,Paul Casey,64,92.73,51,55
8,9,9,Heath Slocum,97,92.63,88,95
9,10,10,Stephen Ames,75,92.5,74,80
10,11,11,Matt Jones,89,92.21,71,77
11,12,12,Michael Sim,64,91.94,57,62
12,13,13,John Mallinger,78,91.86,79,86
13,14,14,Brett Wetterich,54,91.78,67,73
14,T15,T15,Ernie Els,72,91.67,66,72
15,T15,T15,J.J. Henry,92,91.67,77,84
16,17,17,Brenden Pappas,66,91.07,51,56
17,18,18,Jim Furyk,76,91.03,71,78
18,19,19,Jonathan Byrd,85,91.01,81,89
19,20,20,Ricky Barnes,103,90.91,80,88
20,21,21,Will MacKenzie,72,90.59,77,85
21,T22,T22,Stuart Appleby,101,90.48,95,105
22,T22,T22,Justin Leonard,89,90.48,57,63
23,T22,T22,Andrew McLardy,52,90.48,38,42
24,T25,T25,Tim Clark,88,90.38,94,104
25,T25,T25,Jarrod Lyle,54,90.38,47,52
26,27,27,J.B. Holmes,100,90.18,101,112
27,28,28,Tom Gillis,97,90.15,119,132
28,29,29,Graham DeLaet,88,89.9,89,99
29,30,30,John Rollins,81,89.89,80,89
30,31,31,Justin Bolli,55,89.8,44,49
31,T32,T32,Matt Kuchar,97,89.77,79,88
32,T32,T32,Scott Piercy,88,89.77,79,88
33,34,34,Greg Kraft,52,89.74,35,39
34,35,35,Mark Wilson,87,89.71,61,68
35,T36,T36,Chad Collins,87,89.69,87,97
36,T36,T36,Bo Van Pelt,104,89.69,87,97
37,T38,T38,Tim Herron,79,89.61,69,77
38,T38,T38,Rocco Mediate,71,89.61,69,77
39,40,40,Lee Janzen,77,89.47,68,76
40,41,41,Ryuji Imada,90,89.42,93,104
41,42,42,Bill Haas,87,89.41,76,85
42,43,43,Geoff Ogilvy,62,89.36,42,47
43,44,44,Jerry Kelly,99,89.22,91,102
44,45,45,Shaun Micheel,70,89.19,66,74
45,46,46,K.J. Choi,82,89.16,74,83
46,47,47,Tom Pernice Jr.,74,89.06,57,64
47,48,48,John Senden,103,89.0,89,100
48,T49,T49,Rich Barcelo,70,88.89,56,63
49,T49,T49,Carl Pettersson,99,88.89,96,108
50,51,51,Rickie Fowler,98,88.79,103,116
51,52,52,Stewart Cink,84,88.73,63,71
52,53,53,Chris Riley,73,88.71,55,62
53,54,54,D.A. Points,90,88.68,94,106
54,55,55,Chris DiMarco,88,88.66,86,97
55,56,56,Sergio Garcia,58,88.64,39,44
56,57,57,Charlie Wi,95,88.54,85,96
57,58,58,Charles Howell III,103,88.5,100,113
58,59,59,Spencer Levin,110,88.33,106,120
59,60,60,Aaron Baddeley,94,88.3,83,94
60,61,61,Chad Campbell,94,88.24,90,102
61,T62,T62,Aron Price,70,88.14,52,59
62,T62,T62,Dean Wilson,54,88.14,52,59
63,64,64,Briny Baird,87,88.0,66,75
64,65,65,Kevin Sutherland,86,87.88,58,66
65,66,66,Scott McCarron,90,87.76,86,98
66,67,67,Garrett Willis,82,87.67,64,73
67,T68,T68,Ben Curtis,78,87.5,56,64
68,T68,T68,Marc Leishman,87,87.5,84,96
69,T68,T68,Bryce Molder,84,87.5,84,96
70,T68,T68,Webb Simpson,98,87.5,98,112
71,72,72,Billy Mayfair,78,87.3,55,63
72,T73,T73,Daniel Chopra,74,87.21,75,86
73,T73,T73,Roland Thatcher,72,87.21,75,86
74,75,75,Greg Owen,69,87.14,61,70
75,76,76,Greg Chalmers,93,86.92,93,107
76,77,77,Brian Davis,101,86.72,111,128
77,T78,T78,James Driscoll,78,86.67,65,75
78,T78,T78,Joe Ogilvie,99,86.67,78,90
79,T78,T78,Pat Perez,90,86.67,78,90
80,T78,T78,Jeev Milkha Singh,59,86.67,65,75
81,82,82,Kevin Na,94,86.6,84,97
82,83,83,Matt Every,60,86.49,64,74
83,84,84,Richard Johnson,90,86.42,70,81
84,85,85,Rory Sabbatini,79,86.36,57,66
85,T86,T86,Lucas Glover,75,86.3,63,73
86,T86,T86,Paul Goydos,78,86.3,63,73
87,T86,T86,Jay Williamson,76,86.3,63,73
88,89,89,Freddie Jacobson,83,86.21,75,87
89,90,90,Ryan Moore,80,86.05,74,86
90,T91,T91,Jason Bohn,84,85.71,78,91
91,T91,T91,Ángel Cabrera,64,85.71,48,56
92,T91,T91,Derek Lamely,81,85.71,60,70
93,T91,T91,Alex Prugh,88,85.71,78,91
94,T95,T95,Nathan Green,86,85.56,77,90
95,T95,T95,James Nitties,92,85.56,77,90
96,97,97,Ryan Palmer,84,85.54,71,83
97,98,98,Garth Mulroy,53,85.37,35,41
98,99,99,Jimmy Walker,82,85.29,58,68
99,T100,T100,Woody Austin,93,85.23,75,88
100,T100,T100,Kevin Stadler,86,85.23,75,88
101,T102,T102,Blake Adams,84,85.19,69,81
102,T102,T102,Jason Dufner,87,85.19,69,81
103,T102,T102,Bill Lunde,79,85.19,69,81
104,T102,T102,Ian Poulter,55,85.19,46,54
105,106,106,Jeff Quinney,91,85.11,80,94
106,107,107,Johnson Wagner,85,85.07,57,67
107,108,108,Troy Matteson,84,85.06,74,87
108,T109,T109,Andres Romero,73,85.0,102,120
109,T109,T109,Steve Wheatcroft,74,85.0,51,60
110,111,111,Hunter Mahan,85,84.93,62,73
111,112,112,Robert Allenby,76,84.75,50,59
112,113,113,Chris Stroud,90,84.72,61,72
113,114,114,Scott Verplank,74,84.71,72,85
114,T115,T115,Steve Elkington,74,84.62,55,65
115,T115,T115,Trevor Immelman,55,84.62,44,52
116,T115,T115,Skip Kendall,58,84.62,44,52
117,T115,T115,Camilo Villegas,78,84.62,66,78
118,119,119,Martin Laird,91,84.52,71,84
119,120,120,Vance Veazey,58,84.48,49,58
120,121,121,Troy Merritt,86,84.47,87,103
121,122,122,Mathew Goggin,85,84.42,65,77
122,123,123,Bob Estes,79,84.34,70,83
123,124,124,Mike Weir,59,84.21,48,57
124,125,125,Boo Weekley,88,84.09,74,88
125,126,126,David Toms,86,83.87,78,93
126,127,127,Brent Delahoussaye,57,83.82,57,68
127,128,128,Sean O'Hair,84,83.75,67,80
128,129,129,Jeff Overton,89,83.72,72,86
129,130,130,Kevin Streelman,90,83.65,87,104
130,131,131,Padraig Harrington,57,83.61,51,61
131,132,132,Steve Marino,81,83.58,56,67
132,133,133,Ted Purdy,86,83.51,81,97
133,T134,T134,Joe Durant,67,83.33,45,54
134,T134,T134,Steve Flesch,78,83.33,65,78
135,T134,T134,Brian Stuard,81,83.33,55,66
136,137,137,George McNeill,79,83.13,69,83
137,138,138,Zach Johnson,93,83.02,88,106
138,139,139,Bubba Watson,77,83.0,83,100
139,140,140,Brandt Snedeker,89,82.86,87,105
140,141,141,Michael Bradley,77,82.81,53,64
141,142,142,Rory McIlroy,54,82.76,48,58
142,T143,T143,Dustin Johnson,83,82.67,62,75
143,T143,T143,Phil Mickelson,76,82.67,62,75
144,145,145,Ben Crane,85,82.61,76,92
145,146,146,Cameron Beckman,68,82.56,71,86
146,147,147,David Duval,71,82.54,52,63
147,148,148,D.J. Trahan,92,82.35,84,102
148,149,149,Davis Love III,79,82.28,65,79
149,150,150,Charley Hoffman,85,82.24,88,107
150,151,151,Nick Watney,91,82.0,82,100
151,T152,T152,Kenny Perry,69,81.94,59,72
152,T152,T152,Vijay Singh,75,81.94,59,72
153,154,154,John Daly,63,81.54,53,65
154,155,155,Matt Bettencourt,91,81.52,75,92
155,156,156,Jason Day,82,81.4,70,86
156,157,157,Cliff Kresge,50,81.33,61,75
157,158,158,Michael Connell,89,81.01,64,79
158,159,159,Henrik Bjornstad,72,80.95,51,63
159,160,160,Robert Garrigus,71,80.9,72,89
160,161,161,Charles Warren,64,80.77,42,52
161,162,162,Martin Flores,75,80.72,67,83
162,163,163,Paul Stankowski,62,80.7,46,57
163,T164,T164,Kris Blanks,91,80.65,75,93
164,T164,T164,J.P. Hayes,79,80.65,50,62
165,166,166,Tim Petrovic,105,80.17,93,116
166,T167,T167,Michael Letzig,84,80.0,64,80
