,Scrambling_from__10_yards_RANK THIS WEEK,Scrambling_from__10_yards_RANK LAST WEEK,Scrambling_from__10_yards_PLAYER NAME,Scrambling_from__10_yards_ROUNDS,Scrambling_from__10_yards_%,Scrambling_from__10_yards_SUCCESSES,Scrambling_from__10_yards_ATTEMPTS
167,T167,T167,Rod Pampling,77,80.0,64,80
168,T167,T167,Justin Rose,78,80.0,72,90
169,170,170,Jeff Maggert,76,79.78,71,89
170,171,171,Cameron Percy,73,79.71,55,69
171,172,172,Y.E. Yang,72,79.69,51,64
172,173,173,Kevin Johnson,62,79.66,47,59
173,174,174,Adam Scott,70,79.63,43,54
174,175,175,Josh Teater,101,79.41,81,102
175,176,176,Brendon de Jonge,114,79.38,77,97
176,177,177,Omar Uresti,74,79.27,65,82
177,178,178,Jeff Gove,57,78.85,41,52
178,179,179,Chris Wilson,65,78.57,44,56
179,180,180,Alex Cejka,81,78.26,72,92
180,181,181,David Lutterus,69,77.78,56,72
181,182,182,John Merrick,109,77.65,66,85
182,183,183,Craig Bowden,56,77.42,48,62
183,184,184,Cameron Tringale,55,77.14,27,35
184,185,185,Chris Tidland,77,76.67,69,90
185,186,186,Mark Calcavecchia,50,76.27,45,59
186,187,187,Chris Couch,66,76.25,61,80
187,188,188,Vaughn Taylor,87,75.56,68,90
188,189,189,Steve Lowery,67,74.6,47,63
189,190,190,Nicholas Thompson,88,73.27,74,101
190,191,191,Jerod Turner,54,70.59,36,51
191,192,192,Brad Faxon,58,65.52,38,58
