,Proximity_to_Hole_from_Other_Locations_RANK THIS WEEK,Proximity_to_Hole_from_Other_Locations_RANK LAST WEEK,Proximity_to_Hole_from_Other_Locations_PLAYER NAME,Proximity_to_Hole_from_Other_Locations_ROUNDS,Proximity_to_Hole_from_Other_Locations_AVG DTP,Proximity_to_Hole_from_Other_Locations_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Other_Locations_# OF SHOTS,Proximity_to_Hole_from_Other_Locations_SCRAMBLING RANK
33,T26,T26,Steve Stricker,73,"6' 3""",4.669,62,14
34,T26,T26,Brian Stuard,81,"6' 3""",10.033,133,163
35,T26,T26,D.J. Trahan,92,"6' 3""",9.571,127,157
36,T26,T26,Y.E. Yang,72,"6' 3""",6.058,81,134
37,T38,T38,Ángel Cabrera,64,"6' 4""",5.934,78,153
38,T38,T38,Michael Connell,89,"6' 4""",10.994000000000002,145,75
39,T38,T38,Luke Donald,71,"6' 4""",5.3839999999999995,71,4
40,T38,T38,Jim Furyk,76,"6' 4""",7.72,102,16
41,T38,T38,Skip Kendall,58,"6' 4""",8.519,112,106
42,T38,T38,Marc Leishman,87,"6' 4""",9.017999999999999,118,123
43,T38,T38,Spencer Levin,110,"6' 4""",14.447000000000001,189,79
44,T38,T38,Jarrod Lyle,54,"6' 4""",6.611000000000001,87,101
45,T46,T46,Charley Hoffman,85,"6' 5""",9.637,125,49
46,T46,T46,Ryuji Imada,90,"6' 5""",14.032,183,18
47,T46,T46,Cameron Percy,73,"6' 5""",8.859,115,122
48,T46,T46,Scott Piercy,88,"6' 5""",11.929,155,159
49,T46,T46,Boo Weekley,88,"6' 5""",8.953,117,53
50,T51,T51,Chris DiMarco,88,"6' 6""",12.454,160,29
51,T51,T51,Brian Gay,101,"6' 6""",9.828,126,2
52,T51,T51,J.J. Henry,92,"6' 6""",12.635,162,62
53,T51,T51,Matt Kuchar,97,"6' 6""",9.414,121,5
54,T51,T51,John Rollins,81,"6' 6""",12.168,157,74
55,T51,T51,Adam Scott,70,"6' 6""",6.0329999999999995,77,171
56,T57,T57,Nathan Green,86,"6' 7""",12.074000000000002,152,55
57,T57,T57,Tim Petrovic,105,"6' 7""",14.505999999999998,183,51
58,T57,T57,Aron Price,70,"6' 7""",9.557,121,88
59,T57,T57,Jimmy Walker,82,"6' 7""",9.526,120,89
60,T61,T61,Stephen Ames,75,"6' 8""",8.309,104,61
61,T61,T61,Stewart Cink,84,"6' 8""",8.437000000000001,105,118
62,T61,T61,Charles Howell III,103,"6' 8""",13.489,169,7
63,T61,T61,Josh Teater,101,"6' 8""",14.001,175,124
64,T65,T65,Aaron Baddeley,94,"6' 9""",11.626,143,117
65,T65,T65,Paul Casey,64,"6' 9""",5.439,67,45
66,T65,T65,Greg Chalmers,93,"6' 9""",11.026,136,10
67,T65,T65,K.J. Choi,82,"6' 9""",6.497000000000001,80,20
68,T65,T65,Graham DeLaet,88,"6' 9""",8.832,109,36
69,T65,T65,David Duval,71,"6' 9""",8.133,100,181
70,T65,T65,Tim Herron,79,"6' 9""",10.016,123,80
71,T65,T65,Dustin Johnson,83,"6' 9""",7.21,89,139
72,T65,T65,Rory McIlroy,54,"6' 9""",4.685,58,56
73,T65,T65,Shaun Micheel,70,"6' 9""",10.224,127,40
74,T65,T65,Pat Perez,90,"6' 9""",12.27,152,26
75,T65,T65,D.A. Points,90,"6' 9""",11.199000000000002,138,85
76,T65,T65,Rory Sabbatini,79,"6' 9""",8.753,108,128
77,T65,T65,Garrett Willis,82,"6' 9""",10.252,127,152
78,T79,T79,Woody Austin,93,"6' 10""",11.815,144,87
79,T79,T79,Daniel Chopra,74,"6' 10""",9.619,118,135
80,T79,T79,Ben Crane,85,"6' 10""",7.821000000000001,95,77
81,T79,T79,Jeff Gove,57,"6' 10""",6.742000000000001,82,189
82,T79,T79,Paul Goydos,78,"6' 10""",8.079,98,155
83,T79,T79,J.P. Hayes,79,"6' 10""",9.677,118,141
84,T79,T79,Lee Janzen,77,"6' 10""",9.779,119,102
85,T79,T79,John Mallinger,78,"6' 10""",7.8229999999999995,95,84
86,T79,T79,Webb Simpson,98,"6' 10""",10.862,132,69
87,T79,T79,Chris Stroud,90,"6' 10""",10.913,133,113
88,T79,T79,Roger Tambellini,77,"6' 10""",9.046,110,166
89,T79,T79,Bo Van Pelt,104,"6' 10""",11.423,139,25
90,T79,T79,Steve Wheatcroft,74,"6' 10""",8.652999999999999,106,183
91,T79,T79,Mark Wilson,87,"6' 10""",11.039000000000001,135,27
92,T93,T93,Blake Adams,84,"6' 11""",11.912,144,112
93,T93,T93,Alex Cejka,81,"6' 11""",9.119,110,130
94,T93,T93,Jerry Kelly,99,"6' 11""",11.550999999999998,140,100
95,T93,T93,Justin Leonard,89,"6' 11""",10.280999999999999,124,114
96,T93,T93,Rod Pampling,77,"6' 11""",11.488,139,67
97,T93,T93,Heath Slocum,97,"6' 11""",10.77,129,19
98,T93,T93,Johnson Wagner,85,"6' 11""",12.208,147,96
99,T100,T100,Ricky Barnes,103,"7' 0""",9.29,110,64
100,T100,T100,Craig Bowden,56,"7' 0""",8.517999999999999,101,91
101,T100,T100,David Lutterus,69,"7' 0""",8.148,97,158
102,T100,T100,Will MacKenzie,72,"7' 0""",9.855,118,73
103,T100,T100,Scott McCarron,90,"7' 0""",13.829,164,43
104,T100,T100,Carl Pettersson,99,"7' 0""",10.610999999999999,127,28
105,T100,T100,Vijay Singh,75,"7' 0""",7.127000000000001,85,129
106,T100,T100,David Toms,86,"7' 0""",8.872,106,39
107,T108,T108,Matt Bettencourt,91,"7' 1""",10.877,128,97
108,T108,T108,John Daly,63,"7' 1""",6.776,80,174
109,T108,T108,Sergio Garcia,58,"7' 1""",4.43,52,161
110,T108,T108,Robert Garrigus,71,"7' 1""",8.975,105,182
111,T108,T108,Tom Gillis,97,"7' 1""",10.82,127,54
112,T108,T108,Andres Romero,73,"7' 1""",10.498,124,46
113,T108,T108,Roland Thatcher,72,"7' 1""",10.077,119,116
114,T108,T108,Charlie Wi,95,"7' 1""",12.373,146,3
115,T116,T116,Briny Baird,87,"7' 2""",11.175,130,37
116,T116,T116,Jason Day,82,"7' 2""",10.323,120,51
117,T116,T116,Rickie Fowler,98,"7' 2""",9.241,108,66
118,T116,T116,Lucas Glover,75,"7' 2""",7.221,84,169
119,T116,T116,Mathew Goggin,85,"7' 2""",13.352,156,167
120,T116,T116,Kevin Johnson,62,"7' 2""",6.8870000000000005,80,184
121,T116,T116,Bill Lunde,79,"7' 2""",9.936,115,109
122,T116,T116,Tom Pernice Jr.,74,"7' 2""",7.49,87,63
123,T116,T116,Brett Quigley,96,"7' 2""",12.036,140,99
124,T116,T116,Kevin Stadler,86,"7' 2""",12.186,142,138
125,T116,T116,Kevin Sutherland,86,"7' 2""",11.128,130,23
126,T116,T116,Nick Watney,91,"7' 2""",7.212999999999999,84,146
127,T116,T116,Chris Wilson,65,"7' 2""",8.416,98,173
128,T129,T129,Cameron Beckman,68,"7' 3""",8.067,93,93
129,T129,T129,Chad Campbell,94,"7' 3""",12.043,139,69
130,T129,T129,Derek Lamely,81,"7' 3""",11.273,130,119
131,T129,T129,Davis Love III,79,"7' 3""",8.071,93,165
132,T129,T129,George McNeill,79,"7' 3""",10.741,123,149
133,T129,T129,John Merrick,109,"7' 3""",15.402999999999999,178,121
134,T129,T129,Ryan Moore,80,"7' 3""",9.352,107,47
135,T129,T129,Cameron Tringale,55,"7' 3""",7.627000000000001,88,178
136,T129,T129,Vance Veazey,58,"7' 3""",8.763,101,187
137,T138,T138,Stuart Appleby,101,"7' 4""",14.88,170,81
138,T138,T138,Kris Blanks,91,"7' 4""",12.565999999999999,142,170
139,T138,T138,Jason Dufner,87,"7' 4""",8.392000000000001,95,92
140,T138,T138,Steve Elkington,74,"7' 4""",10.017999999999999,114,11
141,T138,T138,Rocco Mediate,71,"7' 4""",9.027000000000001,103,120
142,T143,T143,Rich Barcelo,70,"7' 5""",10.013,112,168
143,T143,T143,Ben Curtis,78,"7' 5""",9.466000000000001,106,60
144,T143,T143,Trevor Immelman,55,"7' 5""",6.13,69,65
145,T143,T143,Sean O'Hair,84,"7' 5""",8.234,93,32
146,T147,T147,Brendon de Jonge,114,"7' 6""",12.6,140,145
147,T147,T147,Steve Marino,81,"7' 6""",11.25,125,132
148,T147,T147,James Nitties,92,"7' 6""",15.687999999999999,174,94
149,T147,T147,Kenny Perry,69,"7' 6""",7.872000000000001,87,33
150,T147,T147,Chris Tidland,77,"7' 6""",11.148,124,110
151,T147,T147,Camilo Villegas,78,"7' 6""",6.537999999999999,73,107
152,T153,T153,Cliff Kresge,50,"7' 7""",6.382000000000001,70,77
153,T153,T153,Steve Lowery,67,"7' 7""",9.877,108,188
154,T153,T153,Billy Mayfair,78,"7' 7""",10.557,116,147
155,T153,T153,Troy Merritt,86,"7' 7""",13.503,148,156
156,T153,T153,Joe Ogilvie,99,"7' 7""",14.686,161,126
157,T153,T153,Jeff Quinney,91,"7' 7""",12.99,143,59
158,T159,T159,Troy Matteson,84,"7' 8""",10.288,112,140
159,T159,T159,Andrew McLardy,52,"7' 8""",8.941,97,176
160,T159,T159,Alex Prugh,88,"7' 8""",12.809000000000001,139,151
161,T159,T159,Paul Stankowski,62,"7' 8""",8.423,92,150
162,T159,T159,Vaughn Taylor,87,"7' 8""",11.099,121,111
163,T164,T164,Jason Bohn,84,"7' 9""",11.13,120,108
164,T164,T164,Michael Letzig,84,"7' 9""",12.800999999999998,137,137
165,T166,T166,Chris Couch,66,"7' 10""",11.062999999999999,118,133
166,T166,T166,Brad Faxon,58,"7' 10""",9.215,98,192
167,T166,T166,Brenden Pappas,66,"7' 10""",8.068999999999999,86,143
168,T169,T169,Ernie Els,72,"7' 11""",8.269,87,41
169,T169,T169,Ted Purdy,86,"7' 11""",14.514000000000001,153,180
170,T169,T169,Bubba Watson,77,"7' 11""",11.823,124,147
171,T172,T172,Hunter Mahan,85,"8' 0""",9.958,104,85
172,T172,T172,Ryan Palmer,84,"8' 0""",10.216000000000001,106,144
173,T172,T172,Nicholas Thompson,88,"8' 0""",14.002,146,191
174,T172,T172,Brett Wetterich,54,"8' 0""",9.307,97,83
175,T176,T176,Kevin Streelman,90,"8' 1""",14.902999999999999,154,127
176,T176,T176,Jerod Turner,54,"8' 1""",7.542000000000001,78,186
177,T176,T176,Jay Williamson,76,"8' 1""",9.276,96,58
178,179,179,Charles Warren,64,"8' 2""",10.011000000000001,102,160
179,T180,T180,Mark Calcavecchia,50,"8' 3""",4.956,50,185
180,T180,T180,John Senden,103,"8' 3""",13.187000000000001,133,104
181,T182,T182,Justin Bolli,55,"8' 4""",6.728,67,162
182,T182,T182,Brent Delahoussaye,57,"8' 4""",9.059,91,164
183,T182,T182,James Driscoll,78,"8' 4""",15.459000000000001,154,95
184,185,185,Garth Mulroy,53,"8' 6""",7.225,71,175
185,T186,T186,Robert Allenby,76,"8' 7""",7.539,73,131
186,T186,T186,Henrik Bjornstad,72,"8' 7""",10.787,105,190
187,T188,T188,Martin Flores,75,"8' 8""",13.107000000000001,126,172
188,T188,T188,Mathias Grönberg,61,"8' 8""",9.084,87,90
189,190,190,Matt Every,60,"8' 10""",6.98,66,105
190,191,191,Jeff Maggert,76,"8' 11""",13.705,128,141
191,192,192,Greg Kraft,52,"10' 8""",10.744000000000002,84,177
