,Proximity_to_Hole_from_Rough_RANK THIS WEEK,Proximity_to_Hole_from_Rough_RANK LAST WEEK,Proximity_to_Hole_from_Rough_PLAYER NAME,Proximity_to_Hole_from_Rough_ROUNDS,Proximity_to_Hole_from_Rough_AVG DTP,Proximity_to_Hole_from_Rough_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Rough_# OF SHOTS,Proximity_to_Hole_from_Rough_SCRAMBLING RANK
69,T69,T69,Chad Campbell,94,"7' 8""",1358.1670000000001,177,69
70,T69,T69,Andres Romero,73,"7' 8""",1581.5829999999999,207,46
71,T69,T69,Jimmy Walker,82,"7' 8""",1523.5,198,89
72,T73,T73,Blake Adams,84,"7' 9""",1386.5829999999999,178,112
73,T73,T73,Michael Connell,89,"7' 9""",1295.333,168,75
74,T73,T73,Rickie Fowler,98,"7' 9""",1495.5,194,66
75,T73,T73,Bill Haas,87,"7' 9""",1334.5,172,98
76,T73,T73,J.P. Hayes,79,"7' 9""",1295.417,168,141
77,T73,T73,Jeff Quinney,91,"7' 9""",1550.0,200,59
78,T79,T79,Stewart Cink,84,"7' 10""",1269.917,162,118
79,T79,T79,Charley Hoffman,85,"7' 10""",1747.9170000000001,222,49
80,T79,T79,Michael Letzig,84,"7' 10""",1505.8329999999999,193,137
81,T79,T79,Spencer Levin,110,"7' 10""",1579.0,202,79
82,T79,T79,Garth Mulroy,53,"7' 10""",757.25,97,175
83,T79,T79,James Nitties,92,"7' 10""",1511.1670000000001,192,94
84,T79,T79,Webb Simpson,98,"7' 10""",1694.9170000000001,216,69
85,T86,T86,Brendon de Jonge,114,"7' 11""",1566.5,198,145
86,T86,T86,Padraig Harrington,57,"7' 11""",925.25,117,42
87,T86,T86,Ryuji Imada,90,"7' 11""",1712.1670000000001,216,18
88,T86,T86,Richard Johnson,90,"7' 11""",1271.0,161,72
89,T86,T86,Tim Petrovic,105,"7' 11""",1525.5829999999999,193,51
90,T86,T86,Johnson Wagner,85,"7' 11""",1224.333,154,96
91,T92,T92,Stephen Ames,75,"8' 0""",1314.3329999999999,165,61
92,T92,T92,Rich Barcelo,70,"8' 0""",1139.0,142,168
93,T92,T92,Justin Bolli,55,"8' 0""",951.9169999999999,119,162
94,T92,T92,Jason Dufner,87,"8' 0""",1491.75,186,92
95,T92,T92,Rory McIlroy,54,"8' 0""",929.9169999999999,116,56
96,T92,T92,Andrew McLardy,52,"8' 0""",723.5,90,176
97,T92,T92,Bryce Molder,84,"8' 0""",1283.083,161,24
98,T92,T92,Cameron Tringale,55,"8' 0""",809.0830000000001,101,178
99,T92,T92,Jay Williamson,76,"8' 0""",979.1669999999999,122,58
100,T101,T101,Ben Crane,85,"8' 1""",1094.5,135,77
101,T101,T101,Steve Elkington,74,"8' 1""",1175.667,146,11
102,T101,T101,Steve Flesch,78,"8' 1""",1445.6670000000001,179,154
103,T101,T101,Nathan Green,86,"8' 1""",1597.0,197,55
104,T101,T101,Tim Herron,79,"8' 1""",1428.5,177,80
105,T101,T101,Matt Jones,89,"8' 1""",1729.0829999999999,214,48
106,T101,T101,Geoff Ogilvy,62,"8' 1""",1069.25,132,135
107,T108,T108,Greg Chalmers,93,"8' 2""",1902.1670000000001,233,10
108,T108,T108,Chad Collins,87,"8' 2""",1357.3329999999999,166,9
109,T108,T108,Graham DeLaet,88,"8' 2""",1447.5,177,36
110,T108,T108,Brent Delahoussaye,57,"8' 2""",686.5830000000001,84,164
111,T108,T108,Matt Every,60,"8' 2""",1331.8329999999999,163,105
112,T108,T108,Jeff Overton,89,"8' 2""",1532.4170000000001,188,125
113,T108,T108,Cameron Percy,73,"8' 2""",922.6669999999999,113,122
114,T108,T108,Kevin Stadler,86,"8' 2""",1277.75,156,138
115,T116,T116,David Duval,71,"8' 3""",1204.167,146,181
116,T116,T116,Dustin Johnson,83,"8' 3""",1703.0,207,139
117,T116,T116,Davis Love III,79,"8' 3""",1292.583,157,165
118,T116,T116,Will MacKenzie,72,"8' 3""",1185.5,144,73
119,T116,T116,John Merrick,109,"8' 3""",1421.4170000000001,172,121
120,T116,T116,Brett Quigley,96,"8' 3""",1455.25,177,99
121,T116,T116,John Senden,103,"8' 3""",1571.0829999999999,190,104
122,T116,T116,Michael Sim,64,"8' 3""",1062.417,129,35
123,T116,T116,Bubba Watson,77,"8' 3""",1419.0829999999999,172,147
124,T125,T125,Michael Bradley,77,"8' 4""",1230.667,148,67
125,T125,T125,Martin Flores,75,"8' 4""",1569.9170000000001,188,172
126,T125,T125,David Lutterus,69,"8' 4""",1164.333,140,158
127,T125,T125,Kevin Streelman,90,"8' 4""",1789.0,214,127
128,T125,T125,Boo Weekley,88,"8' 4""",1407.6670000000001,169,53
129,T130,T130,Aaron Baddeley,94,"8' 5""",2209.417,262,117
130,T130,T130,Troy Matteson,84,"8' 5""",1451.6670000000001,172,140
131,T130,T130,Scott McCarron,90,"8' 5""",1815.0,216,43
132,T130,T130,George McNeill,79,"8' 5""",1457.25,174,149
133,T130,T130,Rocco Mediate,71,"8' 5""",1115.417,132,120
134,T130,T130,John Rollins,81,"8' 5""",1385.3329999999999,164,74
135,T130,T130,Josh Teater,101,"8' 5""",1537.5829999999999,183,124
136,T130,T130,Nicholas Thompson,88,"8' 5""",1663.75,198,191
137,T130,T130,Vance Veazey,58,"8' 5""",1030.917,123,187
138,T139,T139,Cameron Beckman,68,"8' 6""",1320.25,156,93
139,T139,T139,Derek Lamely,81,"8' 6""",1376.9170000000001,162,119
140,T139,T139,Chris Stroud,90,"8' 6""",1216.833,143,113
141,T139,T139,Vaughn Taylor,87,"8' 6""",1542.5,181,111
142,T143,T143,J.B. Holmes,100,"8' 7""",2099.833,245,22
143,T143,T143,Zach Johnson,93,"8' 7""",1741.9170000000001,203,103
144,T143,T143,Ryan Palmer,84,"8' 7""",1520.75,177,144
145,T143,T143,Scott Piercy,88,"8' 7""",1644.5,192,159
146,T147,T147,Ángel Cabrera,64,"8' 8""",1399.25,161,153
147,T147,T147,Greg Kraft,52,"8' 8""",781.1669999999999,90,177
148,T147,T147,Mark Wilson,87,"8' 8""",1596.4170000000001,185,27
149,T150,T150,Mark Calcavecchia,50,"8' 9""",823.9169999999999,94,185
150,T150,T150,Joe Durant,67,"8' 9""",927.8330000000001,106,76
151,T150,T150,Martin Laird,91,"8' 9""",1782.75,204,115
152,T150,T150,Troy Merritt,86,"8' 9""",1665.5,190,156
153,T150,T150,Ted Purdy,86,"8' 9""",1779.5,203,180
154,T150,T150,Kevin Sutherland,86,"8' 9""",1363.3329999999999,156,23
155,T150,T150,Chris Tidland,77,"8' 9""",1481.8329999999999,169,110
156,T157,T157,Kenny Perry,69,"8' 10""",1231.75,139,33
157,T157,T157,D.A. Points,90,"8' 10""",1735.5829999999999,196,85
158,T157,T157,Brian Stuard,81,"8' 10""",1379.25,156,163
159,T157,T157,D.J. Trahan,92,"8' 10""",1684.0829999999999,191,157
160,T157,T157,Steve Wheatcroft,74,"8' 10""",1385.25,157,183
161,T162,T162,Kevin Johnson,62,"8' 11""",1322.8329999999999,149,184
162,T162,T162,Jarrod Lyle,54,"8' 11""",1058.25,119,101
163,T162,T162,Hunter Mahan,85,"8' 11""",1448.75,163,85
164,T162,T162,Aron Price,70,"8' 11""",1088.417,122,88
165,T162,T162,Y.E. Yang,72,"8' 11""",1444.0829999999999,162,134
166,167,167,Chris Wilson,65,"9' 0""",1248.167,139,173
167,T168,T168,Daniel Chopra,74,"9' 1""",1860.3329999999999,205,135
168,T168,T168,Charles Warren,64,"9' 1""",1052.5,116,160
169,170,170,Chris Couch,66,"9' 2""",1572.5,172,133
170,T171,T171,Mathew Goggin,85,"9' 3""",1500.0,162,167
171,T171,T171,Joe Ogilvie,99,"9' 3""",2075.667,224,126
172,T173,T173,John Daly,63,"9' 4""",1169.25,125,174
173,T173,T173,J.J. Henry,92,"9' 4""",1615.8329999999999,173,62
174,T173,T173,Brenden Pappas,66,"9' 4""",1322.3329999999999,142,143
175,T176,T176,Henrik Bjornstad,72,"9' 5""",1242.583,132,190
176,T176,T176,Brad Faxon,58,"9' 5""",1260.917,134,192
177,T176,T176,Mathias Grönberg,61,"9' 5""",1112.167,118,90
178,T176,T176,Trevor Immelman,55,"9' 5""",828.75,88,65
179,T176,T176,Steve Marino,81,"9' 5""",1526.3329999999999,162,132
180,T176,T176,Roland Thatcher,72,"9' 5""",1554.0,165,116
181,T182,T182,James Driscoll,78,"9' 6""",1581.0,167,95
182,T182,T182,Garrett Willis,82,"9' 6""",1327.5,140,152
183,T184,T184,Kris Blanks,91,"9' 7""",1213.583,127,170
184,T184,T184,Skip Kendall,58,"9' 7""",974.6669999999999,102,106
185,T184,T184,Roger Tambellini,77,"9' 7""",1471.5829999999999,153,166
186,187,187,Alex Prugh,88,"9' 8""",1879.25,194,151
187,T188,T188,Robert Garrigus,71,"9' 11""",1501.4170000000001,151,182
188,T188,T188,Brett Wetterich,54,"9' 11""",1116.0,113,83
189,190,190,Robert Allenby,76,"10' 0""",1556.5829999999999,156,131
190,T191,T191,Steve Lowery,67,"10' 8""",1475.5,138,188
191,T191,T191,Paul Stankowski,62,"10' 8""",1112.333,104,150
