,FedExCup_Standings_RANK THIS WEEK,FedExCup_Standings_RANK LAST WEEK,FedExCup_Standings_PLAYER NAME,FedExCup_Standings_EVENTS,FedExCup_Standings_POINTS,FedExCup_Standings_# OF WINS,FedExCup_Standings_# OF TOP 10'S,FedExCup_Standings_POINTS BEHIND LEAD,FedExCup_Standings_RESET POINTS
26,27,27,Ben Crane,24,550.0,1.0,5.0,2430.0,290.0
27,28,28,Robert Allenby,21,500.0,,4.0,2480.0,240.0
28,29,29,Jeff Overton,26,480.0,,6.0,2500.0,270.0
29,30,30,Bo Van Pelt,26,445.0,,6.0,2535.0,210.0
30,31,31,Bill Haas,23,1565.0,1.0,2.0,3598.0,
31,32,32,Rickie Fowler,25,1564.0,,5.0,3599.0,
32,33,33,Charlie Wi,23,1560.0,,4.0,3603.0,
33,34,34,J.B. Holmes,23,1501.0,,3.0,3662.0,
34,35,35,Vaughn Taylor,23,1495.0,,6.0,3668.0,
35,36,36,Rory McIlroy,16,1489.0,1.0,5.0,3674.0,
36,37,37,Brandt Snedeker,26,1470.0,,5.0,3693.0,
37,38,38,Stewart Cink,22,1448.0,,3.0,3715.0,
38,39,39,Ian Poulter,15,1396.0,1.0,2.0,3767.0,
39,40,40,Carl Pettersson,27,1332.0,1.0,4.0,3831.0,
40,41,41,Anthony Kim,14,1328.0,1.0,4.0,3835.0,
41,42,42,Tiger Woods,12,1300.0,,2.0,3863.0,
42,43,43,Tom Gillis,24,1276.0,,3.0,3887.0,
43,44,44,Marc Leishman,24,1268.0,,2.0,3895.0,
44,45,45,Michael Sim,20,1244.0,,3.0,3919.0,
45,46,46,Heath Slocum,22,1222.0,,4.0,3941.0,
46,47,47,Sean O'Hair,23,1206.0,,3.0,3957.0,
47,48,48,Rory Sabbatini,23,1197.0,,3.0,3966.0,
48,49,49,D.J. Trahan,24,1195.0,,6.0,3968.0,
49,50,50,John Senden,26,1192.0,,1.0,3971.0,
50,51,51,Brendon de Jonge,29,1170.0,,6.0,3993.0,
51,52,52,Stuart Appleby,29,1157.0,1.0,3.0,4006.0,
52,53,53,Brian Davis,27,1149.0,,2.0,4014.0,
53,54,54,Brian Gay,26,1142.0,,2.0,4021.0,
54,55,55,David Toms,23,1118.0,,1.0,4045.0,
55,56,56,Greg Chalmers,25,1113.0,,2.0,4050.0,
56,57,57,Vijay Singh,23,1108.0,,2.0,4055.0,
57,58,58,Freddie Jacobson,21,1101.0,,3.0,4062.0,
58,59,59,Justin Leonard,24,1096.0,,1.0,4067.0,
59,60,60,Bryce Molder,24,1088.0,,6.0,4075.0,
60,61,61,Ángel Cabrera,19,1082.0,,2.0,4081.0,
61,62,62,Jason Bohn,22,1079.0,1.0,2.0,4084.0,
62,63,63,Matt Jones,25,1035.0,,5.0,4128.0,
63,64,64,Ricky Barnes,26,1027.0,,6.0,4136.0,
64,65,65,Jason Dufner,25,1000.0,,2.0,4163.0,
65,66,66,Tim Petrovic,27,937.0,,2.0,4226.0,
66,67,67,Y.E. Yang,21,923.0,,2.0,4240.0,
67,68,68,Stephen Ames,21,866.0,,1.0,4297.0,
68,69,69,Andres Romero,19,853.0,,2.0,4310.0,
69,70,70,Scott Verplank,22,813.0,,3.0,4350.0,
70,71,71,Kris Blanks,26,794.0,,3.0,4369.0,
71,72,72,Steve Marino,21,778.0,,2.0,4385.0,
72,73,73,Padraig Harrington,18,772.0,,5.0,4391.0,
73,74,74,Lucas Glover,22,770.0,,3.0,4393.0,
74,75,75,Charles Howell III,24,764.0,,4.0,4399.0,
75,76,76,Josh Teater,27,754.0,,2.0,4409.0,
76,77,77,John Rollins,23,736.0,,2.0,4427.0,
77,78,78,Ryuji Imada,24,720.0,,2.0,4443.0,
78,79,79,Chris Couch,22,709.0,,2.0,4454.0,
79,80,80,Davis Love III,21,708.0,,3.0,4455.0,
80,81,81,Spencer Levin,26,673.0,,1.0,4490.0,
81,82,82,D.A. Points,25,654.0,,3.0,4509.0,
82,83,83,J.P. Hayes,21,652.0,,3.0,4511.0,
83,84,84,Jimmy Walker,25,642.0,,2.0,4521.0,
84,85,85,Webb Simpson,26,628.0,,1.0,4535.0,
85,86,86,J.J. Henry,27,603.0,,2.0,4560.0,
86,87,87,Paul Goydos,23,602.0,,3.0,4561.0,
87,88,88,Shaun Micheel,17,600.0,,3.0,4563.0,
88,89,89,Chad Campbell,24,598.0,,2.0,4565.0,
89,90,90,Pat Perez,23,581.0,,3.0,4582.0,
90,91,91,Troy Matteson,23,575.0,,2.0,4588.0,
91,92,92,Steve Elkington,21,571.0,,3.0,4592.0,
92,93,93,Kenny Perry,20,565.0,,1.0,4598.0,
93,94,94,Aaron Baddeley,21,559.0,,1.0,4604.0,
94,95,95,Blake Adams,24,556.0,,2.0,4607.0,
95,96,96,Chad Collins,25,540.0,,3.0,4623.0,
96,97,97,Alex Prugh,26,526.0,,3.0,4637.0,
97,98,98,Boo Weekley,25,526.0,,3.0,4637.0,
98,99,99,Garrett Willis,21,517.0,,1.0,4646.0,
99,100,100,Chris Riley,20,512.0,,3.0,4651.0,
100,101,101,Kevin Sutherland,21,499.0,,1.0,4664.0,
101,102,102,Jerry Kelly,24,493.0,,1.0,4670.0,
102,103,103,Alex Cejka,24,489.0,,4.0,4674.0,
103,104,104,Derek Lamely,25,487.0,1.0,1.0,4676.0,
104,105,105,Jonathan Byrd,22,483.0,,2.0,4680.0,
105,106,106,Matt Bettencourt,28,472.0,1.0,1.0,4691.0,
106,107,107,Robert Garrigus,17,469.0,,2.0,4694.0,
107,108,108,Jeff Maggert,23,463.0,,2.0,4700.0,
108,109,109,Sergio Garcia,15,461.0,,1.0,4702.0,
109,110,110,John Merrick,26,459.0,,1.0,4704.0,
110,111,111,Briny Baird,23,458.0,,1.0,4705.0,
111,112,112,Joe Ogilvie,27,454.0,,1.0,4709.0,
112,113,113,Bill Lunde,25,449.0,1.0,3.0,4714.0,
113,114,114,Dean Wilson,13,434.0,,1.0,4729.0,
114,115,115,Corey Pavin,8,433.0,,2.0,4730.0,
115,116,116,Bob Estes,21,432.0,,2.0,4731.0,
116,117,117,David Duval,20,431.0,,1.0,4732.0,
117,118,118,Cameron Beckman,21,427.0,1.0,2.0,4736.0,
118,119,119,Ben Curtis,20,416.0,,1.0,4747.0,
119,120,120,Michael Letzig,22,415.0,,1.0,4748.0,
120,121,121,Nathan Green,23,414.0,,1.0,4749.0,
121,122,122,Kevin Stadler,24,394.0,,4.0,4769.0,
122,123,123,Woody Austin,24,394.0,,3.0,4769.0,
123,124,124,Graham DeLaet,24,393.0,,1.0,4770.0,
124,125,125,Scott Piercy,23,380.0,,2.0,4783.0,
125,126,126,Jeff Quinney,24,378.0,,1.0,4785.0,
126,127,127,Chris Stroud,22,369.0,,2.0,4794.0,
127,128,128,Mike Weir,19,360.0,,1.0,4803.0,
128,129,129,Aron Price,17,358.0,,2.0,4805.0,
129,130,130,Scott McCarron,24,354.0,,1.0,4809.0,
130,131,131,Mark Wilson,23,343.0,,1.0,4820.0,
131,132,132,John Mallinger,24,342.0,,1.0,4821.0,
132,133,133,James Driscoll,21,340.0,,1.0,4823.0,
133,134,134,James Nitties,25,338.0,,1.0,4825.0,
134,135,135,George McNeill,23,338.0,,1.0,4825.0,
135,136,136,Brett Quigley,24,336.0,,1.0,4827.0,
136,137,137,Tom Pernice Jr.,18,331.0,,1.0,4832.0,
137,138,138,Troy Merritt,24,331.0,,1.0,4832.0,
138,139,139,Richard Johnson,22,323.0,,2.0,4840.0,
139,140,140,Matt Every,17,322.0,,1.0,4841.0,
140,141,141,Henrik Stenson,12,321.0,,1.0,4842.0,
141,142,142,Joe Durant,15,321.0,,1.0,4842.0,
142,143,143,Billy Mayfair,22,314.0,,2.0,4849.0,
143,144,144,Michael Connell,20,314.0,,1.0,4849.0,
144,145,145,Michael Bradley,20,306.0,,,4857.0,
145,146,146,Paul Stankowski,13,296.0,,2.0,4867.0,
146,147,147,Chris DiMarco,20,286.0,,1.0,4877.0,
147,148,148,Nicholas Thompson,25,284.0,,1.0,4879.0,
148,149,149,Jay Williamson,19,280.0,,1.0,4883.0,
149,150,150,Lee Janzen,21,280.0,,1.0,4883.0,
150,151,151,Rod Pampling,21,275.0,,,4888.0,
151,152,152,Steve Flesch,22,272.0,,1.0,4891.0,
152,153,153,Chris Tidland,19,271.0,,1.0,4892.0,
153,154,154,Will MacKenzie,18,267.0,,,4896.0,
154,155,155,Mathew Goggin,23,267.0,,1.0,4896.0,
155,156,156,Trevor Immelman,15,266.0,,,4897.0,
156,157,157,Jeev Milkha Singh,15,253.0,,1.0,4910.0,
157,158,158,Brett Wetterich,12,248.0,,,4915.0,
158,159,159,Nick O'Hern,11,247.0,,2.0,4916.0,
159,160,160,Ted Purdy,25,244.0,,,4919.0,
160,161,161,Michael Allen,13,243.0,,1.0,4920.0,
161,162,162,Tim Herron,19,234.0,,,4929.0,
162,163,163,Jarrod Lyle,15,227.0,,2.0,4936.0,
163,164,164,Brian Stuard,23,226.0,,1.0,4937.0,
164,165,165,Roger Tambellini,21,219.0,,1.0,4944.0,
165,166,166,Steve Wheatcroft,22,213.0,,1.0,4950.0,
166,167,167,Fred Couples,7,208.0,,1.0,4955.0,
167,168,168,Cameron Percy,20,206.0,,,4957.0,
168,169,169,Tom Lehman,7,204.0,,,4959.0,
169,170,170,Kirk Triplett,10,199.0,,,4964.0,
170,171,171,Mathias Grönberg,17,198.0,,1.0,4965.0,
171,172,172,Johnson Wagner,23,197.0,,,4966.0,
172,173,173,Omar Uresti,22,192.0,,1.0,4971.0,
173,174,174,Arjun Atwal,10,192.0,1.0,2.0,4971.0,
174,175,175,Henrik Bjornstad,21,188.0,,,4975.0,
175,176,176,Rich Barcelo,20,187.0,,,4976.0,
176,177,177,Greg Owen,22,184.0,,,4979.0,
177,178,178,Garth Mulroy,18,160.0,,1.0,5003.0,
178,179,179,Skip Kendall,15,159.0,,1.0,5004.0,
179,180,180,Rocco Mediate,21,150.0,,,5013.0,
180,181,181,Jeff Klauk,13,148.0,,,5015.0,
181,182,182,Glen Day,12,144.0,,,5019.0,
182,183,183,Mark Hensby,12,142.0,,,5021.0,
183,184,184,Roland Thatcher,21,142.0,,1.0,5021.0,
184,185,185,Daniel Chopra,23,142.0,,,5021.0,
185,186,186,Martin Flores,21,137.0,,1.0,5026.0,
186,187,187,Tim Wilkinson,15,133.0,,,5030.0,
187,188,188,Chez Reavie,15,125.0,,,5038.0,
188,189,189,Kent Jones,9,117.0,,1.0,5046.0,
189,190,190,Harrison Frazar,17,116.0,,,5047.0,
190,191,191,Charles Warren,16,116.0,,1.0,5047.0,
191,192,192,Gary Woodland,8,110.0,,,5053.0,
192,193,193,Cameron Tringale,17,107.0,,,5056.0,
193,194,194,David Lutterus,20,103.0,,,5060.0,
194,195,195,Craig Barlow,9,100.0,,1.0,5063.0,
195,196,196,John Daly,17,97.0,,,5066.0,
196,T197,T197,Carlos Franco,10,92.0,,,5071.0,
197,T197,T197,Tom Watson,3,92.0,,,5071.0,
198,199,199,Cliff Kresge,13,91.0,,,5072.0,
199,200,200,Graeme McDowell,10,91.0,1.0,2.0,5072.0,
200,201,201,Brenden Pappas,19,89.0,,,5074.0,
201,202,202,Mark Calcavecchia,15,88.0,,,5075.0,
202,203,203,Matt Weibring,10,83.0,,,5080.0,
203,204,204,Marco Dawson,10,82.0,,,5081.0,
204,205,205,Jason Gore,10,81.0,,,5082.0,
205,206,206,Rich Beem,9,80.0,,,5083.0,
206,207,207,Craig Bowden,19,79.0,,,5084.0,
207,208,208,Jeff Gove,17,77.0,,,5086.0,
208,209,209,Vance Veazey,18,73.0,,,5090.0,
209,210,210,Frank Lickliter II,6,67.0,,,5096.0,
210,211,211,Steve Lowery,22,67.0,,,5096.0,
211,212,212,Todd Hamilton,16,64.0,,,5099.0,
212,213,213,Chris Wilson,21,58.0,,,5105.0,
213,214,214,Jerod Turner,21,57.0,,,5106.0,
214,215,215,Shane Bertsch,3,53.0,,,5110.0,
215,216,216,Kevin Johnson,22,53.0,,,5110.0,
216,217,217,Guy Boros,6,48.0,,,5115.0,
217,218,218,Robert Gamez,8,47.0,,1.0,5116.0,
218,219,219,Fred Funk,5,44.0,,,5119.0,
219,220,220,Brent Delahoussaye,16,43.0,,,5120.0,
220,221,221,John Huston,12,40.0,,,5123.0,
221,222,222,Brad Faxon,19,39.0,,,5124.0,
222,223,223,Dicky Pride,5,39.0,,,5124.0,
223,224,224,Jonathan Kaye,6,34.0,,,5129.0,
224,225,225,Parker McLachlin,15,32.0,,,5131.0,
225,226,226,Mark Brooks,12,29.0,,,5134.0,
226,227,227,Chris Smith,10,27.0,,,5136.0,
227,228,228,Fran Quinn,7,26.0,,,5137.0,
228,229,229,Robert Damron,4,24.0,,,5139.0,
229,230,230,Andrew McLardy,16,23.0,,,5140.0,
230,231,231,Len Mattiace,5,22.0,,,5141.0,
231,232,232,Shigeki Maruyama,4,20.0,,,5143.0,
232,233,233,Michael Clark II,6,19.0,,,5144.0,
233,234,234,John Morse,5,19.0,,,5144.0,
234,235,235,Jim Carter,5,18.0,,,5145.0,
235,236,236,Greg Kraft,17,14.0,,,5149.0,
236,237,237,J.L. Lewis,4,14.0,,,5149.0,
237,238,238,Phil Tataurangi,4,12.0,,,5151.0,
238,239,239,Tom Byrum,3,11.0,,,5152.0,
239,240,240,Chris Baryla,7,9.0,,,5154.0,
240,241,241,Justin Bolli,18,6.0,,,5157.0,
241,242,242,Tommy Armour III,4,6.0,,,5157.0,
242,243,243,Eric Axley,5,6.0,,,5157.0,
243,244,244,Willie Wood,1,5.0,,,5158.0,
244,245,245,Robin Freeman,4,2.0,,,5161.0,
245,246,246,Brad Adamonis,4,2.0,,,5161.0,
246,247,247,Paul Azinger,1,1.0,,,5162.0,
247,248,248,Spike McRoy,4,,,,5163.0,
