,Power_Rating_RANK THIS WEEK,Power_Rating_RANK LAST WEEK,Power_Rating_PLAYER NAME,Power_Rating_EVENTS,Power_Rating_RATING
0,1,1,Blake Trimble,1,9.9
1,2,2,John Daly,7,9.8
2,T3,T3,Robert Garrigus,13,9.7
3,T3,T3,Sam Saunders,2,9.7
4,T3,T3,Bubba Watson,15,9.7
5,T6,T6,J.B. Holmes,22,9.6
6,T6,T6,Dustin Johnson,15,9.6
7,8,8,Alvaro Quiros,4,9.5
8,T9,T9,Steve Allan,1,9.4
9,T9,T9,Chris Baryla,1,9.4
10,T9,T9,Brett Wetterich,11,9.4
11,12,12,Ángel Cabrera,11,9.2
12,T13,T13,Jamie Lovemark,2,9.1
13,T13,T13,Phil Mickelson,14,9.1
14,T15,T15,Graham DeLaet,14,9.0
15,T15,T15,Rory McIlroy,9,9.0
16,T15,T15,Alistair Presnell,1,9.0
17,T15,T15,Chris Smith,1,9.0
18,T19,T19,Kyle Stanley,1,8.9
19,T19,T19,Charles Warren,10,8.9
20,T21,T21,Byeong Hun An,1,8.8
21,T21,T21,Daniel Chopra,8,8.8
22,T21,T21,Ross Fisher,4,8.8
23,T21,T21,Louis Oosthuizen,1,8.8
24,T21,T21,Tag Ridings,1,8.8
25,T26,T26,Aaron Baddeley,20,8.7
26,T26,T26,Davis Love III,13,8.7
27,T26,T26,D.J. Trahan,17,8.7
28,T29,T29,Martin Laird,17,8.6
29,T29,T29,Alex Prugh,15,8.6
30,T29,T29,Nick Watney,17,8.6
31,T32,T32,Charley Hoffman,17,8.5
32,T32,T32,Scott Piercy,15,8.5
33,T32,T32,Danny Wax,1,8.5
34,T35,T35,Harrison Frazar,4,8.4
35,T35,T35,Troy Matteson,13,8.4
36,37,37,Martin Flores,10,8.3
37,T38,T38,Matt Bettencourt,10,8.2
38,T38,T38,Jason Day,16,8.2
39,T38,T38,Seungsu Han,1,8.2
40,T38,T38,Chris Kirk,1,8.2
41,T38,T38,Michael O'Neal,1,8.2
42,T38,T38,Jeff Overton,15,8.2
43,T38,T38,John Rollins,14,8.2
44,T38,T38,Andres Romero,15,8.2
45,T46,T46,Brandt Jobe,1,8.1
46,T46,T46,Bo Van Pelt,20,8.1
47,T48,T48,Chris Couch,10,8.0
48,T48,T48,Jason Gore,3,8.0
49,T48,T48,Bill Haas,17,8.0
50,T48,T48,Charles Howell III,21,8.0
51,T48,T48,Derek Lamely,11,8.0
52,T48,T48,Marc Leishman,15,8.0
53,T48,T48,Rory Sabbatini,13,8.0
54,T48,T48,Vijay Singh,12,8.0
55,T48,T48,Gary Woodland,3,8.0
56,T57,T57,Stewart Cink,15,7.9
57,T57,T57,Rickie Fowler,18,7.9
58,T57,T57,Jonathan Kaye,1,7.9
59,T57,T57,Ryuichi Oda,1,7.9
60,T57,T57,Jordan Spieth,1,7.9
61,T57,T57,Josh Teater,19,7.9
62,T57,T57,Lee Westwood,6,7.9
63,T64,T64,James Driscoll,12,7.8
64,T64,T64,Adam Hadwin,1,7.8
65,T64,T64,Ryan Palmer,13,7.8
66,T64,T64,Adam Scott,12,7.8
67,T68,T68,Matt Every,11,7.7
68,T68,T68,Jon Mills,1,7.7
69,T68,T68,Cameron Tringale,4,7.7
70,T68,T68,Boo Weekley,14,7.7
71,T72,T72,Paul Casey,10,7.6
72,T72,T72,Padraig Harrington,10,7.6
73,T74,T74,Lucas Glover,12,7.5
74,T74,T74,Matt Jones,17,7.5
75,T74,T74,Steve Marino,14,7.5
76,T74,T74,Garth Mulroy,6,7.5
77,T74,T74,Cameron Percy,10,7.5
78,T79,T79,Jonathan Byrd,16,7.4
79,T79,T79,Kevin Chappell,1,7.4
80,T79,T79,Gonzalo Fernandez-Castaño,1,7.4
81,T79,T79,Alex Hamilton,1,7.4
82,T79,T79,Charl Schwartzel,4,7.4
83,T79,T79,Jimmy Walker,11,7.4
84,T79,T79,Tiger Woods,6,7.4
85,T86,T86,David Duval,9,7.3
86,T86,T86,Sergio Garcia,9,7.3
87,T86,T86,Retief Goosen,13,7.3
88,T86,T86,Rob Grube,1,7.3
89,T86,T86,Anthony Kim,8,7.3
90,T86,T86,Ryan Moore,12,7.3
91,T86,T86,Ted Purdy,11,7.3
92,T86,T86,Kevin Stadler,13,7.3
93,T94,T94,Blake Adams,15,7.2
94,T94,T94,Marco Dawson,3,7.2
95,T94,T94,Martin Kaymer,3,7.2
96,T97,T97,Michael Letzig,16,7.1
97,T97,T97,Will MacKenzie,13,7.1
98,T97,T97,Kevin Streelman,16,7.1
99,T100,T100,Brad Adamonis,1,7.0
100,T100,T100,Mathias Grönberg,7,7.0
101,T100,T100,Todd Hamilton,3,7.0
102,T100,T100,Soren Hansen,2,7.0
103,T100,T100,J.J. Henry,16,7.0
104,T100,T100,John Huston,2,7.0
105,T100,T100,Hunter Mahan,15,7.0
106,T100,T100,Kenny Perry,13,7.0
107,T108,T108,Bill Lunde,9,6.9
108,T108,T108,John Senden,20,6.9
109,T110,T110,Stuart Appleby,17,6.8
110,T110,T110,Ryo Ishikawa,3,6.8
111,T110,T110,George McNeill,12,6.8
112,T110,T110,Greg Owen,9,6.8
113,T110,T110,Brenden Pappas,8,6.8
114,T110,T110,Camilo Villegas,13,6.8
115,T116,T116,Ernie Els,13,6.7
116,T116,T116,Jeff Gove,4,6.7
117,T116,T116,Tim Herron,14,6.7
118,T116,T116,Jarrod Lyle,7,6.7
119,T116,T116,Graeme McDowell,4,6.7
120,T116,T116,Sean O'Hair,13,6.7
121,T122,T122,John Merrick,21,6.6
122,T122,T122,Justin Rose,16,6.6
123,T124,T124,Robert Allenby,14,6.5
124,T124,T124,Peter Hanson,3,6.5
125,T124,T124,WC Liang,2,6.5
126,T124,T124,David Lutterus,7,6.5
127,T124,T124,Mike Small,2,6.5
128,T124,T124,Roland Thatcher,10,6.5
129,T124,T124,Nicholas Thompson,12,6.5
130,T131,T131,Craig Barlow,4,6.4
131,T131,T131,Fred Couples,3,6.4
132,T131,T131,Matt Hill,1,6.4
133,T131,T131,Geoff Ogilvy,11,6.4
134,T131,T131,Phil Schmitt,1,6.4
135,T131,T131,Roger Tambellini,10,6.4
136,T137,T137,Arjun Atwal,10,6.3
137,T137,T137,Ken Duke,3,6.3
138,T137,T137,Mathew Goggin,13,6.3
139,T137,T137,Troy Merritt,12,6.3
140,T137,T137,Fran Quinn,1,6.3
141,T137,T137,Jason Schultz,1,6.3
142,T137,T137,Steve Wheatcroft,6,6.3
143,T144,T144,Steve Elkington,13,6.2
144,T144,T144,Lee Janzen,11,6.2
145,T144,T144,Steve Lowery,5,6.2
146,T144,T144,Jeev Milkha Singh,9,6.2
147,T144,T144,Kevin Sutherland,17,6.2
148,T149,T149,K.J. Choi,15,6.1
149,T149,T149,Brendon de Jonge,20,6.1
150,T149,T149,Tom Gillis,21,6.1
151,T149,T149,Thongchai Jaidee,2,6.1
152,T149,T149,Robert Karlsson,5,6.1
153,T149,T149,Pat Perez,18,6.1
154,T149,T149,"Jerry Richardson, Jr.",1,6.1
155,T149,T149,Drew Weaver,1,6.1
156,T157,T157,Kris Blanks,13,6.0
157,T157,T157,Robin Freeman,1,6.0
158,T157,T157,Yuta Ikeda,3,6.0
159,T157,T157,Scott McCarron,15,6.0
160,T157,T157,James Nitties,14,6.0
161,T157,T157,Michael Putnam,1,6.0
162,T157,T157,Webb Simpson,17,6.0
163,T164,T164,Ricky Barnes,19,5.9
164,T164,T164,Alex Noren,1,5.9
165,T164,T164,Joe Ogilvie,15,5.9
166,T164,T164,Chris Tidland,13,5.9
167,T164,T164,Casey Wittenberg,1,5.9
168,T169,T169,Michael Allen,8,5.8
169,T169,T169,James Kingston,1,5.8
170,T169,T169,Brock Mackenzie,1,5.8
171,T169,T169,Paul Stankowski,11,5.8
172,T169,T169,Chris Stroud,13,5.8
173,T169,T169,Vaughn Taylor,17,5.8
174,T169,T169,Chris Wilson,5,5.8
175,T176,T176,Jason Dufner,15,5.7
176,T176,T176,Robert Gamez,1,5.7
177,T176,T176,Matt Kuchar,18,5.7
178,T176,T176,Andrew McLardy,5,5.7
179,T176,T176,Brian Stuard,10,5.7
180,T176,T176,Matt Weibring,3,5.7
181,T176,T176,Y.E. Yang,13,5.7
182,183,183,Steve Stricker,14,5.6
183,T184,T184,John Ellis,1,5.5
184,T184,T184,Benjamin Fox,2,5.5
185,T184,T184,Edoardo Molinari,3,5.5
186,T187,T187,Jeff Burns,1,5.4
187,T187,T187,Mark Calcavecchia,5,5.4
188,T187,T187,Chad Campbell,17,5.4
189,T187,T187,Freddie Jacobson,16,5.4
190,T191,T191,Eric Axley,1,5.3
191,T191,T191,Michael Bradley,13,5.3
192,T191,T191,Rod Pampling,12,5.3
193,T194,T194,Rich Barcelo,8,5.2
194,T194,T194,Henrik Bjornstad,8,5.2
195,T194,T194,Joe Durant,13,5.2
196,T194,T194,Trevor Immelman,6,5.2
197,T194,T194,Kent Jones,3,5.2
198,T194,T194,Carl Pettersson,17,5.2
199,T194,T194,Brett Quigley,19,5.2
200,T194,T194,Vance Veazey,5,5.2
201,T202,T202,Stephen Ames,16,5.1
202,T202,T202,Bob Estes,12,5.1
203,T202,T202,D.A. Points,14,5.1
204,T205,T205,Justin Bolli,2,5.0
205,T205,T205,Miguel Angel Jiménez,2,5.0
206,T205,T205,Frank Lickliter II,2,5.0
207,T205,T205,Shaun Micheel,10,5.0
208,T205,T205,Katsumasa Miyamoto,1,5.0
209,T205,T205,Ian Poulter,7,5.0
210,T205,T205,Alexandre Rocha,1,5.0
211,T205,T205,Michael Sim,12,5.0
212,T205,T205,Jay Williamson,11,5.0
213,T214,T214,Erik Compton,3,4.9
214,T214,T214,J.P. Hayes,13,4.9
215,T214,T214,Ross McGowan,2,4.9
216,T214,T214,Marc Turnesa,1,4.9
217,T214,T214,Charlie Wi,20,4.9
218,T219,T219,Woody Austin,15,4.8
219,T219,T219,Rhys Davies,1,4.8
220,T219,T219,Braxton Marquez,1,4.8
221,T219,T219,Henrik Stenson,6,4.8
222,T223,T223,Cameron Beckman,6,4.7
223,T223,T223,Spencer Levin,22,4.7
224,T223,T223,Dicky Pride,2,4.7
225,T223,T223,Oliver Wilson,4,4.7
226,T227,T227,Briny Baird,14,4.6
227,T227,T227,Jason Bohn,16,4.6
228,T227,T227,Søren Kjeldsen,2,4.6
229,T227,T227,John Mallinger,9,4.6
230,T227,T227,Francesco Molinari,3,4.6
231,T232,T232,Ben Crane,16,4.5
232,T232,T232,Todd Fischer,1,4.5
233,T232,T232,Jeff Maggert,9,4.5
234,T232,T232,Len Mattiace,1,4.5
235,T232,T232,Billy Mayfair,11,4.5
236,T232,T232,Johnson Wagner,12,4.5
237,T238,T238,Cliff Kresge,8,4.4
238,T238,T238,Aron Price,12,4.4
239,T238,T238,Garrett Willis,14,4.4
240,T238,T238,Mark Wilson,14,4.4
241,T242,T242,Zach Johnson,17,4.3
242,T242,T242,Hennie Otto,1,4.3
243,T242,T242,David Toms,15,4.3
244,T245,T245,Brian Davis,17,4.2
245,T245,T245,Bob Heintz,3,4.2
246,T245,T245,Jerry Kelly,18,4.2
247,T245,T245,Chris Riley,11,4.2
248,T249,T249,Michael Clark II,1,4.1
249,T249,T249,Steve Flesch,11,4.1
250,T249,T249,Nathan Green,15,4.1
251,T249,T249,Simon Khan,1,4.1
252,T249,T249,Tim Petrovic,19,4.1
253,T249,T249,Chez Reavie,5,4.1
254,T255,T255,Alex Cejka,11,4.0
255,T255,T255,Michael Connell,17,4.0
256,T255,T255,Luke Donald,13,4.0
257,T255,T255,Mark Hensby,7,4.0
258,T255,T255,Tom Lehman,4,4.0
259,T255,T255,Heath Slocum,19,4.0
260,T255,T255,Brandt Snedeker,16,4.0
261,T262,T262,Simon Dyson,3,3.9
262,T262,T262,Rocco Mediate,10,3.9
263,T262,T262,Kevin Na,18,3.9
264,T265,T265,Jim Furyk,15,3.8
265,T265,T265,Ryuji Imada,16,3.8
266,T265,T265,Dean Wilson,8,3.8
267,T268,T268,Greg Chalmers,19,3.7
268,T268,T268,Kevin Johnson,3,3.7
269,T268,T268,Jerod Turner,5,3.7
270,T268,T268,Mike Weir,8,3.7
271,T272,T272,Jim Carter,2,3.6
272,T272,T272,Chris DiMarco,18,3.6
273,T272,T272,Justin Leonard,15,3.6
274,T272,T272,Chris Rogers,1,3.6
275,T272,T272,Kirk Triplett,5,3.6
276,T272,T272,Scott Verplank,12,3.6
277,T272,T272,Tim Wilkinson,4,3.6
278,T279,T279,Tommy Armour III,1,3.5
279,T279,T279,Rich Beem,3,3.5
280,T279,T279,Carlos Franco,4,3.5
281,T279,T279,Bryce Molder,14,3.5
282,T279,T279,Jesper Parnevik,1,3.5
283,T279,T279,Tom Pernice Jr.,11,3.5
284,T285,T285,Chad Collins,14,3.4
285,T285,T285,Richard Johnson,14,3.4
286,T285,T285,Parker McLachlin,3,3.4
287,288,288,Michael Jonzon,1,3.3
288,T289,T289,Tim Clark,17,3.2
289,T289,T289,Ben Curtis,13,3.2
290,T291,T291,Robert Damron,1,3.1
291,T291,T291,Glen Day,5,3.1
292,293,293,Skip Kendall,9,3.0
293,T294,T294,Brent Delahoussaye,6,2.9
294,T294,T294,Anders Hansen,1,2.9
295,T294,T294,Warren Schutte,1,2.9
296,T297,T297,Guy Boros,2,2.8
297,T297,T297,Billy Hurley III,1,2.8
298,T297,T297,Jeff Klauk,5,2.8
299,T297,T297,Greg Kraft,2,2.8
300,T297,T297,Nick O'Hern,5,2.8
301,T302,T302,Brad Faxon,4,2.7
302,T302,T302,Paul Goydos,14,2.7
303,304,304,Omar Uresti,8,2.6
304,305,305,Jeff Quinney,15,2.5
305,T306,T306,Grégory Bourdy,1,2.3
306,T306,T306,Willie Wood,1,2.3
307,T308,T308,Craig Bowden,7,2.1
308,T308,T308,David Horsey,1,2.1
309,T310,T310,Mark Brooks,3,2.0
310,T310,T310,Tom Byrum,1,2.0
311,T310,T310,Colin Montgomerie,1,2.0
312,313,313,Shane Bertsch,3,1.9
313,T314,T314,Marcus Fraser,1,1.8
314,T314,T314,Brian Gay,18,1.8
315,316,316,Fred Funk,3,1.7
316,317,317,Corey Pavin,5,1.4
