,Last_5_Events_-_Putting_RANK THIS WEEK,Last_5_Events_-_Putting_RANK LAST WEEK,Last_5_Events_-_Putting_PLAYER NAME,Last_5_Events_-_Putting_EVENTS,Last_5_Events_-_Putting_RATING
0,1,1,Rich Barcelo,1,9.1
1,T2,T2,Greg Chalmers,4,8.9
2,T2,T9,Rickie Fowler,1,8.9
3,T2,T2,Corey Pavin,4,8.9
4,T2,T2,Carl Pettersson,2,8.9
5,6,5,Gary Woodland,1,8.8
6,T7,T6,Todd Fischer,1,8.7
7,T7,T6,Robert Gamez,1,8.7
8,T7,T6,Fran Quinn,1,8.7
9,T10,T9,Mark Calcavecchia,1,8.6
10,T10,T139,K.J. Choi,2,8.6
11,T10,T9,Brian Gay,4,8.6
12,T10,T9,Troy Merritt,4,8.6
13,T14,T13,Justin Bolli,1,8.5
14,T14,T13,Daniel Chopra,1,8.5
15,T14,T13,Michael Connell,4,8.5
16,T14,T13,Ken Duke,3,8.5
17,T14,T13,Paul Goydos,3,8.5
18,T14,T13,Rob Grube,1,8.5
19,T14,T13,Thongchai Jaidee,1,8.5
20,T14,T13,Frank Lickliter II,2,8.5
21,T14,T13,Jamie Lovemark,3,8.5
22,T14,T13,Jarrod Lyle,1,8.5
23,T14,T13,D.A. Points,1,8.5
24,T14,T13,Jeff Quinney,2,8.5
25,T14,T13,Webb Simpson,4,8.5
26,T14,T13,Jordan Spieth,1,8.5
27,T14,T13,Tim Wilkinson,1,8.5
28,T14,T13,Willie Wood,1,8.5
29,T30,T29,Chad Collins,3,8.4
30,T30,T65,Chris DiMarco,4,8.4
31,T30,T29,John Ellis,1,8.4
32,T30,T29,Martin Flores,3,8.4
33,T30,T29,Peter Hanson,1,8.4
34,T30,T29,Padraig Harrington,2,8.4
35,T30,T29,Jonathan Kaye,1,8.4
36,T30,T29,Anthony Kim,1,8.4
37,T30,T38,Justin Leonard,3,8.4
38,T30,T29,Jeev Milkha Singh,4,8.4
39,T30,T29,Jerod Turner,1,8.4
40,T41,T38,Aaron Baddeley,4,8.3
41,T41,T38,Steve Flesch,2,8.3
42,T41,T38,Marcus Fraser,1,8.3
43,T41,T38,Tadd Fujikawa,1,8.3
44,T41,T38,John Mallinger,2,8.3
45,T41,T38,Tom Pernice Jr.,3,8.3
46,T41,T38,Dicky Pride,2,8.3
47,T41,T38,Sam Saunders,2,8.3
48,T41,T38,Kirk Triplett,4,8.3
49,T50,T49,Eric Axley,1,8.2
50,T50,T49,Cameron Beckman,2,8.2
51,T50,T49,Shane Bertsch,3,8.2
52,T50,T49,Robert Damron,1,8.2
