,Last_5_Events_-_Scoring_RANK THIS WEEK,Last_5_Events_-_Scoring_RANK LAST WEEK,Last_5_Events_-_Scoring_PLAYER NAME,Last_5_Events_-_Scoring_EVENTS,Last_5_Events_-_Scoring_RATING
0,1,1,Justin Bolli,1,9.3
1,2,T4,Rickie Fowler,1,9.2
2,3,2,Lee Westwood,1,9.0
3,4,3,Robert Gamez,1,8.9
4,T5,T4,Tom Lehman,1,8.8
5,T5,T4,John Senden,4,8.8
6,T7,T7,Michael Connell,4,8.7
7,T7,T7,Cameron Tringale,1,8.7
8,T7,T7,Johnson Wagner,3,8.7
9,T10,T10,Daniel Chopra,1,8.6
10,T10,T10,John Ellis,1,8.6
11,T10,T10,Jonathan Kaye,1,8.6
12,T10,T10,Spencer Levin,3,8.6
13,T10,T10,Jamie Lovemark,3,8.6
14,T10,T10,Corey Pavin,4,8.6
15,T10,T10,Brett Wetterich,3,8.6
16,T10,T10,Mark Wilson,4,8.6
17,T18,T18,Rich Barcelo,1,8.5
18,T18,T18,Craig Bowden,2,8.5
19,T18,T18,Paul Casey,3,8.5
20,T18,T18,Kevin Chappell,1,8.5
21,T18,T18,Ken Duke,3,8.5
22,T18,T18,Bill Haas,3,8.5
23,T18,T18,Charles Howell III,5,8.5
24,T18,T18,Chris Kirk,1,8.5
25,T18,T18,George McNeill,2,8.5
26,T18,T18,Jeff Quinney,2,8.5
27,T18,T18,Vijay Singh,3,8.5
28,T18,T18,Jordan Spieth,1,8.5
29,T18,T18,Charles Warren,3,8.5
30,T18,T18,Tiger Woods,3,8.5
31,T32,T32,Steve Allan,1,8.4
32,T32,T32,Cameron Beckman,2,8.4
33,T32,T97,K.J. Choi,2,8.4
34,T32,T32,Stewart Cink,4,8.4
35,T32,T32,Graham DeLaet,4,8.4
36,T32,T32,Joe Durant,5,8.4
37,T32,T141,David Duval,2,8.4
38,T32,T32,Harrison Frazar,2,8.4
39,T32,T32,Retief Goosen,3,8.4
40,T32,T32,Charley Hoffman,4,8.4
41,T32,T32,Thongchai Jaidee,1,8.4
42,T32,T32,Kent Jones,2,8.4
43,T32,T32,Søren Kjeldsen,1,8.4
44,T32,T32,Jarrod Lyle,1,8.4
45,T32,T32,Steve Marino,3,8.4
46,T32,T32,Louis Oosthuizen,1,8.4
47,T32,T32,Alex Prugh,3,8.4
48,T32,T32,Tag Ridings,1,8.4
49,T32,T32,Brandt Snedeker,3,8.4
50,T32,T32,Kyle Stanley,1,8.4
51,T32,T32,Chris Tidland,3,8.4
52,T32,T32,Nick Watney,3,8.4
53,T32,T32,Dean Wilson,3,8.4
54,T55,T54,Robert Allenby,3,8.3
55,T55,T54,Jonathan Byrd,5,8.3
56,T55,T54,Tim Clark,3,8.3
57,T55,T54,Steve Elkington,2,8.3
58,T55,T54,Bob Estes,1,8.3
59,T55,T54,Todd Fischer,1,8.3
60,T55,T54,Rob Grube,1,8.3
61,T55,T54,Alex Hamilton,1,8.3
62,T55,T54,Peter Hanson,1,8.3
63,T55,T54,Bob Heintz,3,8.3
64,T55,T54,John Mallinger,2,8.3
65,T55,T54,Cameron Percy,2,8.3
66,T55,T54,Tom Pernice Jr.,3,8.3
67,T55,T54,Webb Simpson,4,8.3
68,T55,T54,Kevin Stadler,3,8.3
69,T55,T54,Paul Stankowski,3,8.3
70,T55,T54,Kevin Sutherland,3,8.3
71,T55,T54,David Toms,4,8.3
72,T73,T73,Chad Campbell,4,8.2
73,T73,T73,Glen Day,2,8.2
74,T73,T73,Luke Donald,2,8.2
75,T73,T73,James Driscoll,2,8.2
76,T73,T73,Ernie Els,2,8.2
77,T73,T73,Sergio Garcia,2,8.2
78,T73,T73,John Huston,2,8.2
79,T73,T73,Zach Johnson,4,8.2
80,T73,T73,Martin Kaymer,1,8.2
81,T73,T73,Greg Kraft,1,8.2
82,T73,T73,WC Liang,2,8.2
83,T73,T73,Steve Lowery,1,8.2
84,T73,T73,Bill Lunde,1,8.2
85,T73,T73,Rocco Mediate,4,8.2
86,T73,T73,John Merrick,2,8.2
87,T73,T73,Garth Mulroy,2,8.2
88,T73,T73,Kevin Na,4,8.2
89,T73,T73,Geoff Ogilvy,3,8.2
90,T73,T73,Pat Perez,4,8.2
91,T73,T73,Alistair Presnell,1,8.2
92,T73,T73,Jeev Milkha Singh,4,8.2
93,T73,T73,Tim Wilkinson,1,8.2
94,T95,T97,Aaron Baddeley,4,8.1
95,T95,T97,Chris Couch,2,8.1
96,T95,T97,Carlos Franco,2,8.1
97,T95,T97,Jim Furyk,3,8.1
98,T95,T97,Brian Gay,4,8.1
99,T95,T97,Padraig Harrington,2,8.1
100,T95,T97,Ryuji Imada,3,8.1
101,T95,T97,Miguel Angel Jiménez,1,8.1
102,T95,T97,Brandt Jobe,1,8.1
103,T95,T54,Jerry Kelly,4,8.1
104,T95,T97,Frank Lickliter II,2,8.1
105,T95,T119,Davis Love III,4,8.1
106,T95,T97,Sean O'Hair,2,8.1
107,T95,T97,D.A. Points,1,8.1
108,T95,T73,Ian Poulter,2,8.1
109,T95,T97,Alvaro Quiros,1,8.1
110,T95,T97,Heath Slocum,3,8.1
111,T95,T97,Chris Stroud,4,8.1
112,T95,T97,Roger Tambellini,1,8.1
113,T95,T97,Josh Teater,3,8.1
114,T95,T97,Kirk Triplett,4,8.1
115,T95,T97,Bo Van Pelt,5,8.1
116,T95,T97,Gary Woodland,1,8.1
117,T118,T119,Kris Blanks,2,8.0
118,T118,T119,Ben Curtis,3,8.0
119,T118,T119,Jason Day,4,8.0
120,T118,T119,Jason Dufner,3,8.0
121,T118,T119,Mathias Grönberg,2,8.0
122,T118,T119,Adam Hadwin,1,8.0
123,T118,T119,J.P. Hayes,2,8.0
124,T118,T119,Richard Johnson,2,8.0
125,T118,T141,Justin Leonard,3,8.0
126,T118,T119,Will MacKenzie,3,8.0
127,T118,T119,Troy Merritt,4,8.0
128,T118,T119,Phil Mickelson,3,8.0
129,T118,T119,Nick O'Hern,2,8.0
130,T118,T119,Tim Petrovic,4,8.0
131,T118,T119,Carl Pettersson,2,8.0
132,T118,T119,Scott Piercy,4,8.0
133,T118,T119,"Jerry Richardson, Jr.",1,8.0
134,T118,T119,Sam Saunders,2,8.0
135,T118,T119,Michael Sim,3,8.0
136,T118,T73,Steve Stricker,3,8.0
137,T118,T119,Drew Weaver,1,8.0
138,T118,T119,Boo Weekley,1,8.0
139,T140,T141,Woody Austin,3,7.9
140,T140,T141,Greg Chalmers,4,7.9
141,T140,T141,Chad Collins,3,7.9
142,T140,T141,Tadd Fujikawa,1,7.9
143,T140,T141,Robert Garrigus,3,7.9
144,T140,T141,Jason Gore,1,7.9
145,T140,T141,Seungsu Han,1,7.9
146,T140,T141,J.J. Henry,4,7.9
147,T140,T141,Freddie Jacobson,3,7.9
148,T140,T141,Jeff Klauk,1,7.9
149,T140,T97,Matt Kuchar,3,7.9
150,T140,T141,Brock Mackenzie,1,7.9
151,T140,T141,Troy Matteson,2,7.9
152,T140,T141,Len Mattiace,1,7.9
153,T140,T141,Scott McCarron,2,7.9
154,T140,T141,Alex Noren,1,7.9
155,T140,T141,Ted Purdy,1,7.9
156,T140,T141,Chris Riley,2,7.9
157,T140,T141,Justin Rose,3,7.9
158,T140,T141,Adam Scott,3,7.9
159,T140,T141,Vance Veazey,1,7.9
160,T140,T141,Camilo Villegas,3,7.9
161,T140,T141,Matt Weibring,1,7.9
162,T163,T165,Michael Allen,3,7.8
163,T163,T165,Craig Barlow,2,7.8
164,T163,T165,Marco Dawson,3,7.8
165,T163,T165,Bobby Gates,1,7.8
166,T163,T165,Lucas Glover,2,7.8
167,T163,T165,Mark Hensby,1,7.8
168,T163,T165,Trevor Immelman,1,7.8
169,T163,T165,Lee Janzen,2,7.8
170,T163,T165,Matt Jones,4,7.8
171,T163,T165,Marc Leishman,2,7.8
172,T163,T165,Luke List,1,7.8
173,T163,T165,Jon Mills,1,7.8
174,T163,T165,Ryan Moore,3,7.8
175,T163,T165,Joe Ogilvie,1,7.8
176,T163,T165,Ryan Palmer,3,7.8
177,T163,T165,Michael Putnam,1,7.8
178,T163,T165,Brett Quigley,5,7.8
179,T163,T165,John Rollins,2,7.8
180,T163,T165,Kevin Streelman,4,7.8
181,T163,T165,Vaughn Taylor,2,7.8
182,T163,T165,Chris Wilson,1,7.8
183,T184,T186,Briny Baird,2,7.7
184,T184,T186,Henrik Bjornstad,1,7.7
185,T184,T186,Mark Brooks,2,7.7
186,T184,T186,Ross Fisher,1,7.7
187,T184,T186,Benjamin Fox,2,7.7
188,T184,T186,Mathew Goggin,4,7.7
189,T184,T186,Skip Kendall,2,7.7
190,T184,T186,Cliff Kresge,4,7.7
191,T184,T186,Martin Laird,4,7.7
192,T184,T186,Jeff Maggert,2,7.7
193,T184,T186,Francesco Molinari,1,7.7
194,T184,T186,James Nitties,3,7.7
195,T184,T186,Aron Price,3,7.7
196,T184,T186,Dicky Pride,2,7.7
197,T184,T186,Brian Stuard,4,7.7
198,T184,T186,Roland Thatcher,4,7.7
199,T184,T186,Oliver Wilson,2,7.7
200,T201,T203,Ricky Barnes,3,7.6
201,T201,T203,Shane Bertsch,3,7.6
202,T201,T203,Michael Bradley,1,7.6
203,T201,T203,Ángel Cabrera,4,7.6
