,Short_Game_Rating_RANK THIS WEEK,Short_Game_Rating_RANK LAST WEEK,Short_Game_Rating_PLAYER NAME,Short_Game_Rating_EVENTS,Short_Game_Rating_RATING
0,1,1,Tom Byrum,1,7.9
1,T2,T2,Robert Damron,1,7.7
2,T2,T2,Dicky Pride,2,7.7
3,T2,T2,Tim Wilkinson,4,7.7
4,T5,T5,Warren Schutte,1,7.6
5,T5,T5,Matt Weibring,3,7.6
6,T7,T7,Kevin Chappell,1,7.5
7,T7,T7,Jeff Klauk,5,7.5
8,T7,T7,Chris Rogers,1,7.5
9,T7,T7,Marc Turnesa,1,7.5
10,T11,T11,Daniel Chopra,7,7.4
11,T11,T11,Carlos Franco,4,7.4
12,T11,T11,Marcus Fraser,1,7.4
13,T11,T11,Mike Weir,7,7.4
14,T15,T15,Bob Heintz,2,7.3
15,T15,T15,Tom Lehman,4,7.3
16,T15,T15,Michael O'Neal,1,7.3
17,T15,T15,Alistair Presnell,1,7.3
18,T19,T19,Tim Clark,16,7.2
19,T19,T19,Robin Freeman,1,7.2
20,T19,T19,Søren Kjeldsen,2,7.2
21,T19,T19,Justin Rose,15,7.2
22,T19,T19,Jerod Turner,4,7.2
23,T24,T24,Lucas Glover,12,7.1
24,T24,T24,Alex Hamilton,1,7.1
25,T24,T24,Ryuji Imada,15,7.1
26,T24,T24,Corey Pavin,4,7.1
27,T28,T28,Luke Donald,11,7.0
28,T28,T28,John Ellis,1,7.0
29,T28,T28,Jim Furyk,11,7.0
30,T28,T28,Brian Gay,17,7.0
31,T28,T28,Padraig Harrington,10,7.0
32,T28,T28,Nick O'Hern,5,7.0
33,T28,T28,Charl Schwartzel,3,7.0
34,T28,T28,Danny Wax,1,7.0
35,T28,T28,Dean Wilson,8,7.0
36,T37,T37,Brad Adamonis,1,6.9
37,T37,T37,Chad Collins,12,6.9
38,T37,T37,Erik Compton,3,6.9
39,T37,T37,Fred Couples,3,6.9
40,T37,T37,Bob Estes,10,6.9
41,T37,T37,Robert Gamez,1,6.9
42,T37,T37,Retief Goosen,13,6.9
43,T37,T37,Zach Johnson,16,6.9
44,T37,T37,Robert Karlsson,5,6.9
45,T37,T37,Marc Leishman,15,6.9
46,T37,T37,David Lutterus,7,6.9
47,T37,T37,Bryce Molder,13,6.9
48,T37,T37,Chris Riley,10,6.9
49,T37,T37,Michael Sim,9,6.9
50,T37,T37,Steve Stricker,14,6.9
51,T37,T37,Chris Stroud,11,6.9
52,T37,T37,Scott Verplank,11,6.9
53,T37,T37,Mark Wilson,13,6.9
54,T55,T55,Trevor Immelman,5,6.8
55,T55,T55,Michael Jonzon,1,6.8
56,T55,T55,Jerry Kelly,18,6.8
57,T55,T55,Ross McGowan,2,6.8
58,T55,T55,Phil Mickelson,13,6.8
59,T55,T55,Carl Pettersson,16,6.8
60,T55,T55,Aron Price,11,6.8
61,T55,T55,Heath Slocum,18,6.8
62,T55,T55,Jimmy Walker,11,6.8
63,T55,T55,Drew Weaver,1,6.8
64,T55,T55,Jay Williamson,10,6.8
65,T66,T66,Cameron Beckman,6,6.7
66,T66,T66,Matt Bettencourt,9,6.7
67,T66,T66,Michael Bradley,13,6.7
68,T66,T66,Michael Clark II,1,6.7
69,T66,T66,Brendon de Jonge,20,6.7
70,T66,T66,Ernie Els,12,6.7
71,T66,T66,Martin Flores,6,6.7
72,T66,T66,Chris Kirk,1,6.7
73,T66,T66,Bill Lunde,8,6.7
74,T66,T66,Jarrod Lyle,7,6.7
75,T66,T66,Billy Mayfair,10,6.7
76,T66,T66,Andrew McLardy,4,6.7
77,T66,T66,Ryan Moore,10,6.7
78,T66,T66,Kevin Na,18,6.7
79,T66,T66,Jeff Overton,15,6.7
80,T66,T66,Pat Perez,16,6.7
