,All-Around_Ranking_RANK THIS WEEK,All-Around_Ranking_RANK LAST WEEK,All-Around_Ranking_PLAYER NAME,All-Around_Ranking_EVENTS,All-Around_Ranking_TOTAL
0,1,1,Matt Kuchar,26,270
1,2,2,Ben Crane,24,377
2,3,3,Steve Stricker,19,378
3,4,4,Robert Allenby,22,392
4,5,5,Paul Casey,17,397
5,6,6,Charley Hoffman,24,411
6,7,7,Bo Van Pelt,28,427
7,T8,T8,Nick Watney,24,431
8,T8,T8,Bubba Watson,22,431
9,10,10,Brendon de Jonge,32,443
10,11,11,Paul Stankowski,18,450
11,12,12,Dustin Johnson,23,472
12,13,13,Adam Scott,20,477
13,14,14,D.J. Trahan,27,478
14,15,15,Pat Perez,27,479
15,16,16,Phil Mickelson,20,480
16,17,17,Charles Warren,21,485
17,18,18,Chris Couch,23,486
18,19,19,Bill Haas,25,491
19,20,20,K.J. Choi,22,496
20,T21,T21,J.B. Holmes,26,498
21,T21,T21,Aron Price,22,498
22,T23,T23,Tom Gillis,27,508
23,T23,T23,Kevin Sutherland,25,508
24,25,25,Jeff Overton,26,514
25,T26,T26,Retief Goosen,19,527
26,T26,T26,Alex Prugh,28,527
27,28,28,Vijay Singh,24,529
28,29,29,Matt Jones,27,531
29,30,30,Kevin Streelman,28,534
30,31,31,Aaron Baddeley,26,537
31,32,32,Justin Rose,22,547
32,33,33,Vaughn Taylor,26,557
33,34,34,Rickie Fowler,28,558
34,35,35,Lucas Glover,23,561
35,36,36,Hunter Mahan,25,563
36,37,37,Zach Johnson,25,564
37,38,38,Tim Clark,24,567
38,39,39,Steve Elkington,22,568
39,T40,T40,Brandt Snedeker,26,569
40,T40,T40,David Toms,25,569
41,42,42,Joe Durant,19,571
42,T43,T43,Stewart Cink,23,573
43,T43,T43,Ryan Palmer,27,573
44,45,45,Jason Day,24,574
45,46,46,Jonathan Byrd,26,581
46,47,47,Charles Howell III,28,588
47,48,48,John Rollins,26,596
48,49,49,Ryan Moore,24,598
49,50,50,Graham DeLaet,28,599
50,51,51,Rory McIlroy,16,610
51,52,52,Charlie Wi,27,611
52,53,53,John Senden,30,612
53,T54,T54,Kenny Perry,20,614
54,T54,T54,Webb Simpson,31,614
55,56,56,Kevin Na,26,615
56,57,57,Carl Pettersson,29,618
57,58,58,Michael Letzig,27,622
58,59,59,Scott Piercy,28,623
59,60,60,Ricky Barnes,28,628
60,61,61,J.P. Hayes,25,629
61,62,62,John Merrick,31,650
62,63,63,Stephen Ames,23,654
63,T64,T64,Chad Campbell,28,655
64,T64,T64,Kevin Stadler,28,655
65,66,66,Chris Riley,24,658
66,67,67,Rory Sabbatini,26,660
67,68,68,Geoff Ogilvy,19,662
68,69,69,Davis Love III,24,663
69,70,70,Tom Pernice Jr.,22,667
70,71,71,Ernie Els,20,668
71,72,72,Martin Laird,26,672
72,73,73,Dean Wilson,18,680
73,74,74,Jim Furyk,21,684
74,75,75,Padraig Harrington,18,685
75,76,76,Josh Teater,31,690
76,77,77,George McNeill,28,698
77,78,78,Garrett Willis,24,699
78,79,79,Y.E. Yang,21,707
79,T80,T80,Blake Adams,26,708
80,T80,T80,Steve Marino,24,708
81,T82,T82,Scott McCarron,29,710
82,T82,T82,Boo Weekley,27,710
83,T84,T84,Michael Connell,25,715
84,T84,T84,Jay Williamson,24,715
85,86,86,Jeff Quinney,29,718
86,87,87,Jason Bohn,25,721
87,88,88,Spencer Levin,31,723
88,89,89,James Nitties,30,727
89,T90,T90,James Driscoll,26,738
90,T90,T90,Freddie Jacobson,24,738
91,92,92,Brian Gay,30,740
92,93,93,Briny Baird,28,742
93,94,94,Justin Leonard,27,745
94,95,95,Camilo Villegas,20,750
95,96,96,Luke Donald,20,751
96,T97,T97,Chad Collins,26,752
97,T97,T97,Jerry Kelly,29,752
98,99,99,John Daly,20,753
99,100,100,Sean O'Hair,25,755
100,101,101,Matt Bettencourt,32,760
101,102,102,Mark Wilson,28,763
102,103,103,Greg Chalmers,27,764
103,T104,T104,J.J. Henry,27,766
104,T104,T104,Bryce Molder,26,766
105,106,106,Heath Slocum,25,770
106,107,107,Troy Merritt,29,776
107,108,108,Billy Mayfair,26,783
108,109,109,Will MacKenzie,23,785
109,110,110,Brett Wetterich,16,786
110,111,111,Johnson Wagner,28,787
111,112,112,Chris DiMarco,25,790
112,113,113,Andres Romero,21,792
113,114,114,Robert Garrigus,22,794
114,115,115,Brett Quigley,29,799
115,116,116,Michael Sim,20,807
116,T117,T117,Ryuji Imada,28,809
117,T117,T117,John Mallinger,29,809
118,119,119,Woody Austin,29,813
119,120,120,Marc Leishman,26,814
120,121,121,Chris Stroud,27,829
121,122,122,Joe Ogilvie,32,837
122,123,123,Matt Every,18,839
123,124,124,Jason Dufner,25,843
124,125,125,Scott Verplank,22,852
125,126,126,Lee Janzen,26,855
126,127,127,Jarrod Lyle,18,857
127,128,128,Chris Tidland,24,858
128,129,129,Richard Johnson,27,860
129,130,130,Steve Wheatcroft,27,874
130,131,131,Mathias Grönberg,22,877
131,132,132,Garth Mulroy,19,880
132,133,133,Jimmy Walker,27,881
133,134,134,Martin Flores,26,882
134,135,135,Ben Curtis,24,888
135,136,136,Henrik Bjornstad,26,895
136,137,137,D.A. Points,29,905
137,T138,T138,Paul Goydos,25,906
138,T138,T138,Tim Petrovic,32,906
139,140,140,Cliff Kresge,17,911
140,T141,T141,Troy Matteson,28,913
141,T141,T141,Rocco Mediate,25,913
142,T141,T141,Shaun Micheel,21,913
143,T144,T144,Ángel Cabrera,19,914
144,T144,T144,Trevor Immelman,19,914
145,146,146,Mathew Goggin,28,917
146,147,147,Brian Davis,32,935
147,148,148,Jeev Milkha Singh,19,939
148,149,149,Cameron Tringale,22,943
149,150,150,Nicholas Thompson,29,947
150,151,151,Alex Cejka,28,949
151,152,152,Cameron Percy,25,955
152,153,153,Stuart Appleby,31,957
153,154,154,Jeff Maggert,28,967
154,155,155,Steve Flesch,25,968
155,156,156,Mike Weir,19,976
156,157,157,Sergio Garcia,15,978
157,158,158,Derek Lamely,28,979
158,159,159,Kris Blanks,30,991
159,160,160,Rod Pampling,26,996
160,161,161,Greg Owen,27,1001
161,162,162,Bill Lunde,28,1007
162,163,163,Nathan Green,27,1010
163,164,164,Rich Barcelo,25,1011
164,165,165,Michael Bradley,24,1015
165,166,166,Brenden Pappas,24,1029
166,167,167,Omar Uresti,27,1032
167,168,168,David Duval,24,1033
168,T169,T169,Bob Estes,26,1035
169,T169,T169,Brian Stuard,28,1035
170,171,171,Roger Tambellini,26,1036
171,172,172,Tim Herron,24,1041
172,173,173,Daniel Chopra,28,1043
173,174,174,Cameron Beckman,25,1049
174,175,175,Ian Poulter,15,1057
175,176,176,Mark Calcavecchia,16,1064
176,177,177,Skip Kendall,18,1075
177,178,178,Jeff Gove,22,1113
178,179,179,Ted Purdy,30,1126
179,180,180,David Lutterus,25,1157
180,181,181,Steve Lowery,25,1159
181,182,182,Roland Thatcher,26,1170
182,183,183,Andrew McLardy,21,1186
183,184,184,Jerod Turner,21,1210
184,185,185,Brent Delahoussaye,21,1216
185,186,186,Kevin Johnson,26,1224
186,187,187,Chris Wilson,26,1236
187,188,188,Brad Faxon,23,1263
188,189,189,Justin Bolli,23,1271
189,190,190,Vance Veazey,23,1274
190,191,191,Craig Bowden,20,1302
191,192,192,Greg Kraft,22,1356
