,Accuracy_Rating_RANK THIS WEEK,Accuracy_Rating_RANK LAST WEEK,Accuracy_Rating_PLAYER NAME,Accuracy_Rating_EVENTS,Accuracy_Rating_RATING
221,T217,T217,Todd Hamilton,3,6.5
222,T217,T217,Padraig Harrington,10,6.5
223,T217,T217,Jonathan Kaye,1,6.5
224,T217,T217,Steve Lowery,5,6.5
225,T217,T217,Jarrod Lyle,7,6.5
226,T217,T217,Andrew McLardy,5,6.5
227,T217,T217,James Nitties,14,6.5
228,T217,T217,Jeff Overton,15,6.5
229,T217,T217,Andres Romero,15,6.5
230,T217,T217,Nicholas Thompson,12,6.5
231,T217,T217,Chris Tidland,13,6.5
232,T217,T217,Jimmy Walker,11,6.5
233,T234,T234,Greg Chalmers,19,6.4
234,T234,T234,Søren Kjeldsen,2,6.4
235,T234,T234,Jeff Klauk,5,6.4
236,T234,T234,Katsumasa Miyamoto,1,6.4
237,T234,T234,Joe Ogilvie,15,6.4
238,T234,T234,Ian Poulter,7,6.4
239,T234,T234,Charl Schwartzel,4,6.4
240,T234,T234,Michael Sim,12,6.4
241,T234,T234,Vance Veazey,5,6.4
242,T243,T243,Stuart Appleby,17,6.3
243,T243,T243,Ángel Cabrera,11,6.3
244,T243,T243,Chad Collins,14,6.3
245,T243,T243,John Daly,7,6.3
246,T243,T243,Marco Dawson,3,6.3
247,T243,T243,Jason Day,16,6.3
248,T243,T243,Todd Fischer,1,6.3
249,T243,T243,Charles Howell III,21,6.3
250,T243,T243,Skip Kendall,9,6.3
251,T243,T243,Anthony Kim,8,6.3
252,T243,T243,Troy Merritt,12,6.3
253,T243,T243,Scott Piercy,15,6.3
254,T243,T243,Ted Purdy,11,6.3
255,T256,T256,Justin Bolli,2,6.2
256,T256,T256,Kevin Chappell,1,6.2
257,T256,T256,Matt Every,11,6.2
258,T256,T256,Brad Faxon,4,6.2
259,T256,T256,Carlos Franco,4,6.2
260,T256,T256,Robin Freeman,1,6.2
261,T256,T256,Nathan Green,15,6.2
262,T256,T256,Billy Hurley III,1,6.2
263,T256,T256,Frank Lickliter II,2,6.2
264,T256,T256,Scott McCarron,15,6.2
265,T256,T256,Ross McGowan,2,6.2
266,T256,T256,Brenden Pappas,8,6.2
267,T268,T268,Soren Hansen,2,6.1
268,T268,T268,Chris Kirk,1,6.1
269,T268,T268,George McNeill,12,6.1
270,T268,T268,Dicky Pride,2,6.1
271,T268,T268,Jordan Spieth,1,6.1
272,T273,T273,Matt Bettencourt,10,6.0
273,T273,T273,Tim Herron,14,6.0
274,T273,T273,J.B. Holmes,22,6.0
275,T273,T273,Matt Jones,17,6.0
276,T273,T273,Rod Pampling,12,6.0
277,T273,T273,Alvaro Quiros,4,6.0
278,T273,T273,Phil Schmitt,1,6.0
279,T273,T273,Henrik Stenson,6,6.0
280,T281,T281,Erik Compton,3,5.9
281,T281,T281,Jason Gore,3,5.9
282,T281,T281,Kevin Johnson,3,5.9
283,T281,T281,David Lutterus,7,5.9
284,T281,T281,Jerod Turner,5,5.9
285,T281,T281,Mike Weir,8,5.9
286,T281,T281,Casey Wittenberg,1,5.9
287,T288,T288,James Driscoll,12,5.8
288,T288,T288,Ryo Ishikawa,3,5.8
289,T290,T290,Brad Adamonis,1,5.7
290,T290,T290,Martin Flores,10,5.7
291,T290,T290,Derek Lamely,11,5.7
292,T290,T290,Chris Wilson,5,5.7
293,T294,T294,Daniel Chopra,8,5.6
294,T294,T294,Michael O'Neal,1,5.6
295,T294,T294,Michael Putnam,1,5.6
296,T294,T294,Willie Wood,1,5.6
297,T298,T298,Eric Axley,1,5.5
298,T298,T298,Aaron Baddeley,20,5.5
299,T298,T298,Rhys Davies,1,5.5
300,T298,T298,Braxton Marquez,1,5.5
301,T298,T298,Ryuichi Oda,1,5.5
302,T303,T303,Michael Clark II,1,5.4
303,T303,T303,Marcus Fraser,1,5.4
304,T303,T303,Fran Quinn,1,5.4
305,T303,T303,Marc Turnesa,1,5.4
306,T307,T307,Michael Jonzon,1,5.3
307,T307,T307,Parker McLachlin,3,5.3
308,T309,T309,Jeff Burns,1,5.2
309,T309,T309,Hennie Otto,1,5.2
310,T309,T309,Jesper Parnevik,1,5.2
311,T309,T309,Warren Schutte,1,5.2
312,T309,T309,Mike Small,2,5.2
313,T314,T314,Grégory Bourdy,1,4.9
314,T314,T314,Alexandre Rocha,1,4.9
315,T314,T314,Blake Trimble,1,4.9
316,317,317,Alex Noren,1,4.7
