,Scoring_Rating_RANK THIS WEEK,Scoring_Rating_RANK LAST WEEK,Scoring_Rating_PLAYER NAME,Scoring_Rating_EVENTS,Scoring_Rating_RATING
0,1,1,Robert Gamez,1,8.9
1,2,2,John Ellis,1,8.6
2,2,2,Jonathan Kaye,1,8.6
3,4,4,Kevin Chappell,1,8.5
4,4,4,Luke Donald,13,8.5
5,4,4,Ken Duke,3,8.5
6,4,4,Ernie Els,13,8.5
7,4,4,Retief Goosen,13,8.5
8,4,4,Chris Kirk,1,8.5
9,4,4,Matt Kuchar,18,8.5
10,4,4,Corey Pavin,5,8.5
11,4,4,Jordan Spieth,1,8.5
12,4,4,Steve Stricker,14,8.5
13,4,4,Bo Van Pelt,20,8.5
14,4,4,Lee Westwood,6,8.5
15,16,16,Steve Allan,1,8.4
16,16,16,Paul Casey,10,8.4
17,16,16,Chris Couch,10,8.4
18,16,16,Jim Furyk,15,8.4
19,16,16,Kent Jones,3,8.4
20,16,16,Jamie Lovemark,2,8.4
21,16,16,Ryan Moore,12,8.4
22,16,16,Louis Oosthuizen,1,8.4
23,16,16,Tag Ridings,1,8.4
24,16,16,Kyle Stanley,1,8.4
25,16,16,Cameron Tringale,4,8.4
26,27,27,Robert Allenby,14,8.3
27,27,27,Jonathan Byrd,16,8.3
28,27,27,Todd Fischer,1,8.3
29,27,27,Rickie Fowler,18,8.3
30,27,27,Rob Grube,1,8.3
31,27,27,Bill Haas,17,8.3
32,27,27,Alex Hamilton,1,8.3
33,27,27,Padraig Harrington,10,8.3
34,27,27,Bob Heintz,3,8.3
35,27,27,Charles Howell III,21,8.3
36,27,27,Freddie Jacobson,16,8.3
37,27,27,Tom Lehman,4,8.3
38,27,27,Marc Leishman,15,8.3
39,27,27,Francesco Molinari,3,8.3
40,27,27,Sean O'Hair,13,8.3
41,27,27,Chris Riley,11,8.3
42,27,27,John Rollins,14,8.3
43,27,27,Justin Rose,16,8.3
44,27,27,Chris Smith,1,8.3
45,27,27,Nick Watney,17,8.3
46,27,27,Tim Wilkinson,4,8.3
47,27,27,Dean Wilson,8,8.3
48,49,49,K.J. Choi,15,8.2
49,49,49,Stewart Cink,15,8.2
50,49,49,Tim Clark,17,8.2
51,49,49,Brendon de Jonge,20,8.2
52,49,49,James Driscoll,12,8.2
53,49,49,Bob Estes,12,8.2
54,49,49,Mathias Grönberg,7,8.2
55,49,49,Charley Hoffman,17,8.2
56,49,49,J.B. Holmes,22,8.2
57,49,49,John Huston,2,8.2
58,49,49,Zach Johnson,17,8.2
59,49,49,WC Liang,2,8.2
60,49,49,Steve Marino,14,8.2
61,49,49,Phil Mickelson,14,8.2
62,49,49,Kevin Na,18,8.2
63,49,49,Jeff Overton,15,8.2
64,49,49,Ryan Palmer,13,8.2
65,49,49,Carl Pettersson,17,8.2
66,49,49,Alistair Presnell,1,8.2
67,49,49,Charl Schwartzel,4,8.2
68,49,49,Vijay Singh,12,8.2
69,49,49,Brandt Snedeker,16,8.2
70,49,49,Paul Stankowski,11,8.2
71,49,49,Kirk Triplett,5,8.2
72,49,49,Jimmy Walker,11,8.2
73,49,49,Gary Woodland,3,8.2
74,75,75,Rich Barcelo,8,8.1
75,75,75,Craig Barlow,4,8.1
76,75,75,Ricky Barnes,19,8.1
77,75,75,Cameron Beckman,6,8.1
78,75,75,Henrik Bjornstad,8,8.1
79,75,75,Jason Bohn,16,8.1
80,75,75,Chad Campbell,17,8.1
81,75,75,Greg Chalmers,19,8.1
82,75,75,Chad Collins,14,8.1
83,75,75,Ben Crane,16,8.1
84,75,75,Glen Day,5,8.1
85,75,75,Jason Day,16,8.1
86,75,75,Graham DeLaet,14,8.1
87,75,75,David Duval,9,8.1
88,75,75,Carlos Franco,4,8.1
89,75,75,Tom Gillis,21,8.1
90,75,75,Lucas Glover,12,8.1
91,75,75,Brandt Jobe,1,8.1
92,75,75,Dustin Johnson,15,8.1
93,75,75,Matt Jones,17,8.1
94,75,75,Martin Kaymer,3,8.1
95,75,75,Spencer Levin,22,8.1
96,75,75,Frank Lickliter II,2,8.1
97,75,75,Will MacKenzie,13,8.1
98,75,75,Jeff Maggert,9,8.1
99,75,75,Hunter Mahan,15,8.1
100,75,75,Graeme McDowell,4,8.1
101,75,75,George McNeill,12,8.1
102,75,75,Shaun Micheel,10,8.1
103,75,75,Bryce Molder,14,8.1
104,75,75,Geoff Ogilvy,11,8.1
105,75,75,Pat Perez,18,8.1
106,75,75,Aron Price,12,8.1
107,75,75,Alex Prugh,15,8.1
108,75,75,Alvaro Quiros,4,8.1
109,75,75,Rory Sabbatini,13,8.1
110,75,75,Kevin Stadler,13,8.1
111,75,75,Vaughn Taylor,17,8.1
112,75,75,David Toms,15,8.1
113,75,75,D.J. Trahan,17,8.1
114,75,75,Charles Warren,10,8.1
115,75,75,Bubba Watson,15,8.1
116,75,75,Brett Wetterich,11,8.1
117,75,75,Charlie Wi,20,8.1
118,75,75,Mark Wilson,14,8.1
119,75,75,Y.E. Yang,13,8.1
120,121,121,Michael Allen,8,8.0
121,121,121,Stephen Ames,16,8.0
122,121,121,Aaron Baddeley,20,8.0
123,121,121,Briny Baird,14,8.0
124,121,121,Daniel Chopra,8,8.0
125,121,121,Fred Couples,3,8.0
126,121,121,Ben Curtis,13,8.0
127,121,121,Steve Elkington,13,8.0
128,121,121,Brian Gay,18,8.0
129,121,121,Mathew Goggin,13,8.0
130,121,121,Adam Hadwin,1,8.0
131,121,121,J.J. Henry,16,8.0
132,121,121,Ryuji Imada,16,8.0
133,121,121,Anthony Kim,8,8.0
134,121,121,Martin Laird,17,8.0
135,121,121,Justin Leonard,15,8.0
136,121,121,Davis Love III,13,8.0
137,121,121,Jarrod Lyle,7,8.0
138,121,121,John Mallinger,9,8.0
139,121,121,Garth Mulroy,6,8.0
140,121,121,Nick O'Hern,5,8.0
141,121,121,Cameron Percy,10,8.0
142,121,121,Tom Pernice Jr.,11,8.0
143,121,121,Tim Petrovic,19,8.0
144,121,121,Scott Piercy,15,8.0
145,121,121,D.A. Points,14,8.0
146,121,121,Jeff Quinney,15,8.0
147,121,121,"Jerry Richardson, Jr.",1,8.0
148,121,121,Sam Saunders,2,8.0
149,121,121,Adam Scott,12,8.0
150,121,121,John Senden,20,8.0
151,121,121,Webb Simpson,17,8.0
152,121,121,Jeev Milkha Singh,9,8.0
153,121,121,Kevin Streelman,16,8.0
154,121,121,Chris Stroud,13,8.0
155,121,121,Kevin Sutherland,17,8.0
156,121,121,Omar Uresti,8,8.0
157,121,121,Johnson Wagner,12,8.0
158,121,121,Drew Weaver,1,8.0
159,160,160,Blake Adams,15,7.9
160,160,160,Stuart Appleby,17,7.9
161,160,160,Arjun Atwal,10,7.9
162,160,160,Woody Austin,15,7.9
163,160,160,Justin Bolli,2,7.9
164,160,160,Alex Cejka,11,7.9
165,160,160,Michael Connell,17,7.9
166,160,160,Brian Davis,17,7.9
167,160,160,Jason Dufner,15,7.9
168,160,160,Joe Durant,13,7.9
169,160,160,Matt Every,11,7.9
170,160,160,Todd Hamilton,3,7.9
171,160,160,Seungsu Han,1,7.9
172,160,160,J.P. Hayes,13,7.9
173,160,160,Bill Lunde,9,7.9
174,160,160,Brock Mackenzie,1,7.9
175,160,160,Troy Matteson,13,7.9
176,160,160,Len Mattiace,1,7.9
177,160,160,Scott McCarron,15,7.9
178,160,160,Rory McIlroy,9,7.9
179,160,160,John Merrick,21,7.9
180,160,160,Troy Merritt,12,7.9
181,160,160,James Nitties,14,7.9
182,160,160,Alex Noren,1,7.9
183,160,160,Joe Ogilvie,15,7.9
184,160,160,Rod Pampling,12,7.9
185,160,160,Andres Romero,15,7.9
186,160,160,Heath Slocum,19,7.9
187,160,160,Josh Teater,19,7.9
188,160,160,Chris Tidland,13,7.9
189,160,160,Scott Verplank,12,7.9
190,160,160,Boo Weekley,14,7.9
191,160,160,Mike Weir,8,7.9
192,160,160,Garrett Willis,14,7.9
193,194,194,Matt Bettencourt,10,7.8
194,194,194,Kris Blanks,13,7.8
195,194,194,Ángel Cabrera,11,7.8
196,194,194,Marco Dawson,3,7.8
197,194,194,Steve Flesch,11,7.8
198,194,194,Sergio Garcia,9,7.8
199,194,194,Robert Garrigus,13,7.8
200,194,194,Jeff Gove,4,7.8
201,194,194,Nathan Green,15,7.8
202,194,194,Trevor Immelman,6,7.8
203,194,194,Jerry Kelly,18,7.8
204,194,194,Søren Kjeldsen,2,7.8
205,194,194,Jeff Klauk,5,7.8
206,194,194,Greg Kraft,2,7.8
207,194,194,Michael Letzig,16,7.8
208,194,194,David Lutterus,7,7.8
