,Last_5_Events_-_Short_Game_RANK THIS WEEK,Last_5_Events_-_Short_Game_RANK LAST WEEK,Last_5_Events_-_Short_Game_PLAYER NAME,Last_5_Events_-_Short_Game_EVENTS,Last_5_Events_-_Short_Game_RATING
0,1,1,Rich Barcelo,1,8.8
1,2,2,Robert Karlsson,1,8.6
2,3,3,Chad Collins,3,8.2
3,T4,T5,Tim Clark,3,8.0
4,T4,T5,Roger Tambellini,1,8.0
5,T6,T7,Tom Byrum,1,7.9
6,T6,4,Steve Stricker,3,7.9
7,T6,T7,Vance Veazey,1,7.9
8,T6,T7,Tim Wilkinson,1,7.9
9,T10,T37,K.J. Choi,2,7.7
10,T10,T10,Robert Damron,1,7.7
11,T10,T10,Ross Fisher,1,7.7
12,T10,T10,Spencer Levin,3,7.7
13,T10,T10,Dicky Pride,2,7.7
14,T15,T14,Søren Kjeldsen,1,7.6
15,T15,T165,Davis Love III,2,7.6
16,T15,T14,Warren Schutte,1,7.6
17,T15,T14,Kevin Stadler,2,7.6
18,T19,T17,Cameron Beckman,2,7.5
19,T19,T17,Kevin Chappell,1,7.5
20,T19,T17,Jay Delsing,1,7.5
21,T19,T17,Luke Donald,2,7.5
22,T19,T17,Charles Howell III,5,7.5
23,T19,T17,Miguel Angel Jiménez,1,7.5
24,T19,T17,John Merrick,2,7.5
25,T19,T17,Chris Rogers,1,7.5
26,T19,T17,John Senden,3,7.5
27,T19,T17,Marc Turnesa,1,7.5
28,T19,T17,Steve Wheatcroft,1,7.5
29,T30,T28,Marcus Fraser,1,7.4
30,T30,T28,Vaughn Taylor,2,7.4
31,T32,T30,Michael Bradley,1,7.3
32,T32,T85,David Duval,2,7.3
33,T32,T30,Carlos Franco,2,7.3
34,T32,T30,Bob Heintz,2,7.3
35,T32,T30,Michael O'Neal,1,7.3
36,T32,T30,Alistair Presnell,1,7.3
37,T32,T30,Ted Purdy,1,7.3
38,T32,T30,Vijay Singh,3,7.3
39,T40,T37,Robin Freeman,1,7.2
40,T40,T37,Charley Hoffman,4,7.2
41,T40,T37,Jeff Quinney,1,7.2
42,T40,T37,Chris Riley,2,7.2
43,T40,T37,Justin Rose,3,7.2
44,T40,T37,Brandt Snedeker,3,7.2
45,T46,T44,Jonathan Byrd,4,7.1
46,T46,T44,Alex Hamilton,1,7.1
47,T46,T44,Anthony Kim,1,7.1
48,T46,T44,Corey Pavin,4,7.1
49,T50,T48,John Ellis,1,7.0
50,T50,T48,Lucas Glover,2,7.0
51,T50,T48,Ryuji Imada,3,7.0
52,T50,T48,Billy Mayfair,2,7.0
53,T50,T48,Webb Simpson,4,7.0
54,T50,T48,Danny Wax,1,7.0
55,T50,T48,Matt Weibring,1,7.0
56,T57,T56,Brad Adamonis,1,6.9
57,T57,T56,Stephen Ames,3,6.9
58,T57,T56,Stewart Cink,3,6.9
59,T57,T56,Robert Gamez,1,6.9
60,T57,T56,Retief Goosen,3,6.9
61,T57,T56,Matt Jones,3,6.9
62,T57,T56,Bill Lunde,1,6.9
63,T57,T56,Jarrod Lyle,1,6.9
64,T57,T56,Chris Stroud,4,6.9
65,T57,T56,Jerod Turner,1,6.9
66,T57,T56,Scott Verplank,2,6.9
67,T68,T68,Matt Every,5,6.8
68,T68,T68,Jim Furyk,3,6.8
69,T68,T68,Padraig Harrington,2,6.8
70,T68,T68,Michael Jonzon,1,6.8
71,T68,T68,Michael Letzig,4,6.8
72,T68,T68,Jamie Lovemark,2,6.8
73,T68,T68,John Mallinger,2,6.8
74,T68,T68,Ross McGowan,2,6.8
75,T68,T68,Andrew McLardy,3,6.8
76,T68,T68,Rocco Mediate,4,6.8
77,T68,T68,Ryan Palmer,3,6.8
78,T68,T68,Paul Stankowski,3,6.8
79,T68,T68,Chris Tidland,3,6.8
80,T68,T68,Nick Watney,3,6.8
81,T68,T68,Drew Weaver,1,6.8
82,T68,T68,Garrett Willis,1,6.8
83,T68,T68,Tiger Woods,3,6.8
84,T85,T85,Michael Clark II,1,6.7
85,T85,T85,Jason Dufner,3,6.7
86,T85,T85,Brian Gay,3,6.7
87,T85,T48,Jerry Kelly,4,6.7
88,T85,T85,Skip Kendall,2,6.7
89,T85,T85,Chris Kirk,1,6.7
90,T85,T85,Scott McCarron,2,6.7
91,T85,T85,George McNeill,2,6.7
92,T85,T85,Tag Ridings,1,6.7
93,T85,T85,Jeev Milkha Singh,3,6.7
94,T85,T85,Charles Warren,3,6.7
95,T96,T96,Michael Allen,3,6.6
96,T96,T96,Graham DeLaet,3,6.6
97,T96,T96,James Driscoll,2,6.6
98,T96,T96,Joe Durant,5,6.6
99,T96,T96,Bob Estes,1,6.6
100,T96,T96,John Huston,1,6.6
101,T96,T96,Lee Janzen,2,6.6
102,T96,T96,James Kingston,1,6.6
103,T96,T96,Martin Laird,4,6.6
104,T96,T96,Frank Lickliter II,2,6.6
105,T96,T96,Michael Sim,2,6.6
106,T96,T96,Charlie Wi,4,6.6
107,T108,T109,Woody Austin,3,6.5
108,T108,T109,Ricky Barnes,3,6.5
