,Last_15_Events_-_Scoring_RANK THIS WEEK,Last_15_Events_-_Scoring_RANK LAST WEEK,Last_15_Events_-_Scoring_PLAYER NAME,Last_15_Events_-_Scoring_EVENTS,Last_15_Events_-_Scoring_RATING
0,1,1,Robert Gamez,1,8.9
1,2,2,Cameron Tringale,2,8.7
2,3,3,John Ellis,1,8.6
3,3,3,Jamie Lovemark,3,8.6
4,3,3,Shigeki Maruyama,1,8.6
5,6,6,Kevin Chappell,1,8.5
6,6,6,Luke Donald,8,8.5
7,6,6,Retief Goosen,9,8.5
8,6,6,Chris Kirk,1,8.5
9,6,12,Matt Kuchar,9,8.5
10,6,6,Jordan Spieth,1,8.5
11,6,6,Lee Westwood,7,8.5
12,13,12,Steve Allan,1,8.4
13,13,12,Paul Casey,7,8.4
14,13,12,Stewart Cink,9,8.4
15,13,12,Marc Leishman,7,8.4
16,13,12,Sean O'Hair,7,8.4
17,13,12,Louis Oosthuizen,1,8.4
18,13,12,Corey Pavin,6,8.4
19,13,12,Tag Ridings,1,8.4
20,13,12,Chris Riley,8,8.4
21,13,12,Michael Sim,8,8.4
22,13,12,Kyle Stanley,1,8.4
23,13,12,Bo Van Pelt,11,8.4
24,13,12,Johnson Wagner,7,8.4
25,13,12,Garrett Willis,8,8.4
26,13,12,Mark Wilson,8,8.4
27,28,29,Jonathan Byrd,11,8.3
28,28,29,Bob Estes,7,8.3
29,28,29,Todd Fischer,1,8.3
30,28,29,Jim Furyk,10,8.3
31,28,29,Rob Grube,1,8.3
32,28,29,Alex Hamilton,1,8.3
33,28,29,Padraig Harrington,8,8.3
34,28,29,Bob Heintz,3,8.3
35,28,29,Charley Hoffman,12,8.3
36,28,29,Zach Johnson,10,8.3
37,28,29,John Mallinger,7,8.3
38,28,29,George McNeill,5,8.3
39,28,29,Phil Mickelson,8,8.3
40,28,29,Francesco Molinari,3,8.3
41,28,29,Ryan Moore,8,8.3
42,28,29,Jeff Overton,10,8.3
43,28,29,Carl Pettersson,7,8.3
44,28,29,Scott Piercy,9,8.3
45,28,29,Justin Rose,10,8.3
46,28,29,Adam Scott,8,8.3
47,28,29,John Senden,10,8.3
48,28,29,Vijay Singh,8,8.3
49,28,29,Chris Smith,1,8.3
50,28,12,Steve Stricker,9,8.3
51,28,29,Josh Teater,9,8.3
52,28,29,Nick Watney,9,8.3
53,28,29,Tim Wilkinson,4,8.3
54,28,29,Dean Wilson,7,8.3
55,56,56,Rich Barcelo,3,8.2
56,56,56,Cameron Beckman,5,8.2
57,56,56,Alex Cejka,5,8.2
58,56,56,Chris Couch,6,8.2
59,56,56,Ken Duke,5,8.2
60,56,56,Rickie Fowler,7,8.2
61,56,56,Brian Gay,7,8.2
62,56,56,Lucas Glover,7,8.2
63,56,56,Mathias Grönberg,5,8.2
64,56,56,Bill Haas,8,8.2
65,56,56,Charles Howell III,11,8.2
66,56,56,John Huston,2,8.2
67,56,56,Dustin Johnson,7,8.2
68,56,56,Jonathan Kaye,3,8.2
69,56,56,Jerry Kelly,8,8.2
70,56,56,Tom Lehman,7,8.2
71,56,56,WC Liang,2,8.2
72,56,56,Frank Lickliter II,3,8.2
73,56,56,Bill Lunde,5,8.2
74,56,56,Steve Marino,8,8.2
75,56,56,Rory McIlroy,7,8.2
76,56,56,Kevin Na,9,8.2
77,56,56,Ryan Palmer,8,8.2
78,56,56,Alistair Presnell,1,8.2
79,56,56,John Rollins,7,8.2
80,56,56,Charl Schwartzel,4,8.2
81,56,56,Paul Stankowski,10,8.2
82,56,56,Chris Tidland,6,8.2
83,56,56,Gary Woodland,3,8.2
84,85,86,Robert Allenby,8,8.1
85,85,86,Craig Barlow,4,8.1
86,85,86,Matt Bettencourt,7,8.1
87,85,86,Henrik Bjornstad,4,8.1
88,85,86,Chad Collins,8,8.1
89,85,86,Fred Couples,6,8.1
90,85,86,Ben Crane,9,8.1
91,85,86,Glen Day,5,8.1
92,85,56,Jason Day,11,8.1
93,85,86,Brendon de Jonge,12,8.1
94,85,86,James Driscoll,7,8.1
95,85,86,David Duval,6,8.1
96,85,86,Ernie Els,6,8.1
97,85,86,Carlos Franco,4,8.1
98,85,86,Trevor Immelman,4,8.1
99,85,86,Freddie Jacobson,10,8.1
100,85,86,Brandt Jobe,1,8.1
101,85,86,Richard Johnson,8,8.1
102,85,86,Kent Jones,4,8.1
103,85,86,Matt Jones,10,8.1
104,85,86,Martin Kaymer,3,8.1
105,85,86,Anthony Kim,7,8.1
106,85,86,Søren Kjeldsen,3,8.1
107,85,86,Justin Leonard,9,8.1
108,85,86,Spencer Levin,10,8.1
109,85,86,Steve Lowery,2,8.1
110,85,86,Will MacKenzie,9,8.1
111,85,86,Hunter Mahan,7,8.1
112,85,86,Troy Matteson,7,8.1
113,85,86,Scott McCarron,10,8.1
114,85,86,Graeme McDowell,4,8.1
115,85,86,Pat Perez,12,8.1
116,85,86,Tom Pernice Jr.,7,8.1
117,85,86,Jeff Quinney,10,8.1
118,85,86,Alvaro Quiros,5,8.1
119,85,86,Webb Simpson,11,8.1
120,85,86,Jeev Milkha Singh,8,8.1
121,85,86,Brandt Snedeker,8,8.1
122,85,86,Kevin Stadler,7,8.1
123,85,86,Vaughn Taylor,11,8.1
124,85,86,David Toms,9,8.1
125,85,86,Kirk Triplett,6,8.1
