,Last_15_Events_-_Power_RANK THIS WEEK,Last_15_Events_-_Power_RANK LAST WEEK,Last_15_Events_-_Power_PLAYER NAME,Last_15_Events_-_Power_EVENTS,Last_15_Events_-_Power_RATING
0,T1,T1,Luke List,1,9.9
1,T1,T1,Blake Trimble,1,9.9
2,T3,T3,John Daly,7,9.8
3,T3,T3,Robert Garrigus,11,9.8
4,T3,T3,J.B. Holmes,10,9.8
5,T6,T7,Dustin Johnson,7,9.7
6,T6,T7,Sam Saunders,2,9.7
7,T6,T3,Bubba Watson,7,9.7
8,9,9,Alvaro Quiros,5,9.6
9,T10,T10,Steve Allan,1,9.4
10,T10,T10,Chris Baryla,1,9.4
11,T10,T10,Ángel Cabrera,8,9.4
12,T10,T10,Brett Wetterich,11,9.4
13,14,14,Rory McIlroy,7,9.3
14,T15,T15,Graham DeLaet,10,9.2
15,T15,T15,Jamie Lovemark,3,9.2
16,T15,T15,D.J. Trahan,9,9.2
17,T18,T18,Davis Love III,8,9.0
18,T18,T18,Alistair Presnell,1,9.0
19,T18,T18,Chris Smith,1,9.0
20,21,21,Kyle Stanley,1,8.9
21,T22,T22,Byeong Hun An,1,8.8
22,T22,T22,Daniel Chopra,5,8.8
23,T22,T22,Charley Hoffman,12,8.8
24,T22,T22,Martin Laird,10,8.8
25,T22,T22,Phil Mickelson,8,8.8
26,T22,T22,Louis Oosthuizen,1,8.8
27,T22,T22,Tag Ridings,1,8.8
28,T22,T22,Charles Warren,9,8.8
29,T30,T30,Martin Flores,5,8.7
30,T30,T30,Scott Piercy,9,8.7
31,T30,T30,Alex Prugh,8,8.7
32,T33,T33,Aaron Baddeley,13,8.6
33,T33,T33,Ross Fisher,5,8.6
34,T35,T35,Jeff Overton,10,8.5
35,T35,T35,John Rollins,7,8.5
36,T35,T35,Danny Wax,1,8.5
37,T38,T38,Harrison Frazar,3,8.4
38,T38,T38,Bill Haas,8,8.4
39,T38,T38,Cameron Tringale,2,8.4
40,T38,T38,Nick Watney,9,8.4
41,42,42,Troy Matteson,7,8.3
42,T43,T43,Matt Bettencourt,7,8.2
43,T43,T43,Chris Couch,6,8.2
44,T43,T43,Seungsu Han,1,8.2
45,T43,T43,Chris Kirk,1,8.2
46,T43,T43,Michael O'Neal,1,8.2
47,T43,T43,Rory Sabbatini,8,8.2
48,T49,T49,Bobby Gates,1,8.1
49,T49,T49,Brandt Jobe,1,8.1
50,T49,T49,Ryan Palmer,8,8.1
51,T52,T52,Blake Adams,9,8.0
52,T52,T56,Jason Day,11,8.0
53,T52,T52,Andres Romero,12,8.0
54,T52,T52,John Senden,10,8.0
