,Last_15_Events_-_Putting_RANK THIS WEEK,Last_15_Events_-_Putting_RANK LAST WEEK,Last_15_Events_-_Putting_PLAYER NAME,Last_15_Events_-_Putting_EVENTS,Last_15_Events_-_Putting_RATING
0,1,1,Corey Pavin,6,8.8
1,T2,T2,Brad Faxon,4,8.7
2,T2,T2,Todd Fischer,1,8.7
3,T2,T2,Robert Gamez,1,8.7
4,T2,T2,Brian Gay,7,8.7
5,T2,T2,Padraig Harrington,8,8.7
6,T2,T2,Carl Pettersson,7,8.7
7,T2,T2,Fran Quinn,1,8.7
8,T9,T9,Rich Barcelo,3,8.6
9,T9,T9,Martin Flores,5,8.6
10,T9,T9,Carlos Franco,4,8.6
11,T12,T12,Matt Bettencourt,7,8.5
12,T12,T12,Rob Grube,1,8.5
13,T12,T12,Jamie Lovemark,3,8.5
14,T12,T12,Shigeki Maruyama,1,8.5
15,T12,T12,Jordan Spieth,1,8.5
16,T12,T12,Willie Wood,1,8.5
17,T18,T18,Ken Duke,5,8.4
18,T18,T18,John Ellis,1,8.4
19,T18,T18,Zach Johnson,10,8.4
20,T18,T18,Justin Leonard,9,8.4
21,T18,T18,Frank Lickliter II,3,8.4
22,T18,T18,Justin Rose,10,8.4
23,T24,T24,Greg Chalmers,10,8.3
24,T24,T24,Chad Collins,8,8.3
25,T24,T24,Luke Donald,8,8.3
26,T24,T24,Marcus Fraser,1,8.3
27,T24,T24,Tadd Fujikawa,1,8.3
28,T24,T24,Paul Goydos,7,8.3
29,T24,T24,Matt Kuchar,9,8.3
30,T24,T24,Troy Merritt,7,8.3
31,T24,T24,Jeff Overton,10,8.3
32,T24,T24,Sam Saunders,2,8.3
33,T24,T24,Michael Sim,8,8.3
34,T24,T24,Brandt Snedeker,8,8.3
35,T24,T24,Jimmy Walker,7,8.3
36,T37,T37,Aaron Baddeley,13,8.2
37,T37,T37,Shane Bertsch,3,8.2
38,T37,T37,Robert Damron,1,8.2
39,T37,T37,Steve Flesch,8,8.2
40,T37,T37,Rickie Fowler,7,8.2
41,T37,T37,Nathan Green,9,8.2
42,T37,T37,Charley Hoffman,12,8.2
43,T37,T37,WC Liang,2,8.2
44,T37,T37,George McNeill,5,8.2
45,T37,T37,Pat Perez,12,8.2
46,T37,T37,Jeff Quinney,10,8.2
47,T37,T37,Webb Simpson,11,8.2
48,T37,T37,Charlie Wi,13,8.2
49,T37,T37,Tiger Woods,6,8.2
50,T51,T51,Stuart Appleby,10,8.1
51,T51,T51,Woody Austin,10,8.1
