,Putting_Rating_RANK THIS WEEK,Putting_Rating_RANK LAST WEEK,Putting_Rating_PLAYER NAME,Putting_Rating_EVENTS,Putting_Rating_RATING
0,1,1,Corey Pavin,5,8.8
1,T2,T2,Brad Faxon,4,8.7
2,T2,T2,Todd Fischer,1,8.7
3,T2,T2,Robert Gamez,1,8.7
4,T2,T2,Fran Quinn,1,8.7
5,6,6,Carlos Franco,4,8.6
6,T7,T7,Ken Duke,3,8.5
7,T7,T7,Brian Gay,18,8.5
8,T7,T7,Rob Grube,1,8.5
9,T7,T7,Frank Lickliter II,2,8.5
10,T7,T7,Jordan Spieth,1,8.5
11,T7,T7,Willie Wood,1,8.5
12,T13,T13,Rich Barcelo,8,8.4
13,T13,T13,Matt Bettencourt,10,8.4
14,T13,T13,Luke Donald,13,8.4
15,T13,T13,John Ellis,1,8.4
16,T13,T13,Martin Flores,10,8.4
17,T13,T13,Jonathan Kaye,1,8.4
18,T13,T13,Jamie Lovemark,2,8.4
19,T13,T13,Troy Merritt,12,8.4
20,T13,T13,Carl Pettersson,17,8.4
21,T13,T13,Brandt Snedeker,16,8.4
22,T23,T23,Chad Collins,14,8.3
23,T23,T23,Marcus Fraser,1,8.3
24,T23,T23,Padraig Harrington,10,8.3
25,T23,T23,Zach Johnson,17,8.3
26,T23,T23,Justin Leonard,15,8.3
27,T23,T23,Dicky Pride,2,8.3
28,T23,T23,Sam Saunders,2,8.3
29,T30,T30,Eric Axley,1,8.2
30,T30,T30,Aaron Baddeley,20,8.2
31,T30,T30,Shane Bertsch,3,8.2
32,T30,T30,Greg Chalmers,19,8.2
33,T30,T30,Chris Couch,10,8.2
34,T30,T30,Robert Damron,1,8.2
35,T30,T30,Ryuji Imada,16,8.2
36,T30,T30,Matt Kuchar,18,8.2
37,T30,T30,WC Liang,2,8.2
38,T30,T30,George McNeill,12,8.2
39,T30,T30,Mike Weir,8,8.2
40,T30,T30,Steve Wheatcroft,6,8.2
41,T30,T30,Chris Wilson,5,8.2
42,T30,T30,Tiger Woods,6,8.2
43,T44,T44,Jason Bohn,16,8.1
44,T44,T44,Michael Clark II,1,8.1
45,T44,T44,Gonzalo Fernandez-Castaño,1,8.1
46,T44,T44,Retief Goosen,13,8.1
47,T44,T44,Nathan Green,15,8.1
48,T44,T44,Adam Hadwin,1,8.1
49,T44,T44,Charley Hoffman,17,8.1
50,T44,T44,Charles Howell III,21,8.1
51,T44,T44,Freddie Jacobson,16,8.1
52,T44,T44,Thongchai Jaidee,2,8.1
53,T44,T44,Kevin Johnson,3,8.1
54,T44,T44,Steve Marino,14,8.1
55,T44,T44,Joe Ogilvie,15,8.1
56,T44,T44,Jeff Overton,15,8.1
57,T44,T44,Pat Perez,18,8.1
58,T44,T44,Jeff Quinney,15,8.1
59,T44,T44,Justin Rose,16,8.1
60,T44,T44,Charl Schwartzel,4,8.1
61,T44,T44,Michael Sim,12,8.1
62,T44,T44,Webb Simpson,17,8.1
63,T44,T44,David Toms,15,8.1
64,T44,T44,Kirk Triplett,5,8.1
65,T44,T44,Jimmy Walker,11,8.1
66,T44,T44,Charlie Wi,20,8.1
67,T68,T68,Michael Allen,8,8.0
68,T68,T68,Justin Bolli,2,8.0
69,T68,T68,Mark Brooks,3,8.0
70,T68,T68,Kevin Chappell,1,8.0
71,T68,T68,Daniel Chopra,8,8.0
72,T68,T68,Tim Clark,17,8.0
73,T68,T68,Rhys Davies,1,8.0
74,T68,T68,Brian Davis,17,8.0
75,T68,T68,James Driscoll,12,8.0
76,T68,T68,David Duval,9,8.0
77,T68,T68,Ernie Els,13,8.0
78,T68,T68,Steve Flesch,11,8.0
79,T68,T68,Tom Gillis,21,8.0
80,T68,T68,Lucas Glover,12,8.0
81,T68,T68,Paul Goydos,14,8.0
82,T68,T68,Alex Hamilton,1,8.0
83,T68,T68,J.P. Hayes,13,8.0
84,T68,T68,Yuta Ikeda,3,8.0
85,T68,T68,Lee Janzen,11,8.0
86,T68,T68,Matt Jones,17,8.0
87,T68,T68,Jeff Klauk,5,8.0
88,T68,T68,Derek Lamely,11,8.0
89,T68,T68,Bryce Molder,14,8.0
90,T68,T68,Ryan Moore,12,8.0
91,T68,T68,Kevin Na,18,8.0
92,T68,T68,James Nitties,14,8.0
93,T68,T68,Alex Noren,1,8.0
94,T68,T68,Ryan Palmer,13,8.0
95,T68,T68,Jesper Parnevik,1,8.0
96,T68,T68,Alex Prugh,15,8.0
97,T68,T68,Chris Riley,11,8.0
98,T68,T68,Jeev Milkha Singh,9,8.0
99,T68,T68,Steve Stricker,14,8.0
100,T68,T68,Scott Verplank,12,8.0
101,T102,T102,Robert Allenby,14,7.9
102,T102,T102,Stuart Appleby,17,7.9
103,T102,T102,Woody Austin,15,7.9
104,T102,T102,Paul Casey,10,7.9
105,T102,T102,Michael Connell,17,7.9
106,T102,T102,Bob Estes,12,7.9
107,T102,T102,Matt Every,11,7.9
108,T102,T102,Rickie Fowler,18,7.9
109,T102,T102,Jim Furyk,15,7.9
110,T102,T102,Anders Hansen,1,7.9
111,T102,T102,Bob Heintz,3,7.9
112,T102,T102,Mark Hensby,7,7.9
113,T102,T102,John Huston,2,7.9
114,T102,T102,Anthony Kim,8,7.9
115,T102,T102,Greg Kraft,2,7.9
116,T102,T102,Marc Leishman,15,7.9
117,T102,T102,Steve Lowery,5,7.9
118,T102,T102,John Mallinger,9,7.9
119,T102,T102,Scott McCarron,15,7.9
120,T102,T102,Shaun Micheel,10,7.9
121,T102,T102,Phil Mickelson,14,7.9
122,T102,T102,Geoff Ogilvy,11,7.9
123,T102,T102,Rod Pampling,12,7.9
124,T102,T102,Brenden Pappas,8,7.9
125,T102,T102,Tom Pernice Jr.,11,7.9
126,T102,T102,Tim Petrovic,19,7.9
127,T102,T102,Alistair Presnell,1,7.9
128,T102,T102,Rory Sabbatini,13,7.9
129,T102,T102,Paul Stankowski,11,7.9
130,T102,T102,Brian Stuard,10,7.9
131,T102,T102,Jerod Turner,5,7.9
132,T102,T102,Bo Van Pelt,20,7.9
133,T102,T102,Nick Watney,17,7.9
134,T102,T102,Dean Wilson,8,7.9
135,T136,T136,Stephen Ames,16,7.8
136,T136,T136,Arjun Atwal,10,7.8
137,T136,T136,Cameron Beckman,6,7.8
138,T136,T136,Craig Bowden,7,7.8
139,T136,T136,Ben Crane,16,7.8
140,T136,T136,Ben Curtis,13,7.8
141,T136,T136,Jason Day,16,7.8
142,T136,T136,Brendon de Jonge,20,7.8
143,T136,T136,Brent Delahoussaye,6,7.8
144,T136,T136,Chris DiMarco,18,7.8
145,T136,T136,Steve Elkington,13,7.8
146,T136,T136,Jason Gore,3,7.8
147,T136,T136,J.B. Holmes,22,7.8
148,T136,T136,Richard Johnson,14,7.8
149,T136,T136,Dustin Johnson,15,7.8
150,T136,T136,Spencer Levin,22,7.8
151,T136,T136,Jarrod Lyle,7,7.8
152,T136,T136,Jeff Maggert,9,7.8
153,T136,T136,Graeme McDowell,4,7.8
154,T136,T136,Nick O'Hern,5,7.8
155,T136,T136,Scott Piercy,15,7.8
156,T136,T136,Ted Purdy,11,7.8
157,T136,T136,Michael Putnam,1,7.8
158,T136,T136,Alvaro Quiros,4,7.8
159,T136,T136,Kevin Stadler,13,7.8
160,T136,T136,Kevin Streelman,16,7.8
161,T136,T136,Chris Tidland,13,7.8
162,T136,T136,Tim Wilkinson,4,7.8
163,T136,T136,Y.E. Yang,13,7.8
164,T165,T165,Blake Adams,15,7.7
165,T165,T165,Steve Allan,1,7.7
166,T165,T165,Byeong Hun An,1,7.7
167,T165,T165,Ricky Barnes,19,7.7
168,T165,T165,Rich Beem,3,7.7
169,T165,T165,Chad Campbell,17,7.7
170,T165,T165,Jim Carter,2,7.7
171,T165,T165,Marco Dawson,3,7.7
172,T165,T165,Robert Garrigus,13,7.7
173,T165,T165,Todd Hamilton,3,7.7
174,T165,T165,Tim Herron,14,7.7
175,T165,T165,Ryo Ishikawa,3,7.7
176,T165,T165,Miguel Angel Jiménez,2,7.7
177,T165,T165,Skip Kendall,9,7.7
178,T165,T165,Michael Letzig,16,7.7
179,T165,T165,David Lutterus,7,7.7
180,T165,T165,Parker McLachlin,3,7.7
181,T165,T165,Andrew McLardy,5,7.7
182,T165,T165,Francesco Molinari,3,7.7
183,T165,T165,Cameron Percy,10,7.7
184,T165,T165,Aron Price,12,7.7
185,T165,T165,Alexandre Rocha,1,7.7
186,T165,T165,Andres Romero,15,7.7
187,T165,T165,Kyle Stanley,1,7.7
188,T165,T165,Vaughn Taylor,17,7.7
189,T165,T165,Johnson Wagner,12,7.7
190,T165,T165,Lee Westwood,6,7.7
191,T165,T165,Brett Wetterich,11,7.7
192,T165,T165,Jay Williamson,11,7.7
193,T194,T194,Jonathan Byrd,16,7.6
194,T194,T194,Ángel Cabrera,11,7.6
195,T194,T194,Mark Calcavecchia,5,7.6
196,T194,T194,K.J. Choi,15,7.6
197,T194,T194,Stewart Cink,15,7.6
198,T194,T194,Benjamin Fox,2,7.6
199,T194,T194,Bill Haas,17,7.6
200,T194,T194,Will MacKenzie,13,7.6
201,T194,T194,Hunter Mahan,15,7.6
202,T194,T194,Rory McIlroy,9,7.6
203,T194,T194,Edoardo Molinari,3,7.6
204,T194,T194,Sean O'Hair,13,7.6
205,T194,T194,Louis Oosthuizen,1,7.6
206,T194,T194,Ian Poulter,7,7.6
207,T194,T194,Chris Rogers,1,7.6
208,T194,T194,Heath Slocum,19,7.6
209,T194,T194,Henrik Stenson,6,7.6
210,T194,T194,Josh Teater,19,7.6
211,T194,T194,Roland Thatcher,10,7.6
212,T194,T194,Cameron Tringale,4,7.6
213,T194,T194,Omar Uresti,8,7.6
214,T194,T194,Bubba Watson,15,7.6
215,T194,T194,Drew Weaver,1,7.6
216,T194,T194,Garrett Willis,14,7.6
217,T218,T218,Briny Baird,14,7.5
218,T218,T218,Glen Day,5,7.5
219,T218,T218,Fred Funk,3,7.5
220,T218,T218,Peter Hanson,3,7.5
221,T218,T218,Trevor Immelman,6,7.5
222,T218,T218,Robert Karlsson,5,7.5
223,T218,T218,Martin Kaymer,3,7.5
224,T218,T218,Jerry Kelly,18,7.5
225,T218,T218,Chris Kirk,1,7.5
226,T218,T218,Søren Kjeldsen,2,7.5
227,T218,T218,Martin Laird,17,7.5
228,T218,T218,Davis Love III,13,7.5
229,T218,T218,Bill Lunde,9,7.5
230,T218,T218,Katsumasa Miyamoto,1,7.5
231,T218,T218,Garth Mulroy,6,7.5
232,T218,T218,Ryuichi Oda,1,7.5
233,T218,T218,D.A. Points,14,7.5
234,T218,T218,John Rollins,14,7.5
235,T218,T218,Warren Schutte,1,7.5
236,T218,T218,Chris Stroud,13,7.5
237,T218,T218,D.J. Trahan,17,7.5
238,T218,T218,Camilo Villegas,13,7.5
239,T218,T218,Charles Warren,10,7.5
240,T218,T218,Mark Wilson,14,7.5
241,T218,T218,Gary Woodland,3,7.5
242,T243,T243,Henrik Bjornstad,8,7.4
243,T243,T243,Alex Cejka,11,7.4
244,T243,T243,John Daly,7,7.4
245,T243,T243,Graham DeLaet,14,7.4
246,T243,T243,Joe Durant,13,7.4
247,T243,T243,Sergio Garcia,9,7.4
248,T243,T243,Mathew Goggin,13,7.4
249,T243,T243,Mathias Grönberg,7,7.4
250,T243,T243,J.J. Henry,16,7.4
251,T243,T243,Cliff Kresge,8,7.4
252,T243,T243,Tom Lehman,4,7.4
253,T243,T243,Brock Mackenzie,1,7.4
254,T243,T243,Rocco Mediate,10,7.4
255,T243,T243,Brett Quigley,19,7.4
256,T243,T243,Jason Schultz,1,7.4
257,T243,T243,Adam Scott,12,7.4
258,T243,T243,Vijay Singh,12,7.4
259,T243,T243,Oliver Wilson,4,7.4
260,T243,T243,Casey Wittenberg,1,7.4
261,T262,T262,Kris Blanks,13,7.3
262,T262,T262,Michael Bradley,13,7.3
263,T262,T262,Fred Couples,3,7.3
264,T262,T262,Troy Matteson,13,7.3
265,T262,T262,John Merrick,21,7.3
266,T262,T262,Colin Montgomerie,1,7.3
267,T262,T262,"Jerry Richardson, Jr.",1,7.3
268,T262,T262,John Senden,20,7.3
269,T262,T262,Nicholas Thompson,12,7.3
270,T262,T262,Marc Turnesa,1,7.3
271,T262,T262,Matt Weibring,3,7.3
272,T273,T273,Guy Boros,2,7.2
273,T273,T273,Grégory Bourdy,1,7.2
274,T273,T273,Jason Dufner,15,7.2
275,T273,T273,Harrison Frazar,4,7.2
276,T273,T273,Jeff Gove,4,7.2
277,T273,T273,Braxton Marquez,1,7.2
278,T273,T273,Ross McGowan,2,7.2
279,T273,T273,Jon Mills,1,7.2
280,T273,T273,Greg Owen,9,7.2
281,T273,T273,Kenny Perry,13,7.2
282,T273,T273,Kevin Sutherland,17,7.2
283,T273,T273,Boo Weekley,14,7.2
284,T285,T285,Craig Barlow,4,7.1
285,T285,T285,Soren Hansen,2,7.1
286,T285,T285,Len Mattiace,1,7.1
287,T285,T285,Billy Mayfair,11,7.1
288,T285,T285,Vance Veazey,5,7.1
289,T290,T290,Brad Adamonis,1,7.0
290,T290,T290,Jeff Burns,1,7.0
291,T290,T290,Billy Hurley III,1,7.0
292,T290,T290,Hennie Otto,1,7.0
293,T290,T290,Chez Reavie,5,7.0
294,T290,T290,Phil Schmitt,1,7.0
295,T290,T290,Mike Small,2,7.0
296,T290,T290,Roger Tambellini,10,7.0
297,T298,T298,Tommy Armour III,1,6.9
298,T298,T298,Robin Freeman,1,6.9
299,T298,T298,Kent Jones,3,6.9
300,T298,T298,Tag Ridings,1,6.9
301,T302,T302,Simon Dyson,3,6.8
302,T302,T302,Ross Fisher,4,6.8
303,T302,T302,Brandt Jobe,1,6.8
304,T302,T302,Simon Khan,1,6.8
305,T302,T302,Chris Smith,1,6.8
306,T307,T307,Erik Compton,3,6.7
307,T307,T307,Seungsu Han,1,6.7
308,T307,T307,Danny Wax,1,6.7
309,T310,T310,Tom Byrum,1,6.6
310,T310,T310,James Kingston,1,6.6
311,T312,T312,Matt Hill,1,6.5
312,T312,T312,Michael O'Neal,1,6.5
313,T314,T314,David Horsey,1,6.1
314,T314,T314,Blake Trimble,1,6.1
315,316,316,Chris Baryla,1,5.8
316,317,317,Michael Jonzon,1,5.4
