,Sand_Saves_from_20-30_yards_RANK THIS WEEK,Sand_Saves_from_20-30_yards_RANK LAST WEEK,Sand_Saves_from_20-30_yards_PLAYER NAME,Sand_Saves_from_20-30_yards_ROUNDS,Sand_Saves_from_20-30_yards_%,Sand_Saves_from_20-30_yards_# OF SAVES,Sand_Saves_from_20-30_yards_# OF BUNKERS
72,T56,T56,Kevin Na,97,50.0,18,36
73,T56,T56,Sean O'Hair,81,50.0,22,44
74,T56,T56,Nick O'Hern,82,50.0,13,26
75,T56,T56,Pat Perez,93,50.0,15,30
76,T56,T56,Ian Poulter,51,50.0,10,20
77,T56,T56,Bob Sowards,61,50.0,16,32
78,T56,T56,Kevin Sutherland,98,50.0,24,48
79,T56,T56,Vaughn Taylor,103,50.0,20,40
80,T56,T56,Omar Uresti,74,50.0,15,30
81,T56,T56,Scott Verplank,82,50.0,9,18
82,T56,T56,Boo Weekley,86,50.0,12,24
83,84,84,Kevin Streelman,114,48.94,23,47
84,85,85,Nick Watney,96,48.65,18,37
85,86,86,Bob Estes,90,48.57,17,35
86,87,87,Hunter Mahan,87,48.39,15,31
87,T88,T88,Chris DiMarco,87,48.28,14,29
88,T88,T88,J.B. Holmes,86,48.28,14,29
89,T88,T88,Scott McCarron,63,48.28,14,29
90,91,91,Davis Love III,78,48.15,13,27
91,T92,T92,Anthony Kim,81,47.83,11,23
92,T92,T92,Marc Turnesa,87,47.83,11,23
93,94,94,Mathias Grönberg,87,47.73,21,44
94,T95,T95,Todd Demsey,80,47.62,20,42
95,T95,T95,Brad Elder,67,47.62,10,21
96,T95,T95,Bill Haas,99,47.62,20,42
97,98,98,Ryan Armour,87,47.37,18,38
98,99,99,Frank Lickliter II,107,47.27,26,55
99,100,100,Mark Calcavecchia,67,47.06,8,17
100,101,101,Lee Janzen,89,46.88,15,32
101,T102,T102,Ángel Cabrera,55,46.15,6,13
102,T102,T102,David Lutterus,59,46.15,12,26
103,T102,T102,Will MacKenzie,62,46.15,12,26
104,T102,T102,Jimmy Walker,73,46.15,12,26
105,106,106,Brian Davis,108,45.83,22,48
106,107,107,Troy Matteson,94,45.71,16,35
107,T108,T108,Eric Axley,113,45.65,21,46
108,T108,T108,Tom Pernice Jr.,104,45.65,21,46
109,T110,T110,Ken Duke,116,45.45,25,55
110,T110,T110,Ted Purdy,68,45.45,10,22
111,T110,T110,Charlie Wi,97,45.45,15,33
112,113,113,Dean Wilson,109,45.24,19,42
113,114,114,Alejandro Cañizares,52,45.0,9,20
114,115,115,Ryan Moore,72,44.83,13,29
115,116,116,Carl Pettersson,110,44.68,21,47
116,T117,T117,Jonathan Byrd,88,44.44,16,36
117,T117,T117,Brian Gay,102,44.44,16,36
118,T117,T117,Jin Park,85,44.44,12,27
119,T117,T117,Jeff Quinney,87,44.44,12,27
120,121,121,Tim Wilkinson,95,44.19,19,43
121,122,122,Doug LaBelle II,65,44.0,11,25
122,123,123,J.P. Hayes,67,43.75,14,32
123,124,124,Richard Johnson,60,43.48,10,23
124,125,125,Jon Mills,95,43.18,19,44
125,T126,T126,Lucas Glover,91,42.86,15,35
126,T126,T126,Chris Stroud,81,42.86,9,21
127,T128,T128,Robert Garrigus,90,42.11,16,38
128,T128,T128,Jeff Maggert,86,42.11,16,38
129,T128,T128,Andres Romero,69,42.11,8,19
130,T128,T128,Rory Sabbatini,77,42.11,8,19
131,132,132,Brett Quigley,80,41.94,13,31
132,133,133,Tom Lehman,51,41.67,5,12
133,134,134,Nick Flanagan,89,41.38,12,29
134,T135,T135,Kenny Perry,97,41.18,14,34
135,T135,T135,Vijay Singh,82,41.18,14,34
136,T137,T137,Bart Bryant,81,40.91,9,22
137,T137,T137,Kenneth Ferrie,72,40.91,9,22
138,T139,T139,Robert Gamez,79,40.74,11,27
139,T139,T139,Trevor Immelman,70,40.74,11,27
140,141,141,Stephen Ames,83,40.63,13,32
141,142,142,J.J. Henry,108,40.48,17,42
142,T143,T143,Steve Elkington,84,40.0,12,30
143,T143,T143,Greg Kraft,63,40.0,6,15
144,T143,T143,Michael Letzig,88,40.0,12,30
145,T143,T143,Ryan Palmer,69,40.0,14,35
146,T143,T143,Brett Rumford,72,40.0,12,30
147,T143,T143,Patrick Sheehan,124,40.0,18,45
148,T143,T143,Y.E. Yang,89,40.0,14,35
149,150,150,Tim Clark,90,39.47,15,38
150,T151,T151,Charley Hoffman,94,39.39,13,33
151,T151,T151,Kevin Stadler,90,39.39,13,33
152,T153,T153,Woody Austin,109,39.29,11,28
153,T153,T153,Stewart Cink,87,39.29,11,28
154,155,155,Chad Campbell,94,39.13,9,23
155,156,156,Travis Perkins,53,38.89,7,18
156,T157,T157,Paul Goydos,78,38.71,12,31
157,T157,T157,John Rollins,94,38.71,12,31
158,159,159,Gavin Coles,54,38.46,5,13
159,T160,T160,Michael Allen,91,38.1,8,21
160,T160,T160,Robert Allenby,108,38.1,16,42
161,162,162,Rich Beem,90,37.93,11,29
162,163,163,Richard Johnson,77,37.84,14,37
163,164,164,Matt Jones,95,37.21,16,43
164,165,165,Scott Sterling,89,36.67,11,30
165,T166,T166,Olin Browne,77,36.36,12,33
166,T166,T166,Carlos Franco,73,36.36,12,33
167,T166,T166,Zach Johnson,85,36.36,8,22
168,T166,T166,Charles Warren,79,36.36,12,33
169,T170,T170,Billy Andrade,71,35.71,10,28
170,T170,T170,Jason Day,81,35.71,15,42
171,T172,T172,Paul Claxton,63,35.29,6,17
172,T172,T172,Dustin Johnson,92,35.29,12,34
173,T172,T172,Tim Petrovic,97,35.29,12,34
174,175,175,David Toms,70,35.0,7,20
175,T176,T176,Kent Jones,68,34.78,8,23
176,T176,T176,Jay Williamson,96,34.78,8,23
177,178,178,Kyle Thompson,70,34.48,10,29
178,179,179,Peter Lonard,92,34.38,11,32
179,180,180,Todd Hamilton,92,34.29,12,35
180,T181,T181,Steve Allan,58,33.33,9,27
181,T181,T181,Geoff Ogilvy,65,33.33,7,21
182,183,183,Chez Reavie,102,32.43,12,37
183,T184,T184,Alex Cejka,75,32.14,9,28
184,T184,T184,Nicholas Thompson,113,32.14,18,56
185,186,186,John Senden,93,31.58,12,38
186,187,187,Johnson Wagner,83,31.43,11,35
187,188,188,Joe Durant,92,30.56,11,36
188,189,189,D.J. Trahan,94,29.73,11,37
189,T190,T190,Harrison Frazar,73,28.57,4,14
190,T190,T190,Cody Freeman,66,28.57,8,28
191,T190,T190,Bubba Watson,97,28.57,12,42
192,193,193,Jason Gore,94,27.91,12,43
193,194,194,Justin Bolli,87,26.92,7,26
194,195,195,Ron Whittaker,54,26.32,5,19
195,196,196,Jeff Overton,103,23.53,8,34
196,197,197,Ernie Els,51,21.43,3,14
