,Proximity_to_Hole_from_Other_Locations_RANK THIS WEEK,Proximity_to_Hole_from_Other_Locations_RANK LAST WEEK,Proximity_to_Hole_from_Other_Locations_PLAYER NAME,Proximity_to_Hole_from_Other_Locations_ROUNDS,Proximity_to_Hole_from_Other_Locations_AVG DTP,Proximity_to_Hole_from_Other_Locations_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Other_Locations_# OF SHOTS,Proximity_to_Hole_from_Other_Locations_SCRAMBLING RANK
104,T103,T103,Lucas Glover,91,"7' 0""",11.819,141,115
105,T103,T103,Charley Hoffman,94,"7' 0""",11.295,135,93
106,T103,T103,Craig Kanada,65,"7' 0""",9.687000000000001,115,24
107,T103,T103,Rocco Mediate,87,"7' 0""",11.857000000000001,142,109
108,T103,T103,Jon Mills,95,"7' 0""",12.365,148,154
109,T103,T103,Omar Uresti,74,"7' 0""",9.953,119,8
110,T103,T103,Nick Watney,96,"7' 0""",12.527999999999999,150,101
111,T112,T112,Mark Hensby,71,"7' 1""",11.597999999999999,137,185
112,T112,T112,Matt Jones,95,"7' 1""",12.865,152,62
113,T112,T112,Matt Kuchar,88,"7' 1""",10.031,118,14
114,T112,T112,Travis Perkins,53,"7' 1""",5.095,60,193
115,T112,T112,Marc Turnesa,87,"7' 1""",12.322000000000001,145,41
116,T117,T117,Alejandro Cañizares,52,"7' 2""",6.867999999999999,80,111
117,T117,T117,Ken Duke,116,"7' 2""",13.833,160,82
118,T117,T117,Joe Durant,92,"7' 2""",10.984000000000002,127,189
119,T117,T117,Steve Elkington,84,"7' 2""",11.767999999999999,137,78
120,T117,T117,Phil Mickelson,80,"7' 2""",7.699,90,26
121,T117,T117,Pat Perez,93,"7' 2""",10.815999999999999,126,124
122,T117,T117,D.J. Trahan,94,"7' 2""",9.782,114,139
123,T124,T124,Justin Bolli,87,"7' 3""",10.993,126,182
124,T124,T124,Rod Pampling,83,"7' 3""",10.265999999999998,118,129
125,T124,T124,John Senden,93,"7' 3""",11.289000000000001,130,156
126,T124,T124,Boo Weekley,86,"7' 3""",7.73,89,106
127,T128,T128,Michael Allen,91,"7' 4""",12.472000000000001,142,110
128,T128,T128,Mark Calcavecchia,67,"7' 4""",7.975,91,161
129,T128,T128,Todd Demsey,80,"7' 4""",12.507,142,65
130,T128,T128,Cody Freeman,66,"7' 4""",8.842,100,177
131,T128,T128,Bill Haas,99,"7' 4""",12.332,140,148
132,T128,T128,J.B. Holmes,86,"7' 4""",10.943,124,152
133,T128,T128,Charles Howell III,101,"7' 4""",11.998,136,116
134,T128,T128,Ryan Moore,72,"7' 4""",12.622,144,48
135,T128,T128,Heath Slocum,104,"7' 4""",10.972000000000001,124,75
136,T128,T128,Kevin Stadler,90,"7' 4""",12.054,137,186
137,T128,T128,Scott Sterling,89,"7' 4""",11.355,129,19
138,T128,T128,Mark Wilson,107,"7' 4""",15.470999999999998,176,31
139,T140,T140,Gavin Coles,54,"7' 5""",5.428,61,9
140,T140,T140,Jason Day,81,"7' 5""",13.562000000000001,153,94
141,T140,T140,Harrison Frazar,73,"7' 5""",10.877,122,175
142,T140,T140,Mathias Grönberg,87,"7' 5""",14.784,167,121
143,T140,T140,Dudley Hart,74,"7' 5""",9.859,111,20
144,T140,T140,Tim Herron,97,"7' 5""",14.269,160,10
145,T140,T140,Kent Jones,68,"7' 5""",8.002,90,105
146,T147,T147,Paul Claxton,63,"7' 6""",8.682,97,178
147,T147,T147,Ben Crane,86,"7' 6""",11.196,124,16
148,T147,T147,Paul Goydos,78,"7' 6""",10.4,115,74
149,T147,T147,Bob Tway,70,"7' 6""",9.662,107,27
150,T147,T147,Bubba Watson,97,"7' 6""",11.216,125,156
151,T147,T147,Jay Williamson,96,"7' 6""",13.360999999999999,148,159
152,T153,T153,Eric Axley,113,"7' 7""",16.785999999999998,185,40
153,T153,T153,Jim McGovern,75,"7' 7""",10.300999999999998,113,167
154,T153,T153,Tom Scherrer,56,"7' 7""",8.368,92,126
155,T153,T153,Kyle Thompson,70,"7' 7""",8.308,91,183
156,T157,T157,David Duval,51,"7' 8""",7.654,83,195
157,T157,T157,J.J. Henry,108,"7' 8""",16.712,182,143
158,T157,T157,Troy Matteson,94,"7' 8""",14.14,154,173
159,T157,T157,Carl Pettersson,110,"7' 8""",13.809000000000001,150,49
160,T161,T161,Steve Allan,58,"7' 9""",8.068,87,175
161,T161,T161,Paul Casey,55,"7' 9""",4.748,51,188
162,T161,T161,Geoff Ogilvy,65,"7' 9""",5.006,54,38
163,T161,T161,Camilo Villegas,79,"7' 9""",7.971,86,171
164,T161,T161,Ron Whittaker,54,"7' 9""",6.239,67,164
165,T166,T166,Nick Flanagan,89,"7' 10""",17.343,184,179
166,T166,T166,J.P. Hayes,67,"7' 10""",12.472000000000001,133,73
167,T166,T166,Brandt Jobe,52,"7' 10""",7.615,81,172
168,T166,T166,Steve Lowery,74,"7' 10""",13.515999999999998,144,141
169,T166,T166,Joe Ogilvie,100,"7' 10""",15.525,165,62
170,T166,T166,Bob Sowards,61,"7' 10""",8.309,88,150
171,T172,T172,Olin Browne,77,"7' 11""",11.947000000000001,126,113
172,T172,T172,John Huston,56,"7' 11""",7.406000000000001,78,79
173,T172,T172,Ryan Palmer,69,"7' 11""",7.919,83,138
174,T172,T172,Y.E. Yang,89,"7' 11""",13.069,138,137
175,T176,T176,Woody Austin,109,"8' 0""",15.412,160,147
176,T176,T176,Tom Lehman,51,"8' 0""",5.886,61,101
177,T176,T176,Jeff Overton,103,"8' 0""",16.291,169,125
178,T176,T176,John Rollins,94,"8' 0""",14.545,151,43
179,T180,T180,Kenneth Ferrie,72,"8' 1""",13.61,140,145
180,T180,T180,Kenny Perry,97,"8' 1""",14.299000000000001,148,90
181,T180,T180,Charles Warren,79,"8' 1""",12.783,132,196
182,T183,T183,Billy Andrade,71,"8' 2""",8.662,88,163
183,T183,T183,Cliff Kresge,84,"8' 2""",11.844000000000001,121,166
184,T183,T183,Ted Purdy,68,"8' 2""",10.835,111,123
185,186,186,Nicholas Thompson,113,"8' 3""",18.897000000000002,191,85
186,T187,T187,Todd Hamilton,92,"8' 5""",12.498,124,168
187,T187,T187,Zach Johnson,85,"8' 5""",10.157,101,103
188,T187,T187,Jeff Maggert,86,"8' 5""",14.174000000000001,141,133
189,T187,T187,Jin Park,85,"8' 5""",10.432,103,128
190,T191,T191,Jason Gore,94,"8' 6""",12.960999999999999,127,136
191,T191,T191,Hunter Mahan,87,"8' 6""",10.489,103,170
192,193,193,Kevin Streelman,114,"8' 7""",17.775,173,56
193,194,194,Tommy Gainey,60,"8' 8""",7.91,76,197
194,T195,T195,Robert Garrigus,90,"8' 11""",15.446,145,190
195,T195,T195,Tag Ridings,88,"8' 11""",15.196,142,118
196,197,197,Ángel Cabrera,55,"9' 1""",7.8629999999999995,72,180
