,Proximity_to_Hole_from_Sand_RANK THIS WEEK,Proximity_to_Hole_from_Sand_RANK LAST WEEK,Proximity_to_Hole_from_Sand_PLAYER NAME,Proximity_to_Hole_from_Sand_ROUNDS,Proximity_to_Hole_from_Sand_AVG DTP,Proximity_to_Hole_from_Sand_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Sand_# OF SHOTS,Proximity_to_Hole_from_Sand_SCRAMBLING RANK
0,1,1,Mike Weir,88,"6' 6""",712.0830000000001,109,7
1,2,2,Omar Uresti,74,"6' 10""",659.5830000000001,97,8
2,3,3,Adam Scott,51,"6' 11""",326.91700000000003,47,173
3,T4,T4,John Huston,56,"7' 2""",486.5,68,79
4,T4,T4,Phil Mickelson,80,"7' 2""",631.1669999999999,88,26
5,T6,T6,Jeff Gove,50,"7' 4""",316.75,43,80
6,T6,T6,Craig Kanada,65,"7' 4""",570.6669999999999,78,24
7,T6,T6,Camilo Villegas,79,"7' 4""",725.5830000000001,99,171
8,9,9,Scott Verplank,82,"7' 6""",606.9169999999999,81,83
9,10,10,Corey Pavin,69,"7' 7""",627.5830000000001,83,3
10,11,11,Daniel Chopra,84,"7' 8""",923.5,121,95
11,T12,T12,Ben Curtis,80,"7' 9""",806.5830000000001,104,46
12,T12,T12,Brett Rumford,72,"7' 9""",756.9169999999999,98,151
13,T12,T12,Rory Sabbatini,77,"7' 9""",661.8330000000001,85,122
14,T15,T15,Dudley Hart,74,"7' 10""",873.9169999999999,111,20
15,T15,T15,Ryuji Imada,80,"7' 10""",842.6669999999999,108,34
16,T17,T17,Marco Dawson,64,"7' 11""",712.4169999999999,90,144
17,T17,T17,Vijay Singh,82,"7' 11""",691.1669999999999,87,51
18,T19,T19,Brian Davis,108,"8' 0""",1151.333,144,17
19,T19,T19,Kevin Na,97,"8' 0""",1257.833,158,13
20,21,21,Geoff Ogilvy,65,"8' 1""",687.5830000000001,85,38
21,T22,T22,Glen Day,64,"8' 2""",650.6669999999999,80,6
22,T22,T22,Steve Flesch,95,"8' 2""",787.6669999999999,96,44
23,T22,T22,Shigeki Maruyama,50,"8' 2""",516.0,63,14
24,T22,T22,Kevin Sutherland,98,"8' 2""",1053.417,129,25
25,T22,T22,David Toms,70,"8' 2""",639.0,78,187
26,T27,T27,Retief Goosen,59,"8' 3""",530.5830000000001,64,76
27,T27,T27,Padraig Harrington,52,"8' 3""",413.833,50,21
28,T29,T29,Robert Gamez,79,"8' 4""",791.75,95,162
29,T29,T29,Charles Howell III,101,"8' 4""",1095.0,131,116
30,T29,T29,Matt Kuchar,88,"8' 4""",758.6669999999999,91,14
31,T32,T32,Briny Baird,113,"8' 5""",1120.083,133,5
32,T32,T32,Bill Haas,99,"8' 5""",1225.167,146,148
33,T32,T32,Heath Slocum,104,"8' 5""",885.1669999999999,105,75
34,T32,T32,Mark Wilson,107,"8' 5""",1111.167,132,31
35,T36,T36,Rich Beem,90,"8' 6""",956.0,113,169
36,T36,T36,Mark Calcavecchia,67,"8' 6""",610.4169999999999,72,161
37,T36,T36,Sergio Garcia,72,"8' 6""",736.75,87,89
38,T36,T36,J.B. Holmes,86,"8' 6""",792.75,93,152
39,T36,T36,Charlie Wi,97,"8' 6""",984.75,116,4
40,T41,T41,Cameron Beckman,87,"8' 7""",934.6669999999999,109,69
41,T41,T41,Jonathan Byrd,88,"8' 7""",1023.5,119,72
42,T41,T41,Carlos Franco,73,"8' 7""",792.5,92,153
43,T41,T41,Brian Gay,102,"8' 7""",1151.333,134,1
44,T41,T41,Doug LaBelle II,65,"8' 7""",669.25,78,68
45,T41,T41,Pat Perez,93,"8' 7""",895.6669999999999,104,124
46,T41,T41,Travis Perkins,53,"8' 7""",530.8330000000001,62,193
47,T48,T48,Justin Leonard,101,"8' 8""",845.6669999999999,98,34
48,T48,T48,Joe Ogilvie,100,"8' 8""",1156.083,133,62
49,T48,T48,Tom Pernice Jr.,104,"8' 8""",1269.5,146,11
50,T48,T48,Nicholas Thompson,113,"8' 8""",1443.9170000000001,166,85
51,T52,T52,K.J. Choi,74,"8' 9""",824.1669999999999,94,95
52,T52,T52,Richard Johnson,77,"8' 9""",1104.5,126,67
53,T52,T52,Davis Love III,78,"8' 9""",863.6669999999999,99,145
54,T52,T52,John Mallinger,95,"8' 9""",1183.333,135,61
55,T52,T52,Sean O'Hair,81,"8' 9""",1037.833,119,134
56,T52,T52,Rod Pampling,83,"8' 9""",1068.75,122,129
57,T52,T52,Brenden Pappas,66,"8' 9""",657.25,75,50
58,T52,T52,Ted Purdy,68,"8' 9""",620.4169999999999,71,123
59,T52,T52,Tom Scherrer,56,"8' 9""",369.083,42,126
60,T52,T52,Vaughn Taylor,103,"8' 9""",1133.583,129,92
61,T62,T62,Tim Herron,97,"8' 10""",1115.5,126,10
62,T62,T62,Jerry Kelly,89,"8' 10""",1040.583,118,83
63,T64,T64,Gavin Coles,54,"8' 11""",519.4169999999999,58,9
64,T64,T64,Charley Hoffman,94,"8' 11""",1131.5,127,93
65,T64,T64,Stephen Leaney,53,"8' 11""",545.4169999999999,61,53
66,T64,T64,Parker McLachlin,88,"8' 11""",1168.917,131,42
67,T68,T68,Alejandro Cañizares,52,"9' 0""",528.6669999999999,59,111
68,T68,T68,Chad Collins,72,"9' 0""",826.5830000000001,92,88
69,T68,T68,Mathew Goggin,91,"9' 0""",1130.833,126,77
70,T68,T68,Lee Janzen,89,"9' 0""",1002.25,111,91
71,T68,T68,Marc Turnesa,87,"9' 0""",963.6669999999999,107,41
72,T73,T73,Ken Duke,116,"9' 1""",1603.0829999999999,176,82
73,T73,T73,Trevor Immelman,70,"9' 1""",689.9169999999999,76,181
74,T73,T73,Bob Tway,70,"9' 1""",519.4169999999999,57,27
75,T73,T73,Bo Van Pelt,101,"9' 1""",1248.917,138,118
76,T77,T77,Todd Demsey,80,"9' 2""",1146.833,125,65
77,T77,T77,James Driscoll,85,"9' 2""",1062.583,116,155
78,T77,T77,Ernie Els,51,"9' 2""",588.3330000000001,64,112
79,T77,T77,Carl Pettersson,110,"9' 2""",1431.25,156,49
80,T81,T81,Stephen Ames,83,"9' 3""",831.75,90,57
81,T81,T81,Ben Crane,86,"9' 3""",1008.8330000000001,109,16
82,T81,T81,Freddie Jacobson,78,"9' 3""",938.4169999999999,101,81
83,T81,T81,Brett Quigley,80,"9' 3""",1023.3330000000001,111,97
84,T85,T85,Robert Allenby,108,"9' 4""",1227.25,132,149
85,T85,T85,Tim Clark,90,"9' 4""",1088.417,117,65
86,T85,T85,Lucas Glover,91,"9' 4""",1006.1669999999999,108,115
87,T85,T85,Kent Jones,68,"9' 4""",782.4169999999999,84,105
88,T85,T85,George McNeill,97,"9' 4""",1168.583,125,191
89,T85,T85,Boo Weekley,86,"9' 4""",824.8330000000001,88,106
90,T85,T85,Tim Wilkinson,95,"9' 4""",1272.083,136,28
91,T92,T92,Bart Bryant,81,"9' 5""",797.25,85,47
92,T92,T92,Nathan Green,95,"9' 5""",1475.25,156,32
93,T92,T92,Steve Lowery,74,"9' 5""",1094.833,116,141
94,T92,T92,David Lutterus,59,"9' 5""",807.75,86,184
95,T92,T92,Y.E. Yang,89,"9' 5""",1193.083,127,137
96,T97,T97,Michael Allen,91,"9' 6""",892.0,94,110
97,T97,T97,Billy Andrade,71,"9' 6""",936.8330000000001,99,163
98,T97,T97,Kenny Perry,97,"9' 6""",1130.833,119,90
99,T97,T97,Ian Poulter,51,"9' 6""",568.9169999999999,60,120
100,T97,T97,John Senden,93,"9' 6""",1048.417,110,156
101,T102,T102,Olin Browne,77,"9' 7""",894.6669999999999,93,113
102,T102,T102,Matt Jones,95,"9' 7""",1287.583,134,62
103,T102,T102,Jeff Maggert,86,"9' 7""",1021.6669999999999,107,133
104,T102,T102,Jim McGovern,75,"9' 7""",852.0,89,167
105,T102,T102,Rocco Mediate,87,"9' 7""",956.4169999999999,100,109
106,T107,T107,Brad Adamonis,87,"9' 8""",1287.833,133,131
107,T107,T107,Tag Ridings,88,"9' 8""",1237.917,128,118
108,T107,T107,D.J. Trahan,94,"9' 8""",1193.833,124,139
109,T110,T110,J.P. Hayes,67,"9' 9""",1007.9169999999999,103,73
110,T110,T110,Michael Letzig,88,"9' 9""",1085.667,111,108
111,T110,T110,Tim Petrovic,97,"9' 9""",1287.0,132,53
112,T110,T110,Brandt Snedeker,85,"9' 9""",1045.0,107,100
113,T110,T110,Jimmy Walker,73,"9' 9""",971.8330000000001,100,134
114,T110,T110,Bubba Watson,97,"9' 9""",1179.25,121,156
115,T110,T110,Ron Whittaker,54,"9' 9""",469.917,48,164
116,T110,T110,Dean Wilson,109,"9' 9""",1173.833,120,97
117,T118,T118,Chad Campbell,94,"9' 10""",963.1669999999999,98,158
118,T118,T118,Paul Goydos,78,"9' 10""",1041.083,106,74
119,T118,T118,Jon Mills,95,"9' 10""",1252.333,127,154
120,T118,T118,Chris Stroud,81,"9' 10""",873.8330000000001,89,165
121,T122,T122,Troy Matteson,94,"9' 11""",1041.417,105,173
122,T122,T122,Jin Park,85,"9' 11""",941.75,95,128
123,T122,T122,Jay Williamson,96,"9' 11""",871.3330000000001,88,159
124,T125,T125,Justin Bolli,87,"10' 0""",891.25,89,182
125,T125,T125,Mark Hensby,71,"10' 0""",970.0,97,185
126,T125,T125,Steve Stricker,75,"10' 0""",768.4169999999999,77,12
127,T128,T128,Jason Day,81,"10' 1""",1219.083,121,94
128,T128,T128,David Duval,51,"10' 1""",576.9169999999999,57,195
129,T128,T128,Robert Garrigus,90,"10' 1""",1332.5,132,190
130,T128,T128,Will MacKenzie,62,"10' 1""",748.9169999999999,74,130
131,T128,T128,Billy Mayfair,103,"10' 1""",1487.0829999999999,147,34
132,T128,T128,Kevin Streelman,114,"10' 1""",1366.5,135,56
133,T134,T134,Paul Claxton,63,"10' 2""",762.6669999999999,75,178
134,T134,T134,Chris DiMarco,87,"10' 2""",1289.0,127,114
135,T134,T134,Mathias Grönberg,87,"10' 2""",1188.417,117,121
136,T134,T134,Jesper Parnevik,88,"10' 2""",1207.833,119,23
137,T134,T134,Charles Warren,79,"10' 2""",1134.583,112,196
138,T139,T139,Harrison Frazar,73,"10' 3""",819.4169999999999,80,175
139,T139,T139,Frank Lickliter II,107,"10' 3""",1518.6670000000001,148,87
140,T141,T141,Alex Cejka,75,"10' 4""",870.9169999999999,84,140
141,T141,T141,Brad Elder,67,"10' 4""",772.75,75,37
142,T141,T141,Cody Freeman,66,"10' 4""",992.75,96,177
143,T141,T141,Richard Johnson,60,"10' 4""",723.5,70,97
144,T141,T141,Anthony Kim,81,"10' 4""",948.3330000000001,92,45
145,T141,T141,Nick O'Hern,82,"10' 4""",900.1669999999999,87,22
146,T147,T147,Stuart Appleby,87,"10' 5""",951.1669999999999,91,30
147,T147,T147,Bob Estes,90,"10' 5""",1269.333,122,33
148,T147,T147,Tommy Gainey,60,"10' 5""",747.4169999999999,72,197
149,T150,T150,Jason Allred,63,"10' 6""",747.5830000000001,71,127
150,T150,T150,Shane Bertsch,96,"10' 6""",1483.9170000000001,141,18
151,T150,T150,Nick Flanagan,89,"10' 6""",995.0830000000001,95,179
152,T150,T150,Ryan Palmer,69,"10' 6""",997.6669999999999,95,138
153,T150,T150,Chez Reavie,102,"10' 6""",1289.333,123,52
154,T150,T150,Nick Watney,96,"10' 6""",1260.75,120,101
155,T156,T156,Stewart Cink,87,"10' 7""",927.9169999999999,88,142
156,T156,T156,John Merrick,98,"10' 7""",996.8330000000001,94,160
157,T156,T156,Jeff Quinney,87,"10' 7""",921.6669999999999,87,70
158,T156,T156,John Rollins,94,"10' 7""",1299.583,123,43
159,T160,T160,Tommy Armour III,77,"10' 8""",760.1669999999999,71,132
160,T160,T160,Aaron Baddeley,76,"10' 8""",929.1669999999999,87,60
161,T160,T160,Ángel Cabrera,55,"10' 8""",513.75,48,180
162,T160,T160,Todd Hamilton,92,"10' 8""",1079.917,101,168
163,T160,T160,Zach Johnson,85,"10' 8""",770.25,72,103
164,T160,T160,Hunter Mahan,87,"10' 8""",962.3330000000001,90,170
165,T166,T166,Jason Gore,94,"10' 9""",1402.0,130,136
166,T166,T166,Andres Romero,69,"10' 9""",880.1669999999999,82,85
167,T166,T166,Bob Sowards,61,"10' 9""",959.4169999999999,89,150
168,T169,T169,Eric Axley,113,"10' 10""",1395.1670000000001,129,40
169,T169,T169,J.J. Henry,108,"10' 10""",1376.6670000000001,127,143
170,T169,T169,Steve Marino,119,"10' 10""",1618.0,149,55
171,T169,T169,Chris Riley,51,"10' 10""",682.4169999999999,63,2
172,T169,T169,Scott Sterling,89,"10' 10""",982.8330000000001,91,19
173,T174,T174,Jim Furyk,95,"10' 11""",1124.833,103,29
174,T174,T174,Tom Lehman,51,"10' 11""",590.6669999999999,54,101
175,T174,T174,Johnson Wagner,83,"10' 11""",1192.833,109,103
176,T177,T177,Fred Couples,60,"11' 0""",850.1669999999999,77,71
177,T177,T177,Cliff Kresge,84,"11' 0""",1130.583,103,166
178,T177,T177,Kyle Thompson,70,"11' 0""",965.3330000000001,88,183
179,T180,T180,Peter Lonard,92,"11' 1""",1228.833,111,107
180,T180,T180,Scott McCarron,63,"11' 1""",753.75,68,59
181,T180,T180,John Riegger,73,"11' 1""",729.4169999999999,66,58
182,T183,T183,Steve Allan,58,"11' 2""",805.4169999999999,72,175
183,T183,T183,Greg Kraft,63,"11' 2""",805.5830000000001,72,64
184,T183,T183,Ryan Moore,72,"11' 2""",1117.583,100,48
185,T186,T186,Brandt Jobe,52,"11' 3""",665.0830000000001,59,172
186,T186,T186,Martin Laird,98,"11' 3""",1257.5,112,117
187,188,188,Kevin Stadler,90,"11' 4""",1080.5,95,186
188,189,189,Woody Austin,109,"11' 5""",1209.667,106,147
189,T190,T190,Kenneth Ferrie,72,"11' 8""",1094.083,94,145
190,T190,T190,Jeff Overton,103,"11' 8""",1385.5829999999999,119,125
191,192,192,Steve Elkington,84,"11' 9""",1151.917,98,78
192,193,193,Paul Casey,55,"12' 0""",466.667,39,188
193,194,194,Patrick Sheehan,124,"12' 2""",1708.3329999999999,140,39
194,195,195,Dustin Johnson,92,"12' 4""",1389.8329999999999,113,192
195,196,196,Joe Durant,92,"12' 11""",1358.8329999999999,105,189
196,197,197,Ryan Armour,87,"13' 6""",1363.4170000000001,101,194
