,Scrambling_RANK THIS WEEK,Scrambling_RANK LAST WEEK,Scrambling_PLAYER NAME,Scrambling_ROUNDS,Scrambling_%,Scrambling_PAR OR BETTER,Scrambling_MISSED GIR
0,1,1,Brian Gay,102,64.82,398,614
1,2,2,Chris Riley,51,64.75,191,295
2,3,3,Corey Pavin,69,64.43,317,492
3,4,4,Charlie Wi,97,63.14,370,586
4,5,5,Briny Baird,113,62.43,354,567
5,6,6,Glen Day,64,62.37,232,372
6,7,7,Mike Weir,88,62.27,345,554
7,8,8,Omar Uresti,74,62.19,273,439
8,9,9,Gavin Coles,54,62.13,169,272
9,10,10,Tim Herron,97,62.03,392,632
10,11,11,Tom Pernice Jr.,104,61.9,416,672
11,12,12,Steve Stricker,75,61.83,290,469
12,13,13,Kevin Na,97,61.79,393,636
13,T14,T14,Matt Kuchar,88,61.73,329,533
14,T14,T14,Shigeki Maruyama,50,61.73,200,324
15,16,16,Ben Crane,86,61.51,326,530
16,17,17,Brian Davis,108,61.39,415,676
17,18,18,Shane Bertsch,96,61.35,381,621
18,19,19,Scott Sterling,89,61.25,294,480
19,20,20,Dudley Hart,74,61.12,261,427
20,21,21,Padraig Harrington,52,61.02,216,354
21,22,22,Nick O'Hern,82,61.01,313,513
22,23,23,Jesper Parnevik,88,60.98,361,592
23,24,24,Craig Kanada,65,60.55,241,398
24,25,25,Kevin Sutherland,98,60.43,339,561
25,26,26,Phil Mickelson,80,60.42,290,480
26,27,27,Bob Tway,70,60.37,227,376
27,28,28,Tim Wilkinson,95,60.33,327,542
28,29,29,Jim Furyk,95,60.32,339,562
29,30,30,Stuart Appleby,87,60.24,347,576
30,31,31,Mark Wilson,107,60.13,383,637
31,32,32,Nathan Green,95,60.12,413,687
32,33,33,Bob Estes,90,60.08,298,496
33,T34,T34,Ryuji Imada,80,60.07,334,556
34,T34,T34,Justin Leonard,101,60.07,343,571
35,T34,T34,Billy Mayfair,103,60.07,355,591
36,37,37,Brad Elder,67,60.0,231,385
37,38,38,Geoff Ogilvy,65,59.91,263,439
38,39,39,Patrick Sheehan,124,59.86,440,735
39,40,40,Eric Axley,113,59.84,456,762
40,41,41,Marc Turnesa,87,59.71,326,546
41,42,42,Parker McLachlin,88,59.61,338,567
42,43,43,John Rollins,94,59.39,367,618
43,44,44,Steve Flesch,95,59.34,359,605
44,45,45,Anthony Kim,81,59.32,296,499
45,46,46,Ben Curtis,80,59.2,296,500
46,47,47,Bart Bryant,81,59.18,303,512
47,48,48,Ryan Moore,72,59.07,293,496
48,49,49,Carl Pettersson,110,59.0,426,722
49,50,50,Brenden Pappas,66,58.93,221,375
50,51,51,Vijay Singh,82,58.92,261,443
51,52,52,Chez Reavie,102,58.91,347,589
52,T53,T53,Stephen Leaney,53,58.81,197,335
53,T53,T53,Tim Petrovic,97,58.81,347,590
54,55,55,Steve Marino,119,58.78,385,655
55,56,56,Kevin Streelman,114,58.77,372,633
56,57,57,Stephen Ames,83,58.72,303,516
57,58,58,John Riegger,73,58.7,216,368
58,59,59,Scott McCarron,63,58.65,234,399
59,60,60,Aaron Baddeley,76,58.52,292,499
60,61,61,John Mallinger,95,58.51,392,670
61,T62,T62,Matt Jones,95,58.39,362,620
62,T62,T62,Joe Ogilvie,100,58.39,362,620
63,64,64,Greg Kraft,63,58.35,234,401
64,T65,T65,Tim Clark,90,58.32,340,583
65,T65,T65,Todd Demsey,80,58.32,284,487
66,67,67,Richard Johnson,77,58.29,327,561
67,68,68,Doug LaBelle II,65,58.27,215,369
68,69,69,Cameron Beckman,87,58.23,283,486
69,70,70,Jeff Quinney,87,58.19,348,598
70,71,71,Fred Couples,60,58.18,217,373
71,72,72,Jonathan Byrd,88,58.13,329,566
72,73,73,J.P. Hayes,67,58.09,273,470
73,74,74,Paul Goydos,78,58.08,302,520
74,75,75,Heath Slocum,104,58.04,361,622
75,76,76,Retief Goosen,59,58.02,246,424
76,77,77,Mathew Goggin,91,58.0,308,531
77,78,78,Steve Elkington,84,57.92,289,499
78,79,79,John Huston,56,57.91,161,278
79,80,80,Jeff Gove,50,57.89,154,266
80,81,81,Freddie Jacobson,78,57.84,310,536
81,82,82,Ken Duke,116,57.82,425,735
82,T83,T83,Jerry Kelly,89,57.76,320,554
83,T83,T83,Scott Verplank,82,57.76,294,509
84,T85,T85,Andres Romero,69,57.75,287,497
85,T85,T85,Nicholas Thompson,113,57.75,410,710
86,87,87,Frank Lickliter II,107,57.64,400,694
87,88,88,Chad Collins,72,57.63,268,465
88,89,89,Sergio Garcia,72,57.59,239,415
89,90,90,Kenny Perry,97,57.57,327,568
90,91,91,Lee Janzen,89,57.52,306,532
91,92,92,Vaughn Taylor,103,57.5,368,640
92,93,93,Charley Hoffman,94,57.42,321,559
93,94,94,Jason Day,81,57.26,288,503
94,T95,T95,K.J. Choi,74,57.24,249,435
95,T95,T95,Daniel Chopra,84,57.24,344,601
96,T97,T97,Richard Johnson,60,57.23,194,339
97,T97,T97,Brett Quigley,80,57.23,285,498
98,T97,T97,Dean Wilson,109,57.23,372,650
99,100,100,Brandt Snedeker,85,57.22,317,554
100,T101,T101,Tom Lehman,51,57.19,191,334
101,T101,T101,Nick Watney,96,57.19,314,549
102,T103,T103,Zach Johnson,85,57.14,280,490
103,T103,T103,Johnson Wagner,83,57.14,316,553
104,105,105,Kent Jones,68,57.1,193,338
105,106,106,Boo Weekley,86,57.08,274,480
106,107,107,Peter Lonard,92,57.01,317,556
107,108,108,Michael Letzig,88,56.94,316,555
108,109,109,Rocco Mediate,87,56.83,333,586
109,110,110,Michael Allen,91,56.78,310,546
110,111,111,Alejandro Cañizares,52,56.71,169,298
111,112,112,Ernie Els,51,56.61,197,348
112,113,113,Olin Browne,77,56.47,262,464
113,114,114,Chris DiMarco,87,56.45,324,574
114,115,115,Lucas Glover,91,56.44,320,567
115,116,116,Charles Howell III,101,56.42,334,592
116,117,117,Martin Laird,98,56.41,308,546
117,T118,T118,Tag Ridings,88,56.39,322,571
118,T118,T118,Bo Van Pelt,101,56.39,322,571
119,120,120,Ian Poulter,51,56.34,200,355
120,121,121,Mathias Grönberg,87,56.29,313,556
121,122,122,Rory Sabbatini,77,56.25,261,464
122,123,123,Ted Purdy,68,56.22,208,370
123,124,124,Pat Perez,93,56.2,308,548
124,125,125,Jeff Overton,103,56.18,359,639
125,126,126,Tom Scherrer,56,56.17,173,308
126,127,127,Jason Allred,63,56.14,215,383
127,128,128,Jin Park,85,56.12,289,515
128,129,129,Rod Pampling,83,56.11,294,524
129,130,130,Will MacKenzie,62,56.09,221,394
130,131,131,Brad Adamonis,87,56.08,286,510
131,132,132,Tommy Armour III,77,55.91,246,440
132,133,133,Jeff Maggert,86,55.85,291,521
133,T134,T134,Sean O'Hair,81,55.79,289,518
134,T134,T134,Jimmy Walker,73,55.79,241,432
135,136,136,Jason Gore,94,55.73,311,558
136,137,137,Y.E. Yang,89,55.72,297,533
137,138,138,Ryan Palmer,69,55.7,210,377
138,139,139,D.J. Trahan,94,55.69,318,571
139,140,140,Alex Cejka,75,55.68,255,458
140,141,141,Steve Lowery,74,55.64,301,541
141,142,142,Stewart Cink,87,55.6,268,482
142,143,143,J.J. Henry,108,55.59,333,599
143,144,144,Marco Dawson,64,55.58,219,394
144,T145,T145,Kenneth Ferrie,72,55.56,225,405
145,T145,T145,Davis Love III,78,55.56,275,495
146,147,147,Woody Austin,109,55.48,334,602
147,148,148,Bill Haas,99,55.31,302,546
148,149,149,Robert Allenby,108,55.26,315,570
149,150,150,Bob Sowards,61,55.25,200,362
150,151,151,Brett Rumford,72,55.2,260,471
151,152,152,J.B. Holmes,86,55.03,312,567
152,153,153,Carlos Franco,73,55.0,220,400
153,154,154,Jon Mills,95,54.75,294,537
154,155,155,James Driscoll,85,54.73,272,497
155,T156,T156,John Senden,93,54.69,280,512
156,T156,T156,Bubba Watson,97,54.69,303,554
157,158,158,Chad Campbell,94,54.68,292,534
158,159,159,Jay Williamson,96,54.65,288,527
159,160,160,John Merrick,98,54.49,285,523
160,161,161,Mark Calcavecchia,67,54.37,230,423
161,162,162,Robert Gamez,79,54.35,256,471
162,163,163,Billy Andrade,71,54.09,238,440
163,164,164,Ron Whittaker,54,54.03,161,298
164,165,165,Chris Stroud,81,54.0,236,437
165,166,166,Cliff Kresge,84,53.97,272,504
166,167,167,Jim McGovern,75,53.85,231,429
167,168,168,Todd Hamilton,92,53.83,330,613
168,169,169,Rich Beem,90,53.78,292,543
169,170,170,Hunter Mahan,87,53.55,249,465
170,171,171,Camilo Villegas,79,53.52,266,497
171,172,172,Brandt Jobe,52,53.5,168,314
172,T173,T173,Troy Matteson,94,53.44,295,552
173,T173,T173,Adam Scott,51,53.44,171,320
174,T175,T175,Steve Allan,58,53.31,161,302
175,T175,T175,Harrison Frazar,73,53.31,185,347
176,177,177,Cody Freeman,66,53.24,230,432
177,178,178,Paul Claxton,63,53.2,191,359
178,179,179,Nick Flanagan,89,53.18,293,551
179,180,180,Ángel Cabrera,55,53.06,182,343
180,181,181,Trevor Immelman,70,52.88,239,452
181,182,182,Justin Bolli,87,52.83,252,477
182,183,183,Kyle Thompson,70,52.66,228,433
183,184,184,David Lutterus,59,52.65,189,359
184,185,185,Mark Hensby,71,52.29,240,459
185,186,186,Kevin Stadler,90,52.23,269,515
186,187,187,David Toms,70,52.11,222,426
187,188,188,Paul Casey,55,52.02,167,321
188,189,189,Joe Durant,92,51.95,227,437
189,190,190,Robert Garrigus,90,51.74,268,518
190,191,191,George McNeill,97,51.72,285,551
191,192,192,Dustin Johnson,92,51.58,310,601
192,193,193,Travis Perkins,53,50.15,164,327
193,194,194,Ryan Armour,87,49.61,255,514
194,195,195,David Duval,51,49.1,190,387
195,196,196,Charles Warren,79,48.41,228,471
196,197,197,Tommy Gainey,60,46.1,142,308
