,Proximity_to_Hole_from_Fringe_RANK THIS WEEK,Proximity_to_Hole_from_Fringe_RANK LAST WEEK,Proximity_to_Hole_from_Fringe_PLAYER NAME,Proximity_to_Hole_from_Fringe_ROUNDS,Proximity_to_Hole_from_Fringe_AVG DTP,Proximity_to_Hole_from_Fringe_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Fringe_# OF SHOTS,Proximity_to_Hole_from_Fringe_SCRAMBLING RANK
147,T141,T141,Sean O'Hair,81,"3' 7""",214.25,60,134
148,T141,T141,Chris Riley,51,"3' 7""",159.75,45,2
149,T141,T141,Bo Van Pelt,101,"3' 7""",325.5,90,118
150,T141,T141,Charles Warren,79,"3' 7""",274.83299999999997,76,196
151,T152,T152,Paul Casey,55,"3' 8""",157.917,43,188
152,T152,T152,Alex Cejka,75,"3' 8""",262.5,72,140
153,T152,T152,Brian Davis,108,"3' 8""",436.167,120,17
154,T152,T152,Joe Durant,92,"3' 8""",235.667,65,189
155,T152,T152,Kenneth Ferrie,72,"3' 8""",217.5,60,145
156,T152,T152,Nick Flanagan,89,"3' 8""",305.16700000000003,84,179
157,T152,T152,Cody Freeman,66,"3' 8""",193.583,53,177
158,T152,T152,Todd Hamilton,92,"3' 8""",366.25,100,168
159,T152,T152,J.P. Hayes,67,"3' 8""",250.833,69,73
160,T152,T152,J.J. Henry,108,"3' 8""",314.08299999999997,85,143
161,T152,T152,Freddie Jacobson,78,"3' 8""",269.16700000000003,73,81
162,T152,T152,Brenden Pappas,66,"3' 8""",220.167,60,50
163,T152,T152,David Toms,70,"3' 8""",279.83299999999997,77,187
164,T165,T165,Chad Campbell,94,"3' 9""",272.0,72,158
165,T165,T165,Mark Wilson,107,"3' 9""",363.25,96,31
166,T167,T167,Rich Beem,90,"3' 10""",289.41700000000003,76,169
167,T167,T167,Dudley Hart,74,"3' 10""",262.25,69,20
168,T167,T167,Doug LaBelle II,65,"3' 10""",186.333,49,68
169,T167,T167,Stephen Leaney,53,"3' 10""",181.833,47,53
170,T167,T167,Billy Mayfair,103,"3' 10""",334.333,88,34
171,T167,T167,Brett Rumford,72,"3' 10""",190.333,50,151
172,T173,T173,J.B. Holmes,86,"3' 11""",294.58299999999997,76,152
173,T173,T173,Zach Johnson,85,"3' 11""",306.33299999999997,78,103
174,T173,T173,Martin Laird,98,"3' 11""",339.333,87,117
175,T173,T173,Joe Ogilvie,100,"3' 11""",347.917,88,62
176,T173,T173,Rod Pampling,83,"3' 11""",307.58299999999997,78,129
177,T173,T173,Tom Scherrer,56,"3' 11""",190.083,49,126
178,T179,T179,Cameron Beckman,87,"4' 0""",293.16700000000003,74,69
179,T179,T179,Jerry Kelly,89,"4' 0""",308.91700000000003,77,83
180,T179,T179,Justin Leonard,101,"4' 0""",225.667,57,34
181,T179,T179,Ryan Palmer,69,"4' 0""",294.83299999999997,74,138
182,T179,T179,Chris Stroud,81,"4' 0""",255.917,64,165
183,T184,T184,K.J. Choi,74,"4' 1""",223.5,55,95
184,T184,T184,Paul Claxton,63,"4' 1""",196.833,48,178
185,T184,T184,Jim Furyk,95,"4' 1""",335.5,83,29
186,T184,T184,Brett Quigley,80,"4' 1""",328.167,81,97
187,T184,T184,Boo Weekley,86,"4' 1""",273.25,67,106
188,T189,T189,Jason Day,81,"4' 2""",330.583,79,94
189,T189,T189,Camilo Villegas,79,"4' 2""",327.66700000000003,79,171
190,T191,T191,David Lutterus,59,"4' 3""",215.167,51,184
191,T191,T191,Rory Sabbatini,77,"4' 3""",251.833,59,122
192,T191,T191,Y.E. Yang,89,"4' 3""",341.25,81,137
193,T194,T194,Jason Gore,94,"4' 4""",487.667,113,136
194,T194,T194,Richard Johnson,60,"4' 4""",243.083,56,97
195,196,196,Jeff Maggert,86,"4' 6""",375.833,84,133
196,197,197,Ian Poulter,51,"4' 7""",173.5,38,120
