,Scrambling_Average_Distance_to_Hole_RANK THIS WEEK,Scrambling_Average_Distance_to_Hole_RANK LAST WEEK,Scrambling_Average_Distance_to_Hole_PLAYER NAME,Scrambling_Average_Distance_to_Hole_ROUNDS,Scrambling_Average_Distance_to_Hole_AVG DTP,Scrambling_Average_Distance_to_Hole_TOTAL DISTANCE (FEET),Scrambling_Average_Distance_to_Hole_ATTEMPTS
0,1,1,Kevin Na,97,"6' 9""",3591.167,533
1,T2,T2,Mike Weir,88,"6' 10""",2404.417,354
2,T2,T2,Charlie Wi,97,"6' 10""",3143.083,458
3,T4,T4,Steve Flesch,95,"7' 0""",2950.083,419
4,T4,T4,Vijay Singh,82,"7' 0""",2196.75,312
5,T4,T4,Scott Verplank,82,"7' 0""",2438.333,349
6,T7,T7,Ernie Els,51,"7' 2""",1509.0,210
7,T7,T7,Retief Goosen,59,"7' 2""",1800.5,250
8,T7,T7,Chris Riley,51,"7' 2""",1729.75,241
9,T10,T10,Jeff Gove,50,"7' 3""",1550.6670000000001,214
10,T10,T10,Padraig Harrington,52,"7' 3""",1390.6670000000001,191
11,T10,T10,Omar Uresti,74,"7' 3""",2602.5,358
12,T13,T13,Briny Baird,113,"7' 4""",3470.167,471
13,T13,T13,Justin Leonard,101,"7' 4""",2594.167,354
14,T13,T13,Corey Pavin,69,"7' 4""",2645.917,359
15,T16,T16,Matt Kuchar,88,"7' 5""",2951.167,397
16,T16,T16,Nick O'Hern,82,"7' 5""",2935.25,396
17,T16,T16,Adam Scott,51,"7' 5""",1364.0,184
18,T16,T16,Kevin Sutherland,98,"7' 5""",3192.583,432
19,20,20,Trevor Immelman,70,"7' 6""",2074.417,276
20,T21,T21,Ben Curtis,80,"7' 7""",2632.333,347
21,T21,T21,Phil Mickelson,80,"7' 7""",2258.75,297
22,T23,T23,Stephen Ames,83,"7' 8""",2553.0,332
23,T23,T23,Bart Bryant,81,"7' 8""",2920.833,381
24,T23,T23,Michael Letzig,88,"7' 8""",3216.333,421
25,T23,T23,Shigeki Maruyama,50,"7' 8""",2008.5829999999999,262
26,T27,T27,Cameron Beckman,87,"7' 9""",3112.583,401
27,T27,T27,Marco Dawson,64,"7' 9""",2423.333,313
28,T27,T27,Frank Lickliter II,107,"7' 9""",4197.333,542
29,T30,T30,Glen Day,64,"7' 10""",2546.0,326
30,T30,T30,Brian Gay,102,"7' 10""",3840.25,492
31,T30,T30,Brett Rumford,72,"7' 10""",2707.333,344
32,T30,T30,Heath Slocum,104,"7' 10""",3399.167,436
33,T30,T30,Steve Stricker,75,"7' 10""",2410.917,309
34,T35,T35,Tim Clark,90,"7' 11""",3219.75,408
35,T35,T35,Robert Gamez,79,"7' 11""",2996.75,378
36,T35,T35,Sergio Garcia,72,"7' 11""",2239.5,284
37,T35,T35,Craig Kanada,65,"7' 11""",2602.917,329
38,T35,T35,Chez Reavie,102,"7' 11""",3694.667,468
39,T35,T35,Rory Sabbatini,77,"7' 11""",2437.25,308
40,T41,T41,Shane Bertsch,96,"8' 0""",4092.667,514
41,T41,T41,K.J. Choi,74,"8' 0""",2319.167,291
42,T41,T41,Brian Davis,108,"8' 0""",4655.083,582
43,T41,T41,Tim Herron,97,"8' 0""",4071.333,509
44,T41,T41,Charles Howell III,101,"8' 0""",3564.667,445
45,T41,T41,Jerry Kelly,89,"8' 0""",3285.667,412
46,T41,T41,Anthony Kim,81,"8' 0""",2742.167,342
47,T41,T41,Stephen Leaney,53,"8' 0""",2025.3329999999999,252
48,T41,T41,David Lutterus,59,"8' 0""",2263.25,283
49,T41,T41,Billy Mayfair,103,"8' 0""",3863.333,483
50,T41,T41,Pat Perez,93,"8' 0""",3101.083,388
51,T41,T41,Brett Quigley,80,"8' 0""",3156.0,395
52,T41,T41,Nicholas Thompson,113,"8' 0""",4482.667,561
