,Scrambling_Average_Distance_to_Hole_RANK THIS WEEK,Scrambling_Average_Distance_to_Hole_RANK LAST WEEK,Scrambling_Average_Distance_to_Hole_PLAYER NAME,Scrambling_Average_Distance_to_Hole_ROUNDS,Scrambling_Average_Distance_to_Hole_AVG DTP,Scrambling_Average_Distance_to_Hole_TOTAL DISTANCE (FEET),Scrambling_Average_Distance_to_Hole_ATTEMPTS
53,T41,T41,Mark Wilson,107,"8' 0""",4341.0,541
54,T55,T55,Carlos Franco,73,"8' 1""",2668.167,331
55,T55,T55,Ryuji Imada,80,"8' 1""",3248.583,400
56,T55,T55,Peter Lonard,92,"8' 1""",3565.417,442
57,T55,T55,Steve Marino,119,"8' 1""",4168.75,516
58,T55,T55,Jim McGovern,75,"8' 1""",2669.083,329
59,T55,T55,Jon Mills,95,"8' 1""",3297.583,409
60,T55,T55,Geoff Ogilvy,65,"8' 1""",2185.917,270
61,T55,T55,Carl Pettersson,110,"8' 1""",4384.5,544
62,T55,T55,Tom Scherrer,56,"8' 1""",1850.9170000000001,229
63,T55,T55,Camilo Villegas,79,"8' 1""",2734.75,338
64,T65,T65,Alex Cejka,75,"8' 2""",2820.083,345
65,T65,T65,Gavin Coles,54,"8' 2""",1908.3329999999999,233
66,T65,T65,Ben Crane,86,"8' 2""",3193.0,390
67,T65,T65,John Huston,56,"8' 2""",1866.75,228
68,T65,T65,Kent Jones,68,"8' 2""",2162.333,266
69,T65,T65,Scott McCarron,63,"8' 2""",2394.417,294
70,T65,T65,Ian Poulter,51,"8' 2""",1782.4170000000001,218
71,T65,T65,John Riegger,73,"8' 2""",2504.583,307
72,T65,T65,Bo Van Pelt,101,"8' 2""",3890.583,474
73,T65,T65,Jimmy Walker,73,"8' 2""",2835.0,346
74,T65,T65,Tim Wilkinson,95,"8' 2""",3658.667,450
75,T76,T76,Fred Couples,60,"8' 3""",2216.5,269
76,T76,T76,Todd Demsey,80,"8' 3""",3262.333,397
77,T76,T76,Richard Johnson,77,"8' 3""",3604.083,435
78,T76,T76,Matt Jones,95,"8' 3""",4116.917,500
79,T76,T76,Parker McLachlin,88,"8' 3""",3712.5,448
80,T76,T76,Sean O'Hair,81,"8' 3""",3046.333,370
81,T76,T76,Jin Park,85,"8' 3""",3236.667,391
82,T76,T76,Tom Pernice Jr.,104,"8' 3""",4470.0,544
83,T76,T76,Tim Petrovic,97,"8' 3""",3885.083,469
84,T76,T76,Ted Purdy,68,"8' 3""",2453.583,296
85,T76,T76,David Toms,70,"8' 3""",2442.917,295
86,T87,T87,Brad Adamonis,87,"8' 4""",3385.333,408
87,T87,T87,Stewart Cink,87,"8' 4""",2498.333,301
88,T87,T87,Bob Estes,90,"8' 4""",3675.917,439
89,T87,T87,Tom Lehman,51,"8' 4""",1809.3329999999999,218
90,T87,T87,Kenny Perry,97,"8' 4""",3929.917,472
91,T87,T87,Dean Wilson,109,"8' 4""",4020.167,481
92,T93,T93,Michael Allen,91,"8' 5""",3453.167,410
93,T93,T93,Nathan Green,95,"8' 5""",4826.75,573
94,T93,T93,Freddie Jacobson,78,"8' 5""",3051.833,361
95,T93,T93,Brenden Pappas,66,"8' 5""",2496.75,296
96,T93,T93,D.J. Trahan,94,"8' 5""",3424.333,406
97,T98,T98,Robert Allenby,108,"8' 6""",3298.75,389
98,T98,T98,Rich Beem,90,"8' 6""",3459.333,407
99,T98,T98,Kenneth Ferrie,72,"8' 6""",2782.833,329
100,T98,T98,Jim Furyk,95,"8' 6""",3395.25,400
101,T98,T98,Jesper Parnevik,88,"8' 6""",3922.917,461
102,T98,T98,Andres Romero,69,"8' 6""",2518.667,297
103,T98,T98,Jay Williamson,96,"8' 6""",3545.833,418
104,T105,T105,Mark Hensby,71,"8' 7""",2904.417,338
105,T105,T105,J.B. Holmes,86,"8' 7""",3211.75,373
106,T105,T105,Doug LaBelle II,65,"8' 7""",2359.333,276
107,T105,T105,Jeff Quinney,87,"8' 7""",3426.333,399
108,T105,T105,Scott Sterling,89,"8' 7""",3302.25,384
109,T110,T110,Eric Axley,113,"8' 8""",4711.583,545
110,T110,T110,Mark Calcavecchia,67,"8' 8""",2450.917,282
111,T110,T110,Alejandro Cañizares,52,"8' 8""",2069.667,239
112,T110,T110,Paul Claxton,63,"8' 8""",2372.667,273
113,T110,T110,Brad Elder,67,"8' 8""",2517.0,291
114,T110,T110,Lucas Glover,91,"8' 8""",3802.583,438
115,T110,T110,Charley Hoffman,94,"8' 8""",3947.667,457
116,T110,T110,Richard Johnson,60,"8' 8""",2372.833,273
117,T110,T110,Rod Pampling,83,"8' 8""",3304.583,382
118,T110,T110,John Senden,93,"8' 8""",3417.833,393
119,T110,T110,Chris Stroud,81,"8' 8""",2830.75,327
120,T110,T110,Johnson Wagner,83,"8' 8""",3544.917,409
121,T122,T122,Stuart Appleby,87,"8' 9""",3290.583,376
122,T122,T122,Chad Collins,72,"8' 9""",3267.583,375
123,T122,T122,Steve Elkington,84,"8' 9""",3416.75,389
124,T122,T122,Harrison Frazar,73,"8' 9""",2402.917,275
125,T122,T122,Mathew Goggin,91,"8' 9""",3622.833,414
126,T122,T122,Bill Haas,99,"8' 9""",3851.75,442
127,T122,T122,Davis Love III,78,"8' 9""",3074.583,352
128,T122,T122,John Mallinger,95,"8' 9""",4537.583,519
129,T122,T122,Rocco Mediate,87,"8' 9""",3470.833,397
130,T122,T122,Tag Ridings,88,"8' 9""",3933.5,450
131,T122,T122,Vaughn Taylor,103,"8' 9""",4324.75,492
132,T122,T122,Marc Turnesa,87,"8' 9""",3825.583,436
133,T134,T134,Billy Andrade,71,"8' 10""",3143.25,357
134,T134,T134,Tommy Armour III,77,"8' 10""",2856.583,323
135,T134,T134,Aaron Baddeley,76,"8' 10""",3109.333,352
136,T134,T134,James Driscoll,85,"8' 10""",3540.333,402
137,T134,T134,J.P. Hayes,67,"8' 10""",3379.917,382
138,T134,T134,John Rollins,94,"8' 10""",3982.833,451
139,T134,T134,Patrick Sheehan,124,"8' 10""",5040.75,572
140,T141,T141,Paul Goydos,78,"8' 11""",3486.333,391
141,T141,T141,Dudley Hart,74,"8' 11""",3195.75,360
142,T141,T141,Steve Lowery,74,"8' 11""",3696.417,413
143,T141,T141,Bob Tway,70,"8' 11""",2628.5,296
144,T141,T141,Nick Watney,96,"8' 11""",3723.75,418
145,T141,T141,Boo Weekley,86,"8' 11""",2803.167,315
146,T147,T147,Woody Austin,109,"9' 0""",3995.0,443
147,T147,T147,David Duval,51,"9' 0""",1916.0829999999999,212
148,T147,T147,Will MacKenzie,62,"9' 0""",2787.917,311
149,T147,T147,Y.E. Yang,89,"9' 0""",3759.667,416
150,T151,T151,Jonathan Byrd,88,"9' 1""",3906.583,429
151,T151,T151,Daniel Chopra,84,"9' 1""",3723.583,410
152,T151,T151,Cody Freeman,66,"9' 1""",2911.333,321
153,T151,T151,Robert Garrigus,90,"9' 1""",3877.333,425
154,T151,T151,Todd Hamilton,92,"9' 1""",3782.917,417
155,T151,T151,Troy Matteson,94,"9' 1""",4197.167,461
156,T151,T151,Jeff Overton,103,"9' 1""",4518.167,496
157,T151,T151,Brandt Snedeker,85,"9' 1""",3441.583,378
158,T151,T151,Bubba Watson,97,"9' 1""",3572.333,394
159,T151,T151,Ron Whittaker,54,"9' 1""",2006.4170000000001,221
160,T161,T161,Jason Allred,63,"9' 2""",2732.667,297
161,T161,T161,Chris DiMarco,87,"9' 2""",3982.333,434
162,T161,T161,Ken Duke,116,"9' 2""",5345.75,585
163,T161,T161,Lee Janzen,89,"9' 2""",3647.083,397
164,T161,T161,Cliff Kresge,84,"9' 2""",3583.083,392
165,T166,T166,Steve Allan,58,"9' 3""",2139.167,232
166,T166,T166,Olin Browne,77,"9' 3""",3594.833,389
167,T166,T166,Ángel Cabrera,55,"9' 3""",1973.3329999999999,213
168,T166,T166,Zach Johnson,85,"9' 3""",3220.417,349
169,T166,T166,Greg Kraft,63,"9' 3""",3023.75,328
170,T166,T166,Bob Sowards,61,"9' 3""",2668.583,288
171,T172,T172,Martin Laird,98,"9' 4""",4068.583,437
172,T172,T172,George McNeill,97,"9' 4""",3987.167,429
173,T174,T174,Mathias Grönberg,87,"9' 5""",4405.917,469
174,T174,T174,Joe Ogilvie,100,"9' 5""",4699.417,501
175,T176,T176,Chad Campbell,94,"9' 6""",3884.667,408
176,T176,T176,J.J. Henry,108,"9' 6""",4445.667,470
177,T176,T176,Brandt Jobe,52,"9' 6""",2267.083,238
178,T176,T176,John Merrick,98,"9' 6""",3646.0,383
179,T176,T176,Kyle Thompson,70,"9' 6""",3058.167,323
180,T181,T181,Paul Casey,55,"9' 7""",1860.6670000000001,195
181,T181,T181,Jason Day,81,"9' 7""",4044.167,423
182,T181,T181,Kevin Streelman,114,"9' 7""",4858.583,508
183,184,184,Jeff Maggert,86,"9' 8""",4015.167,415
184,185,185,Ryan Palmer,69,"9' 9""",3058.667,313
185,186,186,Dustin Johnson,92,"9' 10""",4518.667,458
186,187,187,Joe Durant,92,"9' 11""",3749.25,378
187,T188,T188,Justin Bolli,87,"10' 0""",3655.167,365
188,T188,T188,Nick Flanagan,89,"10' 0""",4616.667,461
189,T188,T188,Jason Gore,94,"10' 0""",4523.0,453
190,191,191,Ryan Moore,72,"10' 1""",3985.167,394
191,T192,T192,Tommy Gainey,60,"10' 3""",2221.5,217
192,T192,T192,Travis Perkins,53,"10' 3""",2380.667,232
193,T192,T192,Kevin Stadler,90,"10' 3""",4019.5,393
194,T192,T192,Charles Warren,79,"10' 3""",3930.0,384
195,196,196,Hunter Mahan,87,"10' 4""",3434.917,332
196,197,197,Ryan Armour,87,"11' 3""",4565.75,405
