,Scrambling_from_20-30_yards_RANK THIS WEEK,Scrambling_from_20-30_yards_RANK LAST WEEK,Scrambling_from_20-30_yards_PLAYER NAME,Scrambling_from_20-30_yards_ROUNDS,Scrambling_from_20-30_yards_%,Scrambling_from_20-30_yards_SUCCESSES,Scrambling_from_20-30_yards_ATTEMPTS
38,39,39,Daniel Chopra,84,56.18,50,89
39,40,40,Scott McCarron,63,56.16,41,73
40,41,41,Brad Elder,67,55.88,38,68
41,42,42,Brandt Snedeker,85,55.84,43,77
42,T43,T43,Todd Demsey,80,55.56,55,99
43,T43,T43,Phil Mickelson,80,55.56,30,54
44,T43,T43,Bob Tway,70,55.56,35,63
45,46,46,Jin Park,85,55.41,41,74
46,T47,T47,Ben Curtis,80,55.22,37,67
47,T47,T47,John Riegger,73,55.22,37,67
48,49,49,Ángel Cabrera,55,54.84,17,31
49,50,50,Jeff Gove,50,54.76,23,42
50,T51,T51,Brian Gay,102,54.55,54,99
51,T51,T51,Nick O'Hern,82,54.55,48,88
52,T51,T51,Scott Verplank,82,54.55,30,55
53,54,54,Mark Hensby,71,54.43,43,79
54,55,55,J.J. Henry,108,54.37,56,103
55,56,56,Tom Pernice Jr.,104,54.21,58,107
56,57,57,Dean Wilson,109,54.17,52,96
57,58,58,Chris DiMarco,87,54.12,46,85
58,59,59,Bob Estes,90,54.02,47,87
59,60,60,Nathan Green,95,53.85,70,130
60,T61,T61,James Driscoll,85,53.68,51,95
61,T61,T61,Kevin Na,97,53.68,51,95
62,T63,T63,Michael Letzig,88,53.66,44,82
63,T63,T63,Nick Watney,96,53.66,44,82
64,65,65,Vijay Singh,82,53.45,31,58
65,66,66,Lucas Glover,91,53.41,47,88
66,T67,T67,Justin Leonard,101,53.33,48,90
67,T67,T67,Adam Scott,51,53.33,16,30
68,T69,T69,Dudley Hart,74,53.26,49,92
69,T69,T69,J.P. Hayes,67,53.26,49,92
70,71,71,Jim Furyk,95,53.09,43,81
71,72,72,Steve Lowery,74,53.01,44,83
72,T73,T73,Stewart Cink,87,52.94,36,68
73,T73,T73,Rod Pampling,83,52.94,45,85
74,T73,T73,Scott Sterling,89,52.94,36,68
75,76,76,Aaron Baddeley,76,52.87,46,87
76,77,77,Brian Davis,108,52.82,75,142
77,78,78,Chad Collins,72,52.81,47,89
78,79,79,Stephen Ames,83,52.78,38,72
79,80,80,Will MacKenzie,62,52.73,29,55
80,81,81,J.B. Holmes,86,52.7,39,74
81,82,82,Jim McGovern,75,52.56,41,78
82,83,83,Paul Goydos,78,52.44,43,82
83,84,84,Ben Crane,86,52.38,44,84
84,85,85,Y.E. Yang,89,52.11,37,71
85,86,86,Vaughn Taylor,103,52.0,52,100
86,87,87,Ted Purdy,68,51.79,29,56
87,88,88,Freddie Jacobson,78,51.76,44,85
88,89,89,Richard Johnson,77,51.61,48,93
89,90,90,Kenneth Ferrie,72,51.56,33,64
90,91,91,Bill Haas,99,51.55,50,97
91,92,92,Patrick Sheehan,124,51.49,52,101
92,T93,T93,Anthony Kim,81,51.43,36,70
93,T93,T93,Tom Lehman,51,51.43,18,35
94,95,95,Bart Bryant,81,51.39,37,72
95,96,96,Kevin Streelman,114,51.38,56,109
96,97,97,Paul Casey,55,51.22,21,41
97,98,98,Charles Howell III,101,51.09,47,92
98,99,99,Rory Sabbatini,77,50.75,34,67
99,100,100,Tag Ridings,88,50.72,35,69
100,101,101,Ryuji Imada,80,50.62,41,81
101,102,102,Martin Laird,98,50.6,42,83
102,T103,T103,Steve Allan,58,50.0,25,50
103,T103,T103,Ken Duke,116,50.0,62,124
104,T103,T103,Ernie Els,51,50.0,19,38
105,T103,T103,Doug LaBelle II,65,50.0,31,62
106,T103,T103,David Lutterus,59,50.0,31,62
107,T103,T103,Rocco Mediate,87,50.0,39,78
108,T103,T103,Carl Pettersson,110,50.0,51,102
109,T103,T103,Bob Sowards,61,50.0,37,74
110,T103,T103,Bo Van Pelt,101,50.0,43,86
111,T103,T103,Bubba Watson,97,50.0,40,80
112,T103,T103,Boo Weekley,86,50.0,36,72
113,T103,T103,Ron Whittaker,54,50.0,28,56
114,115,115,Jeff Overton,103,49.57,58,117
115,116,116,Sean O'Hair,81,49.41,42,85
116,117,117,Robert Gamez,79,49.37,39,79
117,118,118,Richard Johnson,60,49.35,38,77
118,119,119,Lee Janzen,89,49.33,37,75
119,120,120,Corey Pavin,69,49.32,36,73
120,T121,T121,Justin Bolli,87,49.3,35,71
121,T121,T121,Trevor Immelman,70,49.3,35,71
122,T121,T121,Heath Slocum,104,49.3,35,71
123,124,124,Jason Allred,63,49.28,34,69
124,125,125,Brenden Pappas,66,49.21,31,63
125,126,126,Mark Wilson,107,49.11,55,112
126,127,127,K.J. Choi,74,49.09,27,55
127,128,128,Fred Couples,60,49.06,26,53
128,129,129,Johnson Wagner,83,48.86,43,88
129,T130,T130,Tim Clark,90,48.68,37,76
130,T130,T130,Davis Love III,78,48.68,37,76
131,132,132,Jonathan Byrd,88,48.65,36,74
132,133,133,Omar Uresti,74,48.53,33,68
133,134,134,Ryan Armour,87,48.48,48,99
134,T135,T135,Paul Claxton,63,48.21,27,56
135,T135,T135,Mathias Grönberg,87,48.21,54,112
136,137,137,Cliff Kresge,84,48.19,40,83
137,138,138,Brandt Jobe,52,48.08,25,52
138,139,139,John Rollins,94,48.0,36,75
139,140,140,Jimmy Walker,73,47.83,33,69
140,141,141,Nick Flanagan,89,47.67,41,86
141,142,142,Troy Matteson,94,47.25,43,91
142,143,143,Cody Freeman,66,47.22,34,72
143,144,144,Tim Petrovic,97,47.19,42,89
144,145,145,Pat Perez,93,47.06,32,68
145,146,146,Ian Poulter,51,46.94,23,49
146,147,147,Ryan Moore,72,46.91,38,81
147,148,148,Woody Austin,109,46.79,51,109
148,149,149,Jon Mills,95,46.75,36,77
149,T150,T150,Shane Bertsch,96,46.53,47,101
150,T150,T150,George McNeill,97,46.53,47,101
151,152,152,Jay Williamson,96,46.48,33,71
152,153,153,John Merrick,98,46.34,38,82
153,154,154,Jason Gore,94,46.32,44,95
154,155,155,Matt Jones,95,46.08,47,102
155,156,156,Chris Stroud,81,46.03,29,63
156,157,157,Charley Hoffman,94,45.98,40,87
157,158,158,Chad Campbell,94,45.88,39,85
158,159,159,Nicholas Thompson,113,45.79,49,107
159,160,160,Andres Romero,69,45.45,25,55
160,161,161,Brad Adamonis,87,45.36,44,97
161,162,162,Kenny Perry,97,45.33,34,75
162,163,163,Steve Elkington,84,45.12,37,82
163,164,164,Tom Scherrer,56,44.68,21,47
164,165,165,Marco Dawson,64,44.62,29,65
165,166,166,Geoff Ogilvy,65,44.44,20,45
166,T167,T167,Hunter Mahan,87,44.16,34,77
167,T167,T167,Brett Rumford,72,44.16,34,77
168,169,169,Robert Allenby,108,43.9,36,82
169,170,170,Ryan Palmer,69,43.84,32,73
170,171,171,Peter Lonard,92,43.68,38,87
171,172,172,David Toms,70,43.55,27,62
172,173,173,Carlos Franco,73,43.37,36,83
173,174,174,Robert Garrigus,90,43.18,38,88
174,175,175,Jeff Maggert,86,43.0,43,100
175,176,176,Charles Warren,79,42.86,33,77
176,177,177,Rich Beem,90,42.31,33,78
177,178,178,Camilo Villegas,79,42.19,27,64
178,179,179,D.J. Trahan,94,42.11,32,76
179,180,180,Todd Hamilton,92,41.84,41,98
180,181,181,Dustin Johnson,92,41.76,38,91
181,182,182,John Huston,56,41.67,20,48
182,183,183,Chez Reavie,102,41.46,34,82
183,184,184,Zach Johnson,85,41.18,28,68
184,185,185,Kevin Stadler,90,40.51,32,79
185,186,186,Kent Jones,68,39.34,24,61
186,187,187,Joe Durant,92,39.33,35,89
187,188,188,Travis Perkins,53,39.22,20,51
188,189,189,Jason Day,81,38.67,29,75
189,190,190,John Senden,93,38.46,30,78
190,191,191,Olin Browne,77,37.97,30,79
191,192,192,Alex Cejka,75,37.68,26,69
192,193,193,Michael Allen,91,37.33,28,75
193,194,194,Kyle Thompson,70,36.67,22,60
194,195,195,Billy Andrade,71,36.07,22,61
195,196,196,Tommy Gainey,60,34.09,15,44
196,197,197,Harrison Frazar,73,33.33,15,45
