,Proximity_to_Hole_from_Rough_RANK THIS WEEK,Proximity_to_Hole_from_Rough_RANK LAST WEEK,Proximity_to_Hole_from_Rough_PLAYER NAME,Proximity_to_Hole_from_Rough_ROUNDS,Proximity_to_Hole_from_Rough_AVG DTP,Proximity_to_Hole_from_Rough_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Rough_# OF SHOTS,Proximity_to_Hole_from_Rough_SCRAMBLING RANK
57,T55,T55,Freddie Jacobson,78,"7' 8""",1292.5,169,81
58,T55,T55,Kent Jones,68,"7' 8""",1000.0830000000001,130,105
59,T55,T55,Craig Kanada,65,"7' 8""",1004.75,131,24
60,T55,T55,Jon Mills,95,"7' 8""",1384.1670000000001,180,154
61,T55,T55,Adam Scott,51,"7' 8""",826.1669999999999,108,173
62,T63,T63,Todd Demsey,80,"7' 9""",1373.1670000000001,178,65
63,T63,T63,Charley Hoffman,94,"7' 9""",1903.75,245,93
64,T63,T63,David Lutterus,59,"7' 9""",971.9169999999999,126,184
65,T63,T63,Nick O'Hern,82,"7' 9""",1344.9170000000001,174,22
66,T63,T63,John Senden,93,"7' 9""",1477.1670000000001,190,156
67,T68,T68,Stuart Appleby,87,"7' 10""",1561.3329999999999,199,30
68,T68,T68,Mark Calcavecchia,67,"7' 10""",1090.083,139,161
69,T68,T68,Ben Curtis,80,"7' 10""",1271.333,163,46
70,T68,T68,Jeff Gove,50,"7' 10""",639.5830000000001,82,80
71,T68,T68,Nathan Green,95,"7' 10""",2091.0,267,32
72,T68,T68,Tim Herron,97,"7' 10""",1865.4170000000001,238,10
73,T68,T68,Scott Sterling,89,"7' 10""",1188.583,151,19
74,T75,T75,Bill Haas,99,"7' 11""",1950.6670000000001,247,148
75,T75,T75,Ryuji Imada,80,"7' 11""",1473.5,187,34
76,T75,T75,Stephen Leaney,53,"7' 11""",709.1669999999999,90,53
77,T75,T75,Jim McGovern,75,"7' 11""",1043.417,132,167
78,T75,T75,Sean O'Hair,81,"7' 11""",1519.1670000000001,191,134
79,T75,T75,Pat Perez,93,"7' 11""",1565.8329999999999,197,124
80,T75,T75,Tom Pernice Jr.,104,"7' 11""",1866.5,235,11
81,T75,T75,Heath Slocum,104,"7' 11""",1507.6670000000001,191,75
82,T75,T75,Kevin Sutherland,98,"7' 11""",1665.1670000000001,211,25
83,T75,T75,Omar Uresti,74,"7' 11""",1110.417,140,8
84,T75,T75,Ron Whittaker,54,"7' 11""",636.0,80,164
85,T75,T75,Mark Wilson,107,"7' 11""",2074.417,261,31
86,T87,T87,David Duval,51,"8' 0""",963.5,121,195
87,T87,T87,Kenneth Ferrie,72,"8' 0""",1152.75,144,145
88,T87,T87,Parker McLachlin,88,"8' 0""",1723.4170000000001,216,42
89,T87,T87,Rocco Mediate,87,"8' 0""",1406.1670000000001,175,109
90,T87,T87,Tom Scherrer,56,"8' 0""",932.5830000000001,116,126
91,T87,T87,Charlie Wi,97,"8' 0""",1683.8329999999999,210,4
92,T93,T93,Aaron Baddeley,76,"8' 1""",1524.6670000000001,189,60
93,T93,T93,Brian Davis,108,"8' 1""",2014.8329999999999,248,17
94,T93,T93,Glen Day,64,"8' 1""",1168.0,144,6
95,T93,T93,Charles Howell III,101,"8' 1""",2093.917,258,116
96,T93,T93,Will MacKenzie,62,"8' 1""",1315.5829999999999,162,130
97,T93,T93,John Mallinger,95,"8' 1""",1898.5,236,61
98,T93,T93,Shigeki Maruyama,50,"8' 1""",1041.167,129,14
99,T93,T93,Billy Mayfair,103,"8' 1""",1874.8329999999999,232,34
100,T93,T93,Chez Reavie,102,"8' 1""",1754.1670000000001,218,52
101,T102,T102,Ángel Cabrera,55,"8' 2""",985.5,121,180
102,T102,T102,Alex Cejka,75,"8' 2""",1266.667,155,140
103,T102,T102,Chad Collins,72,"8' 2""",1443.6670000000001,177,88
104,T102,T102,Chris DiMarco,87,"8' 2""",1586.0829999999999,194,114
105,T102,T102,Robert Gamez,79,"8' 2""",1395.25,171,162
106,T102,T102,Jason Gore,94,"8' 2""",1813.75,221,136
107,T102,T102,Davis Love III,78,"8' 2""",1392.0829999999999,171,145
108,T102,T102,Jesper Parnevik,88,"8' 2""",1848.6670000000001,227,23
109,T102,T102,D.J. Trahan,94,"8' 2""",1860.9170000000001,229,139
110,T111,T111,Michael Allen,91,"8' 3""",1560.6670000000001,190,110
111,T111,T111,Jason Allred,63,"8' 3""",1225.167,149,127
112,T111,T111,Nick Flanagan,89,"8' 3""",1862.5,225,179
113,T111,T111,Robert Garrigus,90,"8' 3""",2048.833,248,190
114,T111,T111,Dustin Johnson,92,"8' 3""",2163.333,261,192
115,T111,T111,Jeff Overton,103,"8' 3""",2219.333,269,125
116,T111,T111,Rod Pampling,83,"8' 3""",1455.1670000000001,176,129
117,T111,T111,Jin Park,85,"8' 3""",1604.9170000000001,195,128
118,T111,T111,Corey Pavin,69,"8' 3""",1268.583,153,3
119,T111,T111,Kenny Perry,97,"8' 3""",2094.417,254,90
120,T111,T111,Jeff Quinney,87,"8' 3""",1503.25,183,70
121,T122,T122,Billy Andrade,71,"8' 4""",1498.1670000000001,180,163
122,T122,T122,Chad Campbell,94,"8' 4""",1656.5,199,158
123,T122,T122,Alejandro Cañizares,52,"8' 4""",1029.75,124,111
124,T122,T122,Mark Hensby,71,"8' 4""",1244.833,150,185
125,T122,T122,Martin Laird,98,"8' 4""",1821.4170000000001,218,117
126,T122,T122,Tom Lehman,51,"8' 4""",849.5830000000001,102,101
127,T122,T122,John Merrick,98,"8' 4""",1734.75,209,160
128,T122,T122,Nicholas Thompson,113,"8' 4""",2241.083,270,85
129,T122,T122,David Toms,70,"8' 4""",978.8330000000001,117,187
130,T122,T122,Johnson Wagner,83,"8' 4""",1642.8329999999999,197,103
131,T122,T122,Bubba Watson,97,"8' 4""",1821.5829999999999,218,156
132,T122,T122,Jay Williamson,96,"8' 4""",1427.6670000000001,171,159
133,T134,T134,Ben Crane,86,"8' 5""",1508.4170000000001,179,16
134,T134,T134,Carlos Franco,73,"8' 5""",1337.6670000000001,159,153
135,T134,T134,Lucas Glover,91,"8' 5""",1861.1670000000001,222,115
136,T134,T134,J.P. Hayes,67,"8' 5""",1393.5829999999999,165,73
137,T134,T134,Matt Jones,95,"8' 5""",2276.667,271,62
138,T139,T139,Ryan Armour,87,"8' 6""",1677.0,197,194
139,T139,T139,Olin Browne,77,"8' 6""",1346.0,158,113
140,T139,T139,Stewart Cink,87,"8' 6""",1363.75,161,142
141,T139,T139,Joe Ogilvie,100,"8' 6""",2163.333,254,62
142,T139,T139,John Rollins,94,"8' 6""",1719.0829999999999,203,43
143,T144,T144,Mathias Grönberg,87,"8' 7""",1858.3329999999999,216,121
144,T144,T144,Todd Hamilton,92,"8' 7""",1530.75,178,168
145,T144,T144,J.J. Henry,108,"8' 7""",1763.8329999999999,206,143
146,T144,T144,John Huston,56,"8' 7""",905.75,106,79
147,T144,T144,Ted Purdy,68,"8' 7""",1280.25,149,123
148,T144,T144,John Riegger,73,"8' 7""",1267.833,147,58
149,T150,T150,Cameron Beckman,87,"8' 8""",1664.75,193,69
150,T150,T150,Paul Claxton,63,"8' 8""",1009.9169999999999,116,178
151,T150,T150,Jason Day,81,"8' 8""",1950.8329999999999,226,94
152,T150,T150,Greg Kraft,63,"8' 8""",1340.9170000000001,154,64
153,T150,T150,Frank Lickliter II,107,"8' 8""",2536.083,292,87
154,T150,T150,Steve Lowery,74,"8' 8""",1621.3329999999999,187,141
155,T150,T150,Rory Sabbatini,77,"8' 8""",1355.6670000000001,157,122
156,T150,T150,Kevin Streelman,114,"8' 8""",2223.75,256,56
157,T158,T158,Rich Beem,90,"8' 9""",1569.9170000000001,180,169
158,T158,T158,James Driscoll,85,"8' 9""",1683.3329999999999,193,155
159,T158,T158,Brandt Jobe,52,"8' 9""",1038.0,119,172
160,T158,T158,George McNeill,97,"8' 9""",1964.3329999999999,225,191
161,T158,T158,Chris Stroud,81,"8' 9""",1473.6670000000001,168,165
162,T163,T163,Daniel Chopra,84,"8' 10""",2033.8329999999999,231,95
163,T163,T163,Brad Elder,67,"8' 10""",1112.25,126,37
164,T163,T163,Harrison Frazar,73,"8' 10""",1194.083,135,175
165,T163,T163,Steve Marino,119,"8' 10""",2084.333,237,55
166,T163,T163,Ryan Palmer,69,"8' 10""",1357.0829999999999,153,138
167,T163,T163,Kyle Thompson,70,"8' 10""",1376.4170000000001,156,183
168,T163,T163,Bo Van Pelt,101,"8' 10""",1903.25,216,118
169,T170,T170,Jeff Maggert,86,"8' 11""",1777.5829999999999,200,133
170,T170,T170,Brett Quigley,80,"8' 11""",1531.8329999999999,172,97
171,T170,T170,Vaughn Taylor,103,"8' 11""",2406.25,269,92
172,T170,T170,Marc Turnesa,87,"8' 11""",1863.5829999999999,209,41
173,T174,T174,Justin Bolli,87,"9' 0""",1578.0,176,182
174,T174,T174,Steve Elkington,84,"9' 0""",1524.3329999999999,169,78
175,T174,T174,Dudley Hart,74,"9' 0""",1378.6670000000001,153,20
176,T174,T174,Richard Johnson,77,"9' 0""",2199.167,244,67
177,T174,T174,Bob Sowards,61,"9' 0""",1200.333,133,150
178,T174,T174,Kevin Stadler,90,"9' 0""",1832.8329999999999,204,186
179,T180,T180,Brad Adamonis,87,"9' 1""",1894.1670000000001,208,131
180,T180,T180,Tommy Gainey,60,"9' 1""",1089.917,120,197
181,T180,T180,Scott McCarron,63,"9' 1""",1224.083,135,59
182,T183,T183,Bob Estes,90,"9' 2""",1761.1670000000001,193,33
183,T183,T183,Richard Johnson,60,"9' 2""",1177.583,129,97
184,185,185,Steve Allan,58,"9' 3""",1219.25,132,175
185,186,186,Troy Matteson,94,"9' 4""",2332.5,249,173
186,T187,T187,Ryan Moore,72,"9' 5""",1682.0,179,48
187,T187,T187,Tag Ridings,88,"9' 5""",2304.583,245,118
188,T189,T189,Paul Casey,55,"9' 6""",994.4169999999999,105,188
189,T189,T189,Joe Durant,92,"9' 6""",1694.1670000000001,178,189
190,T189,T189,Jimmy Walker,73,"9' 6""",1800.25,190,134
191,T189,T189,Charles Warren,79,"9' 6""",1958.5829999999999,206,196
192,T189,T189,Boo Weekley,86,"9' 6""",1558.5,164,106
193,T194,T194,Mathew Goggin,91,"9' 9""",1895.9170000000001,194,77
194,T194,T194,Travis Perkins,53,"9' 9""",1261.667,129,193
195,196,196,Robert Allenby,108,"9' 10""",2004.5,203,149
196,197,197,Hunter Mahan,87,"10' 7""",1831.1670000000001,173,170
