,Scrambling_from__10_yards_RANK THIS WEEK,Scrambling_from__10_yards_RANK LAST WEEK,Scrambling_from__10_yards_PLAYER NAME,Scrambling_from__10_yards_ROUNDS,Scrambling_from__10_yards_%,Scrambling_from__10_yards_SUCCESSES,Scrambling_from__10_yards_ATTEMPTS
0,1,1,Chad Collins,72,94.52,69,73
1,2,2,Carlos Franco,73,94.12,64,68
2,T3,T3,Todd Demsey,80,93.75,60,64
3,T3,T3,Bob Tway,70,93.75,60,64
4,5,5,Ryuji Imada,80,93.55,87,93
5,6,6,Nathan Green,95,92.86,117,126
6,T7,T7,Jeff Quinney,87,92.77,77,83
7,T7,T7,John Riegger,73,92.77,77,83
8,9,9,Shigeki Maruyama,50,92.31,48,52
9,10,10,Brian Gay,102,92.17,106,115
10,11,11,Jesper Parnevik,88,92.13,82,89
11,12,12,Chris Stroud,81,92.11,70,76
12,13,13,Kevin Sutherland,98,92.08,93,101
13,14,14,Andres Romero,69,91.89,68,74
14,15,15,Ben Curtis,80,91.86,79,86
15,16,16,Retief Goosen,59,91.8,56,61
16,17,17,Ben Crane,86,91.58,87,95
17,18,18,Stephen Ames,83,91.46,75,82
18,19,19,Justin Leonard,101,91.11,82,90
19,20,20,Bob Estes,90,91.09,92,101
20,21,21,Ron Whittaker,54,90.7,39,43
21,22,22,Scott McCarron,63,90.63,58,64
22,23,23,Aaron Baddeley,76,90.36,75,83
23,24,24,Corey Pavin,69,90.28,65,72
24,25,25,Vijay Singh,82,90.24,74,82
25,T26,T26,Shane Bertsch,96,90.0,117,130
26,T26,T26,Geoff Ogilvy,65,90.0,63,70
27,28,28,Doug LaBelle II,65,89.83,53,59
28,29,29,Ryan Moore,72,89.8,88,98
29,30,30,Tim Clark,90,89.58,86,96
30,T31,T31,Phil Mickelson,80,89.23,58,65
31,T31,T31,Kevin Streelman,114,89.23,116,130
32,T33,T33,Charley Hoffman,94,88.89,104,117
33,T33,T33,Richard Johnson,77,88.89,80,90
34,T33,T33,Charlie Wi,97,88.89,96,108
35,36,36,Ken Duke,116,88.72,118,133
36,37,37,Matt Kuchar,88,88.54,85,96
37,38,38,John Mallinger,95,88.52,108,122
38,39,39,Dudley Hart,74,88.46,69,78
39,40,40,Steve Marino,119,88.43,107,121
40,41,41,Nick O'Hern,82,88.35,91,103
41,T42,T42,Jim Furyk,95,88.3,83,94
42,T42,T42,Marc Turnesa,87,88.3,83,94
43,T44,T44,Stewart Cink,87,88.24,60,68
44,T44,T44,Jeff Gove,50,88.24,45,51
45,T44,T44,J.J. Henry,108,88.24,75,85
46,47,47,Scott Verplank,82,88.12,89,101
47,48,48,Brenden Pappas,66,88.06,59,67
48,49,49,Martin Laird,98,88.04,81,92
49,50,50,Tim Wilkinson,95,87.95,73,83
50,51,51,Brad Elder,67,87.93,51,58
51,T52,T52,Anthony Kim,81,87.5,70,80
52,T52,T52,Rod Pampling,83,87.5,70,80
53,54,54,Glen Day,64,87.21,75,86
54,55,55,Tag Ridings,88,87.2,109,125
55,56,56,Richard Johnson,60,87.18,34,39
56,57,57,Steve Stricker,75,87.14,61,70
57,58,58,Ángel Cabrera,55,87.1,54,62
58,59,59,Padraig Harrington,52,87.04,47,54
59,T60,T60,Tom Pernice Jr.,104,86.96,120,138
60,T60,T60,Scott Sterling,89,86.96,80,92
61,62,62,Brandt Snedeker,85,86.9,73,84
62,63,63,Jonathan Byrd,88,86.84,99,114
63,64,64,Tim Herron,97,86.82,112,129
64,65,65,Brett Rumford,72,86.76,59,68
65,66,66,Eric Axley,113,86.73,98,113
66,67,67,Tommy Gainey,60,86.67,39,45
67,68,68,Nick Flanagan,89,86.54,90,104
68,T69,T69,Billy Mayfair,103,86.46,83,96
69,T69,T69,Pat Perez,93,86.46,83,96
70,71,71,Brian Davis,108,86.4,108,125
71,72,72,Chad Campbell,94,86.27,88,102
72,73,73,Fred Couples,60,86.15,56,65
73,74,74,Paul Goydos,78,86.08,68,79
74,T75,T75,Jason Day,81,86.02,80,93
75,T75,T75,Matt Jones,95,86.02,80,93
76,T77,T77,Tom Lehman,51,86.0,43,50
77,T77,T77,Ian Poulter,51,86.0,43,50
78,79,79,Kyle Thompson,70,85.92,61,71
79,80,80,Woody Austin,109,85.83,103,120
80,81,81,Mark Wilson,107,85.71,108,126
81,T82,T82,Kevin Na,97,85.6,107,125
82,T82,T82,Heath Slocum,104,85.6,107,125
83,84,84,D.J. Trahan,94,85.59,95,111
84,85,85,Charles Howell III,101,85.58,89,104
85,86,86,Bart Bryant,81,85.57,83,97
86,87,87,Alex Cejka,75,85.56,77,90
87,88,88,Omar Uresti,74,85.53,65,76
88,T89,T89,Alejandro Cañizares,52,85.45,47,55
89,T89,T89,Stephen Leaney,53,85.45,47,55
90,91,91,Michael Allen,91,85.42,82,96
91,92,92,Todd Hamilton,92,85.39,76,89
92,93,93,Patrick Sheehan,124,85.35,134,157
93,94,94,Boo Weekley,86,85.33,64,75
94,T95,T95,Briny Baird,113,85.29,87,102
95,T95,T95,Sergio Garcia,72,85.29,58,68
96,97,97,Gavin Coles,54,85.25,52,61
97,T98,T98,Harrison Frazar,73,85.14,63,74
98,T98,T98,Ryan Palmer,69,85.14,63,74
99,100,100,Zach Johnson,85,85.06,74,87
100,T101,T101,Will MacKenzie,62,85.0,51,60
101,T101,T101,Chez Reavie,102,85.0,119,140
102,103,103,Dean Wilson,109,84.95,79,93
103,T104,T104,Stuart Appleby,87,84.81,67,79
104,T104,T104,Camilo Villegas,79,84.81,67,79
105,106,106,Chris Riley,51,84.78,39,46
106,107,107,Jason Allred,63,84.75,50,59
107,T108,T108,Davis Love III,78,84.71,72,85
108,T108,T108,Sean O'Hair,81,84.71,72,85
109,110,110,Peter Lonard,92,84.54,82,97
110,111,111,Parker McLachlin,88,84.47,87,103
111,112,112,Freddie Jacobson,78,84.44,76,90
112,113,113,Jerry Kelly,89,84.31,86,102
113,114,114,Rocco Mediate,87,84.21,80,95
114,T115,T115,John Merrick,98,84.16,85,101
115,T115,T115,Bo Van Pelt,101,84.16,85,101
116,117,117,Rory Sabbatini,77,84.15,69,82
117,118,118,Nicholas Thompson,113,84.09,111,132
118,119,119,Nick Watney,96,84.0,84,100
119,120,120,Jeff Overton,103,83.96,89,106
