,Proximity_to_Hole_from_10-20_yards_RANK THIS WEEK,Proximity_to_Hole_from_10-20_yards_RANK LAST WEEK,Proximity_to_Hole_from_10-20_yards_PLAYER NAME,Proximity_to_Hole_from_10-20_yards_ROUNDS,Proximity_to_Hole_from_10-20_yards_AVG DTP,Proximity_to_Hole_from_10-20_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_10-20_yards_# OF SHOTS,Proximity_to_Hole_from_10-20_yards_SCRAMBLING RANK
0,1,1,Steve Flesch,95,"5' 4""",1119.417,209,44
1,T2,T2,Retief Goosen,59,"5' 7""",745.6669999999999,134,76
2,T2,T2,Padraig Harrington,52,"5' 7""",573.1669999999999,102,21
3,4,4,Adam Scott,51,"5' 8""",592.5830000000001,104,173
4,5,5,Rod Pampling,83,"5' 9""",1175.833,204,129
5,T6,T6,Phil Mickelson,80,"5' 10""",1117.583,192,26
6,T6,T6,Omar Uresti,74,"5' 10""",1130.583,195,8
7,T6,T6,Scott Verplank,82,"5' 10""",1082.917,186,83
8,9,9,Mike Weir,88,"5' 11""",1136.25,193,7
9,T10,T10,Bart Bryant,81,"6' 1""",1231.833,202,47
10,T10,T10,Corey Pavin,69,"6' 1""",1133.083,186,3
11,T10,T10,Vijay Singh,82,"6' 1""",1070.833,176,51
12,T10,T10,Kevin Sutherland,98,"6' 1""",1426.0829999999999,233,25
13,T14,T14,Alejandro Cañizares,52,"6' 2""",719.75,117,111
14,T14,T14,Brian Davis,108,"6' 2""",1860.1670000000001,301,17
15,T14,T14,Marco Dawson,64,"6' 2""",1041.75,170,144
16,T14,T14,Jim Furyk,95,"6' 2""",1286.333,208,29
17,T14,T14,Lee Janzen,89,"6' 2""",1349.5,219,91
18,T14,T14,Shigeki Maruyama,50,"6' 2""",823.0,134,14
19,T14,T14,Chris Riley,51,"6' 2""",792.4169999999999,128,2
20,T14,T14,Charlie Wi,97,"6' 2""",1509.5829999999999,244,4
21,T22,T22,Jonathan Byrd,88,"6' 3""",1392.8329999999999,224,72
22,T22,T22,Trevor Immelman,70,"6' 3""",873.4169999999999,140,181
23,T22,T22,Freddie Jacobson,78,"6' 3""",1169.25,187,81
24,T22,T22,Carl Pettersson,110,"6' 3""",1807.0,290,49
25,T22,T22,Ian Poulter,51,"6' 3""",653.75,104,120
26,T22,T22,Brett Quigley,80,"6' 3""",1460.0829999999999,234,97
27,T22,T22,Brett Rumford,72,"6' 3""",1200.75,192,151
28,T29,T29,Ernie Els,51,"6' 4""",685.3330000000001,108,112
29,T29,T29,Matt Jones,95,"6' 4""",1777.3329999999999,282,62
30,T29,T29,Craig Kanada,65,"6' 4""",1068.667,169,24
31,T29,T29,Matt Kuchar,88,"6' 4""",1253.083,198,14
32,T29,T29,John Mallinger,95,"6' 4""",1765.4170000000001,280,61
33,T29,T29,John Riegger,73,"6' 4""",1017.75,161,58
34,T35,T35,Ben Curtis,80,"6' 5""",1215.083,189,46
35,T35,T35,Brian Gay,102,"6' 5""",1568.4170000000001,244,1
36,T35,T35,Scott McCarron,63,"6' 5""",1071.25,168,59
37,T35,T35,Kevin Na,97,"6' 5""",2011.5,313,13
38,T35,T35,Steve Stricker,75,"6' 5""",1027.083,161,12
39,T35,T35,Nicholas Thompson,113,"6' 5""",2118.75,331,85
40,T41,T41,Jason Allred,63,"6' 6""",1066.667,164,127
41,T41,T41,K.J. Choi,74,"6' 6""",1040.083,159,95
42,T41,T41,Chad Collins,72,"6' 6""",1266.833,196,88
43,T41,T41,Todd Demsey,80,"6' 6""",1515.6670000000001,234,65
44,T41,T41,Ken Duke,116,"6' 6""",1996.8329999999999,307,82
45,T41,T41,Jeff Gove,50,"6' 6""",746.0,115,80
46,T41,T41,Dudley Hart,74,"6' 6""",1159.417,178,20
47,T41,T41,Doug LaBelle II,65,"6' 6""",867.5,134,68
48,T41,T41,Nick O'Hern,82,"6' 6""",1251.75,192,22
49,T41,T41,Tom Pernice Jr.,104,"6' 6""",1765.8329999999999,273,11
50,T41,T41,Bob Tway,70,"6' 6""",1038.083,159,27
51,T52,T52,Paul Goydos,78,"6' 7""",1375.25,209,74
52,T52,T52,Ryuji Imada,80,"6' 7""",1297.5,197,34
53,T52,T52,Richard Johnson,77,"6' 7""",1674.75,254,67
54,T52,T52,Cliff Kresge,84,"6' 7""",1451.3329999999999,220,166
55,T52,T52,Tom Lehman,51,"6' 7""",811.75,123,101
56,T52,T52,Brenden Pappas,66,"6' 7""",1155.75,176,50
57,T52,T52,Jesper Parnevik,88,"6' 7""",1639.0,249,23
58,T52,T52,David Toms,70,"6' 7""",1169.75,177,187
59,T52,T52,Nick Watney,96,"6' 7""",1753.3329999999999,267,101
60,T52,T52,Tim Wilkinson,95,"6' 7""",1738.6670000000001,263,28
61,T52,T52,Mark Wilson,107,"6' 7""",1935.75,293,31
62,T63,T63,Paul Claxton,63,"6' 8""",961.0830000000001,145,178
63,T63,T63,Glen Day,64,"6' 8""",1092.333,163,6
64,T63,T63,Robert Gamez,79,"6' 8""",1321.5,197,162
65,T63,T63,J.B. Holmes,86,"6' 8""",1456.0829999999999,218,152
66,T63,T63,Peter Lonard,92,"6' 8""",1665.9170000000001,250,107
67,T63,T63,George McNeill,97,"6' 8""",1766.0829999999999,264,191
68,T63,T63,Geoff Ogilvy,65,"6' 8""",984.25,147,38
