,Scrambling_from__30_yards_RANK THIS WEEK,Scrambling_from__30_yards_RANK LAST WEEK,Scrambling_from__30_yards_PLAYER NAME,Scrambling_from__30_yards_ROUNDS,Scrambling_from__30_yards_%,Scrambling_from__30_yards_SUCCESSES,Scrambling_from__30_yards_ATTEMPTS
163,164,164,Kevin Streelman,114,22.99,20,87
164,165,165,David Lutterus,59,22.97,17,74
165,166,166,Padraig Harrington,52,22.86,8,35
166,167,167,Joe Durant,92,22.73,15,66
167,168,168,John Merrick,98,22.62,19,84
168,169,169,Trevor Immelman,70,22.5,18,80
169,T170,T170,Craig Kanada,65,22.06,15,68
170,T170,T170,Bob Sowards,61,22.06,15,68
171,172,172,Gavin Coles,54,21.88,7,32
172,173,173,Marc Turnesa,87,21.84,19,87
173,174,174,Charley Hoffman,94,21.69,18,83
174,175,175,Andres Romero,69,21.67,13,60
175,176,176,James Driscoll,85,21.51,20,93
176,177,177,Steve Allan,58,21.31,13,61
177,178,178,Richard Johnson,77,21.28,20,94
178,179,179,Mark Hensby,71,20.48,17,83
179,180,180,Troy Matteson,94,20.43,19,93
180,181,181,Nick Watney,96,20.24,17,84
181,T182,T182,Tag Ridings,88,20.21,19,94
182,T182,T182,Y.E. Yang,89,20.21,19,94
183,184,184,Rocco Mediate,87,20.0,14,70
184,185,185,Kevin Stadler,90,19.74,15,76
185,186,186,Kyle Thompson,70,19.51,16,82
186,187,187,Jon Mills,95,19.0,19,100
187,188,188,Ryan Palmer,69,18.87,10,53
188,189,189,Jason Gore,94,18.84,13,69
189,190,190,Harrison Frazar,73,17.19,11,64
190,191,191,Tommy Gainey,60,17.11,13,76
191,192,192,Dustin Johnson,92,16.0,16,100
192,193,193,Paul Casey,55,15.63,5,32
193,194,194,Nick Flanagan,89,15.38,12,78
194,195,195,Robert Garrigus,90,15.12,13,86
195,196,196,Ángel Cabrera,55,13.46,7,52
196,197,197,John Riegger,73,12.73,7,55
