,Proximity_to_Hole_from__10_yards_RANK THIS WEEK,Proximity_to_Hole_from__10_yards_RANK LAST WEEK,Proximity_to_Hole_from__10_yards_PLAYER NAME,Proximity_to_Hole_from__10_yards_ROUNDS,Proximity_to_Hole_from__10_yards_AVG DTP,Proximity_to_Hole_from__10_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from__10_yards_# OF SHOTS,Proximity_to_Hole_from__10_yards_SCRAMBLING RANK
146,T139,T139,Dustin Johnson,92,"3' 11""",573.4169999999999,146,192
147,T139,T139,Rocco Mediate,87,"3' 11""",480.667,122,109
148,T139,T139,Sean O'Hair,81,"3' 11""",426.917,110,134
149,T139,T139,Travis Perkins,53,"3' 11""",301.41700000000003,77,193
150,T139,T139,Brett Quigley,80,"3' 11""",365.833,94,97
151,T139,T139,Rory Sabbatini,77,"3' 11""",372.167,95,122
152,T139,T139,John Senden,93,"3' 11""",530.25,135,156
153,T139,T139,Nick Watney,96,"3' 11""",505.833,130,101
154,T155,T155,Robert Allenby,108,"4' 0""",490.917,122,149
155,T155,T155,Chris DiMarco,87,"4' 0""",472.25,119,114
156,T155,T155,Todd Hamilton,92,"4' 0""",452.083,112,168
157,T155,T155,Freddie Jacobson,78,"4' 0""",441.25,111,81
158,T155,T155,Richard Johnson,60,"4' 0""",218.5,55,97
159,T155,T155,Steve Lowery,74,"4' 0""",467.25,118,141
160,T155,T155,Jon Mills,95,"4' 0""",523.1669999999999,130,154
161,T155,T155,Jin Park,85,"4' 0""",453.667,113,128
162,T155,T155,Brandt Snedeker,85,"4' 0""",440.5,109,100
163,T164,T164,Ryan Armour,87,"4' 1""",519.1669999999999,126,194
164,T164,T164,Justin Bolli,87,"4' 1""",424.583,104,182
165,T164,T164,Chad Campbell,94,"4' 1""",527.75,130,158
166,T164,T164,Steve Flesch,95,"4' 1""",536.8330000000001,132,44
167,T164,T164,Jason Gore,94,"4' 1""",507.333,123,136
168,T164,T164,Joe Ogilvie,100,"4' 1""",612.0,149,62
169,T164,T164,John Rollins,94,"4' 1""",527.9169999999999,130,43
170,T164,T164,Bob Sowards,61,"4' 1""",349.5,85,150
171,T164,T164,Kevin Stadler,90,"4' 1""",538.75,131,186
172,T164,T164,Jimmy Walker,73,"4' 1""",400.0,98,134
173,T174,T174,Brad Adamonis,87,"4' 2""",402.083,97,131
174,T174,T174,James Driscoll,85,"4' 2""",412.917,99,155
175,T174,T174,Jeff Overton,103,"4' 2""",590.3330000000001,141,125
176,T174,T174,Kyle Thompson,70,"4' 2""",386.833,92,183
177,T178,T178,Marco Dawson,64,"4' 3""",434.333,102,144
178,T178,T178,Kent Jones,68,"4' 3""",346.917,82,105
179,T178,T178,Martin Laird,98,"4' 3""",491.667,115,117
180,T178,T178,Nicholas Thompson,113,"4' 3""",707.75,165,85
181,T178,T178,Bo Van Pelt,101,"4' 3""",576.1669999999999,135,118
182,T178,T178,Boo Weekley,86,"4' 3""",358.167,85,106
183,T184,T184,Cameron Beckman,87,"4' 4""",480.0,111,69
184,T184,T184,Kenneth Ferrie,72,"4' 4""",416.25,96,145
185,T184,T184,Billy Mayfair,103,"4' 4""",537.8330000000001,125,34
186,T184,T184,Carl Pettersson,110,"4' 4""",694.8330000000001,161,49
187,T184,T184,Vaughn Taylor,103,"4' 4""",632.8330000000001,145,92
188,T189,T189,Joe Durant,92,"4' 5""",447.917,101,189
189,T189,T189,Steve Elkington,84,"4' 5""",434.833,98,78
190,T189,T189,Ryan Palmer,69,"4' 5""",404.25,92,138
191,192,192,Charles Warren,79,"4' 6""",528.1669999999999,118,196
192,193,193,Tom Scherrer,56,"4' 7""",332.333,73,126
193,194,194,Y.E. Yang,89,"4' 8""",646.0,138,137
194,T195,T195,Mark Calcavecchia,67,"4' 9""",486.333,103,161
195,T195,T195,Adam Scott,51,"4' 9""",321.75,68,173
196,197,197,Paul Casey,55,"5' 1""",306.83299999999997,60,188
