,Scrambling_from_10-20_yards_RANK THIS WEEK,Scrambling_from_10-20_yards_RANK LAST WEEK,Scrambling_from_10-20_yards_PLAYER NAME,Scrambling_from_10-20_yards_ROUNDS,Scrambling_from_10-20_yards_%,Scrambling_from_10-20_yards_SUCCESSES,Scrambling_from_10-20_yards_ATTEMPTS
0,1,1,Jim Furyk,84,77.71,129,166
1,2,2,Justin Leonard,75,75.14,133,177
2,3,3,Jason Day,54,74.39,61,82
3,4,4,Russell Knox,92,73.46,155,211
4,5,5,Brendon Todd,108,72.76,179,246
5,6,6,Bud Cauley,56,72.03,85,118
6,7,7,David Toms,64,72.0,90,125
7,8,8,Andres Romero,81,71.82,158,220
8,9,9,Rickie Fowler,91,71.81,107,149
9,10,10,Kevin Na,94,71.23,156,219
10,11,11,Charlie Wi,72,71.22,146,205
11,12,12,Matt Every,85,71.11,128,180
12,13,13,Jonas Blixt,64,71.07,86,121
13,14,14,Mike Weir,69,71.05,108,152
14,15,15,Charl Schwartzel,64,70.86,107,151
15,16,16,Richard Lee,80,70.65,142,201
16,17,17,Luke Donald,57,70.54,79,112
17,18,18,Brian Harman,111,70.5,196,278
18,19,19,David Hearn,97,70.42,150,213
19,20,20,Matt Kuchar,91,70.41,138,196
20,21,21,John Senden,99,70.1,136,194
21,22,22,Cameron Tringale,111,70.08,178,254
22,T23,T23,Zach Johnson,97,69.85,139,199
23,T23,T23,D.H. Lee,54,69.85,95,136
24,25,25,Graeme McDowell,66,69.77,90,129
25,26,26,Jhonattan Vegas,77,69.75,113,162
26,27,27,Greg Chalmers,85,69.74,159,228
27,28,28,Vijay Singh,83,69.65,140,201
28,29,29,Keegan Bradley,89,69.64,117,168
29,30,30,Jeff Overton,80,69.61,126,181
30,31,31,Jerry Kelly,80,69.59,119,171
31,32,32,Sergio Garcia,61,69.52,73,105
32,33,33,Phil Mickelson,71,69.5,98,141
33,34,34,Tim Wilkinson,86,69.46,141,203
34,35,35,Heath Slocum,71,69.28,106,153
35,36,36,Adam Scott,68,69.06,96,139
36,37,37,Patrick Reed,92,69.0,138,200
37,38,38,Brian Gay,81,68.95,131,190
38,39,39,Gonzalo Fernandez-Castaño,83,68.93,142,206
39,T40,T40,Tim Clark,75,68.85,126,183
40,T40,T40,Ernie Els,85,68.85,126,183
41,42,42,Pat Perez,84,68.68,125,182
42,43,43,Scott Langley,95,68.58,155,226
43,T44,T44,Aaron Baddeley,74,68.57,120,175
44,T44,T44,Jordan Spieth,102,68.57,168,245
45,46,46,Y.E. Yang,79,68.51,124,181
46,47,47,Chris Stroud,88,68.48,126,184
47,48,48,Brice Garnett,92,68.37,134,196
48,49,49,Paul Casey,56,68.33,82,120
49,50,50,Lee Westwood,57,68.29,84,123
50,51,51,Tyrone Van Aswegen,79,68.21,133,195
51,52,52,Bo Van Pelt,83,68.07,113,166
52,53,53,Justin Rose,70,68.03,83,122
53,54,54,Chris Kirk,105,67.98,155,228
54,55,55,Brad Fritsch,50,67.96,70,103
55,T56,T56,William McGirt,96,67.93,161,237
56,T56,T56,Jimmy Walker,98,67.93,125,184
57,58,58,Spencer Levin,59,67.88,93,137
58,59,59,Morgan Hoffmann,103,67.66,159,235
59,60,60,K.J. Choi,80,67.51,133,197
60,61,61,Charles Howell III,106,67.5,162,240
61,62,62,Luke Guthrie,85,67.48,139,206
62,63,63,Chad Campbell,57,67.39,62,92
63,64,64,John Huh,87,67.36,130,193
64,65,65,Ben Curtis,77,67.09,106,158
65,66,66,Chad Collins,78,67.03,122,182
66,67,67,Ricky Barnes,92,66.96,154,230
67,68,68,Rory McIlroy,66,66.95,79,118
68,69,69,Billy Horschel,92,66.9,95,142
69,70,70,Stuart Appleby,92,66.81,153,229
70,71,71,Charley Hoffman,93,66.5,137,206
71,72,72,Webb Simpson,87,66.48,119,179
72,73,73,Ian Poulter,57,66.38,77,116
73,74,74,Retief Goosen,94,66.33,132,199
74,75,75,Brian Davis,93,66.21,145,219
75,76,76,Johnson Wagner,69,66.08,113,171
76,77,77,Seung-Yul Noh,92,66.07,111,168
77,78,78,Brooks Koepka,56,65.81,77,117
78,T79,T79,Bryce Molder,77,65.66,109,166
79,T79,T79,"Ted Potter, Jr.",68,65.66,109,166
80,81,81,Sean O'Hair,77,65.59,122,186
81,82,82,Bronson La'Cassie,51,65.52,76,116
82,83,83,Robert Allenby,83,65.5,112,171
83,84,84,Sangmoon Bae,76,65.26,124,190
84,85,85,Andrew Svoboda,77,65.22,105,161
85,86,86,Ben Crane,81,65.14,142,218
86,87,87,Jason Kokrak,65,65.06,108,166
87,88,88,Harris English,95,65.05,121,186
88,89,89,Billy Hurley III,86,64.92,124,191
89,90,90,Bill Haas,107,64.89,122,188
90,91,91,Brandt Snedeker,89,64.86,120,185
91,92,92,Brendon de Jonge,109,64.84,166,256
92,93,93,Ryan Moore,86,64.81,105,162
93,94,94,Ryo Ishikawa,75,64.78,103,159
94,95,95,Freddie Jacobson,91,64.71,154,238
95,96,96,Bubba Watson,76,64.66,86,133
96,97,97,Carl Pettersson,91,64.65,128,198
97,T98,T98,Chesson Hadley,84,64.62,126,195
98,T98,T98,Brian Stuard,91,64.62,126,195
99,100,100,Rory Sabbatini,82,64.55,122,189
100,101,101,Jeff Maggert,54,64.46,78,121
101,102,102,Martin Kaymer,65,64.34,83,129
102,103,103,Ken Duke,80,64.29,108,168
103,104,104,Trevor Immelman,84,64.13,118,184
104,105,105,Graham DeLaet,80,64.12,84,131
105,106,106,George McNeill,79,63.95,110,172
106,107,107,Kevin Tway,64,63.91,85,133
107,108,108,Geoff Ogilvy,84,63.86,129,202
108,109,109,Jonathan Byrd,76,63.74,116,182
109,110,110,Martin Flores,85,63.58,110,173
110,111,111,Erik Compton,88,63.32,145,229
111,112,112,James Driscoll,71,63.31,107,169
112,113,113,J.B. Holmes,86,63.23,141,223
113,114,114,Ben Martin,80,63.13,101,160
114,115,115,Steven Bowditch,93,62.98,131,208
115,T116,T116,Hunter Mahan,88,62.92,112,178
116,T116,T116,Michael Putnam,106,62.92,151,240
117,118,118,Josh Teater,90,62.91,134,213
118,119,119,Mark Wilson,69,62.89,100,159
119,120,120,Michael Thompson,74,62.84,93,148
120,121,121,Gary Woodland,93,62.71,111,177
121,122,122,Will MacKenzie,82,62.7,116,185
122,123,123,Shawn Stefani,60,62.68,89,142
123,124,124,Briny Baird,50,62.6,77,123
124,125,125,Kevin Kisner,85,62.43,108,173
125,126,126,Jamie Lovemark,64,62.3,76,122
