,Proximity_to_Hole_ARG_RANK THIS WEEK,Proximity_to_Hole_ARG_RANK LAST WEEK,Proximity_to_Hole_ARG_PLAYER NAME,Proximity_to_Hole_ARG_ROUNDS,Proximity_to_Hole_ARG_AVG DTP,Proximity_to_Hole_ARG_TOTAL DISTANCE (FEET),Proximity_to_Hole_ARG_# OF SHOTS,Proximity_to_Hole_ARG_SCRAMBLING RANK
43,T39,T39,Charley Hoffman,93,"6' 11""",3662.583,528,64
44,T39,T39,Jerry Kelly,80,"6' 11""",3049.0,442,16
45,T39,T39,Robert Streb,75,"6' 11""",3121.167,451,80
46,T47,T47,Woody Austin,63,"7' 0""",2923.25,418,146
47,T47,T47,K.J. Choi,80,"7' 0""",3363.417,483,119
48,T47,T47,Brad Fritsch,50,"7' 0""",1891.5829999999999,269,54
49,T47,T47,Retief Goosen,94,"7' 0""",3731.667,531,33
50,T47,T47,Luke Guthrie,85,"7' 0""",3843.417,548,29
51,T47,T47,Charles Howell III,106,"7' 0""",4587.917,655,30
52,T47,T47,Hideki Matsuyama,82,"7' 0""",3249.583,466,41
53,T47,T47,Brendon Todd,108,"7' 0""",4446.75,637,7
54,T47,T47,David Toms,64,"7' 0""",2326.0,331,23
55,T47,T47,Camilo Villegas,95,"7' 0""",3795.583,541,125
56,T47,T47,Nick Watney,80,"7' 0""",2404.5,343,132
57,T58,T58,Keegan Bradley,89,"7' 1""",3287.833,464,14
58,T58,T58,Ben Crane,81,"7' 1""",3894.417,552,75
59,T58,T58,Ken Duke,80,"7' 1""",3126.5,441,109
60,T58,T58,Bill Haas,107,"7' 1""",3822.833,541,43
61,T58,T58,Billy Hurley III,86,"7' 1""",3254.333,460,26
62,T58,T58,Freddie Jacobson,91,"7' 1""",4068.333,571,28
63,T58,T58,Russell Knox,92,"7' 1""",3740.25,530,8
64,T58,T58,Scott Langley,95,"7' 1""",3838.417,541,21
65,T58,T58,Adam Scott,68,"7' 1""",2699.333,379,37
66,T58,T58,Brendan Steele,89,"7' 1""",3426.0,483,67
67,T68,T68,Ricky Barnes,92,"7' 2""",3928.25,550,19
68,T68,T68,Chad Collins,78,"7' 2""",3266.083,458,60
69,T68,T68,Martin Flores,85,"7' 2""",3321.5,464,111
70,T68,T68,John Huh,87,"7' 2""",3474.667,487,107
71,T68,T68,Seung-Yul Noh,92,"7' 2""",3611.917,503,45
72,T68,T68,Charl Schwartzel,64,"7' 2""",2899.667,406,21
73,T68,T68,Heath Slocum,71,"7' 2""",2643.667,371,24
74,T75,T75,Sangmoon Bae,76,"7' 3""",3444.667,475,112
75,T75,T75,Morgan Hoffmann,103,"7' 3""",4650.917,641,106
76,T75,T75,Matt Jones,83,"7' 3""",3448.667,475,133
77,T75,T75,Bronson La'Cassie,51,"7' 3""",2028.8329999999999,281,48
78,T75,T75,Ben Martin,80,"7' 3""",3094.833,427,75
79,T75,T75,George McNeill,79,"7' 3""",3417.667,471,97
80,T75,T75,Ryan Moore,86,"7' 3""",3074.833,424,103
81,T75,T75,Michael Putnam,106,"7' 3""",4590.667,632,122
82,T75,T75,Lee Westwood,57,"7' 3""",2403.417,333,127
83,T84,T84,Jonas Blixt,64,"7' 4""",2381.333,323,84
84,T84,T84,Matt Every,85,"7' 4""",3493.833,479,82
85,T84,T84,Trevor Immelman,84,"7' 4""",3463.833,473,150
86,T84,T84,Chris Kirk,105,"7' 4""",4418.25,604,9
87,T84,T84,Martin Laird,66,"7' 4""",2740.833,375,157
88,T84,T84,D.H. Lee,54,"7' 4""",2573.583,349,86
89,T84,T84,Geoff Ogilvy,84,"7' 4""",3849.167,524,137
90,T84,T84,Jhonattan Vegas,77,"7' 4""",3229.417,441,72
91,T84,T84,Boo Weekley,73,"7' 4""",2739.167,374,160
92,T84,T84,Y.E. Yang,79,"7' 4""",3384.75,461,122
93,T94,T94,Aaron Baddeley,74,"7' 5""",3448.083,465,47
94,T94,T94,Stewart Cink,91,"7' 5""",3371.0,455,142
95,T94,T94,Brendon de Jonge,109,"7' 5""",4833.583,653,117
96,T94,T94,Brice Garnett,92,"7' 5""",4092.083,549,62
97,T94,T94,Lucas Glover,68,"7' 5""",2264.667,307,176
98,T94,T94,Kevin Kisner,85,"7' 5""",3477.417,468,122
99,T94,T94,Richard Lee,80,"7' 5""",3589.583,485,32
100,T94,T94,Davis Love III,74,"7' 5""",3305.667,444,140
101,T94,T94,Graeme McDowell,66,"7' 5""",2253.333,303,39
102,T94,T94,Sean O'Hair,77,"7' 5""",3710.167,498,63
103,T94,T94,Pat Perez,84,"7' 5""",3978.333,536,46
104,T94,T94,"Ted Potter, Jr.",68,"7' 5""",3101.417,418,11
105,T94,T94,Patrick Reed,92,"7' 5""",3840.0,518,69
106,T94,T94,Jim Renner,61,"7' 5""",2738.5,368,177
107,T94,T94,Cameron Tringale,111,"7' 5""",4760.5,641,70
108,T94,T94,Bo Van Pelt,83,"7' 5""",3014.5,408,101
109,T110,T110,Graham DeLaet,80,"7' 6""",2888.833,386,85
110,T110,T110,David Hearn,97,"7' 6""",4067.833,545,35
111,T110,T110,Jason Kokrak,65,"7' 6""",3270.333,436,59
112,T110,T110,Marc Leishman,81,"7' 6""",3558.167,477,115
113,T110,T110,Spencer Levin,59,"7' 6""",2744.25,366,55
114,T110,T110,Jamie Lovemark,64,"7' 6""",2649.75,352,129
115,T110,T110,Jeff Overton,80,"7' 6""",3584.417,479,39
116,T110,T110,Rory Sabbatini,82,"7' 6""",3483.0,463,142
117,T110,T110,John Senden,99,"7' 6""",3980.0,528,49
118,T110,T110,Henrik Stenson,56,"7' 6""",1872.0829999999999,251,171
119,T110,T110,Brian Stuard,91,"7' 6""",3908.917,521,41
120,T110,T110,Josh Teater,90,"7' 6""",3867.417,517,102
121,T110,T110,Jimmy Walker,98,"7' 6""",3826.083,509,91
122,T123,T123,Jason Bohn,81,"7' 7""",3733.25,493,131
123,T123,T123,Robert Garrigus,80,"7' 7""",3958.083,523,116
124,T123,T123,David Lingmerth,80,"7' 7""",3718.5,492,151
125,T123,T123,Will MacKenzie,82,"7' 7""",3927.833,520,134
126,T123,T123,Troy Matteson,62,"7' 7""",2737.917,360,168
127,T123,T123,John Merrick,87,"7' 7""",3575.75,471,175
128,T123,T123,Ryan Palmer,85,"7' 7""",3692.083,488,95
129,T123,T123,Wes Roach,67,"7' 7""",2832.333,372,103
130,T123,T123,Gary Woodland,93,"7' 7""",4028.417,534,50
131,T132,T132,Ben Curtis,77,"7' 8""",3486.333,453,126
132,T132,T132,James Driscoll,71,"7' 8""",3375.833,439,141
133,T132,T132,Derek Ernst,80,"7' 8""",3541.167,460,173
134,T132,T132,James Hahn,82,"7' 8""",3903.75,508,145
135,T132,T132,Jeff Maggert,54,"7' 8""",2278.417,298,93
136,T132,T132,William McGirt,96,"7' 8""",4651.333,609,79
137,T132,T132,D.A. Points,75,"7' 8""",2937.0,385,156
138,T132,T132,Andres Romero,81,"7' 8""",4209.667,549,52
139,T132,T132,Mark Wilson,69,"7' 8""",3029.5,394,138
140,T141,T141,Erik Compton,88,"7' 9""",4284.333,553,83
141,T141,T141,Dustin Johnson,58,"7' 9""",2133.0,276,57
142,T141,T141,Martin Kaymer,65,"7' 9""",2742.083,355,158
143,T141,T141,Brooks Koepka,56,"7' 9""",2204.5,284,108
144,T141,T141,Hunter Mahan,88,"7' 9""",3815.167,493,148
145,T141,T141,Troy Merritt,62,"7' 9""",2818.167,364,130
146,T141,T141,Carl Pettersson,91,"7' 9""",4442.0,572,113
147,T141,T141,Kevin Stadler,90,"7' 9""",3130.25,402,159
148,T141,T141,Scott Stallings,77,"7' 9""",3585.167,465,154
149,T141,T141,Kevin Streelman,79,"7' 9""",3387.0,436,155
150,T141,T141,Nicholas Thompson,85,"7' 9""",3604.083,467,164
151,T141,T141,Michael Thompson,74,"7' 9""",3189.167,410,90
152,T153,T153,Robert Allenby,83,"7' 10""",3424.333,439,52
153,T153,T153,Daniel Summerhays,98,"7' 10""",4644.75,596,96
154,T153,T153,Johnson Wagner,69,"7' 10""",3239.833,413,92
155,T156,T156,Charlie Beljan,76,"7' 11""",3589.5,454,162
156,T156,T156,Greg Chalmers,85,"7' 11""",4544.667,573,65
157,T156,T156,Jim Herman,62,"7' 11""",2677.083,338,149
158,T156,T156,Andrew Loupe,65,"7' 11""",2964.333,376,139
159,T156,T156,Louis Oosthuizen,50,"7' 11""",1639.0,207,172
160,T156,T156,John Peterson,62,"7' 11""",3246.083,408,134
161,T156,T156,Kyle Stanley,87,"7' 11""",3872.917,488,167
162,T156,T156,Kevin Tway,64,"7' 11""",2533.333,321,162
163,T164,T164,Russell Henley,92,"8' 0""",4261.5,530,170
164,T164,T164,Andrew Svoboda,77,"8' 0""",3542.083,441,77
165,T166,T166,Chesson Hadley,84,"8' 1""",3996.667,496,153
166,T166,T166,Danny Lee,84,"8' 1""",4140.083,514,105
167,T166,T166,John Rollins,84,"8' 1""",3623.167,448,165
168,169,169,Bubba Watson,76,"8' 2""",3129.083,385,74
169,T170,T170,Billy Horschel,92,"8' 3""",3477.25,420,144
170,T170,T170,Willy Wilcox,51,"8' 3""",2299.917,280,81
171,T172,T172,Chad Campbell,57,"8' 4""",2190.75,262,51
172,T172,T172,Justin Hicks,103,"8' 4""",4424.167,530,146
173,174,174,J.J. Henry,91,"8' 5""",4025.167,477,121
174,175,175,Tommy Gainey,73,"8' 7""",3704.417,432,174
175,176,176,Ángel Cabrera,69,"8' 9""",3821.083,437,161
176,177,177,Hudson Swafford,75,"9' 2""",3320.917,361,169
