,Scrambling__30_yds_RTP_Score_RANK THIS WEEK,Scrambling__30_yds_RTP_Score_RANK LAST WEEK,Scrambling__30_yds_RTP_Score_PLAYER NAME,Scrambling__30_yds_RTP_Score_ROUNDS,Scrambling__30_yds_RTP_Score_AVG RTP,Scrambling__30_yds_RTP_Score_TOTAL HOLES,Scrambling__30_yds_RTP_Score_TOTAL RTP
0,1,1,Heath Slocum,71,0.6,55,33.0
1,2,2,Jim Furyk,84,0.608,51,31.0
2,3,3,Sergio Garcia,61,0.621,29,18.0
3,4,4,Tim Wilkinson,86,0.6559999999999999,96,63.0
4,5,5,Jason Day,54,0.659,44,29.0
5,6,6,Ryan Moore,86,0.6829999999999999,60,41.0
6,7,7,Bill Haas,107,0.7020000000000001,84,59.0
7,8,8,"Ted Potter, Jr.",68,0.7070000000000001,58,41.0
8,T9,T9,Ryan Palmer,85,0.7120000000000001,66,47.0
9,T9,T9,Robert Streb,75,0.7120000000000001,52,37.0
10,11,11,Brian Davis,93,0.713,94,67.0
11,12,12,Harris English,95,0.721,86,62.0
12,13,13,Brian Stuard,91,0.722,79,57.0
13,14,14,Stuart Appleby,92,0.726,117,85.0
14,15,15,Brendon Todd,108,0.731,108,79.0
15,16,16,Russell Knox,92,0.737,76,56.0
16,17,17,Ernie Els,85,0.741,85,63.0
17,18,18,Chris Kirk,105,0.743,105,78.0
18,19,19,Chris Stroud,88,0.7440000000000001,82,61.0
19,20,20,Hideki Matsuyama,82,0.745,51,38.0
20,T21,T21,Sangmoon Bae,76,0.757,70,53.0
21,T21,T21,Jerry Kelly,80,0.757,74,56.0
22,T23,T23,Kevin Na,94,0.763,80,61.0
23,T23,T23,Willy Wilcox,51,0.763,38,29.0
24,25,25,Phil Mickelson,71,0.768,56,43.0
25,T26,T26,Spencer Levin,59,0.769,65,50.0
26,T26,T26,Carl Pettersson,91,0.769,91,70.0
27,28,28,Brandt Snedeker,89,0.772,79,61.0
28,T29,T29,Ben Crane,81,0.773,97,75.0
29,T29,T29,Josh Teater,90,0.773,88,68.0
30,31,31,Webb Simpson,87,0.774,93,72.0
31,32,32,Danny Lee,84,0.779,68,53.0
32,33,33,Martin Flores,85,0.782,78,61.0
33,34,34,Scott Langley,95,0.784,102,80.0
34,35,35,Graeme McDowell,66,0.7859999999999999,56,44.0
35,T36,T36,Brian Gay,81,0.7879999999999999,85,67.0
36,T36,T36,Matt Kuchar,91,0.7879999999999999,66,52.0
37,38,38,Chad Collins,78,0.789,90,71.0
38,T39,T39,Briny Baird,50,0.79,62,49.0
39,T39,T39,Hunter Mahan,88,0.79,81,64.0
40,41,41,Stewart Cink,91,0.7909999999999999,91,72.0
41,42,42,J.B. Holmes,86,0.792,96,76.0
42,T43,T43,J.J. Henry,91,0.7929999999999999,92,73.0
43,T43,T43,Marc Leishman,81,0.7929999999999999,87,69.0
44,T43,T43,Daniel Summerhays,98,0.7929999999999999,82,65.0
45,46,46,Zach Johnson,97,0.795,83,66.0
46,47,47,Luke Guthrie,85,0.8,95,76.0
47,T48,T48,Woody Austin,63,0.8029999999999999,76,61.0
48,T48,T48,Jason Kokrak,65,0.8029999999999999,61,49.0
49,T48,T48,Martin Laird,66,0.8029999999999999,66,53.0
50,51,51,Lee Westwood,57,0.804,56,45.0
51,52,52,K.J. Choi,80,0.805,77,62.0
52,53,53,Louis Oosthuizen,50,0.8059999999999999,36,29.0
53,T54,T54,Matt Every,85,0.807,83,67.0
54,T54,T54,John Senden,99,0.807,83,67.0
55,T56,T56,Chad Campbell,57,0.8079999999999999,52,42.0
56,T56,T56,Richard Lee,80,0.8079999999999999,78,63.0
57,58,58,Freddie Jacobson,91,0.813,96,78.0
58,59,59,Andrew Svoboda,77,0.8140000000000001,70,57.0
59,60,60,Billy Horschel,92,0.815,81,66.0
60,T61,T61,William McGirt,96,0.8170000000000001,82,67.0
61,T61,T61,Patrick Reed,92,0.8170000000000001,104,85.0
62,T63,T63,Charlie Wi,72,0.8190000000000001,94,77.0
63,T63,T63,Gary Woodland,93,0.8190000000000001,72,59.0
