,Sand_Saves_from_30_yards_RANK THIS WEEK,Sand_Saves_from_30_yards_RANK LAST WEEK,Sand_Saves_from_30_yards_PLAYER NAME,Sand_Saves_from_30_yards_ROUNDS,Sand_Saves_from_30_yards_%,Sand_Saves_from_30_yards_# OF SAVES,Sand_Saves_from_30_yards_# OF BUNKERS
100,T99,T99,Andrew Svoboda,77,30.77,4.0,13
101,102,102,Michael Putnam,106,30.43,7.0,23
102,T103,T103,Derek Ernst,80,30.0,3.0,10
103,T103,T103,John Huh,87,30.0,3.0,10
104,T103,T103,Davis Love III,74,30.0,3.0,10
105,T103,T103,Rory McIlroy,66,30.0,3.0,10
106,T103,T103,John Rollins,84,30.0,3.0,10
107,108,108,Phil Mickelson,71,29.41,5.0,17
108,109,109,Nicholas Thompson,85,28.57,4.0,14
109,T110,T110,Andres Romero,81,27.78,5.0,18
110,T110,T110,Charl Schwartzel,64,27.78,5.0,18
111,T112,T112,Jonas Blixt,64,27.27,3.0,11
112,T112,T112,Jason Dufner,57,27.27,3.0,11
113,T112,T112,Ken Duke,80,27.27,3.0,11
114,T112,T112,Jim Furyk,84,27.27,3.0,11
115,T112,T112,Webb Simpson,87,27.27,3.0,11
116,T112,T112,Brandt Snedeker,89,27.27,3.0,11
117,T112,T112,Josh Teater,90,27.27,3.0,11
118,119,119,David Hearn,97,26.67,4.0,15
119,120,120,Billy Hurley III,86,26.32,5.0,19
120,T121,T121,Bud Cauley,56,25.0,2.0,8
121,T121,T121,Jim Herman,62,25.0,2.0,8
122,T121,T121,Ryo Ishikawa,75,25.0,3.0,12
123,T121,T121,Troy Merritt,62,25.0,2.0,8
124,T121,T121,Heath Slocum,71,25.0,2.0,8
125,T121,T121,David Toms,64,25.0,3.0,12
126,T121,T121,Gary Woodland,93,25.0,4.0,16
127,128,128,Bronson La'Cassie,51,23.08,3.0,13
128,T129,T129,Kevin Na,94,22.22,2.0,9
129,T129,T129,Tyrone Van Aswegen,79,22.22,2.0,9
130,T129,T129,Johnson Wagner,69,22.22,2.0,9
131,T129,T129,Boo Weekley,73,22.22,2.0,9
132,T133,T133,Woody Austin,63,21.43,3.0,14
133,T133,T133,Rory Sabbatini,82,21.43,3.0,14
134,T135,T135,Keegan Bradley,89,20.0,2.0,10
135,T135,T135,Chad Collins,78,20.0,3.0,15
136,T135,T135,Brendon de Jonge,109,20.0,4.0,20
137,T135,T135,James Driscoll,71,20.0,1.0,5
138,T135,T135,Chesson Hadley,84,20.0,3.0,15
139,T135,T135,Dustin Johnson,58,20.0,1.0,5
140,T135,T135,John Peterson,62,20.0,1.0,5
141,T135,T135,D.A. Points,75,20.0,3.0,15
142,T135,T135,Robert Streb,75,20.0,2.0,10
143,T135,T135,Nick Watney,80,20.0,1.0,5
144,145,145,John Merrick,87,19.05,4.0,21
145,146,146,Brian Harman,111,18.75,3.0,16
146,T147,T147,Danny Lee,84,18.18,2.0,11
147,T147,T147,Ben Martin,80,18.18,2.0,11
148,T149,T149,Jason Day,54,16.67,1.0,6
149,T149,T149,Rickie Fowler,91,16.67,3.0,18
150,T149,T149,David Lingmerth,80,16.67,3.0,18
151,T149,T149,Will MacKenzie,82,16.67,2.0,12
152,T149,T149,Graeme McDowell,66,16.67,1.0,6
153,T149,T149,Carl Pettersson,91,16.67,2.0,12
154,T149,T149,Mark Wilson,69,16.67,1.0,6
155,T156,T156,Aaron Baddeley,74,14.29,1.0,7
156,T156,T156,Patrick Reed,92,14.29,1.0,7
157,T158,T158,Scott Brown,100,13.33,2.0,15
158,T158,T158,Kevin Chappell,100,13.33,2.0,15
159,T160,T160,Billy Horschel,92,12.5,2.0,16
160,T160,T160,Jhonattan Vegas,77,12.5,2.0,16
161,T162,T162,Tim Clark,75,11.11,1.0,9
162,T162,T162,Sergio Garcia,61,11.11,1.0,9
163,T162,T162,Martin Laird,66,11.11,1.0,9
164,T162,T162,William McGirt,96,11.11,2.0,18
165,166,166,D.H. Lee,54,10.53,2.0,19
166,T167,T167,Kevin Tway,64,10.0,1.0,10
167,T167,T167,Bo Van Pelt,83,10.0,1.0,10
168,T169,T169,Jason Bohn,81,9.09,1.0,11
169,T169,T169,Kevin Kisner,85,9.09,1.0,11
170,T169,T169,Jeff Overton,80,9.09,1.0,11
171,172,172,Ángel Cabrera,69,7.69,1.0,13
172,T173,T173,Charlie Beljan,76,0.0,,9
173,T173,T173,Chad Campbell,57,0.0,,7
174,T173,T173,Brooks Koepka,56,0.0,,4
175,T173,T173,Kyle Stanley,87,0.0,,9
176,T173,T173,Henrik Stenson,56,0.0,,5
