,Scrambling_20-30_yds_RTP_Score_RANK THIS WEEK,Scrambling_20-30_yds_RTP_Score_RANK LAST WEEK,Scrambling_20-30_yds_RTP_Score_PLAYER NAME,Scrambling_20-30_yds_RTP_Score_ROUNDS,Scrambling_20-30_yds_RTP_Score_AVG RTP,Scrambling_20-30_yds_RTP_Score_TOTAL HOLES,Scrambling_20-30_yds_RTP_Score_TOTAL RTP
0,1,1,Sergio Garcia,61,0.324,34,11.0
1,2,2,Bryce Molder,77,0.337,86,29.0
2,3,3,Charl Schwartzel,64,0.348,66,23.0
3,4,4,Jason Day,54,0.35,40,14.0
4,5,5,Freddie Jacobson,91,0.353,102,36.0
5,T6,T6,Jim Furyk,84,0.35600000000000004,59,21.0
6,T6,T6,Shawn Stefani,60,0.35600000000000004,59,21.0
7,T8,T8,Ryo Ishikawa,75,0.365,85,31.0
8,T8,T8,Justin Leonard,75,0.365,96,35.0
9,10,10,Mike Weir,69,0.37,92,34.0
10,11,11,Seung-Yul Noh,92,0.38299999999999995,94,36.0
11,12,12,Brian Gay,81,0.38799999999999996,98,38.0
12,13,13,Hideki Matsuyama,82,0.39299999999999996,56,22.0
13,14,14,Luke Donald,57,0.396,53,21.0
14,15,15,Chris Kirk,105,0.40399999999999997,109,44.0
15,T16,T16,Chad Campbell,57,0.405,42,17.0
16,T16,T16,Ryan Palmer,85,0.405,74,30.0
17,18,18,Bo Van Pelt,83,0.406,64,26.0
18,19,19,Ben Martin,80,0.41,78,32.0
19,20,20,Bill Haas,107,0.413,92,38.0
20,21,21,Josh Teater,90,0.415,82,34.0
21,22,22,Brian Davis,93,0.41700000000000004,132,55.0
22,23,23,Ernie Els,85,0.418,79,33.0
23,24,24,Andrew Loupe,65,0.419,62,26.0
24,25,25,Patrick Reed,92,0.42,100,42.0
25,26,26,Kevin Na,94,0.42200000000000004,90,38.0
26,27,27,Rickie Fowler,91,0.423,78,33.0
27,T28,T28,Matt Kuchar,91,0.42700000000000005,89,38.0
28,T28,T28,Brandt Snedeker,89,0.42700000000000005,82,35.0
29,30,30,Chad Collins,78,0.429,98,42.0
30,T31,T31,Camilo Villegas,95,0.431,102,44.0
31,T31,T31,Bubba Watson,76,0.431,51,22.0
32,33,33,Charlie Wi,72,0.435,85,37.0
33,34,34,Brooks Koepka,56,0.436,39,17.0
34,T35,T35,John Rollins,84,0.439,82,36.0
35,T35,T35,Henrik Stenson,56,0.439,41,18.0
36,37,37,Robert Allenby,83,0.44,91,40.0
37,38,38,Greg Chalmers,85,0.446,121,54.0
38,39,39,Scott Langley,95,0.447,85,38.0
39,T40,T40,Webb Simpson,87,0.44799999999999995,87,39.0
40,T40,T40,Gary Woodland,93,0.44799999999999995,87,39.0
41,T42,T42,Phil Mickelson,71,0.45,60,27.0
42,T42,T42,Cameron Tringale,111,0.45,111,50.0
43,44,44,Will MacKenzie,82,0.452,93,42.0
44,45,45,David Hearn,97,0.455,101,46.0
45,46,46,Charles Howell III,106,0.456,114,52.0
46,T47,T47,Stuart Appleby,92,0.457,105,48.0
47,T47,T47,Jordan Spieth,102,0.457,94,43.0
48,T47,T47,Willy Wilcox,51,0.457,46,21.0
49,50,50,Billy Hurley III,86,0.45899999999999996,85,39.0
50,51,51,Kevin Kisner,85,0.462,91,42.0
51,T52,T52,D.H. Lee,54,0.46299999999999997,67,31.0
52,T52,T52,Richard Lee,80,0.46299999999999997,95,44.0
53,T52,T52,Robert Streb,75,0.46299999999999997,80,37.0
54,55,55,Graham DeLaet,80,0.46399999999999997,56,26.0
55,T56,T56,Aaron Baddeley,74,0.469,81,38.0
56,T56,T56,Paul Casey,56,0.469,49,23.0
57,58,58,Luke Guthrie,85,0.47,100,47.0
58,T59,T59,Danny Lee,84,0.47200000000000003,89,42.0
59,T59,T59,Spencer Levin,59,0.47200000000000003,72,34.0
60,T61,T61,Ricky Barnes,92,0.473,91,43.0
61,T61,T61,Stewart Cink,91,0.473,74,35.0
62,T61,T61,Zach Johnson,97,0.473,93,44.0
63,T61,T61,Bronson La'Cassie,51,0.473,55,26.0
64,T61,T61,Y.E. Yang,79,0.473,93,44.0
65,T66,T66,Jamie Lovemark,64,0.474,57,27.0
66,T66,T66,Brendan Steele,89,0.474,76,36.0
67,68,68,Chesson Hadley,84,0.48100000000000004,77,37.0
68,69,69,Scott Brown,100,0.485,97,47.0
69,T70,T70,Morgan Hoffmann,103,0.486,111,54.0
70,T70,T70,Marc Leishman,81,0.486,70,34.0
71,T72,T72,D.A. Points,75,0.48700000000000004,76,37.0
72,T72,T72,Brendon Todd,108,0.48700000000000004,117,57.0
73,T74,T74,Bud Cauley,56,0.49,49,24.0
74,T74,T74,J.B. Holmes,86,0.49,98,48.0
75,T74,T74,Tim Wilkinson,86,0.49,104,51.0
76,77,77,Jonas Blixt,64,0.491,57,28.0
77,78,78,Martin Laird,66,0.493,73,36.0
78,T79,T79,Jonathan Byrd,76,0.494,79,39.0
79,T79,T79,Erik Compton,88,0.494,89,44.0
80,T79,T79,Matt Jones,83,0.494,89,44.0
81,T79,T79,Sean O'Hair,77,0.494,87,43.0
82,T79,T79,Mark Wilson,69,0.494,77,38.0
83,84,84,Brice Garnett,92,0.496,117,58.0
84,T85,T85,Keegan Bradley,89,0.5,80,40.0
85,T85,T85,Kevin Chappell,100,0.5,94,47.0
86,T85,T85,Tim Clark,75,0.5,62,31.0
87,T85,T85,Robert Garrigus,80,0.5,74,37.0
88,T85,T85,Dustin Johnson,58,0.5,36,18.0
89,T85,T85,Jerry Kelly,80,0.5,86,43.0
90,T85,T85,George McNeill,79,0.5,88,44.0
91,T85,T85,Wes Roach,67,0.5,60,30.0
92,T85,T85,John Senden,99,0.5,90,45.0
93,T85,T85,Boo Weekley,73,0.5,70,35.0
94,95,95,Pat Perez,84,0.505,91,46.0
95,96,96,Adam Scott,68,0.508,61,31.0
96,T97,T97,Ben Curtis,77,0.509,112,57.0
97,T97,T97,Justin Rose,70,0.509,53,27.0
98,T99,T99,Retief Goosen,94,0.51,102,52.0
99,T99,T99,Graeme McDowell,66,0.51,49,25.0
100,101,101,Gonzalo Fernandez-Castaño,83,0.512,82,42.0
101,102,102,Michael Thompson,74,0.513,78,40.0
102,T103,T103,Ken Duke,80,0.514,70,36.0
103,T103,T103,Daniel Summerhays,98,0.514,111,57.0
104,T103,T103,Jhonattan Vegas,77,0.514,72,37.0
105,106,106,Johnson Wagner,69,0.519,79,41.0
106,107,107,Nick Watney,80,0.523,44,23.0
107,108,108,Nicholas Thompson,85,0.524,84,44.0
108,109,109,Brad Fritsch,50,0.528,53,28.0
109,110,110,Ben Crane,81,0.529,102,54.0
110,111,111,David Lingmerth,80,0.53,83,44.0
111,T112,T112,Briny Baird,50,0.532,62,33.0
112,T112,T112,Jason Bohn,81,0.532,77,41.0
113,114,114,Michael Putnam,106,0.5329999999999999,90,48.0
114,T115,T115,Steven Bowditch,93,0.535,101,54.0
115,T115,T115,K.J. Choi,80,0.535,99,53.0
116,117,117,Jimmy Walker,98,0.537,82,44.0
117,T118,T118,J.J. Henry,91,0.5379999999999999,91,49.0
118,T118,T118,Billy Horschel,92,0.5379999999999999,65,35.0
119,T118,T118,Andres Romero,81,0.5379999999999999,91,49.0
120,121,121,Brian Harman,111,0.54,113,61.0
121,122,122,John Huh,87,0.541,85,46.0
122,T123,T123,Russell Henley,92,0.542,96,52.0
123,T123,T123,Jeff Overton,80,0.542,72,39.0
124,T125,T125,Jeff Maggert,54,0.544,57,31.0
125,T125,T125,Hudson Swafford,75,0.544,68,37.0
126,T127,T127,Charley Hoffman,93,0.547,64,35.0
127,T127,T127,David Toms,64,0.547,64,35.0
128,T129,T129,Harris English,95,0.5489999999999999,71,39.0
129,T129,T129,Matt Every,85,0.5489999999999999,82,45.0
130,T129,T129,Martin Flores,85,0.5489999999999999,82,45.0
131,T129,T129,Russell Knox,92,0.5489999999999999,82,45.0
132,133,133,James Hahn,82,0.551,98,54.0
133,134,134,James Driscoll,71,0.552,105,58.0
134,T135,T135,Heath Slocum,71,0.556,72,40.0
135,T135,T135,Chris Stroud,88,0.556,90,50.0
136,T137,T137,Ángel Cabrera,69,0.5589999999999999,68,38.0
137,T137,T137,William McGirt,96,0.5589999999999999,118,66.0
138,139,139,Troy Merritt,62,0.561,66,37.0
139,140,140,Brian Stuard,91,0.564,110,62.0
140,141,141,Hunter Mahan,88,0.568,74,42.0
141,142,142,Vijay Singh,83,0.5710000000000001,84,48.0
142,143,143,Sangmoon Bae,76,0.573,82,47.0
143,144,144,Jim Herman,62,0.574,47,27.0
144,T145,T145,Jason Dufner,57,0.581,43,25.0
145,T145,T145,Geoff Ogilvy,84,0.581,105,61.0
146,T145,T145,Rory Sabbatini,82,0.581,62,36.0
147,148,148,Andrew Svoboda,77,0.5870000000000001,75,44.0
148,149,149,Charlie Beljan,76,0.588,85,50.0
149,150,150,Roberto Castro,76,0.591,88,52.0
150,T151,T151,Woody Austin,63,0.6,80,48.0
151,T151,T151,Trevor Immelman,84,0.6,95,57.0
152,T153,T153,Troy Matteson,62,0.606,66,40.0
153,T153,T153,Kevin Stadler,90,0.606,66,40.0
154,155,155,Kevin Tway,64,0.607,61,37.0
155,156,156,Martin Kaymer,65,0.609,46,28.0
156,157,157,John Peterson,62,0.615,39,24.0
157,158,158,Brendon de Jonge,109,0.616,112,69.0
158,159,159,Rory McIlroy,66,0.619,42,26.0
159,160,160,Tommy Gainey,73,0.62,79,49.0
160,T161,T161,John Merrick,87,0.623,69,43.0
161,T161,T161,"Ted Potter, Jr.",68,0.623,69,43.0
162,T161,T161,Tyrone Van Aswegen,79,0.623,61,38.0
163,164,164,Kevin Streelman,79,0.627,67,42.0
164,165,165,Ryan Moore,86,0.633,60,38.0
165,166,166,Derek Ernst,80,0.634,82,52.0
166,167,167,Louis Oosthuizen,50,0.639,36,23.0
167,T168,T168,Jason Kokrak,65,0.644,73,47.0
168,T168,T168,Jim Renner,61,0.644,59,38.0
169,170,170,Ian Poulter,57,0.649,57,37.0
170,171,171,Lee Westwood,57,0.66,47,31.0
171,172,172,Carl Pettersson,91,0.664,110,73.0
172,173,173,Scott Stallings,77,0.667,57,38.0
173,174,174,Justin Hicks,103,0.6759999999999999,102,69.0
174,T175,T175,Lucas Glover,68,0.6829999999999999,41,28.0
175,T175,T175,Kyle Stanley,87,0.6829999999999999,63,43.0
176,177,177,Davis Love III,74,0.687,67,46.0
