,Sand_Saves_from_10-20_yards_RANK THIS WEEK,Sand_Saves_from_10-20_yards_RANK LAST WEEK,Sand_Saves_from_10-20_yards_PLAYER NAME,Sand_Saves_from_10-20_yards_ROUNDS,Sand_Saves_from_10-20_yards_%,Sand_Saves_from_10-20_yards_# OF SAVES,Sand_Saves_from_10-20_yards_# OF BUNKERS
108,T109,T109,Ricky Barnes,92,51.52,34,66
109,T109,T109,Matt Jones,83,51.52,34,66
110,111,111,Jeff Maggert,54,51.35,19,37
111,112,112,Michael Putnam,106,51.32,39,76
112,113,113,Brooks Koepka,56,51.28,20,39
113,114,114,Jim Herman,62,51.06,24,47
114,115,115,Jason Kokrak,65,50.94,27,53
115,116,116,Camilo Villegas,95,50.85,30,59
116,117,117,Scott Stallings,77,50.79,32,63
117,T118,T118,Jonathan Byrd,76,50.0,31,62
118,T118,T118,Erik Compton,88,50.0,38,76
119,T118,T118,Brad Fritsch,50,50.0,19,38
120,T118,T118,David Lingmerth,80,50.0,28,56
121,T118,T118,Jamie Lovemark,64,50.0,25,50
122,T118,T118,Will MacKenzie,82,50.0,33,66
123,T118,T118,Kevin Tway,64,50.0,17,34
124,125,125,Daniel Summerhays,98,49.32,36,73
125,126,126,Kevin Chappell,100,49.25,33,67
126,127,127,Stewart Cink,91,49.18,30,61
127,T128,T128,Roberto Castro,76,49.15,29,59
128,T128,T128,Nicholas Thompson,85,49.15,29,59
129,130,130,Bryce Molder,77,49.12,28,57
130,131,131,Johnson Wagner,69,49.06,26,53
131,132,132,Lee Westwood,57,48.84,21,43
132,133,133,Ernie Els,85,48.75,39,80
133,134,134,Sean O'Hair,77,48.68,37,76
134,135,135,David Toms,64,48.39,15,31
135,136,136,Brandt Snedeker,89,48.33,29,60
136,137,137,Shawn Stefani,60,48.21,27,56
137,138,138,Martin Laird,66,47.92,23,48
138,139,139,Troy Matteson,62,47.62,20,42
139,140,140,Dustin Johnson,58,47.5,19,40
140,141,141,J.B. Holmes,86,47.13,41,87
141,T142,T142,Charley Hoffman,93,47.06,32,68
142,T142,T142,Andrew Svoboda,77,47.06,16,34
143,T142,T142,Boo Weekley,73,47.06,24,51
144,T145,T145,Danny Lee,84,46.67,28,60
145,T145,T145,Kevin Streelman,79,46.67,28,60
146,147,147,Y.E. Yang,79,46.03,29,63
147,148,148,Justin Hicks,103,45.9,28,61
148,149,149,Ángel Cabrera,69,45.61,26,57
149,150,150,Davis Love III,74,45.45,25,55
150,151,151,Robert Streb,75,45.31,29,64
151,152,152,Scott Brown,100,45.12,37,82
152,153,153,Hudson Swafford,75,44.44,20,45
153,154,154,Kevin Kisner,85,44.26,27,61
154,T155,T155,Robert Allenby,83,44.23,23,52
155,T155,T155,Pat Perez,84,44.23,23,52
156,157,157,Gary Woodland,93,44.16,34,77
157,158,158,George McNeill,79,43.64,24,55
158,159,159,Kyle Stanley,87,43.48,30,69
159,160,160,Michael Thompson,74,43.4,23,53
160,161,161,John Rollins,84,43.1,25,58
161,162,162,Jim Renner,61,42.86,21,49
162,163,163,Bubba Watson,76,42.22,19,45
163,164,164,Russell Henley,92,41.94,26,62
164,165,165,Charlie Beljan,76,41.82,23,55
165,166,166,Kevin Stadler,90,41.67,25,60
166,167,167,Derek Ernst,80,40.82,20,49
167,T168,T168,Woody Austin,63,40.48,17,42
168,T168,T168,Nick Watney,80,40.48,17,42
169,170,170,Robert Garrigus,80,39.39,26,66
170,171,171,Lucas Glover,68,38.1,16,42
171,172,172,Louis Oosthuizen,50,37.5,9,24
172,173,173,John Merrick,87,36.36,20,55
173,174,174,John Peterson,62,33.9,20,59
174,175,175,J.J. Henry,91,33.33,14,42
175,176,176,Wes Roach,67,31.43,11,35
176,177,177,Tommy Gainey,73,26.79,15,56
