,Proximity_to_Hole_from_Fringe_RANK THIS WEEK,Proximity_to_Hole_from_Fringe_RANK LAST WEEK,Proximity_to_Hole_from_Fringe_PLAYER NAME,Proximity_to_Hole_from_Fringe_ROUNDS,Proximity_to_Hole_from_Fringe_AVG DTP,Proximity_to_Hole_from_Fringe_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Fringe_# OF SHOTS,Proximity_to_Hole_from_Fringe_SCRAMBLING RANK
0,1,1,Jamie Lovemark,64,"2' 2""",93.5,44,129
1,T2,T2,Luke Donald,57,"2' 4""",80.25,34,38
2,T2,T2,Matt Every,85,"2' 4""",147.0,63,82
3,T2,T2,Rickie Fowler,91,"2' 4""",126.333,55,17
4,T2,T2,William McGirt,96,"2' 4""",179.917,78,79
5,T2,T2,Justin Rose,70,"2' 4""",117.25,50,31
6,T2,T2,Mike Weir,69,"2' 4""",114.667,49,56
7,T8,T8,Kevin Chappell,100,"2' 5""",221.083,91,114
8,T8,T8,Zach Johnson,97,"2' 5""",199.75,84,36
9,T8,T8,Chris Stroud,88,"2' 5""",186.583,77,18
10,T11,T11,Ricky Barnes,92,"2' 6""",188.333,76,19
11,T11,T11,Roberto Castro,76,"2' 6""",162.75,66,136
12,T11,T11,Seung-Yul Noh,92,"2' 6""",146.75,59,45
13,T11,T11,Vijay Singh,83,"2' 6""",164.0,65,73
14,T15,T15,Bud Cauley,56,"2' 7""",117.0,46,57
15,T15,T15,Greg Chalmers,85,"2' 7""",221.083,86,65
16,T15,T15,Ben Curtis,77,"2' 7""",163.333,64,126
17,T15,T15,Charley Hoffman,93,"2' 7""",180.583,69,64
18,T15,T15,Marc Leishman,81,"2' 7""",170.667,67,115
19,T15,T15,David Lingmerth,80,"2' 7""",198.583,76,151
20,T15,T15,Patrick Reed,92,"2' 7""",140.583,55,69
21,T15,T15,Daniel Summerhays,98,"2' 7""",240.083,92,96
22,T15,T15,Nick Watney,80,"2' 7""",170.083,66,132
23,T15,T15,Mark Wilson,69,"2' 7""",137.417,54,138
24,T25,T25,K.J. Choi,80,"2' 8""",174.417,65,119
25,T25,T25,Ben Crane,81,"2' 8""",195.417,73,75
26,T25,T25,Graham DeLaet,80,"2' 8""",140.25,53,85
27,T25,T25,Jim Furyk,84,"2' 8""",176.25,67,1
28,T25,T25,J.B. Holmes,86,"2' 8""",190.75,72,89
29,T25,T25,Ben Martin,80,"2' 8""",170.333,64,75
30,T25,T25,George McNeill,79,"2' 8""",200.333,75,97
31,T25,T25,Webb Simpson,87,"2' 8""",186.583,70,77
32,T25,T25,Michael Thompson,74,"2' 8""",134.917,50,90
33,T25,T25,Boo Weekley,73,"2' 8""",134.0,50,160
34,T25,T25,Lee Westwood,57,"2' 8""",129.417,49,127
35,T36,T36,Jason Bohn,81,"2' 9""",196.25,72,131
36,T36,T36,Keegan Bradley,89,"2' 9""",173.833,64,14
37,T36,T36,Brian Davis,93,"2' 9""",250.833,92,25
38,T36,T36,Brendon de Jonge,109,"2' 9""",255.333,93,117
39,T36,T36,Kevin Kisner,85,"2' 9""",221.833,80,122
40,T36,T36,Hideki Matsuyama,82,"2' 9""",180.75,65,41
41,T36,T36,Kevin Na,94,"2' 9""",202.083,73,4
42,T36,T36,John Peterson,62,"2' 9""",214.0,79,134
43,T36,T36,D.A. Points,75,"2' 9""",123.833,45,156
44,T36,T36,Robert Streb,75,"2' 9""",179.417,66,80
45,T36,T36,David Toms,64,"2' 9""",126.5,46,23
46,T36,T36,Kevin Tway,64,"2' 9""",93.833,34,162
47,T48,T48,Aaron Baddeley,74,"2' 10""",113.667,40,47
