,Scrambling_10-20_yds_RTP_Score_RANK THIS WEEK,Scrambling_10-20_yds_RTP_Score_RANK LAST WEEK,Scrambling_10-20_yds_RTP_Score_PLAYER NAME,Scrambling_10-20_yds_RTP_Score_ROUNDS,Scrambling_10-20_yds_RTP_Score_AVG RTP,Scrambling_10-20_yds_RTP_Score_TOTAL HOLES,Scrambling_10-20_yds_RTP_Score_TOTAL RTP
144,T145,T145,Ryan Palmer,85,0.406,175,71.0
145,T145,T145,Brendan Steele,89,0.406,197,80.0
146,147,147,Justin Hicks,103,0.41100000000000003,209,86.0
147,148,148,Josh Teater,90,0.413,213,88.0
148,149,149,Davis Love III,74,0.415,176,73.0
149,150,150,Jason Bohn,81,0.419,198,83.0
150,T151,T151,John Rollins,84,0.42100000000000004,171,72.0
151,T151,T151,Willy Wilcox,51,0.42100000000000004,95,40.0
152,153,153,D.A. Points,75,0.423,142,60.0
153,154,154,Wes Roach,67,0.425,146,62.0
154,155,155,Martin Laird,66,0.426,129,55.0
155,T156,T156,Charlie Beljan,76,0.42700000000000005,185,79.0
156,T156,T156,Camilo Villegas,95,0.42700000000000005,199,85.0
157,158,158,Boo Weekley,73,0.429,147,63.0
158,159,159,Tommy Gainey,73,0.43,149,64.0
159,160,160,Hudson Swafford,75,0.431,137,59.0
160,161,161,Robert Streb,75,0.435,170,74.0
161,162,162,Scott Stallings,77,0.436,195,85.0
162,163,163,Louis Oosthuizen,50,0.43799999999999994,73,32.0
163,164,164,Ángel Cabrera,69,0.439,155,68.0
164,165,165,Jason Dufner,57,0.44,109,48.0
165,166,166,Troy Matteson,62,0.466,131,61.0
166,T167,T167,Stewart Cink,91,0.46799999999999997,156,73.0
167,T167,T167,Jim Herman,62,0.46799999999999997,139,65.0
168,169,169,Nicholas Thompson,85,0.47200000000000003,180,85.0
169,170,170,Derek Ernst,80,0.473,165,78.0
170,171,171,Kevin Stadler,90,0.479,140,67.0
171,172,172,Henrik Stenson,56,0.48200000000000004,83,40.0
172,173,173,Jim Renner,61,0.486,142,69.0
173,174,174,John Merrick,87,0.5,164,82.0
174,175,175,John Peterson,62,0.506,164,83.0
175,176,176,Kyle Stanley,87,0.516,184,95.0
176,177,177,Lucas Glover,68,0.542,131,71.0
