,Scrambling_from__10_yards_RANK THIS WEEK,Scrambling_from__10_yards_RANK LAST WEEK,Scrambling_from__10_yards_PLAYER NAME,Scrambling_from__10_yards_ROUNDS,Scrambling_from__10_yards_%,Scrambling_from__10_yards_SUCCESSES,Scrambling_from__10_yards_ATTEMPTS
0,1,1,Kevin Tway,64,100.0,35,35
1,2,2,Kevin Na,94,94.06,95,101
2,3,3,J.J. Henry,91,94.03,63,67
3,4,4,Ian Poulter,57,94.0,47,50
4,5,5,Jerry Kelly,80,93.33,70,75
5,6,6,Mike Weir,69,93.1,54,58
6,7,7,Retief Goosen,94,92.23,95,103
7,8,8,Tyrone Van Aswegen,79,92.21,71,77
8,9,9,D.A. Points,75,92.06,58,63
9,10,10,Keegan Bradley,89,92.05,81,88
10,11,11,Kevin Streelman,79,91.55,65,71
11,12,12,Brian Gay,81,91.21,83,91
12,13,13,Woody Austin,63,91.18,62,68
13,14,14,Phil Mickelson,71,91.04,61,67
14,15,15,Billy Hurley III,86,91.01,81,89
15,T16,T16,Jason Day,54,90.91,40,44
16,T16,T16,Graeme McDowell,66,90.91,50,55
17,18,18,Billy Horschel,92,90.63,58,64
18,19,19,Gary Woodland,93,90.53,86,95
19,20,20,Jason Dufner,57,90.38,47,52
20,21,21,Chad Campbell,57,90.24,37,41
21,22,22,Johnson Wagner,69,90.16,55,61
22,23,23,Jeff Overton,80,90.12,73,81
23,24,24,Ricky Barnes,92,90.11,82,91
24,25,25,Briny Baird,50,89.8,44,49
25,26,26,Zach Johnson,97,89.58,86,96
26,T27,T27,Robert Garrigus,80,89.47,85,95
27,T27,T27,"Ted Potter, Jr.",68,89.47,68,76
28,T27,T27,Willy Wilcox,51,89.47,51,57
29,30,30,Chris Kirk,105,89.38,101,113
30,31,31,Adam Scott,68,89.29,50,56
31,32,32,Shawn Stefani,60,89.19,66,74
32,T33,T33,Chad Collins,78,89.06,57,64
33,T33,T33,Troy Matteson,62,89.06,57,64
34,35,35,Jeff Maggert,54,88.89,48,54
35,36,36,Brendon Todd,108,88.8,111,125
36,37,37,William McGirt,96,88.78,87,98
37,38,38,Charl Schwartzel,64,88.71,55,62
38,39,39,J.B. Holmes,86,88.68,94,106
39,40,40,Patrick Reed,92,88.57,62,70
40,41,41,Chris Stroud,88,88.42,84,95
41,42,42,Jordan Spieth,102,88.39,99,112
42,43,43,Scott Brown,100,88.35,91,103
43,44,44,Pat Perez,84,88.18,97,110
44,45,45,Daniel Summerhays,98,88.17,82,93
45,46,46,Bronson La'Cassie,51,88.1,37,42
46,47,47,Jason Bohn,81,88.04,81,92
47,T48,T48,James Hahn,82,87.95,73,83
48,T48,T48,Justin Rose,70,87.95,73,83
49,50,50,Freddie Jacobson,91,87.88,87,99
50,51,51,Jason Kokrak,65,87.84,65,74
51,52,52,John Senden,99,87.8,72,82
52,53,53,Roberto Castro,76,87.78,79,90
53,54,54,John Peterson,62,87.76,86,98
54,55,55,Ben Curtis,77,87.69,57,65
55,T56,T56,Greg Chalmers,85,87.65,71,81
56,T56,T56,Kevin Kisner,85,87.65,71,81
57,58,58,Brendon de Jonge,109,87.61,99,113
58,T59,T59,Camilo Villegas,95,87.5,77,88
59,T59,T59,Nick Watney,80,87.5,63,72
60,61,61,Justin Leonard,75,87.36,76,87
61,T62,T62,Seung-Yul Noh,92,87.34,69,79
62,T62,T62,Geoff Ogilvy,84,87.34,69,79
63,64,64,Gonzalo Fernandez-Castaño,83,87.23,82,94
64,65,65,Brad Fritsch,50,87.18,34,39
65,T66,T66,Jim Furyk,84,87.06,74,85
66,T66,T66,Ryan Palmer,85,87.06,74,85
67,T68,T68,Graham DeLaet,80,87.01,67,77
68,T68,T68,Bo Van Pelt,83,87.01,67,77
69,70,70,Brian Harman,111,86.96,120,138
70,71,71,Martin Laird,66,86.89,53,61
71,T72,T72,Brice Garnett,92,86.84,66,76
72,T72,T72,Sean O'Hair,77,86.84,66,76
73,T72,T72,Brandt Snedeker,89,86.84,66,76
74,75,75,Bud Cauley,56,86.79,46,53
75,76,76,Andrew Svoboda,77,86.75,72,83
76,77,77,Josh Teater,90,86.59,71,82
77,T78,T78,Aaron Baddeley,74,86.57,58,67
78,T78,T78,Kevin Stadler,90,86.57,58,67
79,80,80,Marc Leishman,81,86.54,90,104
80,81,81,Erik Compton,88,86.52,77,89
81,82,82,Sangmoon Bae,76,86.49,64,74
82,83,83,Jonathan Byrd,76,86.42,70,81
83,T84,T84,David Lingmerth,80,86.36,76,88
84,T84,T84,Heath Slocum,71,86.36,57,66
85,86,86,Jhonattan Vegas,77,86.3,63,73
86,T87,T87,Matt Every,85,86.21,75,87
87,T87,T87,Andrew Loupe,65,86.21,50,58
88,T87,T87,Rory McIlroy,66,86.21,50,58
89,90,90,John Huh,87,86.17,81,94
90,91,91,Mark Wilson,69,86.15,56,65
91,92,92,John Rollins,84,86.11,62,72
92,T93,T93,George McNeill,79,86.05,74,86
93,T93,T93,Nicholas Thompson,85,86.05,74,86
94,T95,T95,Martin Flores,85,85.92,61,71
95,T95,T95,Charlie Wi,72,85.92,61,71
96,97,97,Cameron Tringale,111,85.88,73,85
97,98,98,Tim Wilkinson,86,85.71,78,91
98,99,99,Brian Davis,93,85.59,101,118
99,100,100,Stewart Cink,91,85.58,89,104
100,T101,T101,Luke Guthrie,85,85.56,77,90
101,T101,T101,Scott Langley,95,85.56,77,90
102,T101,T101,Robert Streb,75,85.56,77,90
103,104,104,Ryan Moore,86,85.54,71,83
104,T105,T105,Russell Knox,92,85.45,94,110
105,T105,T105,Carl Pettersson,91,85.45,94,110
106,107,107,Morgan Hoffmann,103,85.29,87,102
107,108,108,Brendan Steele,89,85.19,69,81
108,109,109,Webb Simpson,87,84.93,62,73
109,110,110,Troy Merritt,62,84.81,67,79
110,111,111,Matt Kuchar,91,84.71,72,85
111,112,112,Scott Stallings,77,84.69,83,98
112,113,113,Luke Donald,57,84.62,44,52
113,114,114,Brian Stuard,91,84.47,87,103
114,115,115,Jim Herman,62,84.38,54,64
115,116,116,Richard Lee,80,84.29,59,70
116,117,117,Lee Westwood,57,84.21,48,57
117,118,118,Derek Ernst,80,84.0,63,75
118,119,119,Ernie Els,85,83.91,73,87
119,120,120,Ben Martin,80,83.78,62,74
120,121,121,Charles Howell III,106,83.76,98,117
121,122,122,Andres Romero,81,83.52,76,91
122,123,123,Danny Lee,84,83.51,81,97
123,T124,T124,Bill Haas,107,83.33,80,96
124,T124,T124,Justin Hicks,103,83.33,70,84
125,T124,T124,Michael Putnam,106,83.33,90,108
126,T124,T124,Jimmy Walker,98,83.33,60,72
127,128,128,Tommy Gainey,73,83.13,69,83
128,129,129,Bubba Watson,76,83.1,59,71
129,130,130,Boo Weekley,73,83.08,54,65
130,T131,T131,Vijay Singh,83,82.86,87,105
131,T131,T131,David Toms,64,82.86,58,70
132,133,133,Y.E. Yang,79,82.81,53,64
133,T134,T134,Rickie Fowler,91,82.72,67,81
134,T134,T134,Hunter Mahan,88,82.72,67,81
135,136,136,Dustin Johnson,58,82.69,43,52
136,137,137,Kevin Chappell,100,82.61,95,115
137,138,138,Hideki Matsuyama,82,82.47,80,97
138,139,139,Wes Roach,67,82.26,51,62
139,140,140,Stuart Appleby,92,82.18,83,101
140,T141,T141,Ben Crane,81,82.11,78,95
141,T141,T141,Charley Hoffman,93,82.11,78,95
142,143,143,Michael Thompson,74,82.09,55,67
143,T144,T144,Charlie Beljan,76,82.05,64,78
144,T144,T144,Harris English,95,82.05,64,78
145,146,146,Steven Bowditch,93,82.0,82,100
146,147,147,Martin Kaymer,65,81.97,50,61
147,148,148,Russell Henley,92,81.93,68,83
148,149,149,David Hearn,97,81.82,72,88
149,150,150,Bryce Molder,77,81.58,62,76
150,T151,T151,Jonas Blixt,64,81.48,44,54
151,T151,T151,Brooks Koepka,56,81.48,44,54
152,153,153,Sergio Garcia,61,81.13,43,53
153,154,154,Davis Love III,74,80.95,68,84
154,155,155,Will MacKenzie,82,80.9,72,89
155,156,156,John Merrick,87,80.85,76,94
156,157,157,Matt Jones,83,80.82,59,73
157,158,158,Rory Sabbatini,82,80.77,63,78
158,159,159,Jamie Lovemark,64,80.7,46,57
159,160,160,Tim Clark,75,80.65,50,62
160,161,161,Ángel Cabrera,69,80.0,72,90
161,T162,T162,Ken Duke,80,79.31,69,87
162,T162,T162,Chesson Hadley,84,79.31,69,87
163,164,164,K.J. Choi,80,79.07,68,86
164,165,165,Spencer Levin,59,78.95,45,57
165,166,166,Hudson Swafford,75,78.57,44,56
166,167,167,Lucas Glover,68,78.26,36,46
167,T168,T168,Ryo Ishikawa,75,78.13,50,64
168,T168,T168,Jim Renner,61,78.13,50,64
169,170,170,Henrik Stenson,56,77.78,35,45
170,171,171,Paul Casey,56,76.56,49,64
171,172,172,Kyle Stanley,87,75.76,75,99
172,173,173,James Driscoll,71,75.44,43,57
