,Proximity_to_Hole_from_Rough_RANK THIS WEEK,Proximity_to_Hole_from_Rough_RANK LAST WEEK,Proximity_to_Hole_from_Rough_PLAYER NAME,Proximity_to_Hole_from_Rough_ROUNDS,Proximity_to_Hole_from_Rough_AVG DTP,Proximity_to_Hole_from_Rough_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Rough_# OF SHOTS,Proximity_to_Hole_from_Rough_SCRAMBLING RANK
78,T77,T77,Brian Davis,93,"8' 0""",1386.4170000000001,173,25
79,T77,T77,Matt Jones,83,"8' 0""",1345.25,169,133
80,T77,T77,George McNeill,79,"8' 0""",1298.083,162,97
81,T77,T77,Geoff Ogilvy,84,"8' 0""",1495.1670000000001,186,137
82,T77,T77,Vijay Singh,83,"8' 0""",1445.9170000000001,180,73
83,T77,T77,Scott Stallings,77,"8' 0""",1606.3329999999999,200,154
84,T85,T85,Steven Bowditch,93,"8' 1""",1633.0829999999999,201,120
85,T85,T85,Martin Flores,85,"8' 1""",1359.75,168,111
86,T85,T85,Robert Garrigus,80,"8' 1""",1530.0,189,116
87,T85,T85,Sean O'Hair,77,"8' 1""",1351.0,168,63
88,T85,T85,John Rollins,84,"8' 1""",1232.167,153,165
89,T90,T90,Scott Brown,100,"8' 2""",1731.3329999999999,212,86
90,T90,T90,Kevin Kisner,85,"8' 2""",1570.5,192,122
91,T90,T90,Russell Knox,92,"8' 2""",1586.75,194,8
92,T90,T90,Graeme McDowell,66,"8' 2""",1008.0,123,39
93,T90,T90,Pat Perez,84,"8' 2""",1787.0829999999999,218,46
94,T90,T90,Charl Schwartzel,64,"8' 2""",1279.167,156,21
95,T90,T90,Kevin Stadler,90,"8' 2""",1132.083,139,159
96,T97,T97,Jonas Blixt,64,"8' 3""",1103.0,134,84
97,T97,T97,Derek Ernst,80,"8' 3""",1481.4170000000001,179,173
98,T97,T97,Lucas Glover,68,"8' 3""",789.5,96,176
99,T97,T97,Bill Haas,107,"8' 3""",1547.5829999999999,187,43
100,T97,T97,Martin Laird,66,"8' 3""",976.4169999999999,118,157
101,T97,T97,Scott Langley,95,"8' 3""",1524.6670000000001,184,21
102,T97,T97,Richard Lee,80,"8' 3""",1473.9170000000001,179,32
103,T97,T97,David Lingmerth,80,"8' 3""",1489.5,180,151
104,T97,T97,Jamie Lovemark,64,"8' 3""",1056.917,128,129
105,T97,T97,John Merrick,87,"8' 3""",1241.25,150,175
106,T97,T97,Jeff Overton,80,"8' 3""",1310.583,159,39
107,T97,T97,Michael Putnam,106,"8' 3""",1987.1670000000001,240,122
108,T97,T97,Rory Sabbatini,82,"8' 3""",1488.75,180,142
109,T97,T97,Kevin Streelman,79,"8' 3""",1332.1670000000001,162,155
110,T97,T97,Nicholas Thompson,85,"8' 3""",1395.9170000000001,169,164
111,T97,T97,Jhonattan Vegas,77,"8' 3""",1202.167,145,72
112,T97,T97,Mike Weir,69,"8' 3""",1129.333,137,56
113,T114,T114,Ricky Barnes,92,"8' 4""",1434.5,173,19
114,T114,T114,Chad Campbell,57,"8' 4""",709.9169999999999,85,51
115,T114,T114,Morgan Hoffmann,103,"8' 4""",2104.667,252,106
116,T114,T114,D.H. Lee,54,"8' 4""",1086.5,131,86
117,T114,T114,Kyle Stanley,87,"8' 4""",1409.0,169,167
118,T114,T114,Kevin Tway,64,"8' 4""",1015.25,122,162
119,T120,T120,Charlie Beljan,76,"8' 5""",1386.4170000000001,165,162
120,T120,T120,Matt Every,85,"8' 5""",1516.4170000000001,180,82
121,T120,T120,Chesson Hadley,84,"8' 5""",1719.75,204,153
122,T120,T120,Marc Leishman,81,"8' 5""",1580.6670000000001,187,115
123,T120,T120,Andrew Loupe,65,"8' 5""",1054.833,125,139
124,T120,T120,Davis Love III,74,"8' 5""",1457.1670000000001,173,140
125,T120,T120,John Peterson,62,"8' 5""",1013.5830000000001,120,134
126,T120,T120,D.A. Points,75,"8' 5""",1186.583,141,156
127,T120,T120,Camilo Villegas,95,"8' 5""",1618.5,192,125
128,T120,T120,Jimmy Walker,98,"8' 5""",1469.25,175,91
129,T130,T130,Jonathan Byrd,76,"8' 6""",1247.5,147,99
130,T130,T130,William McGirt,96,"8' 6""",1749.75,205,79
131,T130,T130,Andres Romero,81,"8' 6""",1604.5829999999999,189,52
132,T133,T133,Jim Herman,62,"8' 7""",1092.417,127,149
133,T133,T133,Trevor Immelman,84,"8' 7""",1361.9170000000001,159,150
134,T133,T133,Bronson La'Cassie,51,"8' 7""",824.75,96,48
135,T133,T133,"Ted Potter, Jr.",68,"8' 7""",1352.25,157,11
136,T133,T133,Brian Stuard,91,"8' 7""",1512.75,176,41
137,T138,T138,Aaron Baddeley,74,"8' 8""",1556.0829999999999,179,47
138,T138,T138,Graham DeLaet,80,"8' 8""",1127.917,130,85
139,T138,T138,Danny Lee,84,"8' 8""",1520.25,175,105
140,T138,T138,Ben Martin,80,"8' 8""",1322.1670000000001,152,75
141,T138,T138,Seung-Yul Noh,92,"8' 8""",1651.0829999999999,191,45
142,T138,T138,Ryan Palmer,85,"8' 8""",1580.6670000000001,182,95
143,T138,T138,Carl Pettersson,91,"8' 8""",1878.6670000000001,217,113
144,T138,T138,John Senden,99,"8' 8""",1670.6670000000001,192,49
145,T138,T138,Brendan Steele,89,"8' 8""",1337.75,155,67
146,T138,T138,Willy Wilcox,51,"8' 8""",870.1669999999999,100,81
147,T148,T148,Ben Curtis,77,"8' 9""",1324.8329999999999,152,126
148,T148,T148,James Driscoll,71,"8' 9""",1332.5,152,141
149,T148,T148,Brice Garnett,92,"8' 9""",1446.9170000000001,166,62
150,151,151,James Hahn,82,"8' 10""",1622.5829999999999,184,145
151,T152,T152,Daniel Summerhays,98,"8' 11""",1851.6670000000001,208,96
152,T152,T152,Andrew Svoboda,77,"8' 11""",1338.75,150,77
153,T154,T154,Stewart Cink,91,"9' 0""",1563.9170000000001,174,142
154,T154,T154,Justin Hicks,103,"9' 0""",1702.8329999999999,189,146
155,T154,T154,Martin Kaymer,65,"9' 0""",1167.25,130,158
156,T154,T154,Hunter Mahan,88,"9' 0""",1628.75,181,148
157,T154,T154,Patrick Reed,92,"9' 0""",1877.6670000000001,208,69
158,T154,T154,Boo Weekley,73,"9' 0""",1217.917,135,160
159,T160,T160,Jeff Maggert,54,"9' 1""",874.5,96,93
160,T160,T160,Michael Thompson,74,"9' 1""",1206.75,133,90
161,162,162,Russell Henley,92,"9' 2""",1948.5829999999999,213,170
162,T163,T163,Troy Merritt,62,"9' 4""",1314.5,141,130
163,T163,T163,Wes Roach,67,"9' 4""",1236.0,133,103
164,165,165,Johnson Wagner,69,"9' 5""",1339.5,142,92
165,166,166,Tommy Gainey,73,"9' 6""",1196.833,126,174
166,T167,T167,Ángel Cabrera,69,"9' 7""",1527.5,159,161
167,T167,T167,Troy Matteson,62,"9' 7""",997.3330000000001,104,168
168,T169,T169,Billy Horschel,92,"9' 8""",1464.4170000000001,152,144
169,T169,T169,Brooks Koepka,56,"9' 8""",880.5830000000001,91,108
170,T169,T169,Bubba Watson,76,"9' 8""",1454.0,151,74
171,172,172,Erik Compton,88,"9' 11""",1851.8329999999999,186,83
172,173,173,Mark Wilson,69,"10' 1""",1408.0,140,138
173,174,174,J.J. Henry,91,"10' 2""",1480.75,146,121
174,T175,T175,Robert Allenby,83,"10' 3""",1352.5,132,52
175,T175,T175,Greg Chalmers,85,"10' 3""",1960.3329999999999,191,65
176,177,177,Hudson Swafford,75,"11' 7""",1313.5829999999999,113,169
