,Sand_Saves_from__10_yards_RANK THIS WEEK,Sand_Saves_from__10_yards_RANK LAST WEEK,Sand_Saves_from__10_yards_PLAYER NAME,Sand_Saves_from__10_yards_ROUNDS,Sand_Saves_from__10_yards_%,Sand_Saves_from__10_yards_# OF SAVES,Sand_Saves_from__10_yards_# OF BUNKERS
82,T82,T82,Brian Davis,93,61.54,8.0,13
83,T84,T84,Ben Curtis,77,60.0,3.0,5
84,T84,T84,Trevor Immelman,84,60.0,3.0,5
85,T84,T84,Matt Jones,83,60.0,3.0,5
86,T84,T84,Ian Poulter,57,60.0,3.0,5
87,T84,T84,Wes Roach,67,60.0,3.0,5
88,T84,T84,Rory Sabbatini,82,60.0,6.0,10
89,T84,T84,Adam Scott,68,60.0,3.0,5
90,T84,T84,Jhonattan Vegas,77,60.0,3.0,5
91,T84,T84,Mike Weir,69,60.0,3.0,5
92,T84,T84,Lee Westwood,57,60.0,3.0,5
93,T94,T94,Jonas Blixt,64,57.14,4.0,7
94,T94,T94,Brendon de Jonge,109,57.14,4.0,7
95,T94,T94,Graham DeLaet,80,57.14,4.0,7
96,T94,T94,Bill Haas,107,57.14,8.0,14
97,T94,T94,Brian Harman,111,57.14,4.0,7
98,T94,T94,Charley Hoffman,93,57.14,4.0,7
99,T94,T94,Matt Kuchar,91,57.14,4.0,7
100,T94,T94,Martin Laird,66,57.14,4.0,7
101,T94,T94,Phil Mickelson,71,57.14,4.0,7
102,T94,T94,Henrik Stenson,56,57.14,4.0,7
103,T94,T94,Camilo Villegas,95,57.14,4.0,7
104,T94,T94,Bubba Watson,76,57.14,4.0,7
105,T94,T94,Tim Wilkinson,86,57.14,4.0,7
106,T107,T107,Ryo Ishikawa,75,55.56,5.0,9
107,T107,T107,Ryan Moore,86,55.56,5.0,9
108,T107,T107,Pat Perez,84,55.56,5.0,9
109,T107,T107,Carl Pettersson,91,55.56,5.0,9
110,T111,T111,Gonzalo Fernandez-Castaño,83,54.55,6.0,11
111,T111,T111,John Huh,87,54.55,6.0,11
112,T111,T111,Brendon Todd,108,54.55,6.0,11
113,T111,T111,Cameron Tringale,111,54.55,6.0,11
114,T115,T115,Woody Austin,63,50.0,1.0,2
115,T115,T115,Bud Cauley,56,50.0,1.0,2
116,T115,T115,Ben Crane,81,50.0,4.0,8
117,T115,T115,Tommy Gainey,73,50.0,3.0,6
118,T115,T115,Sergio Garcia,61,50.0,4.0,8
119,T115,T115,Robert Garrigus,80,50.0,3.0,6
120,T115,T115,Brian Gay,81,50.0,3.0,6
121,T115,T115,J.J. Henry,91,50.0,1.0,2
122,T115,T115,Justin Hicks,103,50.0,4.0,8
123,T115,T115,Morgan Hoffmann,103,50.0,5.0,10
124,T115,T115,Billy Horschel,92,50.0,2.0,4
125,T115,T115,Scott Langley,95,50.0,2.0,4
126,T115,T115,Davis Love III,74,50.0,4.0,8
127,T115,T115,Jeff Maggert,54,50.0,2.0,4
128,T115,T115,Hideki Matsuyama,82,50.0,4.0,8
129,T115,T115,Rory McIlroy,66,50.0,3.0,6
130,T115,T115,John Merrick,87,50.0,3.0,6
131,T115,T115,Louis Oosthuizen,50,50.0,1.0,2
132,T115,T115,Jeff Overton,80,50.0,3.0,6
133,T115,T115,Patrick Reed,92,50.0,3.0,6
134,T115,T115,Andres Romero,81,50.0,4.0,8
135,T115,T115,Webb Simpson,87,50.0,3.0,6
136,T115,T115,Boo Weekley,73,50.0,3.0,6
137,T115,T115,Gary Woodland,93,50.0,6.0,12
138,139,139,Brandt Snedeker,89,45.45,5.0,11
139,T140,T140,Derek Ernst,80,44.44,4.0,9
140,T140,T140,Sean O'Hair,77,44.44,4.0,9
141,T140,T140,Jim Renner,61,44.44,4.0,9
142,T143,T143,Rickie Fowler,91,42.86,3.0,7
143,T143,T143,Luke Guthrie,85,42.86,3.0,7
144,T143,T143,Freddie Jacobson,91,42.86,3.0,7
145,T143,T143,Bo Van Pelt,83,42.86,3.0,7
146,147,147,Harris English,95,41.67,5.0,12
147,T148,T148,Lucas Glover,68,40.0,2.0,5
148,T148,T148,Kevin Kisner,85,40.0,2.0,5
149,T148,T148,D.H. Lee,54,40.0,2.0,5
150,T148,T148,Justin Leonard,75,40.0,2.0,5
151,T148,T148,D.A. Points,75,40.0,2.0,5
152,T148,T148,Heath Slocum,71,40.0,2.0,5
153,T148,T148,Robert Streb,75,40.0,2.0,5
154,T148,T148,Kevin Streelman,79,40.0,2.0,5
155,T148,T148,Daniel Summerhays,98,40.0,2.0,5
156,157,157,Russell Knox,92,38.46,5.0,13
157,T158,T158,Jonathan Byrd,76,37.5,3.0,8
158,T158,T158,Hunter Mahan,88,37.5,3.0,8
159,T160,T160,Charlie Beljan,76,33.33,2.0,6
160,T160,T160,Jason Day,54,33.33,1.0,3
161,T160,T160,Russell Henley,92,33.33,2.0,6
162,T160,T160,Jimmy Walker,98,33.33,2.0,6
163,164,164,Brice Garnett,92,30.0,3.0,10
164,T165,T165,Robert Allenby,83,28.57,2.0,7
165,T165,T165,Ángel Cabrera,69,28.57,2.0,7
166,T165,T165,Brendan Steele,89,28.57,2.0,7
167,T168,T168,Stuart Appleby,92,20.0,2.0,10
168,T168,T168,Danny Lee,84,20.0,1.0,5
169,T168,T168,Johnson Wagner,69,20.0,1.0,5
170,T171,T171,Jim Herman,62,0.0,,2
171,T171,T171,Spencer Levin,59,0.0,,2
172,T171,T171,Andrew Loupe,65,0.0,,5
173,T171,T171,Kevin Tway,64,0.0,,2
174,T171,T171,Mark Wilson,69,0.0,,1
