,Sand_Saves_from__10_yards_RANK THIS WEEK,Sand_Saves_from__10_yards_RANK LAST WEEK,Sand_Saves_from__10_yards_PLAYER NAME,Sand_Saves_from__10_yards_ROUNDS,Sand_Saves_from__10_yards_%,Sand_Saves_from__10_yards_# OF SAVES,Sand_Saves_from__10_yards_# OF BUNKERS
0,T1,T1,Chad Campbell,57,100.0,1.0,1
1,T1,T1,Tim Clark,75,100.0,4.0,4
2,T1,T1,Martin Flores,85,100.0,2.0,2
3,T1,T1,Brad Fritsch,50,100.0,3.0,3
4,T1,T1,Billy Hurley III,86,100.0,2.0,2
5,T1,T1,Jerry Kelly,80,100.0,3.0,3
6,T1,T1,Brooks Koepka,56,100.0,4.0,4
7,T1,T1,Bronson La'Cassie,51,100.0,1.0,1
8,T1,T1,Ryan Palmer,85,100.0,6.0,6
9,T1,T1,John Senden,99,100.0,7.0,7
10,T1,T1,Hudson Swafford,75,100.0,1.0,1
11,T1,T1,Tyrone Van Aswegen,79,100.0,5.0,5
12,13,13,Jordan Spieth,102,91.67,11.0,12
13,14,14,Retief Goosen,94,90.0,9.0,10
14,T15,T15,Sangmoon Bae,76,88.89,8.0,9
15,T15,T15,Greg Chalmers,85,88.89,8.0,9
16,T15,T15,Nicholas Thompson,85,88.89,8.0,9
17,18,18,Kevin Na,94,85.71,6.0,7
18,19,19,Chris Kirk,105,84.62,11.0,13
19,T20,T20,Scott Brown,100,83.33,5.0,6
20,T20,T20,Bryce Molder,77,83.33,5.0,6
21,T20,T20,Charl Schwartzel,64,83.33,5.0,6
22,T20,T20,Charlie Wi,72,83.33,5.0,6
23,T24,T24,Aaron Baddeley,74,80.0,8.0,10
24,T24,T24,Jason Bohn,81,80.0,4.0,5
25,T24,T24,Roberto Castro,76,80.0,4.0,5
26,T24,T24,Stewart Cink,91,80.0,4.0,5
27,T24,T24,J.B. Holmes,86,80.0,4.0,5
28,T24,T24,Ben Martin,80,80.0,4.0,5
29,T24,T24,Justin Rose,70,80.0,4.0,5
30,T24,T24,Vijay Singh,83,80.0,8.0,10
31,T24,T24,Michael Thompson,74,80.0,4.0,5
32,T33,T33,David Hearn,97,77.78,7.0,9
33,T33,T33,Zach Johnson,97,77.78,7.0,9
34,T33,T33,David Lingmerth,80,77.78,7.0,9
35,T33,T33,Michael Putnam,106,77.78,7.0,9
36,T37,T37,Jamie Lovemark,64,75.0,3.0,4
37,T37,T37,Graeme McDowell,66,75.0,3.0,4
38,T37,T37,Troy Merritt,62,75.0,3.0,4
39,T37,T37,Chris Stroud,88,75.0,3.0,4
40,T41,T41,Charles Howell III,106,72.73,8.0,11
41,T41,T41,Seung-Yul Noh,92,72.73,8.0,11
42,T43,T43,Dustin Johnson,58,71.43,5.0,7
43,T43,T43,Josh Teater,90,71.43,5.0,7
44,T45,T45,Paul Casey,56,70.0,7.0,10
45,T45,T45,James Driscoll,71,70.0,7.0,10
46,T45,T45,Jason Kokrak,65,70.0,7.0,10
47,T48,T48,Kevin Chappell,100,69.23,9.0,13
48,T48,T48,George McNeill,79,69.23,9.0,13
49,T48,T48,Kyle Stanley,87,69.23,9.0,13
50,T51,T51,Briny Baird,50,66.67,4.0,6
51,T51,T51,Keegan Bradley,89,66.67,2.0,3
52,T51,T51,K.J. Choi,80,66.67,6.0,9
53,T51,T51,Erik Compton,88,66.67,4.0,6
54,T51,T51,Luke Donald,57,66.67,6.0,9
55,T51,T51,Jason Dufner,57,66.67,6.0,9
56,T51,T51,Ernie Els,85,66.67,6.0,9
57,T51,T51,Jim Furyk,84,66.67,6.0,9
58,T51,T51,James Hahn,82,66.67,4.0,6
59,T51,T51,Martin Kaymer,65,66.67,2.0,3
60,T51,T51,Richard Lee,80,66.67,4.0,6
61,T51,T51,Troy Matteson,62,66.67,2.0,3
62,T51,T51,William McGirt,96,66.67,6.0,9
63,T51,T51,Geoff Ogilvy,84,66.67,4.0,6
64,T51,T51,John Peterson,62,66.67,4.0,6
65,T51,T51,"Ted Potter, Jr.",68,66.67,2.0,3
66,T51,T51,John Rollins,84,66.67,4.0,6
67,T51,T51,Kevin Stadler,90,66.67,2.0,3
68,T51,T51,Scott Stallings,77,66.67,6.0,9
69,T51,T51,Shawn Stefani,60,66.67,2.0,3
70,T51,T51,Brian Stuard,91,66.67,6.0,9
71,T51,T51,Nick Watney,80,66.67,4.0,6
72,T73,T73,Matt Every,85,63.64,7.0,11
73,T73,T73,Marc Leishman,81,63.64,7.0,11
74,T75,T75,Ricky Barnes,92,62.5,5.0,8
75,T75,T75,Chad Collins,78,62.5,5.0,8
76,T75,T75,Ken Duke,80,62.5,5.0,8
77,T75,T75,Chesson Hadley,84,62.5,5.0,8
78,T75,T75,Will MacKenzie,82,62.5,5.0,8
79,T75,T75,David Toms,64,62.5,5.0,8
80,T75,T75,Y.E. Yang,79,62.5,5.0,8
81,T82,T82,Steven Bowditch,93,61.54,8.0,13
