,Scrambling_from__30_yards_RANK THIS WEEK,Scrambling_from__30_yards_RANK LAST WEEK,Scrambling_from__30_yards_PLAYER NAME,Scrambling_from__30_yards_ROUNDS,Scrambling_from__30_yards_%,Scrambling_from__30_yards_SUCCESSES,Scrambling_from__30_yards_ATTEMPTS
72,73,73,Ricky Barnes,92,31.08,23,74
73,74,74,Tim Clark,75,30.95,26,84
74,75,75,Danny Lee,84,30.88,21,68
75,T76,T76,Chad Campbell,57,30.77,16,52
76,T76,T76,Richard Lee,80,30.77,24,78
77,78,78,Brice Garnett,92,30.53,29,95
78,79,79,D.A. Points,75,30.49,25,82
79,80,80,Brandt Snedeker,89,30.38,24,79
80,81,81,Ben Martin,80,30.26,23,76
81,82,82,Zach Johnson,97,30.12,25,83
82,T83,T83,D.H. Lee,54,30.0,18,60
83,T83,T83,Kyle Stanley,87,30.0,21,70
84,T83,T83,Bubba Watson,76,30.0,18,60
85,86,86,Marc Leishman,81,29.89,26,87
86,87,87,Jimmy Walker,98,29.87,23,77
87,88,88,Bronson La'Cassie,51,29.55,13,44
88,89,89,Jeff Overton,80,29.49,23,78
89,90,90,Ian Poulter,57,29.41,15,51
90,91,91,Kevin Tway,64,29.31,17,58
91,92,92,Martin Laird,66,28.79,19,66
92,93,93,Trevor Immelman,84,28.77,21,73
93,94,94,Steven Bowditch,93,28.72,27,94
94,95,95,Camilo Villegas,95,28.7,31,108
95,T96,T96,Stewart Cink,91,28.57,26,91
96,T96,T96,Jamie Lovemark,64,28.57,18,63
97,T96,T96,George McNeill,79,28.57,20,70
98,T96,T96,John Peterson,62,28.57,14,49
99,100,100,Roberto Castro,76,28.4,23,81
100,101,101,Bryce Molder,77,28.26,26,92
101,102,102,Jordan Spieth,102,28.13,27,96
102,103,103,Dustin Johnson,58,28.0,14,50
103,104,104,Scott Brown,100,27.91,24,86
104,105,105,Cameron Tringale,111,27.83,32,115
105,106,106,Geoff Ogilvy,84,27.4,20,73
106,107,107,Aaron Baddeley,74,27.37,26,95
107,108,108,Charles Howell III,106,27.27,24,88
108,109,109,J.J. Henry,91,27.17,25,92
109,T110,T110,Jonathan Byrd,76,27.14,19,70
110,T110,T110,Andrew Svoboda,77,27.14,19,70
111,112,112,Rickie Fowler,91,26.92,21,78
112,113,113,Wes Roach,67,26.87,18,67
113,114,114,William McGirt,96,26.83,22,82
114,115,115,Graeme McDowell,66,26.79,15,56
115,116,116,Mark Wilson,69,26.76,19,71
116,117,117,Keegan Bradley,89,26.56,17,64
117,118,118,Brendon de Jonge,109,26.51,22,83
118,T119,T119,Woody Austin,63,26.32,20,76
119,T119,T119,John Rollins,84,26.32,25,95
120,121,121,Luke Donald,57,26.23,16,61
121,122,122,Graham DeLaet,80,26.09,18,69
122,123,123,Robert Garrigus,80,25.93,21,81
123,124,124,Derek Ernst,80,25.88,22,85
124,T125,T125,Charl Schwartzel,64,25.81,16,62
125,T125,T125,Kevin Stadler,90,25.81,16,62
126,127,127,Matt Jones,83,25.76,17,66
127,128,128,Gonzalo Fernandez-Castaño,83,25.58,22,86
128,129,129,Lucas Glover,68,25.45,14,55
129,130,130,Troy Merritt,62,25.35,18,71
130,131,131,Andrew Loupe,65,25.27,23,91
131,132,132,Nick Watney,80,25.0,15,60
132,133,133,Andres Romero,81,24.73,23,93
133,134,134,Russell Henley,92,24.49,24,98
134,135,135,Rory McIlroy,66,24.39,10,41
135,136,136,James Hahn,82,24.32,18,74
136,137,137,Kevin Streelman,79,24.29,17,70
137,138,138,Martin Kaymer,65,24.24,16,66
138,139,139,Kevin Kisner,85,24.14,21,87
139,140,140,Bo Van Pelt,83,23.53,16,68
140,141,141,Boo Weekley,73,23.33,7,30
141,142,142,Pat Perez,84,23.08,24,104
142,143,143,Jim Renner,61,22.97,17,74
143,T144,T144,Vijay Singh,83,22.86,16,70
144,T144,T144,Brendan Steele,89,22.86,16,70
145,T146,T146,Jason Dufner,57,22.73,10,44
146,T146,T146,Shawn Stefani,60,22.73,15,66
147,T146,T146,Johnson Wagner,69,22.73,15,66
148,149,149,Jason Bohn,81,22.47,20,89
149,150,150,Y.E. Yang,79,21.92,16,73
150,151,151,Greg Chalmers,85,21.88,21,96
151,152,152,Bud Cauley,56,21.82,12,55
152,T153,T153,Jeff Maggert,54,21.74,10,46
153,T153,T153,Tyrone Van Aswegen,79,21.74,20,92
154,155,155,Henrik Stenson,56,21.43,9,42
155,T156,T156,Kevin Chappell,100,21.18,18,85
156,T156,T156,Ryo Ishikawa,75,21.18,18,85
157,T158,T158,David Lingmerth,80,21.05,16,76
158,T158,T158,John Merrick,87,21.05,16,76
159,160,160,Brian Harman,111,20.91,23,110
160,161,161,Scott Stallings,77,20.9,14,67
161,162,162,James Driscoll,71,20.73,17,82
162,163,163,Hudson Swafford,75,20.37,11,54
163,164,164,Tommy Gainey,73,20.29,14,69
164,T165,T165,Charlie Beljan,76,20.0,14,70
165,T165,T165,Michael Putnam,106,20.0,20,100
166,167,167,Ángel Cabrera,69,19.67,12,61
167,168,168,Rory Sabbatini,82,19.48,15,77
168,169,169,Troy Matteson,62,19.44,14,72
169,170,170,Jhonattan Vegas,77,19.35,12,62
170,171,171,Nicholas Thompson,85,18.31,13,71
171,172,172,Will MacKenzie,82,18.28,17,93
172,173,173,Paul Casey,56,17.95,7,39
173,174,174,Jim Herman,62,17.39,8,46
174,175,175,Brooks Koepka,56,17.07,7,41
175,176,176,John Huh,87,16.9,12,71
176,177,177,Chesson Hadley,84,15.24,16,105
