,Scrambling_from__30_yards_RANK THIS WEEK,Scrambling_from__30_yards_RANK LAST WEEK,Scrambling_from__30_yards_PLAYER NAME,Scrambling_from__30_yards_ROUNDS,Scrambling_from__30_yards_%,Scrambling_from__30_yards_SUCCESSES,Scrambling_from__30_yards_ATTEMPTS
0,1,1,Heath Slocum,71,50.91,28,55
1,2,2,"Ted Potter, Jr.",68,50.0,29,58
2,3,3,Sergio Garcia,61,44.83,13,29
3,4,4,Jason Day,54,43.18,19,44
4,5,5,Tim Wilkinson,86,42.71,41,96
5,6,6,Jim Furyk,84,41.18,21,51
6,7,7,Ryan Palmer,85,39.39,26,66
7,8,8,Stuart Appleby,92,39.32,46,117
8,9,9,Hideki Matsuyama,82,39.22,20,51
9,10,10,Brian Davis,93,38.3,36,94
10,11,11,Chris Kirk,105,38.1,40,105
11,12,12,Luke Guthrie,85,37.89,36,95
12,13,13,Chris Stroud,88,37.8,31,82
13,14,14,Harris English,95,37.21,32,86
14,15,15,Brian Stuard,91,36.71,29,79
15,16,16,Ryan Moore,86,36.67,22,60
16,17,17,Webb Simpson,87,36.56,34,93
17,18,18,Patrick Reed,92,36.54,38,104
18,19,19,Brian Gay,81,36.47,31,85
19,20,20,Kevin Na,94,36.25,29,80
20,21,21,Brad Fritsch,50,36.17,17,47
21,22,22,Jason Kokrak,65,36.07,22,61
22,23,23,Bill Haas,107,35.71,30,84
23,24,24,Briny Baird,50,35.48,22,62
24,25,25,Justin Rose,70,35.29,18,51
25,26,26,Brendon Todd,108,35.19,38,108
26,27,27,Carl Pettersson,91,35.16,32,91
27,28,28,John Senden,99,34.94,29,83
28,29,29,Erik Compton,88,34.88,30,86
29,30,30,Matt Kuchar,91,34.85,23,66
30,31,31,Retief Goosen,94,34.74,33,95
31,32,32,Adam Scott,68,34.69,17,49
32,33,33,Robert Streb,75,34.62,18,52
33,34,34,Hunter Mahan,88,34.57,28,81
34,35,35,Chad Collins,78,34.44,31,90
35,36,36,J.B. Holmes,86,34.38,33,96
36,37,37,Scott Langley,95,34.31,35,102
37,38,38,Sangmoon Bae,76,34.29,24,70
38,39,39,Willy Wilcox,51,34.21,13,38
39,40,40,Daniel Summerhays,98,34.15,28,82
40,41,41,Ben Curtis,77,34.07,31,91
41,42,42,Charlie Wi,72,34.04,32,94
42,43,43,Jerry Kelly,80,33.78,25,74
43,44,44,David Hearn,97,33.66,34,101
44,T45,T45,Martin Flores,85,33.33,26,78
45,T45,T45,Sean O'Hair,77,33.33,30,90
46,T45,T45,Louis Oosthuizen,50,33.33,12,36
47,T45,T45,Gary Woodland,93,33.33,24,72
48,49,49,Ben Crane,81,32.99,32,97
49,50,50,Ernie Els,85,32.94,28,85
50,51,51,Russell Knox,92,32.89,25,76
51,52,52,Ken Duke,80,32.84,22,67
52,53,53,Morgan Hoffmann,103,32.65,48,147
53,T54,T54,K.J. Choi,80,32.47,25,77
54,T54,T54,Charley Hoffman,93,32.47,25,77
55,T54,T54,Davis Love III,74,32.47,25,77
56,57,57,Jonas Blixt,64,32.39,23,71
57,58,58,Spencer Levin,59,32.31,21,65
58,T59,T59,Phil Mickelson,71,32.14,18,56
59,T59,T59,Lee Westwood,57,32.14,18,56
60,61,61,Billy Horschel,92,32.1,26,81
61,62,62,David Toms,64,32.08,17,53
62,63,63,Justin Leonard,75,32.04,33,103
63,64,64,Josh Teater,90,31.82,28,88
64,T65,T65,Robert Allenby,83,31.75,20,63
65,T65,T65,Billy Hurley III,86,31.75,20,63
66,67,67,Mike Weir,69,31.73,33,104
67,68,68,Matt Every,85,31.33,26,83
68,T69,T69,Justin Hicks,103,31.25,25,80
69,T69,T69,Freddie Jacobson,91,31.25,30,96
70,T69,T69,Michael Thompson,74,31.25,25,80
71,72,72,Seung-Yul Noh,92,31.13,33,106
