,Sand_Saves_from_20-30_yards_RANK THIS WEEK,Sand_Saves_from_20-30_yards_RANK LAST WEEK,Sand_Saves_from_20-30_yards_PLAYER NAME,Sand_Saves_from_20-30_yards_ROUNDS,Sand_Saves_from_20-30_yards_%,Sand_Saves_from_20-30_yards_# OF SAVES,Sand_Saves_from_20-30_yards_# OF BUNKERS
0,1,1,Bill Haas,107,83.33,35,42
1,2,2,Mike Weir,69,80.0,20,25
2,3,3,Charl Schwartzel,64,73.91,17,23
3,4,4,Seung-Yul Noh,92,72.5,29,40
4,5,5,Phil Mickelson,71,68.18,15,22
5,6,6,Patrick Reed,92,66.67,26,39
6,T7,T7,Tim Clark,75,65.38,17,26
7,T7,T7,D.A. Points,75,65.38,17,26
8,9,9,Sergio Garcia,61,65.0,13,20
9,10,10,Brandt Snedeker,89,64.29,18,28
10,11,11,Brian Davis,93,63.64,35,55
11,12,12,Luke Donald,57,62.5,10,16
12,13,13,D.H. Lee,54,62.07,18,29
13,T14,T14,Billy Horschel,92,61.9,13,21
14,T14,T14,Bronson La'Cassie,51,61.9,13,21
15,16,16,Kevin Chappell,100,61.76,21,34
16,17,17,Scott Langley,95,61.29,19,31
17,18,18,Ben Martin,80,60.71,17,28
18,19,19,Marc Leishman,81,60.61,20,33
19,T20,T20,Billy Hurley III,86,60.0,15,25
20,T20,T20,Ryo Ishikawa,75,60.0,18,30
21,T20,T20,Brooks Koepka,56,60.0,6,10
22,23,23,Jim Furyk,84,59.26,16,27
23,24,24,Charlie Wi,72,58.82,20,34
24,25,25,Heath Slocum,71,58.62,17,29
25,26,26,Troy Merritt,62,57.69,15,26
26,T27,T27,Robert Allenby,83,57.14,24,42
27,T27,T27,Robert Garrigus,80,57.14,16,28
28,T27,T27,Russell Knox,92,57.14,16,28
29,T27,T27,Ryan Palmer,85,57.14,20,35
30,31,31,Scott Brown,100,56.67,17,30
31,32,32,Chris Kirk,105,56.52,26,46
32,33,33,Bryce Molder,77,56.25,18,32
33,34,34,Greg Chalmers,85,56.0,28,50
34,T35,T35,Zach Johnson,97,55.81,24,43
35,T35,T35,Sean O'Hair,77,55.81,24,43
